X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
2716N: Security Apparatus - Fund for Peace,0898: Pupil-teacher ratio; primary - WDI,0.28479,0.050841495,0.06179002,0.28095,5.9541965,0.48368225
2716N: Security Apparatus - Fund for Peace,0741: Manufacturing; value added  (constant LCU) - WDI,0.28412,0.2819313,0.18028,0.28412,6.129283,0.046783276
2716N: Security Apparatus - Fund for Peace,2752: Merchandise trade-Imports-Electronic data processing and office equipment (US dollar at current prices) - WTO,0.28329,0.20223787,0.042679995,0.28329,6.044394,-0.28469655
2716N: Security Apparatus - Fund for Peace,0043: Secondary income; other sectors; payments  (BoP; current US$) - WDI,0.28297,0.20601454,0.03749001,0.27963,6.129283,-0.27740848
2716N: Security Apparatus - Fund for Peace,0041: Foreign direct investment; net outflows  (BoP; current US$) - WDI,0.28292,0.18579656,0.083340004,0.28292,5.9541965,-0.31164634
2716N: Security Apparatus - Fund for Peace,2789: Balance of Payments-Exports-Other commercial services (US dollar at current prices) - WTO,0.2815,0.16819158,0.04564999,0.2815,6.044394,-0.33661318
2716N: Security Apparatus - Fund for Peace,0779: Adjusted net national income  (constant 2005 US$) - WDI,0.28135,0.22562283,0.05066,0.27456,6.0,-0.23606598
2716N: Security Apparatus - Fund for Peace,1895: Mobile-cellular telephone subscriptions - ITU,0.27994,-0.002454847,0.052780002,0.27741,6.2479277,-0.53140837
2716N: Security Apparatus - Fund for Peace,1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU,0.27994,-0.002454847,0.052780002,0.27741,6.2479277,-0.53140837
2716N: Security Apparatus - Fund for Peace,0668: Household final consumption expenditure; etc.  (constant 2005 US$) - WDI,0.27969,0.23233373,0.08782001,0.27969,6.0,-0.21761495
2716N: Security Apparatus - Fund for Peace,0722: Imports of goods and services  (constant 2005 US$) - WDI,0.27928,0.17036463,0.04756999,0.27928,5.643856,-0.3300233
2716N: Security Apparatus - Fund for Peace,0847: Net current transfers from abroad  (current US$) - WDI,0.27901,0.2012254,0.066190004,0.27901,6.087463,0.2788989
2716N: Security Apparatus - Fund for Peace,2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO,0.27869,0.13759138,0.043650016,0.27869,6.087463,-0.37563097
2716N: Security Apparatus - Fund for Peace,0804: GDP  (constant LCU) - WDI,0.27778,0.27504525,0.17563999,0.27486,6.2479277,0.05229485
2716N: Security Apparatus - Fund for Peace,1211: Labor force participation rate; female (% of female population ages 15+)  (modeled ILO estimate) - WDI,0.27727,0.26942655,0.17255,0.27513,6.2479277,-0.08856314
2716N: Security Apparatus - Fund for Peace,2734: Merchandise trade-Imports-Office and telecom equipment (US dollar at current prices) - WTO,0.27725,0.2292359,0.040109992,0.27725,6.129283,-0.21912117
2716N: Security Apparatus - Fund for Peace,0670: Household final consumption expenditure; etc.  (constant LCU) - WDI,0.27583,0.27047452,0.16788,0.27583,6.044394,0.073181115
2716N: Security Apparatus - Fund for Peace,2753: Merchandise trade-Imports-Integrated circuits and electronic components (US dollar at current prices) - WTO,0.27447,0.26738003,0.035969988,0.27447,5.7548876,-0.08420203
2716N: Security Apparatus - Fund for Peace,0676: Household final consumption expenditure  (constant LCU) - WDI,0.27434,0.2692425,0.17449,0.27085,6.087463,0.07139694
2716N: Security Apparatus - Fund for Peace,0029: Cereal yield  (kg per hectare) - WDI,0.27293,0.16882049,0.04196,0.27293,6.044394,-0.32266006
2716N: Security Apparatus - Fund for Peace,1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI,0.27271,0.064046904,0.07000999,0.27271,4.321928,0.45679656
2716N: Security Apparatus - Fund for Peace,0008: Arable land  (% of land area) - WDI,0.27252,0.2644849,0.2256,0.27252,6.2479277,-0.08963872
2716N: Security Apparatus - Fund for Peace,0636: Mobile cellular subscriptions  (per 100 people) - WDI,0.27124,-0.008308649,0.051019996,0.27124,6.2479277,-0.5287236
2716N: Security Apparatus - Fund for Peace,1324: International tourism; expenditures for travel items  (current US$) - WDI,0.27113,0.16732588,0.056439996,0.27113,6.087463,-0.32218644
2716N: Security Apparatus - Fund for Peace,0055: Net secondary income  (BoP; current US$) - WDI,0.27071,0.15809454,0.06429,0.26779,6.169925,0.33558226
2716N: Security Apparatus - Fund for Peace,2822: Balance of Payments-Imports-Other business services (US dollar at current prices) - WTO,0.27033,0.113588706,0.044149995,0.27033,6.087463,-0.39590567
2716N: Security Apparatus - Fund for Peace,0846: Net taxes on products  (constant LCU) - WDI,0.27031,0.2683816,0.18926,0.26546,6.044394,-0.04391362
2716N: Security Apparatus - Fund for Peace,0946: Secondary education; general pupils  (% female) - WDI,0.26989,0.071760446,0.08481,0.26675,6.087463,-0.44511747
2716N: Security Apparatus - Fund for Peace,0943: Secondary education; pupils - WDI,0.26977,0.26148623,0.17583,0.26977,6.0,0.09101522
2716N: Security Apparatus - Fund for Peace,0588: Time required to build a warehouse  (days) - WDI,0.26932,0.25729838,0.21509,0.26447,6.169925,0.10964319
2716N: Security Apparatus - Fund for Peace,0053: Portfolio Investment; net  (BoP; current US$) - WDI,0.26908,0.2608781,0.18359001,0.26908,6.0,0.09056455
2716N: Security Apparatus - Fund for Peace,1150: Employment to population ratio; 15+; female (%)  (modeled ILO estimate) - WDI,0.26812,0.26116294,0.17547,0.26812,6.2094536,-0.08340893
2716N: Security Apparatus - Fund for Peace,0664: General government final consumption expenditure  (constant LCU) - WDI,0.26791,0.26545292,0.18504,0.26462,6.087463,0.04956899
2716N: Security Apparatus - Fund for Peace,1325: International tourism; expenditures  (current US$) - WDI,0.26767,0.16061583,0.052,0.26767,5.857981,-0.32719135
2716N: Security Apparatus - Fund for Peace,0594: Scientific and technical journal articles - WDI,0.26753,0.22097597,0.046499997,0.26753,6.2479277,-0.21576382
2716N: Security Apparatus - Fund for Peace,0927: Primary education; teachers - WDI,0.26738,0.2647722,0.17651999,0.26316,5.9541965,0.05106644
2716N: Security Apparatus - Fund for Peace,2803: Balance of Payments-Imports-Travel (US dollar at current prices) - WTO,0.26608,0.1622452,0.047529995,0.26608,6.129283,-0.32223406
2716N: Security Apparatus - Fund for Peace,1361: Merchandise imports  (current US$) - WDI,0.26572,0.16519257,0.049200013,0.26572,6.129283,-0.31706062
2716N: Security Apparatus - Fund for Peace,0068: Exports of goods; services and primary income  (BoP; current US$) - WDI,0.26555,0.14172813,0.06552999,0.26555,5.523562,-0.3518833
2716N: Security Apparatus - Fund for Peace,2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO,0.26519,0.1464765,0.05114001,0.26519,5.9068904,-0.34454826
2716N: Security Apparatus - Fund for Peace,2804: Balance of Payments-Imports-Other commercial services (US dollar at current prices) - WTO,0.26501,0.12129128,0.055219993,0.25949,6.169925,-0.37910253
2716N: Security Apparatus - Fund for Peace,2736: Merchandise trade-Imports-Transport equipment (US dollar at current prices) - WTO,0.26398,0.16509007,0.044240013,0.26398,6.087463,-0.3144677
2716N: Security Apparatus - Fund for Peace,0760: Adjusted savings: education expenditure  (current US$) - WDI,0.2636,0.20106626,0.0492,0.2636,6.2094536,-0.25006744
2716N: Security Apparatus - Fund for Peace,0903: Gross intake ratio in first grade of primary education; male  (% of relevant age group) - WDI,0.26309,0.23175628,0.13976002,0.25972,6.0,0.17701337
2716N: Security Apparatus - Fund for Peace,2781: Merchandise trade-Imports-Total merchandise (US dollar at current prices) - WTO,0.26285,0.16227672,0.048260003,0.26285,6.129283,-0.3171329
2716N: Security Apparatus - Fund for Peace,1231: Labor force; female  (% of total labor force) - WDI,0.26219,0.20927274,0.16578001,0.25869,6.2479277,-0.23003756
2716N: Security Apparatus - Fund for Peace,2720: Merchandise trade-Exports-Agricultural products (US dollar at current prices) - WTO,0.26216,0.15616435,0.02723001,0.26216,5.9541965,-0.32556975
2716N: Security Apparatus - Fund for Peace,0816: Total natural resources rents  (% of GDP) - WDI,0.26214,0.16030186,0.105440006,0.26214,6.2094536,0.31912088
2716N: Security Apparatus - Fund for Peace,0038: Imports of goods; services and primary income  (BoP; current US$) - WDI,0.26205,0.14137179,0.05544001,0.25996,6.169925,-0.3473877
2716N: Security Apparatus - Fund for Peace,1217: Labor force participation rate; total (% of total population ages 15+)  (modeled ILO estimate) - WDI,0.26186,0.26052204,0.19778001,0.26001,6.2479277,0.03657826
2716N: Security Apparatus - Fund for Peace,2729: Merchandise trade-Imports-Manufactures (US dollar at current prices) - WTO,0.26096,0.16633856,0.04156001,0.26096,6.0,-0.307606
2716N: Security Apparatus - Fund for Peace,1371: Merchandise imports by the reporting economy  (current US$) - WDI,0.26073,0.15842731,0.041559994,0.26073,6.129283,-0.3198479
2716N: Security Apparatus - Fund for Peace,2800: Balance of Payments-Imports-Commercial services (US dollar at current prices) - WTO,0.26072,0.11231603,0.057660013,0.26072,6.0,-0.3852324
2716N: Security Apparatus - Fund for Peace,0774: Adjusted savings: natural resources depletion  (% of GNI) - WDI,0.2607,0.16821755,0.099509984,0.2607,6.169925,0.30410925
2716N: Security Apparatus - Fund for Peace,1301: Population growth  (annual %) - WDI,0.26063,0.22481896,0.10919002,0.26063,6.2479277,0.18923809
2716N: Security Apparatus - Fund for Peace,0694: Gross national expenditure  (constant 2005 US$) - WDI,0.25977,0.20531887,0.08178,0.25977,5.5849624,-0.23334767
2716N: Security Apparatus - Fund for Peace,0697: Exports of goods and services  (current US$) - WDI,0.25961,0.14642479,0.057050005,0.25961,6.129283,-0.3364301
2716N: Security Apparatus - Fund for Peace,0802: GDP  (constant 2005 US$) - WDI,0.25882,0.19981444,0.05167,0.25882,5.9068904,-0.24291058
2716N: Security Apparatus - Fund for Peace,0690: Final consumption expenditure  (constant LCU) - WDI,0.25837,0.25389495,0.16311002,0.25837,6.087463,0.06689591
2716N: Security Apparatus - Fund for Peace,0427: Population density  (people per sq. km of land area) - WDI,0.25786,0.23551112,0.20417,0.25786,6.2479277,-0.14949542
2716N: Security Apparatus - Fund for Peace,0880: School enrollment; primary and secondary (gross); gender parity index  (GPI) - WDI,0.25777,0.085744545,0.052080005,0.25777,5.9541965,-0.41475952
2716N: Security Apparatus - Fund for Peace,2733: Merchandise trade-Imports-Machinery and transport equipment (US dollar at current prices) - WTO,0.25761,0.17872946,0.04377,0.25761,6.087463,-0.2808568
2716N: Security Apparatus - Fund for Peace,1319: International tourism; receipts  (current US$) - WDI,0.25741,0.16299139,0.04022999,0.25216,6.2094536,-0.3072761
2716N: Security Apparatus - Fund for Peace,0685: Final consumption expenditure; etc.  (constant LCU) - WDI,0.25737,0.25323945,0.16872999,0.25737,6.087463,0.064269386
2716N: Security Apparatus - Fund for Peace,0766: Adjusted savings: consumption of fixed capital  (current US$) - WDI,0.25732,0.18843284,0.042659998,0.25702,6.2479277,-0.2624636
2716N: Security Apparatus - Fund for Peace,1311: Rural population growth  (annual %) - WDI,0.25707,0.13437663,0.11502001,0.25707,6.2479277,0.35027614
2716N: Security Apparatus - Fund for Peace,0433: Population in the largest city  (% of urban population) - WDI,0.25704,0.24264869,0.20078999,0.25342,6.087463,0.119963765
2716N: Security Apparatus - Fund for Peace,0063: Exports of goods and services  (BoP; current US$) - WDI,0.25674,0.14718968,0.06402999,0.25674,5.9541965,-0.33098388
2716N: Security Apparatus - Fund for Peace,1388: Merchandise exports  (current US$) - WDI,0.25658,0.15975055,0.05579999,0.25658,6.129283,-0.3111743
2716N: Security Apparatus - Fund for Peace,2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO,0.25658,0.15974699,0.05579999,0.25658,6.129283,-0.31118003
2716N: Security Apparatus - Fund for Peace,2737: Merchandise trade-Imports-Automotive products (US dollar at current prices) - WTO,0.25647,0.16880712,0.03825,0.25647,6.044394,-0.2960792
2716N: Security Apparatus - Fund for Peace,1323: International tourism; receipts for travel items  (current US$) - WDI,0.2561,0.16322048,0.032130003,0.2561,6.087463,-0.3047614
2716N: Security Apparatus - Fund for Peace,1298: Age dependency ratio  (% of working-age population) - WDI,0.25563,0.016159043,0.06932001,0.25563,6.2479277,0.48935768
2716N: Security Apparatus - Fund for Peace,0791: GDP deflator  (base year varies by country) - WDI,0.25534,0.22799028,0.06914002,0.25264,6.2479277,0.16537751
2716N: Security Apparatus - Fund for Peace,0375: Alternative and nuclear energy  (% of total energy use) - WDI,0.25533,0.14057304,0.13032,0.25231,6.044394,-0.33875796
2716N: Security Apparatus - Fund for Peace,1398: Merchandise exports by the reporting economy  (current US$) - WDI,0.25528,0.15813681,0.056309983,0.25528,6.2094536,-0.311678
2716N: Security Apparatus - Fund for Peace,0720: Imports of goods and services  (current US$) - WDI,0.25519,0.14483997,0.054330006,0.25519,6.169925,-0.33218977
2716N: Security Apparatus - Fund for Peace,0902: Gross intake ratio in first grade of primary education; female  (% of relevant age group) - WDI,0.25514,0.2516888,0.162,0.25125,6.0,0.058747005
2716N: Security Apparatus - Fund for Peace,1296: Population ages 15-64  (% of total) - WDI,0.25469,0.017630368,0.06747,0.25469,6.2479277,-0.4868877
2716N: Security Apparatus - Fund for Peace,0009: Land under cereal production  (hectares) - WDI,0.25458,0.2524286,0.15561,0.25458,6.2094536,0.0463833
2716N: Security Apparatus - Fund for Peace,1375: Commercial service imports  (current US$) - WDI,0.2541,0.10456596,0.05403,0.2541,5.857981,-0.3866963
2716N: Security Apparatus - Fund for Peace,0821: Gross domestic income  (constant LCU) - WDI,0.254,0.24945031,0.16579,0.254,6.087463,0.06745144
2716N: Security Apparatus - Fund for Peace,0795: Gross value added at factor cost  (current LCU) - WDI,0.25388,0.24816073,0.14339998,0.25388,6.044394,0.07562574
2716N: Security Apparatus - Fund for Peace,0754: Services; etc.; value added  (current US$) - WDI,0.25346,0.20022139,0.04463999,0.25346,5.9541965,-0.23073491
2716N: Security Apparatus - Fund for Peace,1074: People practicing open defecation; urban  (% of urban population) - WDI,0.25259,0.19048461,0.02933,0.25259,6.044394,0.24920951
2716N: Security Apparatus - Fund for Peace,0794: Gross value added at factor cost  (current US$) - WDI,0.25255,0.19325823,0.05438,0.25255,6.044394,-0.24349903
2716N: Security Apparatus - Fund for Peace,0999: Proportion of seats held by women in national parliaments  (%) - WDI,0.25165,0.16609287,0.17031,0.24829,6.2479277,-0.2925015
2716N: Security Apparatus - Fund for Peace,0707: Gross fixed capital formation  (constant 2005 US$) - WDI,0.25163,0.20834701,0.051929995,0.25163,6.0,-0.20804568
2716N: Security Apparatus - Fund for Peace,0036: Service imports  (BoP; current US$) - WDI,0.25134,0.10768741,0.05416,0.25134,5.7548876,-0.3790153
2716N: Security Apparatus - Fund for Peace,0065: Goods exports  (BoP; current US$) - WDI,0.25101,0.16148579,0.059990004,0.24992,6.169925,-0.29920596
2716N: Security Apparatus - Fund for Peace,2805: Balance of Payments-Imports-Services (US dollar at current prices) - WTO,0.25089,0.10805337,0.057859987,0.25089,6.129283,-0.37793732
2716N: Security Apparatus - Fund for Peace,0732: Agriculture; value added  (current LCU) - WDI,0.25055,0.24313188,0.085549995,0.25055,6.169925,0.08612858
2716N: Security Apparatus - Fund for Peace,0716: Gross capital formation  (constant 2005 US$) - WDI,0.25015,0.20892459,0.043259993,0.25015,5.9541965,-0.20304039
2716N: Security Apparatus - Fund for Peace,0945: Secondary education; general pupils - WDI,0.24938,0.24433911,0.16445,0.24504,6.087463,0.07099925
2716N: Security Apparatus - Fund for Peace,2735: Merchandise trade-Imports-Telecommunications equipment (US dollar at current prices) - WTO,0.24856,0.1770971,0.0388,0.24856,6.129283,-0.26732546
2716N: Security Apparatus - Fund for Peace,1207: Labor force participation rate; female (% of female population ages 15-64)  (modeled ILO estimate) - WDI,0.24827,0.16840237,0.13518,0.24585,6.2479277,-0.28260863
2716N: Security Apparatus - Fund for Peace,0737: Manufacturing; value added  (current US$) - WDI,0.24821,0.22038619,0.048590004,0.24821,5.9541965,-0.16680469
2716N: Security Apparatus - Fund for Peace,0035: Goods imports  (BoP; current US$) - WDI,0.24813,0.15303409,0.05179,0.24813,6.0,-0.30837625
2716N: Security Apparatus - Fund for Peace,2741: Merchandise trade-Exports-Iron and steel (US dollar at current prices) - WTO,0.24809,0.175711,0.033480003,0.24809,6.044394,-0.26903346
2716N: Security Apparatus - Fund for Peace,0033: Imports of goods and services  (BoP; current US$) - WDI,0.24802,0.14071417,0.04069999,0.24802,6.044394,-0.32757568
2716N: Security Apparatus - Fund for Peace,2732: Merchandise trade-Imports-Pharmaceuticals (US dollar at current prices) - WTO,0.24793,0.11819866,0.039910004,0.24793,5.9541965,-0.36018237
2716N: Security Apparatus - Fund for Peace,2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO,0.24727,0.15112843,0.024080008,0.24727,6.087463,-0.31006706
2716N: Security Apparatus - Fund for Peace,2806: Balance of Payments-Imports-Other services (US dollar at current prices) - WTO,0.24724,0.11557005,0.044290006,0.24724,6.0,-0.36286354
2716N: Security Apparatus - Fund for Peace,0701: Exports of goods and services  (constant LCU) - WDI,0.24717,0.24549712,0.16514,0.24717,6.087463,0.04090089
2716N: Security Apparatus - Fund for Peace,0727: External balance on goods and services  (current LCU) - WDI,0.24714,0.2433135,0.14149001,0.24411,6.2094536,0.061858673
2716N: Security Apparatus - Fund for Peace,0747: Industry; value added  (constant LCU) - WDI,0.24708,0.24272093,0.15891,0.24405,6.169925,0.0660232
2716N: Security Apparatus - Fund for Peace,0944: Secondary education; pupils  (% female) - WDI,0.24666,0.13170803,0.075289994,0.24666,6.0,-0.33904567
2716N: Security Apparatus - Fund for Peace,1321: International tourism; receipts for passenger transport items  (current US$) - WDI,0.24658,0.1438514,0.04896,0.24658,5.857981,-0.32051304
2716N: Security Apparatus - Fund for Peace,0656: Military expenditure  (current LCU) - WDI,0.24595,0.23784767,0.12065999,0.24299,6.129283,0.09001291
2716N: Security Apparatus - Fund for Peace,0923: Repeaters; primary; total  (% of total enrollment) - WDI,0.24566,0.07045521,0.08248001,0.24566,5.9541965,0.41857472
2716N: Security Apparatus - Fund for Peace,0900: School enrollment; primary; female  (% gross) - WDI,0.24485,0.21101287,0.09306,0.24237,6.087463,-0.18394873
2716N: Security Apparatus - Fund for Peace,2724: Merchandise trade-Exports-Textiles (US dollar at current prices) - WTO,0.24426,0.24016331,0.03779,0.24426,5.807355,-0.06400533
2716N: Security Apparatus - Fund for Peace,1383: ICT goods exports  (% of total goods exports) - WDI,0.24324,0.1778875,0.040820003,0.24012,6.044394,-0.25564134
2716N: Security Apparatus - Fund for Peace,1317: International tourism; number of arrivals - WDI,0.24294,0.16479595,0.043149993,0.24294,6.129283,-0.27954257
2716N: Security Apparatus - Fund for Peace,0485: Lending interest rate  (%) - WDI,0.24281,0.10292128,0.06825,0.24281,5.9541965,0.374017
2716N: Security Apparatus - Fund for Peace,0376: Fossil fuel energy consumption  (% of total) - WDI,0.2422,0.20553719,0.14215,0.2422,6.044394,-0.19147536
2716N: Security Apparatus - Fund for Peace,0575: Time required to register property  (days) - WDI,0.24215,0.2133184,0.1426,0.22471,6.169925,0.16979872
2716N: Security Apparatus - Fund for Peace,0695: Gross national expenditure  (constant LCU) - WDI,0.24172,0.23722474,0.15197,0.24172,6.087463,0.06704668
2716N: Security Apparatus - Fund for Peace,0551: Cost to export  (US$ per container) - WDI,0.24129,0.117446944,0.119330004,0.24129,6.2094536,0.35191342
2716N: Security Apparatus - Fund for Peace,1215: Labor force participation rate; male (% of male population ages 15+)  (modeled ILO estimate) - WDI,0.24081,0.15404388,0.11049001,0.23877,6.2479277,0.2945609
2716N: Security Apparatus - Fund for Peace,0904: Gross intake ratio in first grade of primary education; total  (% of relevant age group) - WDI,0.24078,0.22664666,0.14504,0.24078,6.0,0.11888367
2716N: Security Apparatus - Fund for Peace,2731: Merchandise trade-Imports-Chemicals (US dollar at current prices) - WTO,0.24058,0.139152,0.027250007,0.24058,6.044394,-0.31847763
2716N: Security Apparatus - Fund for Peace,0660: General government final consumption expenditure  (current US$) - WDI,0.23965,0.17143357,0.04998,0.23965,6.0,-0.26118276
2716N: Security Apparatus - Fund for Peace,1783: Renewable energy - TOT (KTOE) - OECD,0.23948,0.23652837,0.12382001,0.23948,6.0,-0.054328907
2716N: Security Apparatus - Fund for Peace,0569: Cost to import  (US$ per container) - WDI,0.23941,0.10701595,0.09922999,0.23941,6.2094536,0.36385992
2716N: Security Apparatus - Fund for Peace,1314: Urban population - WDI,0.23682,0.23651008,0.13725,0.23682,6.2479277,0.017604256
2716N: Security Apparatus - Fund for Peace,0587: Total tax rate  (% of commercial profits) - WDI,0.23628,0.20383136,0.18369,0.23628,6.169925,0.18013504
2716N: Security Apparatus - Fund for Peace,0639: Fixed broadband subscriptions - WDI,0.23626,0.21788943,0.021760002,0.2337,6.2094536,-0.1355381
2716N: Security Apparatus - Fund for Peace,0289: Net official flows from UN agencies; UNDP  (current US$) - WDI,0.23612,0.09299296,0.085429996,0.23612,5.9541965,0.37832135
2716N: Security Apparatus - Fund for Peace,0755: Services; etc.; value added  (current LCU) - WDI,0.23552,0.22994858,0.14097,0.23238,6.169925,0.07464196
2716N: Security Apparatus - Fund for Peace,1364: Merchandise imports from low- and middle-income economies in East Asia & Pacific  (% of total merchandise imports) - WDI,0.23548,0.19663431,0.12594,0.23548,6.044394,0.1970931
2716N: Security Apparatus - Fund for Peace,0788: Exports as a capacity to import  (constant LCU) - WDI,0.23527,0.23307781,0.15538,0.23527,6.087463,0.046820723
2716N: Security Apparatus - Fund for Peace,0044: Personal remittances; paid  (current US$) - WDI,0.23523,0.17838998,0.061529994,0.23213,6.129283,-0.23841144
2716N: Security Apparatus - Fund for Peace,1770: Primary energy supply - TOT (MLN_TOE) - OECD,0.23502,0.23206834,0.11837,0.23502,6.0,-0.05432914
2716N: Security Apparatus - Fund for Peace,0578: Time required to start a business  (days) - WDI,0.23475,0.19270627,0.11113,0.23475,6.169925,0.20504567
2716N: Security Apparatus - Fund for Peace,0367: Electricity production from renewable sources; excluding hydroelectric  (% of total) - WDI,0.23425,0.10982115,0.032680005,0.23425,5.087463,-0.35274473
2716N: Security Apparatus - Fund for Peace,1206: Labor force participation rate for ages 15-24; total (%)  (modeled ILO estimate) - WDI,0.23384,0.23383933,0.17879,0.2315,6.2479277,-8.202018E-4
2716N: Security Apparatus - Fund for Peace,2721: Merchandise trade-Exports-Food (US dollar at current prices) - WTO,0.23354,0.12955534,0.02283001,0.23354,6.129283,-0.32246652
2716N: Security Apparatus - Fund for Peace,0042: Foreign direct investment; net outflows  (% of GDP) - WDI,0.23336,0.21560283,0.07094,0.23058,6.169925,-0.13325606
2716N: Security Apparatus - Fund for Peace,0829: GNI; PPP  (constant 2011 international $) - WDI,0.23301,0.21885258,0.05302,0.23301,6.044394,-0.1189849
2716N: Security Apparatus - Fund for Peace,2727: Merchandise trade-Imports-Fuels and mining products (US dollar at current prices) - WTO,0.23299,0.16438018,0.04144001,0.23299,6.044394,-0.26193476
2716N: Security Apparatus - Fund for Peace,1154: Employment to population ratio; 15+; total (%)  (modeled ILO estimate) - WDI,0.2324,0.23135675,0.17051,0.2324,6.2094536,0.032299407
2716N: Security Apparatus - Fund for Peace,1897: Fixed-telephone subscriptions - ITU,0.23232,0.22456506,0.08311999,0.22909,6.2479277,-0.088062115
2716N: Security Apparatus - Fund for Peace,0778: Adjusted net national income  (current US$) - WDI,0.2319,0.1820344,0.03283,0.2319,6.044394,-0.22330607
2716N: Security Apparatus - Fund for Peace,0897: Primary education; pupils  (% female) - WDI,0.23142,0.09529437,0.060340002,0.22844,6.129283,-0.36895207
2716N: Security Apparatus - Fund for Peace,1900: Fixed-broadband subscriptions - ITU,0.23138,0.21324363,0.023650005,0.23138,5.5849624,-0.13467133
2716N: Security Apparatus - Fund for Peace,0709: Gross fixed capital formation  (constant LCU) - WDI,0.2313,0.22676648,0.12783,0.22767,6.087463,0.067331396
2716N: Security Apparatus - Fund for Peace,0422: CO2 emissions from other sectors; excluding residential buildings and commercial and public services  (% of total fuel combustion) - WDI,0.23078,0.21571454,0.17461,0.22713,6.044394,0.12274146
2716N: Security Apparatus - Fund for Peace,0798: Forest rents  (% of GDP) - WDI,0.23058,0.15285519,0.103599995,0.23058,6.2094536,0.2787917
2716N: Security Apparatus - Fund for Peace,1209: Labor force participation rate; total (% of total population ages 15-64)  (modeled ILO estimate) - WDI,0.22938,0.15993455,0.10572,0.2274,6.2479277,-0.26352504
2716N: Security Apparatus - Fund for Peace,1370: Merchandise imports by the reporting economy; residual  (% of total merchandise imports) - WDI,0.22934,0.15138197,0.12263,0.22934,6.2094536,0.27920967
2716N: Security Apparatus - Fund for Peace,0881: School enrollment; secondary (gross); gender parity index  (GPI) - WDI,0.22862,0.09620337,0.06299999,0.22862,5.9541965,-0.36389095
2716N: Security Apparatus - Fund for Peace,0879: School enrollment; primary (gross); gender parity index  (GPI) - WDI,0.22839,0.045464993,0.054639995,0.2258,6.087463,-0.42769733
2716N: Security Apparatus - Fund for Peace,0692: Gross national expenditure  (current US$) - WDI,0.22789,0.18011914,0.041899994,0.22789,6.169925,-0.21856546
2716N: Security Apparatus - Fund for Peace,2791: Balance of Payments-Exports-Insurance and pension services (US dollar at current prices) - WTO,0.22789,0.14782546,0.044489995,0.22789,5.7548876,-0.28295678
2716N: Security Apparatus - Fund for Peace,1385: Manufactures exports  (% of merchandise exports) - WDI,0.2278,0.090275824,0.111729994,0.22435,6.087463,-0.37084252
2716N: Security Apparatus - Fund for Peace,0705: Gross fixed capital formation  (current US$) - WDI,0.2273,0.1974319,0.04006,0.22567,6.169925,-0.17282388
2716N: Security Apparatus - Fund for Peace,0822: GNI; Atlas method  (current US$) - WDI,0.2268,0.17524955,0.04336001,0.2268,5.9541965,-0.22704725
2716N: Security Apparatus - Fund for Peace,1396: Merchandise exports to low- and middle-income economies in Sub-Saharan Africa  (% of total merchandise exports) - WDI,0.22635,0.1743655,0.1388,0.22337,6.129283,0.22800107
2716N: Security Apparatus - Fund for Peace,0637: Fixed telephone subscriptions - WDI,0.22589,0.21792096,0.08237,0.22589,6.2479277,-0.08926949
2716N: Security Apparatus - Fund for Peace,1313: Urban population growth  (annual %) - WDI,0.22461,0.14745024,0.06238,0.22461,6.2479277,0.27777645
2716N: Security Apparatus - Fund for Peace,1092: Tuberculosis case detection rate  (%; all forms) - WDI,0.22457,0.012059808,0.05498001,0.22457,5.4594316,-0.46098828
2716N: Security Apparatus - Fund for Peace,0800: GDP  (current US$) - WDI,0.22412,0.17412613,0.046900004,0.22412,6.2094536,-0.22359309
2716N: Security Apparatus - Fund for Peace,0056: Net capital account  (BoP; current US$) - WDI,0.2241,0.22284602,0.092889994,0.2241,6.044394,0.035411593
2716N: Security Apparatus - Fund for Peace,0671: Household final consumption expenditure; etc.  (% of GDP) - WDI,0.22405,0.11724499,0.046430007,0.22141,6.169925,0.32681036
2716N: Security Apparatus - Fund for Peace,0817: Gross domestic savings  (current US$) - WDI,0.22391,0.19506925,0.056360006,0.22391,6.044394,-0.16982563
2716N: Security Apparatus - Fund for Peace,0838: Gross savings  (current LCU) - WDI,0.2229,0.22150092,0.13235,0.21999,6.087463,0.03740426
2716N: Security Apparatus - Fund for Peace,0432: Population in largest city - WDI,0.22272,0.22261739,0.17567,0.21959,6.087463,0.010129326
2716N: Security Apparatus - Fund for Peace,1404: High-technology exports  (% of manufactured exports) - WDI,0.22234,0.13290519,0.031619996,0.22178,6.044394,-0.29905656
2716N: Security Apparatus - Fund for Peace,1095: External resources for health  (% of total expenditure on health) - WDI,0.22201,0.1729066,0.05054,0.22201,6.087463,0.22159284
2716N: Security Apparatus - Fund for Peace,0667: Household final consumption expenditure; etc.  (current LCU) - WDI,0.22144,0.21531267,0.10904,0.21845,6.169925,0.07827721
