@relation MINE-Indicator-2006TO2013-0808

@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric

@data
'0808N: GDP per capita  (current US$) - WDI','1035: Improved water source  (% of population with access) - WDI',0.64099,0.4355389,0.073740035,0.64099,6.426265,0.4532672
'0808N: GDP per capita  (current US$) - WDI','0898: Pupil-teacher ratio; primary - WDI',0.63729,0.3811496,0.03188002,0.63729,6.2094536,-0.50610316
'0808N: GDP per capita  (current US$) - WDI','1289: Survival to age 65; female  (% of cohort) - WDI',0.63594,0.33838877,0.061830014,0.63594,6.426265,0.5454826
'0808N: GDP per capita  (current US$) - WDI','1295: Population ages 0-14  (% of total) - WDI',0.62717,0.265649,0.068210006,0.62717,6.426265,-0.6012662
'0808N: GDP per capita  (current US$) - WDI','1058: Improved sanitation facilities  (% of population with access) - WDI',0.61377,0.3444582,0.04113999,0.61377,6.426265,0.5189526
'0808N: GDP per capita  (current US$) - WDI','0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI',0.61031,0.40408257,0.06725997,0.61031,6.357552,-0.45412272
'0808N: GDP per capita  (current US$) - WDI','1300: Age dependency ratio; young  (% of working-age population) - WDI',0.61005,0.29407942,0.061229974,0.61005,6.426265,-0.5621126
'0808N: GDP per capita  (current US$) - WDI','1285: Life expectancy at birth; female  (years) - WDI',0.60343,0.27878693,0.04304999,0.60164,6.4594316,0.56977457
'0808N: GDP per capita  (current US$) - WDI','2708: Demographic Pressures - Fund for Peace',0.60183,0.051120043,0.07630998,0.60183,6.2094536,-0.74209833
'0808N: GDP per capita  (current US$) - WDI','1051: Lifetime risk of maternal death  (%) - WDI',0.5989,0.45906046,0.02959001,0.59686,6.426265,-0.3739513
'0808N: GDP per capita  (current US$) - WDI','1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI',0.59875,0.18795988,0.041570008,0.59672,6.426265,0.6409291
'0808N: GDP per capita  (current US$) - WDI','1286: Life expectancy at birth; total  (years) - WDI',0.59349,0.23815802,0.04444003,0.59153,6.4594316,0.5960973
'0808N: GDP per capita  (current US$) - WDI','1333: Tariff rate; most favored nation; simple mean; manufactured products  (%) - WDI',0.59317,0.39444155,0.09767997,0.59317,6.044394,-0.4457897
'0808N: GDP per capita  (current US$) - WDI','0952: School enrollment; secondary  (% gross) - WDI',0.59235,0.28882512,0.029769987,0.5904,6.2479277,0.5509309
'0808N: GDP per capita  (current US$) - WDI','0954: School enrollment; secondary; male  (% gross) - WDI',0.58326,0.25950965,0.032319993,0.58326,6.2094536,0.56899065
'0808N: GDP per capita  (current US$) - WDI','0953: School enrollment; secondary; female  (% gross) - WDI',0.58319,0.3038697,0.024390042,0.58319,6.2094536,0.52850765
'0808N: GDP per capita  (current US$) - WDI','1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI',0.57645,0.39776266,0.053119957,0.57645,6.357552,-0.42271426
'0808N: GDP per capita  (current US$) - WDI','1278: Birth rate; crude  (per 1;000 people) - WDI',0.57606,0.29532692,0.037,0.57606,6.4594316,-0.5298425
'0808N: GDP per capita  (current US$) - WDI','1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI',0.57558,0.34952375,0.049050003,0.57558,6.3923173,-0.47545373
'0808N: GDP per capita  (current US$) - WDI','0979: School enrollment; tertiary; female  (% gross) - WDI',0.56965,0.3488404,0.06824002,0.56965,6.044394,0.46990383
'0808N: GDP per capita  (current US$) - WDI','1095: External resources for health  (% of total expenditure on health) - WDI',0.56954,0.4799679,0.043260008,0.56708,6.2854023,-0.299286
'0808N: GDP per capita  (current US$) - WDI','2707: Failed States Index Total - Fund for Peace',0.56783,-0.03209561,0.03487003,0.56783,6.2094536,-0.77454865
'0808N: GDP per capita  (current US$) - WDI','2706: Failed States Index Rank - Fund for Peace',0.56499,0.09158215,0.02158001,0.56499,6.044394,0.6880464
'0808N: GDP per capita  (current US$) - WDI','1060: Improved sanitation facilities; urban  (% of urban population with access) - WDI',0.55829,0.33305132,0.049089998,0.55503,6.4429436,0.47459316
'0808N: GDP per capita  (current US$) - WDI','0973: Secondary education; teachers  (% female) - WDI',0.55814,0.46546912,0.035679996,0.55814,5.9541965,0.30441886
'0808N: GDP per capita  (current US$) - WDI','1287: Life expectancy at birth; male  (years) - WDI',0.55742,0.17687526,0.028940022,0.5536,6.4429436,0.6168831
'0808N: GDP per capita  (current US$) - WDI','1297: Population ages 65 and above  (% of total) - WDI',0.55559,0.22412485,0.08034998,0.55559,6.426265,0.5757301
'0808N: GDP per capita  (current US$) - WDI','1059: Improved sanitation facilities; rural  (% of rural population with access) - WDI',0.55316,0.2236262,0.060530037,0.55316,6.426265,0.57405037
'0808N: GDP per capita  (current US$) - WDI','0322: Net ODA received  (% of imports of goods; services and primary income) - WDI',0.5519,0.42436484,0.042899996,0.5519,6.129283,-0.3571207
'0808N: GDP per capita  (current US$) - WDI','1290: Survival to age 65; male  (% of cohort) - WDI',0.54849,0.15667588,0.06625,0.54849,6.426265,0.6259506
'0808N: GDP per capita  (current US$) - WDI','1288: Fertility rate; total  (births per woman) - WDI',0.54035,0.32925355,0.02817002,0.53857,6.4594316,-0.45945233
'0808N: GDP per capita  (current US$) - WDI','0978: School enrollment; tertiary  (% gross) - WDI',0.53867,0.31105,0.04027003,0.53598,6.169925,0.4770954
'0808N: GDP per capita  (current US$) - WDI','2704: Corruption perceptions index - Transparency',0.53861,-0.09924823,0.041570008,0.53611,6.2479277,0.7986603
'0808N: GDP per capita  (current US$) - WDI','1299: Age dependency ratio; old  (% of working-age population) - WDI',0.53598,0.21576837,0.08449,0.53598,6.426265,0.56587243
'0808N: GDP per capita  (current US$) - WDI','0456: Commercial bank branches  (per 100;000 adults) - WDI',0.53367,0.31387883,0.06017998,0.53367,6.321928,0.46881893
'0808N: GDP per capita  (current US$) - WDI','0928: Primary education; teachers  (% female) - WDI',0.53234,0.36051854,0.056249976,0.53234,6.169925,0.4145135
'0808N: GDP per capita  (current US$) - WDI','1315: Urban population  (% of total) - WDI',0.53215,0.24743217,0.06546,0.53034,6.491853,0.53358954
'0808N: GDP per capita  (current US$) - WDI','0948: Pupil-teacher ratio; secondary - WDI',0.52851,0.32956105,0.02986002,0.52851,6.0,-0.4460369
'0808N: GDP per capita  (current US$) - WDI','1312: Rural population  (% of total population) - WDI',0.52834,0.24363548,0.063439995,0.52653,6.491853,-0.5335771
'0808N: GDP per capita  (current US$) - WDI','1298: Age dependency ratio  (% of working-age population) - WDI',0.5258,0.30121723,0.04918,0.5258,6.426265,-0.47390163
'0808N: GDP per capita  (current US$) - WDI','0319: Net ODA received  (% of gross capital formation) - WDI',0.52561,0.4505937,0.058149993,0.52287,6.129283,-0.2738911
'0808N: GDP per capita  (current US$) - WDI','1336: Tariff rate; most favored nation; weighted mean; manufactured products  (%) - WDI',0.52544,0.3589165,0.07664999,0.52544,6.044394,-0.4080729
'0808N: GDP per capita  (current US$) - WDI','1332: Tariff rate; applied; simple mean; manufactured products  (%) - WDI',0.521,0.2900464,0.03760001,0.521,6.044394,-0.48057637
'0808N: GDP per capita  (current US$) - WDI','1033: Improved water source; rural  (% of rural population with access) - WDI',0.51964,0.2625424,0.05039999,0.51964,6.426265,0.50704795
'0808N: GDP per capita  (current US$) - WDI','2719: Human Flight - Fund for Peace',0.51789,-0.030374348,0.09421998,0.51789,6.169925,-0.7404487
'0808N: GDP per capita  (current US$) - WDI','1296: Population ages 15-64  (% of total) - WDI',0.5169,0.27825192,0.042849988,0.5169,6.426265,0.4885162
'0808N: GDP per capita  (current US$) - WDI','1344: Tariff rate; most favored nation; weighted mean; all products  (%) - WDI',0.51097,0.33799058,0.06992,0.51097,6.044394,-0.41590792
'0808N: GDP per capita  (current US$) - WDI','0289: Net official flows from UN agencies; UNDP  (current US$) - WDI',0.50993,0.5049208,0.097359985,0.50757,6.169925,-0.0707758
'0808N: GDP per capita  (current US$) - WDI','0980: School enrollment; tertiary; male  (% gross) - WDI',0.50909,0.291273,0.07241002,0.50639,6.129283,0.4667087
'0808N: GDP per capita  (current US$) - WDI','1340: Tariff rate; applied; simple mean; all products  (%) - WDI',0.5063,0.27215606,0.046279997,0.5063,6.044394,-0.4838842
'0808N: GDP per capita  (current US$) - WDI','1075: People practicing open defecation  (% of population) - WDI',0.50602,0.37463403,0.033749998,0.50602,6.3923173,-0.36247206
'0808N: GDP per capita  (current US$) - WDI','2718: External Intervention - Fund for Peace',0.50583,0.030472964,0.07027,0.50583,6.2094536,-0.6894614
'0808N: GDP per capita  (current US$) - WDI','0848: Net current transfers from abroad  (current LCU) - WDI',0.50513,0.5044403,0.062839985,0.50513,6.169925,-0.026261609
'0808N: GDP per capita  (current US$) - WDI','1895: Mobile-cellular telephone subscriptions - ITU',0.50348,0.3311131,0.030399993,0.50118,6.321928,0.41517094
'0808N: GDP per capita  (current US$) - WDI','1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU',0.50348,0.3311131,0.030399993,0.50118,6.321928,0.41517094
'0808N: GDP per capita  (current US$) - WDI','0798: Forest rents  (% of GDP) - WDI',0.50312,0.42597604,0.049900025,0.50312,6.3923173,-0.27774805
'0808N: GDP per capita  (current US$) - WDI','1335: Tariff rate; applied; weighted mean; manufactured products  (%) - WDI',0.50245,0.37161833,0.053499997,0.50245,6.044394,-0.3617066
'0808N: GDP per capita  (current US$) - WDI','0571: Time to import  (days) - WDI',0.49991,0.27941817,0.05934,0.49779,6.426265,-0.46956557
'0808N: GDP per capita  (current US$) - WDI','1034: Improved water source; urban  (% of urban population with access) - WDI',0.49722,0.3608482,0.024260014,0.49722,6.426265,0.36928558
'0808N: GDP per capita  (current US$) - WDI','0939: Lower secondary completion rate; female  (% of relevant age group) - WDI',0.49706,0.3055416,0.049080014,0.49706,6.044394,0.43762815
'0808N: GDP per capita  (current US$) - WDI','0940: Lower secondary completion rate; male  (% of relevant age group) - WDI',0.4966,0.2978599,0.07306999,0.4966,6.044394,0.44580275
'0808N: GDP per capita  (current US$) - WDI','1341: Tariff rate; most favored nation; simple mean; all products  (%) - WDI',0.49625,0.31404775,0.072509974,0.49625,6.044394,-0.42685157
'0808N: GDP per capita  (current US$) - WDI','0177: Concessional debt  (% of total external debt) - WDI',0.49578,0.052488238,0.019679993,0.49578,5.9541965,-0.6658016
'0808N: GDP per capita  (current US$) - WDI','0636: Mobile cellular subscriptions  (per 100 people) - WDI',0.49572,0.30813423,0.021780014,0.49572,6.4594316,0.43311173
'0808N: GDP per capita  (current US$) - WDI','1339: Share of tariff lines with international peaks; all products  (%) - WDI',0.4943,0.30960578,0.08528,0.4943,6.044394,-0.42976066
'0808N: GDP per capita  (current US$) - WDI','0882: School enrollment; tertiary (gross); gender parity index  (GPI) - WDI',0.49303,0.37081245,0.017180026,0.49303,5.9541965,0.3495963
'0808N: GDP per capita  (current US$) - WDI','0886: School enrollment; preprimary; female  (% gross) - WDI',0.48836,0.26189458,0.058179975,0.48836,6.169925,0.4758838
'0808N: GDP per capita  (current US$) - WDI','0320: Net ODA received  (% of GNI) - WDI',0.48535,0.4099946,0.046839982,0.48535,6.2094536,-0.27450943
'0808N: GDP per capita  (current US$) - WDI','0165: PPG; IBRD  (DIS; current US$) - WDI',0.48483,0.46302608,0.114360005,0.48483,5.9541965,0.14766152
'0808N: GDP per capita  (current US$) - WDI','1093: Incidence of tuberculosis  (per 100;000 people) - WDI',0.48276,0.37021053,0.026140004,0.48125,6.426265,-0.33548394
'0808N: GDP per capita  (current US$) - WDI','0194: PPG; IDA  (DOD; current US$) - WDI',0.48272,0.47688547,0.18936998,0.48272,5.9541965,-0.076384015
'0808N: GDP per capita  (current US$) - WDI','1331: Share of tariff lines with international peaks; manufactured products  (%) - WDI',0.48262,0.30076173,0.048920006,0.48262,6.044394,-0.42644843
'0808N: GDP per capita  (current US$) - WDI','1073: People practicing open defecation; rural  (% of rural population) - WDI',0.48225,0.31164092,0.047289997,0.48012,6.3923173,-0.41304854
'0808N: GDP per capita  (current US$) - WDI','1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI',0.48112,0.17522123,0.05756998,0.48112,6.3923173,-0.55308115
'0808N: GDP per capita  (current US$) - WDI','0020: Land area  (sq. km) - WDI',0.48044,0.48011544,0.30211,0.47286,6.491853,-0.018015396
'0808N: GDP per capita  (current US$) - WDI','1343: Tariff rate; applied; weighted mean; all products  (%) - WDI',0.47862,0.34992126,0.043549985,0.47862,6.044394,-0.35874605
'0808N: GDP per capita  (current US$) - WDI','0028: Surface area  (sq. km) - WDI',0.47545,0.4752118,0.29970002,0.46804,6.491853,-0.015433698
'0808N: GDP per capita  (current US$) - WDI','1348: Tariff rate; applied; simple mean; primary products  (%) - WDI',0.47467,0.30613986,0.077579975,0.47467,6.044394,-0.41052422
'0808N: GDP per capita  (current US$) - WDI','0887: School enrollment; preprimary; male  (% gross) - WDI',0.47378,0.24622127,0.042809993,0.47378,6.169925,0.47703117
'0808N: GDP per capita  (current US$) - WDI','0885: School enrollment; preprimary  (% gross) - WDI',0.47297,0.24558343,0.035890013,0.46986,6.2094536,0.4768507
'0808N: GDP per capita  (current US$) - WDI','0553: Time to export  (days) - WDI',0.47094,0.26208866,0.03467998,0.4699,6.426265,-0.45700255
'0808N: GDP per capita  (current US$) - WDI','0941: Lower secondary completion rate; total  (% of relevant age group) - WDI',0.46923,0.2767828,0.042649984,0.46923,6.087463,0.43868804
'0808N: GDP per capita  (current US$) - WDI','0378: Combustible renewables and waste  (% of total energy) - WDI',0.46854,0.3151274,0.06639001,0.46854,6.0,-0.39167923
'0808N: GDP per capita  (current US$) - WDI','0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI',0.46826,-0.13727266,0.03707999,0.46552,6.321928,0.7781598
'0808N: GDP per capita  (current US$) - WDI','0123: PPG; IBRD  (AMT; current US$) - WDI',0.46407,0.44897756,0.08849999,0.46407,5.9541965,0.122851275
'0808N: GDP per capita  (current US$) - WDI','1352: Tariff rate; most favored nation; weighted mean; primary products  (%) - WDI',0.46352,0.33788365,0.02992998,0.46352,6.044394,-0.3544522
'0808N: GDP per capita  (current US$) - WDI','0337: PPG; IBRD  (TDS; current US$) - WDI',0.4632,0.44910872,0.09443,0.4632,5.9541965,0.1187067
'0808N: GDP per capita  (current US$) - WDI','0577: Cost of business start-up procedures  (% of GNI per capita) - WDI',0.46013,0.37694547,0.024170011,0.45791,6.3923173,-0.2884173
'0808N: GDP per capita  (current US$) - WDI','2792: Balance of Payments-Exports-Financial services (US dollar at current prices) - WTO',0.45981,0.24626055,0.03615001,0.45649,6.0,0.4621141
'0808N: GDP per capita  (current US$) - WDI','1349: Tariff rate; most favored nation; simple mean; primary products  (%) - WDI',0.45961,0.40606427,0.21390998,0.45961,6.044394,-0.23139948
'0808N: GDP per capita  (current US$) - WDI','2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO',0.4574,0.12375936,0.03007999,0.45432,6.044394,0.57761633
'0808N: GDP per capita  (current US$) - WDI','0235: PPG; IBRD  (INT; current US$) - WDI',0.45662,0.44729835,0.102129996,0.45662,5.9541965,0.09654869
'0808N: GDP per capita  (current US$) - WDI','2711: Uneven Development - Fund for Peace',0.4557,-0.077582926,0.034399986,0.4557,6.2094536,-0.7302622
'0808N: GDP per capita  (current US$) - WDI','0847: Net current transfers from abroad  (current US$) - WDI',0.45422,0.36933175,0.0528,0.45422,6.169925,-0.29135588
'0808N: GDP per capita  (current US$) - WDI','0892: Primary completion rate; female  (% of relevant age group) - WDI',0.44627,0.34297806,0.03189999,0.44627,5.807355,0.32139063
'0808N: GDP per capita  (current US$) - WDI','0055: Net secondary income  (BoP; current US$) - WDI',0.44057,0.3226205,0.06559998,0.43804,6.2479277,-0.34343773
'0808N: GDP per capita  (current US$) - WDI','0460: Domestic credit to private sector by banks  (% of GDP) - WDI',0.44038,0.43005002,0.0422,0.43817,6.3923173,0.10163663
'0808N: GDP per capita  (current US$) - WDI','0490: Claims on other sectors of the domestic economy  (% of GDP) - WDI',0.43986,-0.02873826,0.035789996,0.43986,6.129283,0.68454236
'0808N: GDP per capita  (current US$) - WDI','0552: Documents to export  (number) - WDI',0.43983,0.11893618,0.051369995,0.43983,6.357552,-0.5664749
'0808N: GDP per capita  (current US$) - WDI','0303: PPG; IBRD  (NTR; current US$) - WDI',0.43823,0.4280735,0.22007,0.43823,5.9541965,0.10077953
'0808N: GDP per capita  (current US$) - WDI','0784: Adjusted net savings; including particulate emission damage  (current US$) - WDI',0.43747,0.41995534,0.06065002,0.43426,6.044394,0.1323429
'0808N: GDP per capita  (current US$) - WDI','0894: Primary completion rate; total  (% of relevant age group) - WDI',0.43735,0.33759797,0.034969985,0.43735,6.0,0.31583545
'0808N: GDP per capita  (current US$) - WDI','2716: Security Apparatus - Fund for Peace',0.43699,-0.035708398,0.027150005,0.43699,6.087463,-0.68753064
'0808N: GDP per capita  (current US$) - WDI','0361: Electric power transmission and distribution losses  (% of output) - WDI',0.43681,0.27829003,0.044479996,0.43631,6.2094536,-0.39814565
'0808N: GDP per capita  (current US$) - WDI','1273: Adolescent fertility rate  (births per 1;000 women ages 15-19) - WDI',0.43637,0.17696297,0.038829982,0.43637,6.426265,-0.50932014
'0808N: GDP per capita  (current US$) - WDI','1074: People practicing open defecation; urban  (% of urban population) - WDI',0.43425,0.35573596,0.057119995,0.43425,6.3923173,-0.28020358
'0808N: GDP per capita  (current US$) - WDI','2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO',0.43367,0.24252114,0.04340002,0.43079,6.2854023,0.43720576
'0808N: GDP per capita  (current US$) - WDI','0435: Population in urban agglomerations of more than 1 million  (% of total population) - WDI',0.43321,0.2735214,0.10719001,0.43321,6.0,0.39961055
'0808N: GDP per capita  (current US$) - WDI','0164: IDA grants  (current US$) - WDI',0.43287,0.41626543,0.06696001,0.4293,6.0,-0.12885877
'0808N: GDP per capita  (current US$) - WDI','1347: Share of tariff lines with international peaks; primary products  (%) - WDI',0.43203,0.24090475,0.10398999,0.43203,6.044394,-0.43717873
'0808N: GDP per capita  (current US$) - WDI','2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO',0.43054,0.24009751,0.03446001,0.42822,6.2854023,0.43639717
'0808N: GDP per capita  (current US$) - WDI','0893: Primary completion rate; male  (% of relevant age group) - WDI',0.42791,0.32878697,0.02621001,0.42539,6.129283,0.3148381
'0808N: GDP per capita  (current US$) - WDI','0765: Adjusted savings: net forest depletion  (% of GNI) - WDI',0.4238,0.36534038,0.057909995,0.4238,6.087463,-0.2417842
'0808N: GDP per capita  (current US$) - WDI','1092: Tuberculosis case detection rate  (%; all forms) - WDI',0.42354,0.2285178,0.10666999,0.42354,6.3923173,0.44161317
'0808N: GDP per capita  (current US$) - WDI','1351: Tariff rate; applied; weighted mean; primary products  (%) - WDI',0.4235,0.33756453,0.03487,0.4235,6.044394,-0.29314753
'0808N: GDP per capita  (current US$) - WDI','0921: Repeaters; primary; female  (% of female enrollment) - WDI',0.42131,0.28211558,0.051999986,0.41878,6.2094536,-0.3730877
'0808N: GDP per capita  (current US$) - WDI','0699: Exports of goods and services  (constant 2005 US$) - WDI',0.41952,0.39624208,0.0697,0.41678,6.2479277,0.15257102
'0808N: GDP per capita  (current US$) - WDI','2713: Legitimacy of the State - Fund for Peace',0.41663,-0.10537687,0.026690006,0.41663,6.129283,-0.72250044
'0808N: GDP per capita  (current US$) - WDI','0152: Currency composition of PPG debt; SDR  (%) - WDI',0.41636,0.20053585,0.07016,0.41636,5.9541965,-0.46456876
'0808N: GDP per capita  (current US$) - WDI','0492: Domestic credit to private sector  (% of GDP) - WDI',0.41634,0.053958446,0.04719001,0.41406,6.3923173,0.60198134
'0808N: GDP per capita  (current US$) - WDI','2715: Human Rights - Fund for Peace',0.41606,-0.01942572,0.054609984,0.41606,6.169925,-0.6599134
'0808N: GDP per capita  (current US$) - WDI','0485: Lending interest rate  (%) - WDI',0.41502,0.2216182,0.031890005,0.41202,6.044394,-0.4397747
'0808N: GDP per capita  (current US$) - WDI','1021: Number of infant deaths - WDI',0.41389,0.40394276,0.095560014,0.41389,6.357552,-0.099735856
'0808N: GDP per capita  (current US$) - WDI','0779: Adjusted net national income  (constant 2005 US$) - WDI',0.41228,0.3780978,0.06397998,0.41228,6.169925,0.1848843
'0808N: GDP per capita  (current US$) - WDI','1952: Number of neonatal deaths (thousands) - WHO',0.41193,0.39751214,0.087199986,0.4093,6.2854023,-0.120074436
'0808N: GDP per capita  (current US$) - WDI','2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO',0.41174,0.27061635,0.032279998,0.41174,6.2094536,0.3756643
'0808N: GDP per capita  (current US$) - WDI','2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO',0.41105,0.2549326,0.047659993,0.40784,6.044394,0.39511693
'0808N: GDP per capita  (current US$) - WDI','0059: ICT service exports  (BoP; current US$) - WDI',0.41041,0.3722131,0.02482,0.40748,6.2479277,0.19544025
'0808N: GDP per capita  (current US$) - WDI','0240: PPG; bonds  (INT; current US$) - WDI',0.41032,0.376768,0.09034002,0.41032,5.9541965,0.18317215
'0808N: GDP per capita  (current US$) - WDI','0923: Repeaters; primary; total  (% of total enrollment) - WDI',0.40791,0.2678728,0.06161,0.40506,6.2094536,-0.3742154
'0808N: GDP per capita  (current US$) - WDI','2709: Refugees and IDPs - Fund for Peace',0.40707,0.103892654,0.074939996,0.40707,6.2094536,-0.55061543
'0808N: GDP per capita  (current US$) - WDI','0922: Repeaters; primary; male  (% of male enrollment) - WDI',0.40637,0.2609347,0.05589001,0.40353,6.2094536,-0.38135982
'0808N: GDP per capita  (current US$) - WDI','0004: Agricultural land  (sq. km) - WDI',0.40581,0.4047536,0.21773,0.40581,6.4594316,-0.03250219
'0808N: GDP per capita  (current US$) - WDI','1023: Number of under-five deaths - WDI',0.40534,0.3952905,0.07993999,0.40534,6.357552,-0.100247145
'0808N: GDP per capita  (current US$) - WDI','0881: School enrollment; secondary (gross); gender parity index  (GPI) - WDI',0.40486,0.3763402,0.050520003,0.40486,6.2094536,0.16887799
