@relation MINE-Indicator-2006TO2013-0808_clustered

@attribute Instance_number numeric
@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
158,'0808N: GDP per capita  (current US$) - WDI','2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO',0.41105,0.254933,0.04766,0.40784,6.044394,0.395117,cluster4
159,'0808N: GDP per capita  (current US$) - WDI','0059: ICT service exports  (BoP; current US$) - WDI',0.41041,0.372213,0.02482,0.40748,6.247928,0.19544,cluster4
160,'0808N: GDP per capita  (current US$) - WDI','0240: PPG; bonds  (INT; current US$) - WDI',0.41032,0.376768,0.09034,0.41032,5.954197,0.183172,cluster4
161,'0808N: GDP per capita  (current US$) - WDI','0923: Repeaters; primary; total  (\% of total enrollment) - WDI',0.40791,0.267873,0.06161,0.40506,6.209454,-0.374215,cluster4
162,'0808N: GDP per capita  (current US$) - WDI','2709: Refugees and IDPs - Fund for Peace',0.40707,0.103893,0.07494,0.40707,6.209454,-0.550615,cluster4
163,'0808N: GDP per capita  (current US$) - WDI','0922: Repeaters; primary; male  (\% of male enrollment) - WDI',0.40637,0.260935,0.05589,0.40353,6.209454,-0.38136,cluster4
164,'0808N: GDP per capita  (current US$) - WDI','0004: Agricultural land  (sq. km) - WDI',0.40581,0.404754,0.21773,0.40581,6.459432,-0.032502,cluster5
165,'0808N: GDP per capita  (current US$) - WDI','1023: Number of under-five deaths - WDI',0.40534,0.395291,0.07994,0.40534,6.357552,-0.100247,cluster4
166,'0808N: GDP per capita  (current US$) - WDI','0881: School enrollment; secondary (gross); gender parity index  (GPI) - WDI',0.40486,0.37634,0.05052,0.40486,6.209454,0.168878,cluster4
167,'0808N: GDP per capita  (current US$) - WDI','0946: Secondary education; general pupils  (\% female) - WDI',0.40448,0.341359,0.10571,0.40448,6.247928,0.25124,cluster4
168,'0808N: GDP per capita  (current US$) - WDI','2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO',0.40349,0.227736,0.06127,0.40349,6.129283,0.41923,cluster4
169,'0808N: GDP per capita  (current US$) - WDI','0844: Net taxes on products  (current US$) - WDI',0.40334,0.327099,0.05974,0.40042,6.169925,0.276118,cluster4
170,'0808N: GDP per capita  (current US$) - WDI','2803: Balance of Payments-Imports-Travel (US dollar at current prices) - WTO',0.40083,0.244479,0.02544,0.40083,6.209454,0.395413,cluster4
171,'0808N: GDP per capita  (current US$) - WDI','0269: Net financial flows; IBRD  (NFL; current US$) - WDI',0.39999,0.391579,0.19639,0.39999,6.087463,0.091714,cluster5
172,'0808N: GDP per capita  (current US$) - WDI','2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO',0.3991,0.287337,0.04542,0.3965,6.209454,0.33431,cluster4
173,'0808N: GDP per capita  (current US$) - WDI','0585: Tax payments  (number) - WDI',0.399,0.187619,0.03928,0.39704,6.392317,-0.459762,cluster4
174,'0808N: GDP per capita  (current US$) - WDI','0193: PPG; IBRD  (DOD; current US$) - WDI',0.39787,0.378313,0.0794,0.39787,5.954197,0.139848,cluster4
175,'0808N: GDP per capita  (current US$) - WDI','0245: PPG; private creditors  (INT; current US$) - WDI',0.39779,0.366105,0.04984,0.39779,5.954197,0.178002,cluster4
176,'0808N: GDP per capita  (current US$) - WDI','2789: Balance of Payments-Exports-Other commercial services (US dollar at current prices) - WTO',0.39689,0.229007,0.06452,0.39689,6.209454,0.409735,cluster4
177,'0808N: GDP per capita  (current US$) - WDI','1342: Share of tariff lines with specific rates; all products  (\%) - WDI',0.39656,0.201201,0.09942,0.39656,6.044394,0.441995,cluster4
178,'0808N: GDP per capita  (current US$) - WDI','0062: Primary income receipts  (BoP; current US$) - WDI',0.39653,0.347033,0.02962,0.39422,6.392317,0.222478,cluster4
179,'0808N: GDP per capita  (current US$) - WDI','1313: Urban population growth  (annual \%) - WDI',0.39615,0.364463,0.03897,0.39415,6.491853,-0.17801,cluster4
180,'0808N: GDP per capita  (current US$) - WDI','0016: Forest area  (sq. km) - WDI',0.39463,0.394569,0.23306,0.39463,6.459432,0.007803,cluster5
181,'0808N: GDP per capita  (current US$) - WDI','0671: Household final consumption expenditure; etc.  (\% of GDP) - WDI',0.39281,0.196281,0.06654,0.3903,6.392317,-0.443316,cluster4
182,'0808N: GDP per capita  (current US$) - WDI','1025: Number of neonatal deaths - WDI',0.39136,0.381565,0.09672,0.39136,6.357552,-0.098969,cluster4
183,'0808N: GDP per capita  (current US$) - WDI','0786: Adjusted net savings; excluding particulate emission damage  (current US$) - WDI',0.39123,0.37272,0.05627,0.39123,6.044394,0.136052,cluster4
184,'0808N: GDP per capita  (current US$) - WDI','0759: Services; etc.; value added  (\% of GDP) - WDI',0.39065,0.225179,0.01331,0.39065,6.392317,0.406781,cluster4
185,'0808N: GDP per capita  (current US$) - WDI','0053: Portfolio Investment; net  (BoP; current US$) - WDI',0.38885,0.363343,0.24189,0.38589,6.169925,-0.15971,cluster5
186,'0808N: GDP per capita  (current US$) - WDI','0739: Manufacturing; value added  (constant 2005 US$) - WDI',0.38873,0.353509,0.08935,0.38873,6.285402,0.187672,cluster4
187,'0808N: GDP per capita  (current US$) - WDI','2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO',0.38821,0.18931,0.04181,0.38821,6.129283,0.445982,cluster4
188,'0808N: GDP per capita  (current US$) - WDI','2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO',0.3873,0.167629,0.0215,0.3873,6.209454,0.468691,cluster4
189,'0808N: GDP per capita  (current US$) - WDI','0291: Net official flows from UN agencies; UNFPA  (current US$) - WDI',0.38688,0.384475,0.14316,0.38434,6.087463,-0.049038,cluster5
190,'0808N: GDP per capita  (current US$) - WDI','1269: Prevalence of undernourishment  (\% of population) - WDI',0.38669,0.21258,0.02246,0.38374,6.044394,-0.417265,cluster4
191,'0808N: GDP per capita  (current US$) - WDI','0696: Gross national expenditure  (\% of GDP) - WDI',0.38663,0.189697,0.06804,0.38401,6.247928,-0.443772,cluster4
192,'0808N: GDP per capita  (current US$) - WDI','2791: Balance of Payments-Exports-Insurance and pension services (US dollar at current prices) - WTO',0.38526,0.255674,0.02533,0.38238,6.129283,0.35998,cluster4
193,'0808N: GDP per capita  (current US$) - WDI','0796: Gross value added at factor cost  (constant 2005 US$) - WDI',0.38387,0.338534,0.05837,0.38141,6.247928,0.212923,cluster4
194,'0808N: GDP per capita  (current US$) - WDI','1350: Share of tariff lines with specific rates; primary products  (\%) - WDI',0.38298,0.101552,0.10223,0.38298,6.044394,0.530498,cluster4
195,'0808N: GDP per capita  (current US$) - WDI','0348: PPG; private creditors  (TDS; current US$) - WDI',0.38281,0.358235,0.0519,0.38281,5.954197,0.156765,cluster4
196,'0808N: GDP per capita  (current US$) - WDI','0570: Documents to import  (number) - WDI',0.38173,0.107041,0.04378,0.37953,6.426265,-0.524108,cluster4
197,'0808N: GDP per capita  (current US$) - WDI','0029: Cereal yield  (kg per hectare) - WDI',0.38108,0.268841,0.03817,0.37881,6.392317,0.335022,cluster4
198,'0808N: GDP per capita  (current US$) - WDI','2819: Balance of Payments-Imports-Telecommunications services (US dollar at current prices) - WTO',0.38108,0.163622,0.03519,0.38108,5.954197,0.466323,cluster4
199,'0808N: GDP per capita  (current US$) - WDI','0287: Net official flows from UN agencies; UNICEF  (current US$) - WDI',0.38099,0.377948,0.07176,0.38099,6.087463,-0.055158,cluster4
200,'0808N: GDP per capita  (current US$) - WDI','0856: PPP conversion factor; private consumption  (LCU per international $) - WDI',0.38013,0.359474,0.10054,0.37731,6.247928,-0.143721,cluster4
201,'0808N: GDP per capita  (current US$) - WDI','0241: PPG; commercial banks  (INT; current US$) - WDI',0.38001,0.359825,0.06587,0.38001,5.954197,0.142073,cluster4
202,'0808N: GDP per capita  (current US$) - WDI','2818: Balance of Payments-Imports-Telecommunications; computer; and information services (US dollar at current prices) - WTO',0.37975,0.182883,0.03086,0.37975,6.169925,0.443697,cluster4
203,'0808N: GDP per capita  (current US$) - WDI','1362: Merchandise imports from high-income economies  (\% of total merchandise imports) - WDI',0.37942,0.154803,0.05397,0.377,6.426265,0.473937,cluster4
204,'0808N: GDP per capita  (current US$) - WDI','0005: Agricultural land  (\% of land area) - WDI',0.37856,0.326843,0.21718,0.37856,6.459432,-0.227414,cluster5
205,'0808N: GDP per capita  (current US$) - WDI','0944: Secondary education; pupils  (\% female) - WDI',0.37849,0.357755,0.09685,0.37849,6.169925,0.143998,cluster4
206,'0808N: GDP per capita  (current US$) - WDI','0851: DEC alternative conversion factor  (LCU per US$) - WDI',0.37835,0.358829,0.10036,0.37563,6.357552,-0.139718,cluster4
207,'0808N: GDP per capita  (current US$) - WDI','1369: Merchandise imports from low- and middle-income economies in Sub-Saharan Africa  (\% of total merchandise imports) - WDI',0.37819,0.308335,0.04801,0.37819,6.129283,-0.264301,cluster4
208,'0808N: GDP per capita  (current US$) - WDI','1049: Number of maternal deaths - WDI',0.37742,0.358951,0.06143,0.3753,6.426265,-0.135902,cluster4
209,'0808N: GDP per capita  (current US$) - WDI','0662: General government final consumption expenditure  (constant 2005 US$) - WDI',0.37685,0.344238,0.08007,0.37685,6.209454,0.180587,cluster4
210,'0808N: GDP per capita  (current US$) - WDI','0344: PPG; commercial banks  (TDS; current US$) - WDI',0.37511,0.352477,0.06145,0.37511,5.954197,0.150444,cluster4
211,'0808N: GDP per capita  (current US$) - WDI','0196: Multilateral debt  (\% of total external debt) - WDI',0.37489,0.106545,0.04729,0.37489,5.954197,-0.51802,cluster4
212,'0808N: GDP per capita  (current US$) - WDI','0727: External balance on goods and services  (current LCU) - WDI',0.37359,0.37344,0.05179,0.37083,6.285402,-0.012228,cluster4
213,'0808N: GDP per capita  (current US$) - WDI','2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO',0.37351,0.361224,0.02838,0.37351,6.129283,0.110842,cluster4
214,'0808N: GDP per capita  (current US$) - WDI','0934: Children out of school; female  (\% of female primary school age) - WDI',0.3735,0.23695,0.0329,0.37045,6.087463,-0.369526,cluster4
215,'0808N: GDP per capita  (current US$) - WDI','2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO',0.37346,0.352999,0.03644,0.37033,6.169925,0.14304,cluster4
216,'0808N: GDP per capita  (current US$) - WDI','1310: Rural population - WDI',0.37278,0.363389,0.14262,0.36827,6.491853,-0.096908,cluster5
217,'0808N: GDP per capita  (current US$) - WDI','0006: Arable land  (hectares) - WDI',0.37189,0.371561,0.1864,0.37189,6.321928,0.018143,cluster5
218,'0808N: GDP per capita  (current US$) - WDI','0729: External balance on goods and services  (\% of GDP) - WDI',0.37149,0.199102,0.0663,0.36923,6.426265,0.415197,cluster4
219,'0808N: GDP per capita  (current US$) - WDI','0756: Services; etc.; value added  (constant 2005 US$) - WDI',0.37131,0.331922,0.06949,0.37131,6.321928,0.198464,cluster4
220,'0808N: GDP per capita  (current US$) - WDI','0884: Pupil-teacher ratio; preprimary - WDI',0.37032,0.235816,0.03439,0.37032,6.044394,-0.366748,cluster4
221,'0808N: GDP per capita  (current US$) - WDI','0930: Adjusted net enrollment rate; primary; female  (\% of primary school age children) - WDI',0.37031,0.233782,0.03527,0.36731,6.087463,0.369496,cluster4
222,'0808N: GDP per capita  (current US$) - WDI','2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO',0.3702,0.194368,0.03582,0.3702,6.169925,0.419323,cluster4
223,'0808N: GDP per capita  (current US$) - WDI','0825: GNI  (constant 2005 US$) - WDI',0.36943,0.330446,0.04478,0.36654,6.209454,0.197443,cluster4
224,'0808N: GDP per capita  (current US$) - WDI','1319: International tourism; receipts  (current US$) - WDI',0.3692,0.341015,0.03271,0.36694,6.426265,0.167885,cluster4
225,'0808N: GDP per capita  (current US$) - WDI','0067: Charges for the use of intellectual property; receipts  (BoP; current US$) - WDI',0.36896,0.310405,0.04647,0.36525,6.087463,0.241981,cluster4
226,'0808N: GDP per capita  (current US$) - WDI','0052: Foreign direct investment; net  (BoP; current US$) - WDI',0.36803,0.337146,0.12676,0.36569,6.247928,0.175737,cluster4
227,'0808N: GDP per capita  (current US$) - WDI','0017: Forest area  (\% of land area) - WDI',0.36796,0.366513,0.22905,0.36796,6.459432,-0.038034,cluster5
228,'0808N: GDP per capita  (current US$) - WDI','0129: PPG; commercial banks  (AMT; current US$) - WDI',0.3679,0.34508,0.07954,0.3679,5.954197,0.151063,cluster4
229,'0808N: GDP per capita  (current US$) - WDI','0906: School enrollment; primary; female  (\% net) - WDI',0.36732,0.226987,0.04119,0.36427,6.087463,0.374611,cluster4
230,'0808N: GDP per capita  (current US$) - WDI','2804: Balance of Payments-Imports-Other commercial services (US dollar at current prices) - WTO',0.36623,0.157296,0.02235,0.36623,6.209454,0.457093,cluster4
231,'0808N: GDP per capita  (current US$) - WDI','2717: Factionalized Elites - Fund for Peace',0.36568,-0.03526,0.02674,0.36568,6.209454,-0.633198,cluster5
232,'0808N: GDP per capita  (current US$) - WDI','1270: Depth of the food deficit  (kilocalories per person per day) - WDI',0.36536,0.192877,0.0279,0.36311,6.044394,-0.415311,cluster4
233,'0808N: GDP per capita  (current US$) - WDI','1376: Transport services  (\% of commercial service imports) - WDI',0.36496,0.133443,0.02089,0.36496,6.357552,-0.481162,cluster4
234,'0808N: GDP per capita  (current US$) - WDI','1402: Commercial service exports  (current US$) - WDI',0.36472,0.329338,0.02558,0.36472,6.392317,0.1881,cluster4
235,'0808N: GDP per capita  (current US$) - WDI','0491: Domestic credit provided by financial sector  (\% of GDP) - WDI',0.36401,0.015962,0.01843,0.36142,6.392317,0.589956,cluster3
236,'0808N: GDP per capita  (current US$) - WDI','0078: Personal remittances; received  (\% of GDP) - WDI',0.36342,0.303473,0.05508,0.36342,6.357552,-0.244841,cluster4
237,'0808N: GDP per capita  (current US$) - WDI','2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO',0.36162,0.279418,0.04815,0.35879,6.209454,0.286709,cluster4
238,'0808N: GDP per capita  (current US$) - WDI','2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO',0.36154,0.29023,0.03939,0.36154,6.169925,0.267039,cluster4
239,'0808N: GDP per capita  (current US$) - WDI','2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO',0.36135,0.243371,0.02238,0.35865,6.321928,0.343481,cluster4
240,'0808N: GDP per capita  (current US$) - WDI','2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO',0.36108,0.247586,0.03822,0.36108,6.169925,0.336889,cluster4
241,'0808N: GDP per capita  (current US$) - WDI','2798: Balance of Payments-Exports-Other services (US dollar at current prices) - WTO',0.36094,0.196228,0.02578,0.36094,6.209454,0.405847,cluster4
242,'0808N: GDP per capita  (current US$) - WDI','0767: Adjusted savings: consumption of fixed capital  (\% of GNI) - WDI',0.3608,0.186386,0.04813,0.3608,6.459432,0.417629,cluster4
243,'0808N: GDP per capita  (current US$) - WDI','0236: PPG; IDA  (INT; current US$) - WDI',0.35912,0.353403,0.08541,0.35912,5.954197,-0.07561,cluster4
244,'0808N: GDP per capita  (current US$) - WDI','0694: Gross national expenditure  (constant 2005 US$) - WDI',0.35888,0.329487,0.07156,0.35609,6.247928,0.171445,cluster4
245,'0808N: GDP per capita  (current US$) - WDI','0766: Adjusted savings: consumption of fixed capital  (current US$) - WDI',0.35885,0.30975,0.04228,0.35885,6.321928,0.221584,cluster4
246,'0808N: GDP per capita  (current US$) - WDI','2822: Balance of Payments-Imports-Other business services (US dollar at current prices) - WTO',0.35849,0.137038,0.02813,0.35849,6.169925,0.470587,cluster4
247,'0808N: GDP per capita  (current US$) - WDI','0837: Gross savings  (current US$) - WDI',0.35834,0.314457,0.04249,0.35834,6.129283,0.209483,cluster4
248,'0808N: GDP per capita  (current US$) - WDI','2805: Balance of Payments-Imports-Services (US dollar at current prices) - WTO',0.35645,0.158938,0.02583,0.35369,6.285402,0.444424,cluster4
249,'0808N: GDP per capita  (current US$) - WDI','0896: Primary education; pupils - WDI',0.35629,0.346481,0.15267,0.3513,6.357552,-0.099041,cluster5
250,'0808N: GDP per capita  (current US$) - WDI','0003: Fertilizer consumption  (kilograms per hectare of arable land) - WDI',0.35459,0.292028,0.09754,0.35459,6.209454,0.250125,cluster4
251,'0808N: GDP per capita  (current US$) - WDI','0200: PPG; bonds  (DOD; current US$) - WDI',0.35455,0.323495,0.05165,0.35455,5.954197,0.176224,cluster4
252,'0808N: GDP per capita  (current US$) - WDI','0691: Gross national expenditure deflator  (base year varies by country) - WDI',0.35401,0.329964,0.05944,0.35401,6.129283,-0.155069,cluster4
253,'0808N: GDP per capita  (current US$) - WDI','1323: International tourism; receipts for travel items  (current US$) - WDI',0.35355,0.325706,0.03277,0.35355,6.392317,0.166865,cluster4
254,'0808N: GDP per capita  (current US$) - WDI','2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO',0.35324,0.313145,0.02405,0.35324,6.087463,0.200237,cluster4
255,'0808N: GDP per capita  (current US$) - WDI','0043: Secondary income; other sectors; payments  (BoP; current US$) - WDI',0.35313,0.305195,0.02118,0.35097,6.357552,0.218942,cluster4
256,'0808N: GDP per capita  (current US$) - WDI','0852: Official exchange rate  (LCU per US$; period average) - WDI',0.353,0.352701,0.08391,0.353,6.169925,-0.017292,cluster4
257,'0808N: GDP per capita  (current US$) - WDI','0937: Children out of school  (\% of primary school age) - WDI',0.35283,0.236738,0.03389,0.3498,6.169925,-0.340723,cluster4
258,'0808N: GDP per capita  (current US$) - WDI','0343: PPG; bonds  (TDS; current US$) - WDI',0.35264,0.325856,0.04171,0.35264,5.954197,0.163659,cluster4
259,'0808N: GDP per capita  (current US$) - WDI','0722: Imports of goods and services  (constant 2005 US$) - WDI',0.35203,0.327457,0.03852,0.34961,6.247928,0.156759,cluster4
260,'0808N: GDP per capita  (current US$) - WDI','0936: Children out of school; male  (\% of male primary school age) - WDI',0.35172,0.230588,0.03265,0.34856,6.087463,-0.348041,cluster4
261,'0808N: GDP per capita  (current US$) - WDI','0066: Service exports  (BoP; current US$) - WDI',0.35116,0.315811,0.02478,0.35116,6.392317,0.188014,cluster4
262,'0808N: GDP per capita  (current US$) - WDI','0039: Transport services  (\% of service imports; BoP) - WDI',0.35069,0.14479,0.02656,0.35069,6.357552,-0.453762,cluster4
263,'0808N: GDP per capita  (current US$) - WDI','0477: Money and quasi money  as \% of GDP (M2) - WDI',0.3503,0.180671,0.07378,0.3503,6.285402,0.41186,cluster4
264,'0808N: GDP per capita  (current US$) - WDI','0760: Adjusted savings: education expenditure  (current US$) - WDI',0.35021,0.295371,0.04005,0.34783,6.285402,0.234177,cluster4
265,'0808N: GDP per capita  (current US$) - WDI','0575: Time required to register property  (days) - WDI',0.34929,0.308558,0.1275,0.34929,6.357552,-0.201821,cluster0
266,'0808N: GDP per capita  (current US$) - WDI','0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI',0.34923,0.302463,0.04512,0.34607,6.247928,0.216256,cluster4
267,'0808N: GDP per capita  (current US$) - WDI','0057: Grants; excluding technical cooperation  (BoP; current US$) - WDI',0.34922,0.346645,0.04332,0.34922,6.044394,-0.050744,cluster4
268,'0808N: GDP per capita  (current US$) - WDI','1324: International tourism; expenditures for travel items  (current US$) - WDI',0.34866,0.318584,0.04326,0.34866,6.392317,0.173426,cluster4
269,'0808N: GDP per capita  (current US$) - WDI','0376: Fossil fuel energy consumption  (\% of total) - WDI',0.34796,0.282731,0.05033,0.34537,6.247928,0.255399,cluster4
270,'0808N: GDP per capita  (current US$) - WDI','1301: Population growth  (annual \%) - WDI',0.34782,0.346036,0.04128,0.34556,6.491853,-0.042233,cluster4
271,'0808N: GDP per capita  (current US$) - WDI','1334: Share of tariff lines with specific rates; manufactured products  (\%) - WDI',0.34743,0.342143,0.12427,0.34743,6.044394,0.07271,cluster0
272,'0808N: GDP per capita  (current US$) - WDI','2749: Merchandise trade-Exports-Transport equipment (US dollar at current prices) - WTO',0.34685,0.258732,0.03667,0.34419,6.169925,0.296846,cluster4
273,'0808N: GDP per capita  (current US$) - WDI','2806: Balance of Payments-Imports-Other services (US dollar at current prices) - WTO',0.34671,0.14883,0.04586,0.34671,6.209454,0.444837,cluster4
274,'0808N: GDP per capita  (current US$) - WDI','0120: Principal repayments on external debt; long-term  (AMT; current US$) - WDI',0.34654,0.324651,0.09213,0.34288,6,0.14795,cluster4
275,'0808N: GDP per capita  (current US$) - WDI','0068: Exports of goods; services and primary income  (BoP; current US$) - WDI',0.34646,0.31697,0.03403,0.34417,6.392317,0.171727,cluster4
276,'0808N: GDP per capita  (current US$) - WDI','0907: School enrollment; primary; male  (\% net) - WDI',0.34627,0.223134,0.02699,0.34317,6.087463,0.350907,cluster4
277,'0808N: GDP per capita  (current US$) - WDI','0641: Secure Internet servers - WDI',0.3459,0.318144,0.05714,0.3459,6.426265,0.166601,cluster4
278,'0808N: GDP per capita  (current US$) - WDI','0668: Household final consumption expenditure; etc.  (constant 2005 US$) - WDI',0.34461,0.312901,0.06108,0.3418,6.209454,0.178071,cluster4
279,'0808N: GDP per capita  (current US$) - WDI','0707: Gross fixed capital formation  (constant 2005 US$) - WDI',0.34445,0.320842,0.04991,0.34175,6.209454,0.153648,cluster4
280,'0808N: GDP per capita  (current US$) - WDI','0010: Permanent cropland  (\% of land area) - WDI',0.34444,0.309033,0.12434,0.34444,6.426265,-0.188167,cluster0
281,'0808N: GDP per capita  (current US$) - WDI','1403: High-technology exports  (current US$) - WDI',0.34443,0.325248,0.02774,0.34164,6.247928,0.1385,cluster4
282,'0808N: GDP per capita  (current US$) - WDI','0063: Exports of goods and services  (BoP; current US$) - WDI',0.34423,0.319149,0.03008,0.34195,6.392317,0.158371,cluster4
283,'0808N: GDP per capita  (current US$) - WDI','0284: Net financial flows; RDB concessional  (NFL; current US$) - WDI',0.344,0.330303,0.04457,0.344,5.954197,-0.117036,cluster4
284,'0808N: GDP per capita  (current US$) - WDI','0304: PPG; IDA  (NTR; current US$) - WDI',0.3436,0.32607,0.08308,0.3436,5.954197,-0.132401,cluster4
285,'0808N: GDP per capita  (current US$) - WDI','1900: Fixed-broadband subscriptions - ITU',0.34346,0.331763,0.03374,0.34346,6.247928,0.108154,cluster4
286,'0808N: GDP per capita  (current US$) - WDI','0829: GNI; PPP  (constant 2011 international $) - WDI',0.34339,0.331719,0.06238,0.34339,6.247928,0.108032,cluster4
287,'0808N: GDP per capita  (current US$) - WDI','2800: Balance of Payments-Imports-Commercial services (US dollar at current prices) - WTO',0.34302,0.142298,0.03308,0.34071,6.285402,0.44802,cluster4
288,'0808N: GDP per capita  (current US$) - WDI','0574: Time required to enforce a contract  (days) - WDI',0.34294,0.289564,0.15017,0.33849,6.392317,-0.231034,cluster0
289,'0808N: GDP per capita  (current US$) - WDI','1311: Rural population growth  (annual \%) - WDI',0.34292,0.299743,0.04181,0.34292,6.459432,-0.207791,cluster4
290,'0808N: GDP per capita  (current US$) - WDI','2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO',0.34278,0.330311,0.04183,0.34278,6.129283,0.111663,cluster4
291,'0808N: GDP per capita  (current US$) - WDI','0929: Adjusted net enrollment rate; primary  (\% of primary school age children) - WDI',0.3426,0.226487,0.03432,0.33986,6.169925,0.340753,cluster4
292,'0808N: GDP per capita  (current US$) - WDI','0041: Foreign direct investment; net outflows  (BoP; current US$) - WDI',0.34231,0.295624,0.04184,0.33991,6.392317,0.216069,cluster0
293,'0808N: GDP per capita  (current US$) - WDI','0683: Final consumption expenditure; etc.  (constant 2005 US$) - WDI',0.34143,0.309907,0.05161,0.34143,6.209454,0.177548,cluster4
294,'0808N: GDP per capita  (current US$) - WDI','1212: Ratio of female to male labor force participation rate (\%)  (national estimate) - WDI',0.34143,0.24311,0.03593,0.33747,5.954197,0.31356,cluster4
295,'0808N: GDP per capita  (current US$) - WDI','1304: Population; total - WDI',0.34013,0.336013,0.17401,0.33633,6.491853,-0.064161,cluster5
296,'0808N: GDP per capita  (current US$) - WDI','0931: Adjusted net enrollment rate; primary; male  (\% of primary school age children) - WDI',0.33994,0.218859,0.0306,0.33738,6.087463,0.347967,cluster4
297,'0808N: GDP per capita  (current US$) - WDI','1101: Health expenditure; public  (\% of total health expenditure) - WDI',0.33981,0.163012,0.04607,0.33981,6.426265,0.420473,cluster4
298,'0808N: GDP per capita  (current US$) - WDI','0904: Gross intake ratio in first grade of primary education; total  (\% of relevant age group) - WDI',0.33938,0.305915,0.10735,0.33714,6.247928,-0.182934,cluster0
299,'0808N: GDP per capita  (current US$) - WDI','1325: International tourism; expenditures  (current US$) - WDI',0.3387,0.30841,0.04489,0.33681,6.426265,0.17404,cluster0
300,'0808N: GDP per capita  (current US$) - WDI','0903: Gross intake ratio in first grade of primary education; male  (\% of relevant age group) - WDI',0.33849,0.292457,0.09095,0.33849,6.209454,-0.214553,cluster0
301,'0808N: GDP per capita  (current US$) - WDI','0049: Net trade in goods and services  (BoP; current US$) - WDI',0.33836,0.335795,0.10706,0.33548,6.247928,0.050648,cluster0
302,'0808N: GDP per capita  (current US$) - WDI','0142: Commitments; IBRD  (COM; current US$) - WDI',0.3375,0.321737,0.0964,0.3375,5.954197,0.125549,cluster0
303,'0808N: GDP per capita  (current US$) - WDI','0032: Primary income payments  (BoP; current US$) - WDI',0.33712,0.294275,0.03695,0.33516,6.392317,0.206991,cluster0
304,'0808N: GDP per capita  (current US$) - WDI','1897: Fixed-telephone subscriptions - ITU',0.33689,0.332848,0.08259,0.3339,6.321928,0.063576,cluster0
305,'0808N: GDP per capita  (current US$) - WDI','0331: Debt service on external debt; long-term  (TDS; current US$) - WDI',0.33688,0.314254,0.07605,0.33341,6,0.15042,cluster0
306,'0808N: GDP per capita  (current US$) - WDI','0716: Gross capital formation  (constant 2005 US$) - WDI',0.33667,0.316638,0.03676,0.33667,6.209454,0.141535,cluster0
307,'0808N: GDP per capita  (current US$) - WDI','1396: Merchandise exports to low- and middle-income economies in Sub-Saharan Africa  (\% of total merchandise exports) - WDI',0.33652,0.276483,0.0448,0.33371,6.321928,-0.245025,cluster4
308,'0808N: GDP per capita  (current US$) - WDI','0545: Private credit bureau coverage  (\% of adults) - WDI',0.33623,0.114269,0.03639,0.33411,6.392317,0.471128,cluster4
309,'0808N: GDP per capita  (current US$) - WDI','0778: Adjusted net national income  (current US$) - WDI',0.3361,0.302509,0.05846,0.3361,6.357552,0.183278,cluster0
310,'0808N: GDP per capita  (current US$) - WDI','2732: Merchandise trade-Imports-Pharmaceuticals (US dollar at current prices) - WTO',0.33583,0.187325,0.04377,0.33333,6.209454,0.385363,cluster4
311,'0808N: GDP per capita  (current US$) - WDI','0232: Interest payments on external debt; private nonguaranteed (PNG)  (INT; current US$) - WDI',0.33542,0.30899,0.08247,0.33227,6,0.162574,cluster0
312,'0808N: GDP per capita  (current US$) - WDI','0327: Debt service on external debt; total  (TDS; current US$) - WDI',0.33532,0.312886,0.06959,0.33188,6,0.14978,cluster0
313,'0808N: GDP per capita  (current US$) - WDI','1383: ICT goods exports  (\% of total goods exports) - WDI',0.33501,0.310252,0.032,0.33257,6.247928,0.157347,cluster0
314,'0808N: GDP per capita  (current US$) - WDI','1321: International tourism; receipts for passenger transport items  (current US$) - WDI',0.3347,0.294398,0.05188,0.33198,6.209454,0.200753,cluster0
315,'0808N: GDP per capita  (current US$) - WDI','0045: Current account balance  (BoP; current US$) - WDI',0.33468,0.334476,0.15261,0.33248,6.247928,0.014285,cluster0
