Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-6.2362245608969555,1.0469999313354492,[-6.38522058 -5.10848465 -6.61576317 -6.71101277 -6.36064163]
2005,-9.1367431414007179,1.4110000133514404,[ -9.71409395  -8.48215177  -8.6275055  -10.53355627  -8.32640822]
2006,-4.3579205948189976,1.3530001640319824,[-4.47958062 -3.12068027 -5.28757685 -4.81724277 -4.08452246]
2007,-2.2135542311310457,1.3209998607635498,[-2.10397798 -2.08910136 -2.13646191 -2.57878188 -2.15944803]
2008,-2.5836211075195221,1.4000000953674316,[-2.4649182  -2.92773527 -2.3836541  -2.53989388 -2.60190409]
2009,-2.1443237607013019,1.3999998569488525,[-2.32474371 -2.44602814 -1.98942021 -2.11454416 -1.84688258]
2010,-2.594404848223296,1.6800000667572021,[-2.16984319 -2.40177289 -2.28015237 -2.60064276 -3.51961304]
2011,-2.4550492501920522,1.3680000305175781,[-2.10935187 -2.36754621 -2.68630474 -2.21440677 -2.89763666]
2012,-2.4176976110162394,1.3499999046325684,[-2.2181821  -1.96685532 -2.4448054  -2.3784579  -3.08018734]
2013,-2.2003815322545903,1.312000036239624,[-2.06240664 -2.23135091 -2.14677338 -2.13916817 -2.42220857]
2014,-2.3501093643202351,1.2410001754760742,[-2.20823146 -2.18761011 -2.25312367 -2.54892184 -2.55265975]
