Year,Mean Absolute Error,Time Spent (s),Error for each fold
2001,-3075.1358546327383,1.125,[-4381.60242678 -2223.19159474 -3216.51908706 -2481.11832826 -3073.24783632]
2002,-3476.0885569053025,1.125,[-4850.8077321  -2625.52854051 -3747.77234055 -2821.19492781 -3335.13924355]
2003,-3655.5856370996598,1.1430001258850098,[-5072.79849431 -3078.18289443 -3622.6184026  -3042.95340722 -3461.37498695]
2004,-3648.0940517553017,1.1599998474121094,[-4911.1814559  -2507.84380738 -4254.67877109 -3203.91520364 -3362.85102077]
2005,-4089.2776035756424,1.4210000038146973,[-5270.35097173 -2987.53924347 -4274.8913929  -3691.27910964 -4222.32730013]
2006,-4408.395494166859,1.4870002269744873,[-5471.10289311 -3100.09613634 -4601.42185354 -4327.20343361 -4542.15315423]
2007,-4326.690415999632,1.4029998779296875,[-4497.38375384 -3018.11869868 -4713.88698551 -4812.30897838 -4591.75366358]
2008,-4191.9361674328893,1.500999927520752,[-3952.31115937 -2977.48833047 -4631.35859689 -4849.45655376 -4549.06619669]
2009,-4099.4352838852847,1.5,[-3453.69190771 -2758.95909128 -4302.76505511 -5485.71320536 -4496.04715997]
2010,-4492.5062453443334,1.7650001049041748,[-3600.40211507 -3241.8202725  -5096.99981015 -5569.64435072 -4953.66467828]
2011,-4516.7274981786923,1.5250000953674316,[-3630.28292211 -2847.84817185 -4335.77129083 -6931.06458907 -4838.67051705]
