Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-1.3337368046507003,1.128999948501587,[-1.125      -1.1053809  -1.69747306 -1.30133333 -1.43949673]
2005,-2.1489341090063059,1.3370001316070557,[-2.18589342 -2.33793103 -1.96077586 -2.05987028 -2.20019995]
2006,-1.9750919913134493,1.4509999752044678,[-2.01089325 -1.90237197 -1.95434402 -2.11550878 -1.89234194]
2007,-1.9609559996894963,1.4170000553131104,[-2.09828283 -1.87470899 -1.87456583 -2.13786925 -1.8193531 ]
2008,-1.8892831630141569,1.6989998817443848,[-1.84526749 -1.87787013 -1.90883117 -2.03413534 -1.78031169]
2009,-1.89369889212828,1.4079999923706055,[-1.98617143 -1.90291545 -1.84011429 -1.87462857 -1.86466472]
2010,-1.8840589548184368,1.9149999618530273,[-1.85       -1.88888889 -1.90833333 -1.94298137 -1.83009119]
2011,-1.8297265160765162,1.6110000610351562,[-1.7349537  -1.84123932 -1.88901099 -1.92468571 -1.75874286]
2012,-1.9043109144318908,1.508000135421753,[-1.83425926 -1.87991453 -1.96802935 -1.99021978 -1.84913165]
2013,-1.8642507379342639,1.5649998188018799,[-1.72834467 -1.83291405 -1.9620915  -1.92812325 -1.86978022]
2014,-1.8986724245253654,1.38100004196167,[-1.70972222 -1.78823529 -2.01394958 -2.18359788 -1.79785714]
