Year,Mean Absolute Error,Time Spent (s),Error for each fold
2001,-8269.5798319327841,1.071000099182129,"[-11111.71428571  -7428.          -9691.42857143  -7640.28571429
  -5476.47058824]"
2002,-8577.745267762728,1.1119999885559082,"[-11526.83999977  -7565.14286872 -10112.57142857  -7947.9978177
  -5736.17422404]"
2003,-9596.7650018137319,1.063999891281128,"[-11736.11090153  -8000.28558133 -11099.71428571 -11160.57142857
  -5987.14281193]"
2004,-10024.53492063492,1.1419999599456787,[-12019.44444444  -8401.94444444 -11729.         -11533.28571429  -6439.        ]
2005,-10921.572177590049,1.3360002040863037,[-12565.27571159 -10129.44444444 -11736.56930335 -13054.57142857  -7122.        ]
2006,-11455.53174598775,1.3949999809265137,[-12741.94444434 -10660.         -12508.42857132 -13757.28571429  -7610.        ]
2007,-11640.81111111111,1.4019999504089355,"[-12616.11111111 -11000.27777778 -12141.66666667 -14329.42857143
  -8116.57142857]"
2008,-11219.786920630537,1.4719998836517334,"[-12108.05555556 -10814.16666665 -11311.66666667 -13913.14285714
  -7951.90285714]"
2009,-11192.371426724547,1.4600000381469727,"[-10962.99999538 -10358.         -11908.99999538 -14573.71428571
  -8158.14285714]"
2010,-11645.342857142856,1.6440000534057617,"[-11276.85714286 -10668.28571429 -12374.         -15470.28571429
  -8437.28571429]"
2011,-11439.191596638451,1.5220000743865967,[-11856.         -10642.          -9921.42857143 -16088.          -8688.52941176]
