Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-111.1765143966276,2043.3889999389648,[-126.34333675 -136.55739937  -85.43491517  -94.55678456 -112.99013614]
1998,-132.70378400025058,1366.529000043869,[ -99.3425501  -137.74756462 -179.52048465 -121.55991819 -125.34840245]
1999,-186.00962910138884,1291.457999944687,[-175.38740545 -232.45388971 -353.465388    -85.20171049  -83.53975186]
2000,-133.41098305620147,911.063000202179,[-127.77259076  -97.5178372  -163.53151473 -187.41491645  -90.81805614]
2001,-102.84833289812312,1361.6669998168945,[ -45.89806461 -163.40618543 -182.33286589  -43.25979505  -79.3447535 ]
2002,-139.46046942778409,2043.026999950409,[ -98.17147776 -152.00043634 -216.13857693  -96.40771254 -134.58414358]
2003,-130.21739663277137,1167.016000032425,[-135.21505896  -90.00198821 -249.4507655  -117.43760281  -58.98156768]
2004,-132.6833799241497,1931.0190000534058,[-104.91943959 -203.87484992 -173.00275067 -106.01020535  -75.60965409]
2005,-212.6370175844294,5977.282999992371,[-101.72063525 -515.92618621 -202.19986914 -132.78460444 -110.55379289]
2006,-135.50458261702454,3000.4700000286102,[ -70.55902927 -243.61454624 -245.29735462  -59.94951315  -58.10246981]
2007,-220.98175581385877,3280.5569999217987,[ -69.28971634 -286.36516198 -456.20330609 -149.65164195 -143.3989527 ]
2008,-218.94454092589368,2369.0700001716614,[-104.45010339 -377.97855483 -229.08265082 -331.34311524  -51.86828034]
2009,-196.63019511334173,2422.856999874115,[ -55.72835691 -100.54390414 -445.40890236 -133.61950868 -247.85030347]
2010,-160.69558976828472,2584.401000022888,[-122.11932653 -230.83985344 -103.39627344 -190.56216479 -156.56033064]
2011,-134.75899137599941,1896.066999912262,[-185.92373118 -112.06914102 -154.42157462 -116.98879323 -104.39171683]
2012,-182.57163973787493,2512.3430001735687,[-232.56195478 -162.51259179 -204.46362984  -89.70278033 -223.61724195]
2013,-197.38566582065084,2575.4509999752045,[-184.9080452  -209.31459547 -195.92791632 -295.7471043  -101.03066782]
2014,-180.37722738713964,2112.085000038147,[-206.74346404 -197.94043791 -126.40144893 -204.2102461  -166.59053995]
