Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-1.9529235804616392,1.1039998531341553,[-2.22624123 -1.2179963  -3.0790547  -1.58850365 -1.65282203]
2005,-1.3591308201280066,1.5280001163482666,[-1.60747031 -1.23076811 -1.49840821 -1.19509375 -1.26391373]
2006,-1.1921458478200548,1.4660000801086426,[-1.3250421  -1.2144262  -1.19828536 -1.13130707 -1.09166851]
2007,-1.1137687112957297,1.5399999618530273,[-1.16452913 -1.05392212 -1.17380293 -1.18483235 -0.99175702]
2008,-1.1351275325556414,1.430999994277954,[-1.16961636 -1.20268568 -1.19460794 -1.06077058 -1.0479571 ]
2009,-1.0598651770122882,1.7289998531341553,[-0.94793317 -1.16179592 -1.06541083 -1.10541651 -1.01876946]
2010,-0.96447541130466485,1.939000129699707,[-0.99113863 -0.93877643 -1.03376816 -0.90378746 -0.95490638]
2011,-0.99812450368870387,1.6129999160766602,[-1.03821947 -0.87721492 -1.03968431 -1.02493718 -1.01056664]
2012,-1.1108735677882251,1.5240001678466797,[-1.03456832 -0.98141578 -1.2229819  -1.09532323 -1.2200786 ]
2013,-1.0601345813045753,1.4699997901916504,[-1.10770096 -0.8812926  -1.2019883  -0.99917197 -1.11051908]
2014,-1.1319704551845438,1.3450000286102295,[-1.03147743 -0.99730558 -1.22454064 -0.92410103 -1.48242759]
