Year,Mean Absolute Error,Time Spent (s),Error for each fold
1960,-421.27640493629724,0.29200005531311035,[-517.14291065 -406.74825854 -317.75369985 -501.47186929 -363.26528636]
1961,-442.09897793589317,0.312999963760376,[-550.75024156 -427.0413687  -329.26818352 -523.97993845 -379.45515744]
1962,-467.63487868455667,0.2890000343322754,[-562.02554607 -456.45902571 -361.50168448 -558.27139616 -399.91674101]
1963,-514.4252047401053,0.3080000877380371,[-618.19525843 -512.18025848 -410.90653701 -602.50800073 -428.33596905]
1964,-574.94366201197863,0.309999942779541,[-666.00143178 -547.16833104 -550.91265022 -686.56246791 -424.07342911]
1965,-617.89607131521711,0.312000036239624,[-770.59354212 -519.22705761 -595.25918219 -744.09187012 -460.30870454]
1966,-640.54147447165974,0.3580000400543213,[-818.81361627 -543.15227612 -577.23433662 -761.83541392 -501.67172942]
1967,-656.17222557058494,0.32899999618530273,[-832.92886138 -532.95779112 -544.46187223 -823.17897974 -547.33362338]
1968,-712.50682529875724,0.2969999313354492,[-915.05096517 -590.16462455 -574.3598892  -888.81284512 -594.14580245]
1969,-884.83585036568024,0.3169999122619629,[ -939.21686437  -745.39551726 -1173.41292742  -957.23471003  -608.91923275]
1970,-982.91588951612971,0.5360000133514404,[-1113.47242289  -750.70200006 -1267.00239357 -1125.18192244  -658.22070863]
1971,-1149.8897402511591,0.5180001258850098,[-1291.98056572  -901.61835104 -1520.5432619  -1303.48008453  -731.82643806]
1972,-1438.5286146105661,0.5109999179840088,[-1625.12083347 -1161.26655558 -1933.94901423 -1612.2574086   -860.04926118]
1973,-1825.8473708041206,0.5750000476837158,[-1985.50986095 -1367.37068183 -2449.29751161 -2294.86294202 -1032.19585762]
1974,-2139.1036378404578,0.5169999599456787,[-2683.28035452 -1825.27745471 -2626.8546815  -2432.25930158 -1127.84639689]
1975,-2324.348478163764,0.5450000762939453,[-2961.4861337  -1947.26062139 -2762.97304904 -2717.10260678 -1232.91997992]
1976,-2533.0662861946653,0.5379998683929443,[-3104.08439415 -2252.20834048 -3098.05671475 -2881.45186153 -1329.53012006]
1977,-2859.1631746719772,0.5490000247955322,[-3149.12640767 -2690.55237192 -3739.24676361 -3209.62775825 -1507.26257193]
1978,-3420.6872797686674,0.5210001468658447,[-3962.03929647 -3099.55411835 -4421.53736353 -3843.8504055  -1776.45521499]
1979,-3918.4313756202018,0.5820000171661377,[-5021.50958451 -3538.48689484 -4705.30481614 -3931.02476583 -2395.83081678]
1980,-3713.8716419486618,0.7860000133514404,[-4848.75843163 -3155.91811746 -4220.96805935 -3839.39914112 -2504.31446018]
1981,-3531.614627319942,0.6309998035430908,[-4716.63080174 -3034.06526634 -3999.60794497 -3817.0326792  -2090.73644436]
1982,-3354.0720696968565,0.6730000972747803,[-4485.94267419 -2879.7717415  -3851.26515089 -3345.88921728 -2207.49156463]
1983,-3317.4612881310122,0.7239999771118164,[-4362.78405993 -2872.79859273 -3800.08791679 -3349.63621545 -2201.99965575]
1984,-3311.2023541519929,0.6730000972747803,[-4275.7035974  -2941.25824008 -3811.87505008 -3490.11999199 -2037.05489122]
1985,-3867.9833477980019,0.878000020980835,[-4497.11823613 -3872.77716568 -4986.33733205 -3763.69642199 -2219.98758315]
1986,-4436.8727934724029,0.7159998416900635,[-5011.78959954 -4603.68631702 -6000.02944846 -4280.69943851 -2288.15916382]
1987,-4848.8819265073153,0.7290000915527344,[-5272.62023813 -5102.50973038 -6617.368895   -4704.61484232 -2547.29592671]
1988,-4981.8901838870461,0.6779999732971191,[-5540.81734186 -5258.4633784  -6650.7846601  -4742.29309857 -2717.09244049]
1989,-5418.8770683272633,0.7100000381469727,[-5821.24246222 -6130.78921015 -7200.6134056  -5099.19170048 -2842.54856318]
1990,-5510.4004347365535,0.9429998397827148,[-5933.38088671 -5947.36188047 -7551.70567349 -5204.91427546 -2914.63945756]
1991,-5880.7549443106391,0.8550000190734863,[-6171.83966458 -6413.80689231 -8133.75243054 -5600.51456153 -3083.86117259]
1992,-5657.499949310175,0.8300001621246338,[-6025.06448008 -5983.07073895 -7841.86531562 -5391.60925331 -3045.88995859]
1993,-5970.0363637727487,0.7990000247955322,[-6563.56096446 -6317.30686166 -8479.95315978 -5639.55905058 -2849.80178239]
1994,-6661.8116987084695,0.7789998054504395,[-7046.54425266 -7168.06361145 -9799.26795717 -6009.82272858 -3285.35994368]
1995,-6925.8765401773589,0.9880001544952393,[-7817.04704861 -7257.85892796 -9951.00265343 -6214.750933   -3388.72313789]
1996,-6678.6400682978147,0.8580000400543213,[-7430.43763929 -6917.37445289 -9458.91901623 -6135.5179956  -3450.95123748]
1997,-6903.8320660031068,0.8969998359680176,[-8078.27333411 -7417.20120752 -9578.5130963  -6009.4590169  -3435.7136752 ]
1998,-7184.8818612395062,0.9350001811981201,[-8268.02241751 -7423.04210872 -9846.71568489 -6287.62535053 -4099.00374455]
1999,-7135.013789105823,0.931999921798706,[-8754.41296554 -6785.45480077 -9663.73128181 -6384.66547875 -4086.80441865]
2000,-7014.6222762647476,1.3410000801086426,[-8385.02841783 -7176.27473091 -9466.74345414 -6382.17564245 -3662.889136  ]
2001,-7378.8332800690087,1.0949997901916504,"[ -8623.46792165  -7730.69481822 -10039.37491057  -6769.37431758
  -3731.25443232]"
2002,-8514.371129133966,1.0150001049041748,"[ -9609.02804386  -9234.53723356 -11737.82950516  -7638.67217387
  -4351.78868922]"
2003,-9677.7122374689097,1.0350000858306885,"[-10802.34164007 -10455.4985372  -13420.86021431  -8681.46956928
  -5028.39122649]"
2004,-10419.551218849901,1.4149999618530273,"[-11592.91228994 -11042.80365717 -14455.42778094  -9615.07672909
  -5391.53563711]"
2005,-11460.954440851161,1.372999906539917,"[-12500.83382817 -13035.44046634 -15412.83806005 -10418.46459138
  -5937.19525832]"
2006,-12840.90928209919,1.437999963760376,"[-13757.54209473 -13524.60449193 -18399.69496056 -11754.99981056
  -6767.70505272]"
2007,-13578.278430427756,1.321000099182129,"[-13516.27593024 -15013.16802837 -18782.00668413 -13105.90313208
  -7474.03837731]"
2008,-11688.637017294055,1.378000020980835,"[-12058.06981518 -13408.22037102 -15916.30955276 -11440.24272231
  -5620.3426252 ]"
2009,-12213.403489279741,1.375,"[-12608.81897325 -13299.39883217 -16619.08299092 -12330.47881898
  -6209.23783108]"
2010,-13458.09689466393,1.6529998779296875,"[-13890.30283399 -14338.74258744 -18572.87437517 -13806.50666304
  -6682.05801368]"
2011,-12611.276091653213,1.443000078201294,"[-13926.42374208 -12991.36745984 -15305.56460234 -14281.72573187
  -6551.29892213]"
2012,-12441.82343835352,1.378999948501587,"[-14172.79547981 -13672.79883058 -12731.16055723 -14659.88011186
  -6972.48221229]"
2013,-12010.753033404919,1.3570001125335693,"[-13322.40634564 -13153.61225934 -12119.67707657 -14400.26223636
  -7057.80724911]"
