Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-87.051441835162606,477.43300008773804,[ -96.96734891 -116.25800469  -37.90578119  -79.15969517 -104.96637923]
1998,-111.39093814495068,682.529000043869,[ -90.6814211  -101.78765816  -96.13321878 -100.52231606 -167.83007662]
1999,-145.05532345822695,585.4869999885559,[ -94.50912624 -191.70302101 -214.49642896 -145.13348091  -79.43456017]
2000,-119.28430704446717,698.5780000686646,[-119.74055683  -67.59543973 -187.86781235 -113.38837014 -107.82935617]
2001,-103.62821480279322,539.6439998149872,[ -83.50559098 -122.1714844   -81.3796035  -120.45496395 -110.62943118]
2002,-144.13030083204558,1627.513000011444,[ -63.41220659 -144.24309736 -127.01452398 -311.6330187   -74.34865752]
2003,-93.040770759309297,1479.643000125885,[ -69.11218175 -134.75332856 -106.96605892 -117.16875691  -37.20352765]
2004,-146.32847505713147,1639.4789998531342,[-118.88242384 -189.5924958  -161.14008508 -161.80106073 -100.22630984]
2005,-129.24354485013802,1387.468999862671,[-202.53431888 -119.88837397 -186.00410166  -72.30837203  -65.48255771]
2006,-200.04848401097158,2944.5620000362396,[-129.81961681 -289.28559123 -284.13365129 -194.62562114 -102.3779396 ]
2007,-140.99255421319916,2959.834000110626,[-164.35472128 -131.9059075  -158.60029655 -113.1473533  -136.95449243]
2008,-149.79361085575368,1722.1659998893738,[ -68.67937206 -162.3589907  -222.60107112 -224.3359904   -70.99263   ]
2009,-122.731141194782,2630.082000017166,[-164.31107578 -146.77193896 -131.26335655  -71.21067307 -100.09866162]
2010,-118.74943046263847,2552.1740000247955,[-139.78713575 -119.60144553  -98.27087567 -111.19671121 -124.89098416]
2011,-174.56770702337391,2632.3150000572205,[-363.24996056  -88.11070355 -185.0815276  -157.10475939  -79.29158402]
2012,-166.88834842629166,2106.9649999141693,[-266.33888969 -143.69075615 -122.12639624 -150.28694367 -151.99875637]
2013,-172.78212391211193,2466.414999961853,[-170.01014249 -143.63765406 -141.82696986 -322.45422455  -85.9816286 ]
2014,-176.55213971264598,2244.00200009346,[-113.82383551 -166.58544233 -423.69713111 -106.96701453  -71.68727507]
