Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-1.9462087043376812,1.1159999370574951,[-2.53852473 -1.27853612 -2.89689342 -1.49548461 -1.52160464]
2005,-1.1144355433210429,1.4170000553131104,[-1.2424301  -1.10185074 -1.17257326 -1.18135308 -0.87397054]
2006,-0.92808245989299931,1.442000150680542,[-0.90617622 -0.88071703 -0.99904417 -0.96178305 -0.89269183]
2007,-0.82465801623521107,1.426999807357788,[-0.81803088 -0.86113418 -0.79540124 -0.84419367 -0.8045301 ]
2008,-0.84562161136812564,1.4790000915527344,[-0.83339957 -0.94430047 -0.84469205 -0.80012731 -0.80558865]
2009,-0.8329044608492655,1.4839999675750732,[-0.76294892 -0.87544755 -0.84844079 -0.82253438 -0.85515066]
2010,-0.84650995952731556,1.7130000591278076,[-0.83763418 -0.87316604 -0.83792924 -0.71980364 -0.96401671]
2011,-0.86996465556342284,1.499000072479248,[-0.77051519 -0.88778589 -0.86677495 -0.87441963 -0.95032762]
2012,-0.90827500499950398,1.4769999980926514,[-0.82262256 -0.85935599 -0.94593691 -0.92632703 -0.98713254]
2013,-0.8643639691974585,1.6159999370574951,[-0.79009091 -0.88692641 -0.9944378  -0.85093846 -0.79942626]
2014,-0.90494266841219972,1.5369999408721924,[-0.77397811 -0.83797149 -1.0338079  -0.7612678  -1.11768805]
