Year,Mean Absolute Error,Time Spent (s),Error for each fold
2001,-3382.8641153295466,1.0260000228881836,[-4385.84520025 -2335.43296256 -3447.83418242 -2726.72003954 -4018.48819188]
2002,-3931.7420399577386,1.1470000743865967,[-5137.08042562 -2784.49163471 -4266.48307246 -3439.6997441  -4030.9553229 ]
2003,-3964.0647842283847,1.065999984741211,[-5825.36548651 -3150.46759961 -3961.54890962 -3444.04008239 -3438.901843  ]
2004,-4160.7248045380675,1.1069998741149902,[-5410.73874361 -3338.4979773  -4721.17362341 -3552.36446115 -3780.84921722]
2005,-3644.1605273931091,1.3670001029968262,[-3679.31016853 -3196.01561646 -4496.09281157 -3489.3286284  -3360.05541201]
2006,-5359.4469915502432,1.3680000305175781,[-6824.56902795 -4371.33310316 -5141.39164745 -5507.07238255 -4952.86879664]
2007,-5359.7296875566217,1.5779998302459717,[-6624.47767129 -3931.54734405 -5421.08732391 -5676.72748943 -5144.80860911]
2008,-4792.9194181720759,1.3590002059936523,[-4886.03982265 -3244.71090224 -5186.39639804 -5250.65444332 -5396.79552461]
2009,-4732.0551860693158,1.3829998970031738,[-4584.61604801 -3233.74469845 -4669.17546918 -5549.515591   -5623.22412371]
2010,-4837.5399444978784,1.6359999179840088,[-4023.42029364 -3290.25839161 -5946.14914564 -5728.6053584  -5199.2665332 ]
2011,-5227.1798121404518,1.4250001907348633,[-4703.67987898 -3589.38381961 -5033.66120944 -6496.41923105 -6312.75492162]
