Year,Mean Absolute Error,Time Spent (s),Error for each fold
2001,-504.4891034286062,1.065000057220459,[-622.68826498 -311.98637809 -789.94653303 -401.24177313 -396.58256791]
2002,-414.66114884291676,1.0380001068115234,[-405.06051821 -341.36280251 -697.12475184 -242.32159303 -387.43607862]
2003,-1084.1213435711861,1.0429999828338623,[ -973.13424644  -794.91400391 -1024.43284848 -2231.51884533  -396.6067737 ]
2004,-647.40486032972808,1.1029999256134033,[-501.09664674 -596.87294597 -899.70273297 -803.41724723 -435.93472873]
2005,-733.5227996424652,1.7690000534057617,[ -868.50388042  -644.2193286  -1097.39588752  -740.65408003  -316.84082163]
2006,-616.56064566305281,1.5329999923706055,[-758.13713909 -486.81903728 -915.80794927 -481.72503068 -440.31407199]
2007,-792.14596098715276,1.3389999866485596,[ -822.31614442  -722.09567722  -635.18323341 -1071.50829733  -709.62645256]
2008,-861.1288532423614,1.3819999694824219,[ -941.32344919  -688.51845126 -1216.70092455  -949.60593968  -509.49550153]
2009,-638.07565978508626,1.4230000972747803,[-643.67553644 -578.36191304 -654.60143245 -963.36307182 -350.37634517]
2010,-515.39705534529139,1.6689999103546143,[-559.34403347 -436.49626068 -437.97729313 -726.40305326 -416.76463619]
2011,-596.44251033729574,1.4129998683929443,[ -412.47799405  -522.15439716  -708.03266465 -1028.06947408  -311.47802176]
