Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-6.2834666231487732,1.0830001831054688,[-6.53845625 -5.18165721 -6.72824232 -6.52654704 -6.4424303 ]
2005,-8.6420193455626482,1.310999870300293,[ -8.92520203  -7.2282741   -8.71154429 -10.07599468  -8.26908164]
2006,-4.3085227189219939,1.378000020980835,[-4.25115179 -3.05783404 -5.39542408 -4.73551231 -4.10269137]
2007,-2.2135542311310457,1.3269999027252197,[-2.10397798 -2.08910136 -2.13646191 -2.57878188 -2.15944803]
2008,-2.5836211075195221,1.4160001277923584,[-2.4649182  -2.92773527 -2.3836541  -2.53989388 -2.60190409]
2009,-2.1443237607013019,1.4270000457763672,[-2.32474371 -2.44602814 -1.98942021 -2.11454416 -1.84688258]
2010,-2.5914496158096876,1.6109998226165771,[-2.08783048 -2.50639623 -2.16355126 -2.67985707 -3.51961304]
2011,-2.4550492501920522,1.3960001468658447,[-2.10935187 -2.36754621 -2.68630474 -2.21440677 -2.89763666]
2012,-2.4175798713049668,1.4259998798370361,[-2.25326109 -1.93745012 -2.4448054  -2.37219541 -3.08018734]
2013,-2.2003815322545903,1.3420000076293945,[-2.06240664 -2.23135091 -2.14677338 -2.13916817 -2.42220857]
2014,-2.3501093643202351,1.3420000076293945,[-2.20823146 -2.18761011 -2.25312367 -2.54892184 -2.55265975]
