Year,Mean Absolute Error,Time Spent (s),Error for each fold
1960,-153.23894570338535,0.27900004386901855,[-159.33967271 -140.67882663 -167.10284999 -145.41490803 -153.65847116]
1961,-286.32001018358045,0.2949998378753662,[-347.74389338 -248.44614539 -249.05616252 -337.92966881 -248.42418082]
1962,-308.39492358683475,0.28100013732910156,[-379.50188414 -263.44333332 -272.8902507  -354.49031807 -271.6488317 ]
1963,-341.02626591212663,0.2909998893737793,[-404.16109554 -291.32522663 -315.14139489 -387.18926515 -307.31434735]
1964,-392.84720146740108,0.31999993324279785,[-433.18595262 -300.40928163 -421.33816215 -447.52093831 -361.78167263]
1965,-261.7333508757373,0.33100008964538574,[-274.53143406 -180.94352979 -293.7537121  -320.09573111 -239.34234732]
1966,-446.28530969519045,0.315000057220459,[-539.99505329 -304.39500193 -449.14365064 -498.93745487 -438.95538775]
1967,-471.1782695932514,0.34800004959106445,[-565.63887124 -316.68519117 -464.93876479 -541.63157793 -466.99694285]
1968,-504.44224433405873,0.2990000247955322,[-612.45883173 -343.30137447 -481.43151149 -579.0293879  -505.99011608]
1969,-667.41634656187966,0.31099987030029297,[-658.01769534 -408.97007779 -960.36011841 -645.95933528 -663.77450599]
1970,-484.28099349111608,0.5339999198913574,[-454.92333736 -352.07743117 -780.51910084 -428.98464852 -404.90044955]
1971,-723.43538609682503,0.5420000553131104,[ -652.16130793  -496.23702536 -1198.92053007  -560.02157091  -709.83649622]
1972,-883.42047596763621,0.5420000553131104,[ -751.4967925   -604.86798172 -1544.77557498  -700.84699152  -815.11503912]
1973,-1291.8658723411202,0.5060000419616699,[-1087.56872669  -889.77503542 -2029.26330543 -1332.58768894 -1120.13460523]
1974,-1630.4359416015507,0.557999849319458,[-1889.60011933 -1006.50557607 -2259.11072971 -1564.42942229 -1432.5338606 ]
1975,-1630.9486927196858,0.5440001487731934,[-2162.53469198 -1046.97217874 -2226.92934098 -1629.25361468 -1089.05363723]
1976,-1749.6177523502672,0.5429999828338623,[-2277.74668011 -1230.86274756 -2374.61994815 -1688.77854121 -1176.08084473]
1977,-1905.3240189181474,0.5409998893737793,[-2298.88927899 -1461.03372805 -2816.16238344 -1815.12120435 -1135.41349976]
1978,-2289.2330420428179,0.5069999694824219,[-2873.39870885 -1461.99614764 -3260.56395112 -2282.32420739 -1567.88219521]
1979,-2635.6065044856864,0.570000171661377,[-3703.68438878 -1804.78808594 -3207.45030682 -2469.57073725 -1992.53900364]
1980,-3857.1535972802367,0.7569999694824219,[-3164.44812575 -9685.17597741 -2479.53020997 -2137.66764854 -1818.94602473]
1981,-1997.9008746585453,0.6269998550415039,[-2756.93401884 -1844.61120083 -2064.59247665 -1935.14370866 -1388.22296832]
1982,-1829.9616273194315,0.6750001907348633,[-2554.3414738  -1683.21791979 -1812.82622813 -1627.45874608 -1471.96376879]
1983,-1641.3156459197969,0.7089998722076416,[-2144.02671921 -1642.83295343 -1584.36043721 -1447.95590676 -1387.40221299]
1984,-1551.0136175805289,0.689000129699707,[-1918.48258152 -1488.82032214 -1583.89073424 -1477.25149909 -1286.62295091]
1985,-1669.7065069261407,0.7809998989105225,[-2108.56070204 -1491.63688831 -2286.10398818 -1268.48838948 -1193.74256662]
1986,-2021.0050743671975,0.689000129699707,[-2643.31653972 -1712.02915368 -2793.36875342 -1574.26178122 -1382.0491438 ]
1987,-2135.3060624287732,0.7400000095367432,[-2694.59884095 -1672.99623865 -3009.14289024 -1890.500044   -1409.29229831]
1988,-2072.9619406275715,0.7339999675750732,[-2535.60170621 -1764.60969937 -3045.05456256 -1657.77666679 -1361.76706822]
1989,-2791.4608696435616,0.6679999828338623,[-3780.47028269 -2193.92131725 -3827.82000514 -2499.711298   -1655.38144513]
1990,-2867.2623167981883,0.9149999618530273,[-3819.47589945 -2523.91169263 -3782.32756453 -2608.45374219 -1602.1426852 ]
1991,-3151.5956356479423,0.8039999008178711,[-4192.04673878 -2735.33364029 -4093.55499146 -2911.87385314 -1825.16895457]
1992,-2665.8650171087993,0.7829999923706055,[-3017.10103047 -2627.99670545 -3690.81955324 -2401.39444146 -1592.01335492]
1993,-3304.8898348067573,0.8330001831054688,[-4379.45798936 -3289.42251997 -4257.10012835 -2760.29397867 -1838.17455769]
1994,-3847.494504465566,0.8239998817443848,[-5132.30047023 -3797.3500944  -5386.90845027 -3003.97755915 -1916.93594828]
1995,-3469.8687281970547,0.9890000820159912,[-4158.03400317 -3625.68858796 -5063.80783553 -2513.59348342 -1988.21973091]
1996,-3398.7618730059403,0.8350000381469727,[-3985.67821381 -3630.29809446 -4895.31298345 -2528.43571302 -1954.0843603 ]
1997,-3151.5464589025587,0.9039998054504395,[-4144.16124131 -3013.7843526  -4542.39814397 -2327.73112464 -1729.657432  ]
1998,-3779.7393313058419,0.9240000247955322,[-5195.74299202 -3825.34996511 -5242.25639453 -2471.41759365 -2163.92971122]
1999,-4053.3233849955468,0.9279999732971191,[-5400.74028156 -4337.4518428  -5407.63621749 -2636.67810884 -2484.11047428]
2000,-3703.5864875684988,1.1590001583099365,[-4273.43914546 -3618.55934469 -5124.18312845 -2870.61347591 -2631.13734334]
2001,-3240.2075883189582,1.0160000324249268,[-4327.09169178 -2391.30362538 -4762.37198582 -2774.37365369 -1945.89698493]
2002,-4326.6246027715279,1.0429999828338623,[-5459.73115009 -4454.56273715 -5952.44845845 -3396.35722044 -2370.02344772]
2003,-4660.4991989900363,1.054999828338623,[-5922.10351354 -3506.46913259 -7112.02918442 -4189.67566122 -2572.21850319]
2004,-4871.3175284139515,1.0889999866485596,[-5872.21622552 -3475.71049235 -7532.66164956 -4709.89845953 -2766.10081511]
2005,-5574.5955808263552,1.317000150680542,[-6440.72256576 -4200.11634684 -8547.48965602 -5474.65034487 -3209.99899065]
2006,-6416.2773990005608,1.3439998626708984,"[ -8261.96175051  -4181.53701675 -10138.00511528  -5909.95280411
  -3589.93030835]"
2007,-7081.7752858331996,1.3610000610351562,"[ -7336.11303143  -6744.31542264 -10668.77054788  -6626.8859466
  -4032.79148061]"
2008,-5706.8398173907608,1.3519999980926514,[-5646.74459661 -4864.01012808 -9056.27660867 -5684.05891949 -3283.10883412]
2009,-6069.7348513872112,1.3970000743865967,[-5422.47026348 -5514.16262193 -9507.71347832 -6654.41961923 -3249.90827397]
2010,-6959.3348821071322,1.6570000648498535,"[ -7038.87723622  -5294.64786036 -10988.67269823  -7356.40982682
  -4118.06678891]"
2011,-5701.5236645228124,1.5439999103546143,[-4702.72677898 -5093.39685404 -8399.28221068 -6894.76663604 -3417.44584287]
2012,-6045.7847446307815,1.374000072479248,[-6305.35785476 -5620.20178389 -8249.47528279 -6020.78104891 -4033.10775281]
2013,-4803.7058281630234,1.3650000095367432,[-3885.49127954 -4620.89625115 -6360.71670656 -5113.90378426 -4037.52111931]
