Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-6.1018478368927971,1.0810000896453857,[-5.77972031 -4.63378489 -6.95164367 -6.5383551  -6.60573522]
2005,-19.047272942613642,1.3499999046325684,[-22.2371209  -19.86032785 -15.59370631 -19.78537094 -17.7598387 ]
2006,-17.67134469417007,1.6319999694824219,[-19.66854264 -16.03961894 -16.99393724 -20.2587209  -15.39590374]
2007,-17.787040101731357,1.2799999713897705,[-19.94618871 -16.06234523 -17.22003012 -20.46584704 -15.2407894 ]
2008,-17.9321310472927,1.3619999885559082,[-19.94544188 -16.94450912 -16.98686526 -20.48440611 -15.29943287]
2009,-17.984466461913399,1.3890001773834229,[-20.11743706 -17.17709459 -17.39700719 -19.21094037 -16.0198531 ]
2010,-17.924043042625136,1.61899995803833,[-19.50680735 -17.43966596 -17.17897939 -19.69202797 -15.80273454]
2011,-17.76267343137873,1.3609998226165771,[-18.94654487 -17.68257659 -16.74171537 -19.50701406 -15.93551627]
2012,-18.607348952850202,1.3570001125335693,[-19.76470883 -18.22248752 -17.68630423 -20.23632372 -17.12692047]
2013,-18.349978983259163,1.3469998836517334,[-19.31361337 -17.94247551 -17.51646087 -19.81532664 -17.16201854]
2014,-19.154045331173979,1.2780001163482666,[-19.89407109 -18.53200278 -18.59563168 -20.82357525 -17.92494586]
