Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-92.746921321698551,870.220999956131,[ -59.73261711 -113.21435225 -164.09024629  -66.9088403   -59.78855067]
1998,-65.028063601777035,665.9290001392365,[-40.68778977 -76.6720667  -87.28408407 -52.99512427 -67.5012532 ]
1999,-66.3990728492644,931.3539998531342,[ -35.22179824 -150.24520975  -70.93999293  -43.56864392  -32.0197194 ]
2000,-43.64819960642383,780.6070001125336,[-27.53134888 -41.13340908 -73.86150195 -54.66490341 -21.04983471]
2001,-82.678424912677116,1121.9639999866486,[ -86.61954344 -112.71950267 -138.91316453  -25.89291556  -49.24699837]
2002,-53.352136817270413,1418.3610000610352,[-21.7743998  -55.81572238 -42.83422734 -95.2984189  -51.03791568]
2003,-49.706865223071624,750.8039999008179,[ -33.26206844  -40.17098351 -100.22765303  -43.86542284  -31.0081983 ]
2004,-56.800337842009057,1007.2660000324249,[-66.08168378 -71.3225904  -71.3282527  -49.71099636 -25.55816597]
2005,-54.310625776970504,839.1459999084473,[-66.29349589 -43.93208247 -58.30418827 -52.18641527 -50.83694698]
2006,-81.968164613962358,2192.4800000190735,[ -54.23119051  -74.20829078 -150.17285244  -85.70987542  -45.51861392]
2007,-69.860203814754442,1878.4900000095367,[-36.83018088 -97.29960293 -84.7424996  -73.80215457 -56.62658111]
2008,-61.806665461739648,2011.7330000400543,[-89.66072269 -59.06000221 -69.17684483 -52.44825038 -38.6875072 ]
2009,-84.11725303826023,1980.7119998931885,[ -69.60475462 -132.10057698  -79.09515844  -73.08165705  -66.70411809]
2010,-97.948907402774921,1277.906000137329,[ -83.98609287 -100.20310182 -134.48284578 -121.74789767  -49.32459887]
2011,-121.6233810832006,1671.1059999465942,[-185.33205515  -54.800824   -177.59389886  -84.01291404 -106.37721337]
2012,-97.199459374505352,1381.2590000629425,[-117.8903619   -70.81034442 -115.27661502  -89.95961742  -92.0603581 ]
2013,-76.703268726791194,2078.404000043869,[ -42.63255469  -69.3428962   -89.48659184 -129.78447792  -52.26982298]
2014,-99.986438230945467,1469.8509998321533,[-128.49538871  -55.85642696 -167.13769246  -72.72077358  -75.72190945]
