Year,Mean Absolute Error,Time Spent (s),Error for each fold
2005,-1.7676423225397595,1.3640000820159912,[-2.03273357 -1.83675882 -1.68325318 -1.6661753  -1.61929075]
2006,-1.0364095974448344,1.3410000801086426,[-1.08271012 -0.89249577 -1.12600595 -1.10748088 -0.97335526]
2007,-0.87637265754376448,1.312000036239624,[-0.84984449 -0.81561042 -0.90141376 -0.94599304 -0.86900158]
2008,-0.86703562258794464,1.312999963760376,[-0.86822406 -0.87140289 -0.89125534 -0.89812487 -0.80617095]
2009,-0.86052936202645081,1.3910000324249268,[-0.8117649  -0.89126124 -0.85288573 -0.84283165 -0.9039033 ]
2010,-0.92881711649706644,1.7159998416900635,[-0.84392757 -0.86285758 -0.93681815 -0.93116292 -1.06931936]
2011,-0.96635282337616357,1.4030001163482666,[-0.87505933 -0.97048566 -0.96049916 -1.00359516 -1.02212481]
2012,-0.94766270988074797,1.5799999237060547,[-0.85727823 -0.87006159 -0.92991476 -0.94991749 -1.13114149]
2013,-0.93437375773351372,1.3310000896453857,[-0.78389427 -1.05621812 -0.89524191 -0.90147277 -1.03504173]
2014,-0.98315173250464061,1.2239999771118164,[-0.93649277 -0.81921785 -1.09723425 -0.93230294 -1.13051086]
