Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-56.218798491545911,682.4189999103546,[ -37.73426646 -101.99545624  -66.09396885  -45.85820965  -29.41209126]
1998,-66.848981219767964,671.1310000419617,[ -55.00666641  -25.70925668 -116.37397619  -74.65193683  -62.50307   ]
1999,-79.404422060924929,734.2249999046326,[ -68.50492721 -123.68951597  -64.84403729  -87.26320946  -52.72042037]
2000,-112.58544582975632,893.0920000076294,[ -53.26553807 -102.96653689 -260.95819017  -70.41981145  -75.31715258]
2001,-48.637706487294402,705.2610001564026,[ -21.57672742  -54.59987537 -122.7082932   -18.15783927  -26.14579718]
2002,-38.86550943368654,673.6899998188019,[-35.40011296 -38.58266313 -58.76301093 -19.99217744 -41.5895827 ]
2003,-69.908632734305201,614.3440001010895,[-37.94514532 -89.53013471 -86.72257225 -99.2788392  -36.06647219]
2004,-61.822747813985224,872.3309998512268,[-40.75183073 -28.59573831 -98.53384261 -72.3956508  -68.83667662]
2005,-80.640264650727389,927.9580001831055,[ -95.24316047  -36.26657093 -111.62129066  -89.43930061  -70.63100058]
2006,-49.34727742170999,1297.9169998168945,[-35.13707499 -71.9196392  -62.35462692 -49.22832649 -28.0967195 ]
2007,-69.021103388943331,1265.893000125885,[ -55.19627753  -74.00185595  -75.25105749 -113.77958662  -26.87673936]
2008,-106.78958497685747,725.1870000362396,[ -79.82918269 -178.94609704  -84.98779818 -123.33187284  -66.85297414]
2009,-71.884950908060901,1192.1849999427795,[ -86.220908    -57.27711764 -114.12351541  -82.24074133  -19.56247216]
2010,-80.962028764255308,1484.5209999084473,[-175.61308415  -42.83149439 -104.21457259  -41.73318695  -40.41780574]
2011,-82.539959397626987,1543.1470000743866,[ -85.29361203  -64.37293484 -133.86176213  -77.89882607  -51.27266192]
2012,-132.25892538550823,1544.4670000076294,[ -68.99749513 -104.8391688  -169.11423538 -145.59776607 -172.74596154]
2013,-85.843919164139464,2120.3150000572205,[-99.25607087 -65.99777551 -96.24074108 -90.84243651 -76.88257186]
2014,-74.910677561610981,1049.457999944687,[ -82.09281529  -49.78239322 -126.52222779  -74.60746583  -41.54848567]
