Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-163.73075972176034,1216.8050000667572,[ -76.02102029 -190.11218299 -167.27628929 -191.88201557 -193.36229047]
1998,-177.60558220661306,1228.792000055313,[-212.30607984 -296.82426638 -154.94282199  -94.70899329 -129.24574953]
1999,-151.66474051980049,1249.8550000190735,[-180.93278211 -122.21870636 -197.42074627 -103.71476262 -154.03670524]
2000,-283.09477250206356,1036.0989999771118,[-105.97656055 -346.17286196 -457.66723556 -125.51092555 -380.14627889]
2001,-190.07496753809528,1760.3389999866486,[ -99.9017319  -185.66535015 -302.82739704 -117.72892789 -244.2514307 ]
2002,-224.70463129135868,1845.542000055313,[-149.38298156 -179.1833709  -153.60497877 -244.72279151 -396.62903372]
2003,-200.83019938785378,3485.7699999809265,[-172.54573512 -198.28980373 -237.52422323 -162.88466413 -232.90657073]
2004,-286.27954927213716,7608.053999900818,[-251.97897087 -146.26601092 -298.65245868 -162.71075171 -571.78955418]
2005,-458.59921137798972,3091.15900015831,[ -200.25608641  -299.97933574  -135.67673648  -186.00356256 -1471.08033569]
2006,-236.01574629438102,5230.133999824524,[-188.92234836 -198.21246464 -351.38737584 -188.33352743 -253.2230152 ]
2007,-307.97695522557632,4415.7590000629425,[-250.51742658 -215.68807841 -565.47354251 -323.15872546 -185.04700316]
2008,-249.16139239328635,4042.444000005722,[-207.25848829 -322.53113282 -357.21700464 -192.71401583 -166.0863204 ]
2009,-181.46942256296182,3566.6330001354218,[-194.56410198 -205.79776713 -163.27691048 -203.4274673  -140.28086592]
2010,-308.03218932683075,3912.832999944687,[-233.81685322 -241.33710166 -294.4701259  -515.98166358 -254.55520227]
2011,-239.0531787172884,2975.5119998455048,[-334.65616115 -144.26105969 -352.0178413  -209.24336768 -155.08746377]
2012,-269.02002034661581,2916.5510001182556,[-428.40210342 -183.87666089 -340.88342357 -228.8461738  -163.09174005]
2013,-239.23898734390247,2740.71799993515,[-192.51435642 -220.78197495 -421.18742975 -201.45847164 -160.25270396]
2014,-221.65383283802976,3500.651000022888,[-203.87083843 -164.83649505 -343.3656716  -257.40825385 -138.78790526]
