Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-32.339570010760752,201.94899988174438,[-29.20790909 -30.94201478 -32.39531233 -57.07296427 -12.07964958]
1998,-32.044349384806551,419.47000002861023,[-17.61726868 -37.55641146 -43.08315391 -42.4946775  -19.47023537]
1999,-62.003250480190218,636.9179999828339,[ -43.32398673 -175.31485345  -59.66498712  -23.03309692   -8.67932819]
2000,-44.047468589260809,645.4000000953674,[-49.92715703 -17.62351748 -46.96773448 -36.10574303 -69.61319093]
2001,-42.075895773625717,360.17400002479553,[-37.62510346 -70.62660402 -33.72301524 -39.09509409 -29.30966205]
2002,-25.986568909702509,484.970999956131,[-23.27304439 -30.02196337 -35.20489408 -21.08314252 -20.34980019]
2003,-42.669797647958447,696.1199998855591,[-21.73676144 -78.04956551 -48.72726155 -38.99422436 -25.84117538]
2004,-29.021573005039862,1213.25200009346,[-25.49646925 -28.47483668 -45.05686012 -32.77090737 -13.3087916 ]
2005,-39.841733482114563,1217.7829999923706,[-37.51622726 -50.75126777 -64.0672531  -24.98567744 -21.88824184]
2006,-44.609144507992646,1090.9939999580383,[-56.81176756 -69.04889711 -73.32532779 -12.27824877 -11.5814813 ]
2007,-56.469377157391293,1064.885999917984,[-53.70665135 -65.37469947 -84.59450698 -44.12272091 -34.54830707]
2008,-34.426061127045145,945.6630001068115,[-23.1841065  -15.44445324 -51.17629025 -69.71715517 -12.60830047]
2009,-40.389455832164245,1126.9059998989105,[-34.87709809 -54.17233108 -64.17125395 -18.23490118 -30.49169486]
2010,-44.912236226048726,1003.2620000839233,[-71.35161586 -13.27662828 -28.32794802 -77.64273259 -33.96225637]
2011,-56.489574693628981,1638.7939999103546,[-56.98147962 -97.43711417 -38.09525764 -58.95921971 -30.97480234]
2012,-44.143905670061699,1593.6760001182556,[-29.19041546 -39.3057092  -79.69854095 -20.61094754 -51.91391519]
2013,-50.503772469398243,1454.0209999084473,[-55.67441023 -39.83397426 -42.46200629 -57.7425814  -56.80589017]
2014,-73.330092145000876,1744.3140001296997,[-155.87995352  -27.7176593   -45.27329514  -91.86252691  -45.91702586]
