Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-146.91784141008822,691.7200000286102,[-158.06365108 -215.14364982 -166.679632   -111.6863111   -83.01596306]
1998,-87.906705853638059,1078.888000011444,[ -77.09551902  -87.86268663 -133.27565869  -48.85420851  -92.44545641]
1999,-104.74321417360542,573.6329998970032,[ -80.931927   -167.23674787 -104.28684108  -85.67463969  -85.58591523]
2000,-113.42202072613391,855.6150000095367,[ -86.37712012 -129.67409431 -130.77201667  -56.83218803 -163.45468451]
2001,-116.81913442724803,1043.2020001411438,[ -69.56389768 -145.16408268 -160.06368615  -58.08954521 -151.21446041]
2002,-120.22798306990084,1586.9289999008179,[ -51.97578072  -96.49765514 -123.63140178 -216.58030956 -112.45476815]
2003,-146.33601676002871,1802.9030001163483,[ -73.03008835 -112.38367142 -260.15965206 -189.5779101   -96.52876187]
2004,-115.598840361482,2097.7649998664856,[ -98.50355792 -112.31724205 -205.45983286  -90.89315878  -70.8204102 ]
2005,-261.52744936623742,1833.5770001411438,[  -40.25718997 -1030.28501017  -143.97182783   -41.27304485   -51.850174  ]
2006,-89.449425367918025,1314.7669999599457,[ -55.21459871  -99.41362577 -154.08550167  -45.70252216  -92.83087852]
2007,-177.87402377401381,2404.434000015259,[-200.29911128 -163.54996988 -312.59670227  -84.66430841 -128.26002703]
2008,-184.66317120891512,1636.164999961853,[-116.96113527 -197.02835962 -404.14530289 -133.66022327  -71.52083501]
2009,-165.02344945109945,1813.569000005722,[ -69.13162818 -217.35539056 -226.41828595 -157.7907375  -154.42120506]
2010,-162.29288177422873,1907.3450000286102,[-157.99066368 -231.55801497 -149.45767458 -140.22240483 -132.23565081]
2011,-167.31924856200237,2309.4329998493195,[-169.24158899 -246.5067549  -127.46587058 -175.12903066 -118.25299767]
2012,-169.09720782639909,2656.584000110626,[-105.48282305 -170.40870811 -247.24899973 -151.53875933 -170.80674892]
2013,-165.12609254216602,2139.71599984169,[-117.33886518 -155.12403872 -142.83118617 -227.66156072 -182.67481191]
2014,-213.73345758865338,2542.9110000133514,[-164.39955464 -188.52016219 -448.73290102 -149.35525806 -117.65941204]
