Year,Mean Absolute Error,Time Spent (s),Error for each fold
1960,-25.555317889188732,0.3229999542236328,[-25.88407358 -27.19759548 -27.9163189  -13.92228084 -32.85632064]
1961,-36.791650515977722,0.2950000762939453,[-60.03264535 -31.70593568 -38.48807713 -25.62500182 -28.10659261]
1962,-22.670310843211393,0.2929999828338623,[-34.27797683 -24.31734462 -22.72810996 -12.80758445 -19.22053835]
1963,-27.920109205257738,0.2890000343322754,[-33.38158792 -14.97152063 -26.98037446 -18.99951586 -45.26754716]
1964,-141.00959572536743,0.307999849319458,[-117.33515932  -74.15717909 -209.70547602 -195.56390471 -108.28625949]
1965,-27.55241766517603,0.30100011825561523,[-27.90826672 -22.9794469  -31.01813818 -26.95661336 -28.89962316]
1966,-41.560406439612073,0.31999993324279785,[-39.48660843 -24.36996409 -67.34284008 -30.04175689 -46.56086271]
1967,-61.488603840907601,0.32400012016296387,[-41.37155906 -40.66341817 -86.33200134 -84.5331119  -54.54292874]
1968,-38.482480737468435,0.2990000247955322,[-39.54298458 -21.01186727 -53.80472372 -42.7295893  -35.32323882]
1969,-349.66741784430803,0.33299994468688965,[-332.96119333 -231.89691097 -645.00760328 -265.79854691 -272.67283473]
1970,-69.78177219107279,0.5969998836517334,[ -53.35664381  -36.09474381  -80.85719736 -117.81226623  -60.78800974]
1971,-68.343449263204789,0.6400001049041748,[-89.48340371 -41.03254597 -83.78959733 -69.22923992 -58.18245938]
1972,-130.26791310095965,0.5759999752044678,[-156.16966774  -73.61145075 -149.21714909 -162.17867098 -110.16262695]
1973,-433.48283245875001,0.6210000514984131,[-419.435558   -239.98509044 -418.93008962 -740.64818585 -348.41523838]
1974,-495.75818152069871,0.5950000286102295,[-1115.8355562   -204.93143659  -551.35228441  -327.36558962  -279.30604078]
1975,-169.27943682492989,0.5959999561309814,[-190.26479738 -138.9791206  -243.33604297 -209.43481209  -64.38241108]
1976,-124.63042715849701,0.559999942779541,[-161.53283599 -128.81423825 -168.13398777  -91.67754766  -72.99352612]
1977,-460.01068184520926,0.5450000762939453,[-693.42564186 -292.74745022 -758.71171187 -417.74968999 -137.41891528]
1978,-246.61446876518502,0.5769999027252197,[-344.65763049 -168.23765414 -321.86125452 -222.6589255  -175.65687916]
1979,-659.28402906499491,0.5360000133514404,[-1430.57861838  -457.6005833   -613.88506974  -499.76604849  -294.58982541]
1980,-482.28598116613023,0.8540000915527344,[-711.45603052 -356.96420906 -555.15248749 -463.8401613  -324.01701746]
1981,-288.86867259907922,0.8359999656677246,[-361.36201784 -154.42596844 -309.95124147 -311.98512746 -306.61900779]
1982,-315.05758950972938,0.7400000095367432,[-415.93376441 -171.06802965 -320.27478608 -328.3188533  -339.6925141 ]
1983,-263.84832066082913,0.7119998931884766,[-330.74392493 -172.75958609 -272.54125243 -284.78978875 -258.4070511 ]
