Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-25.921557572367867,254.35199999809265,[-30.17525196 -21.2521894  -36.36265858 -26.85521527 -14.96247266]
1998,-30.600448713100953,424.32599997520447,[-35.06639329 -21.94008529 -35.71140643 -41.6617315  -18.62262706]
1999,-40.307441022927676,308.63300013542175,[-47.00708866 -93.38383789 -12.19280609 -32.42990266 -16.52356982]
2000,-22.526387822359133,158.46199989318848,[-33.71913461  -9.90871647 -13.8147715  -45.68558631  -9.50373023]
2001,-29.191215538834228,356.33700013160706,[-32.12930727 -27.48735358 -49.24150983  -8.85488452 -28.2430225 ]
2002,-25.493852547811063,522.2799999713898,[-39.86647452 -17.32415211 -29.40390299 -29.73155216 -11.14318097]
2003,-23.706887506249672,378.5750000476837,[-15.56681707 -22.52435616 -10.86318976 -56.08235191 -13.49772263]
2004,-31.221207641768736,478.8239998817444,[-20.03884901 -39.34963769 -53.00412285 -34.85795126  -8.85547741]
2005,-33.13117985690608,599.1610000133514,[-59.37656971 -52.88224452 -20.23997523 -10.506522   -22.65058782]
2006,-47.223348672065647,698.7030000686646,[-72.13366826 -60.35425616 -49.01298865 -16.35075535 -38.26507494]
2007,-53.573118940071993,903.0739998817444,[-43.71673029 -82.45488394 -71.34017323 -38.95631977 -31.39748747]
2008,-48.154406782548627,417.13100004196167,[-74.34663109 -55.81401137 -26.25683915 -37.26757745 -47.08697484]
2009,-26.677809796210777,596.0720000267029,[-15.82651365 -14.97160298 -68.48545067 -13.5161233  -20.58935838]
2010,-29.31890732431436,739.3719999790192,[-41.20419679 -20.11310359 -22.69854371 -23.45666298 -39.12202955]
2011,-19.190293204188322,957.489000082016,[-16.40344219 -20.13212473 -22.96344431 -11.16548059 -25.28697419]
2012,-40.10481080380513,559.9379999637604,[-54.83696796 -45.10617923 -31.38488036 -35.10708803 -34.08893844]
2013,-38.955395077399729,465.45899987220764,[-13.85222826 -19.26375938 -63.33544662 -66.94062191 -31.38491921]
2014,-44.502661764774118,931.6740000247955,[-17.50629191 -67.3947094  -28.6125704  -58.91960966 -50.08012745]
