Year,Mean Absolute Error,Time Spent (s),Error for each fold
2001,-8269.5792497060447,1.0339999198913574,"[-11111.71428571  -7427.99854955  -9691.42857143  -7640.28461207
  -5476.47022976]"
2002,-8577.7432210633979,1.0540001392364502,"[-11526.83999999  -7565.1421754  -10112.57142857  -7947.99277103
  -5736.16973032]"
2003,-9596.7650514935776,1.0829999446868896,"[-11736.11106575  -8000.28566729 -11099.71428571 -11160.57142824
  -5987.14281048]"
2004,-10024.535196135363,1.058000087738037,"[-12019.44444444  -8401.94444442 -11729.00068877 -11533.28640305
  -6438.99999998]"
2005,-10921.573012181463,1.3450000286102295,"[-12565.27776869 -10129.44444444 -11736.57141921 -13054.57142858
  -7121.99999998]"
2006,-11455.531725518762,1.4189999103546143,"[-12741.94444444 -10660.         -12508.42857145 -13757.285663
  -7609.9999487 ]"
2007,-11640.811111111016,1.369999885559082,"[-12616.11111111 -11000.27777778 -12141.66666667 -14329.42857143
  -8116.57142857]"
2008,-11219.786556352534,1.3410000801086426,"[-12108.05555556 -10814.16576943 -11311.66666667 -13913.14285649
  -7951.90193362]"
2009,-11192.371345235286,1.4520001411437988,"[-10963.         -10357.99999996 -11909.         -14573.71407741
  -8158.1426488 ]"
2010,-11645.342173042536,1.7759997844696045,"[-11276.85714286 -10668.2840042  -12374.         -15470.28400785
  -8437.2857103 ]"
2011,-11439.191585937329,1.4630000591278076,"[-11856.         -10641.99997326  -9921.42857143 -16087.99997392
  -8688.52941109]"
