Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-10.403680619724378,0.8670001029968262,[-12.38083108  -8.59771727 -11.64530511 -10.4740483   -8.92050133]
1998,-4.6820588568453818,0.9249999523162842,[-5.18615819 -4.0180235  -5.38090012 -3.52170523 -5.30350724]
1999,-3.309440140646374,0.9040000438690186,[-4.60813744 -3.36172539 -2.39887941 -3.10551643 -3.07294204]
2000,-4.6036806633678466,1.5419998168945312,[-5.53056406 -3.9660541  -5.13306965 -4.36150085 -4.02721467]
2001,-4.0514871489642239,1.561000108718872,[-4.90412794 -3.6607303  -5.39740188 -3.80424823 -2.49092739]
2002,-4.9005552289102754,1.6589999198913574,[-4.13516681 -3.86280786 -5.80670655 -6.16437725 -4.53371767]
2003,-3.5660520799951696,1.5099999904632568,[-4.12999832 -2.3018583  -4.16286598 -2.38535471 -4.8501831 ]
2004,-2.3876810964822455,1.1460001468658447,[-2.45515654 -2.38612132 -2.77510632 -1.94072983 -2.38129148]
2005,-2.6947791476105123,1.3580000400543213,[-2.86096771 -2.55092651 -2.97052655 -2.29548955 -2.79598542]
2006,-3.6186707962169833,1.3980000019073486,[-3.12942725 -2.55894664 -5.53804123 -2.66892704 -4.19801183]
2007,-3.0806643149077977,1.3459999561309814,[-2.07158719 -2.57798264 -5.47979127 -3.10694138 -2.1670191 ]
2008,-2.6183130926465221,1.7739999294281006,[-2.30955584 -2.04072904 -4.61787397 -2.26883177 -1.85457485]
2009,-1.8398091382332875,2.253999948501587,[-1.84680956 -2.00353935 -2.32290332 -1.60715688 -1.41863658]
2010,-2.7059673674577729,1.8320000171661377,[-3.08888654 -1.96124561 -3.45367058 -2.24523376 -2.78080035]
2011,-2.6753530625116615,1.4850001335144043,[-2.78858202 -2.57407589 -2.55780767 -2.66494382 -2.79135591]
2012,-2.0807874648835076,1.3809998035430908,[-1.2936591  -2.2573889  -3.03621056 -1.65841187 -2.15826689]
2013,-1.4374390598478608,1.4030001163482666,[-1.4153681  -1.50422122 -1.29795688 -1.24086842 -1.72878067]
2014,-1.4361243794849297,1.246999979019165,[-1.41668789 -1.5211475  -1.62067525 -1.63458258 -0.98752867]
