Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-158.36433115098981,1219.513000011444,[-168.49042977 -258.34682181 -183.07398516 -101.41857436  -80.49184466]
1998,-110.05678855199335,1799.1889998912811,[ -70.21713633 -149.4429186   -87.99382281 -112.83442092 -129.7956441 ]
1999,-216.77010580807277,1413.0910000801086,[-149.07929968 -247.53672854 -180.95703946 -247.34943252 -258.92802884]
2000,-161.35462739118444,1422.0540001392365,[ -53.40025169  -96.78657959 -417.44959917 -139.25628681  -99.88041969]
2001,-148.5238513319303,1475.4409999847412,[-120.09008179 -117.89992914 -320.89850031  -55.55140686 -128.17933857]
2002,-177.44686689541271,2465.638000011444,[-201.38321818 -128.4443535  -124.33770175 -167.00279802 -266.06626302]
2003,-183.94877992272504,2746.3819999694824,[-131.13962389 -134.39457033  -97.22135963 -324.38532597 -232.60301979]
2004,-258.0067764741359,3102.0609998703003,[-204.32805667 -179.78968448 -181.27953137 -157.18352538 -567.45308448]
2005,-323.79525659309422,3405.5299999713898,[-193.99142226 -173.38910544 -447.52042369 -110.04327138 -694.03206019]
2006,-237.15766996102334,3458.073000192642,[-116.67953765 -184.90426805 -288.27502526 -178.81672597 -417.11279288]
2007,-177.10630038258313,2456.3639998435974,[-158.08235912 -202.32004357 -260.86774196 -141.84843424 -122.41292301]
2008,-241.42670524243712,2982.6710000038147,[-181.63883515 -310.06687457 -207.36532713 -262.71961607 -245.34287328]
2009,-184.68701947894152,4086.7990000247955,[-126.73949487 -133.62101278 -334.34331998 -215.55707067 -113.1741991 ]
2010,-189.5749408355062,2928.457999944687,[-238.74602453 -118.33355196 -235.8141895  -222.66611217 -132.31482602]
2011,-187.40773491621158,3938.853000164032,[-189.46163733 -201.54822993 -158.52945697 -226.09956857 -161.39978178]
2012,-220.39143961747195,4805.179999828339,[-192.93744488 -129.37380199 -259.82397639 -310.14399195 -209.67798288]
2013,-244.96789409835884,2524.367000102997,[-158.63601538 -232.7970375  -330.92568141 -190.40136225 -312.07937394]
2014,-211.29773237096794,3190.572000026703,[-137.09460827 -291.17462813 -382.46059038 -121.81552907 -123.94330599]
