Year,Mean Absolute Error,Time Spent (s),Error for each fold
2001,-3967.8035133113563,1.055999994277954,[-5865.09626799 -3268.91319086 -2676.01540903 -3427.34307392 -4601.64962475]
2002,-4391.6767654217983,1.0790002346038818,[-6442.83658907 -3728.16211223 -3363.87258006 -3982.5357535  -4440.97679225]
2003,-4699.8849680071544,1.061999797821045,[-6384.15284577 -3824.63553962 -3846.50461532 -4776.02040425 -4668.11143509]
2004,-5115.6673081245626,1.0329999923706055,[-6494.07751423 -4068.60477583 -4735.85808076 -5473.12247066 -4806.67369914]
2005,-5381.0271565223793,1.3890001773834229,[-7041.9353353  -4507.35278508 -4209.34458197 -5922.38498249 -5224.11809777]
2006,-5981.174812600636,1.3389999866485596,[-7282.18752696 -4941.1345621  -5906.79021451 -5837.0993283  -5938.66243114]
2007,-6333.6891954544499,1.3220000267028809,[-7373.69191023 -5298.94480214 -6526.57265005 -6043.92550547 -6425.31110939]
2008,-6059.9269127926837,1.3809998035430908,[-6469.04227697 -5690.41685623 -5629.11155199 -6202.1633768  -6308.90050198]
2009,-6372.7310261221719,1.3980000019073486,[-6999.00816176 -5554.84359029 -5636.25047212 -6815.27594334 -6858.2769631 ]
2010,-6942.7905129184946,1.5520000457763672,[-7359.66240213 -6031.97881417 -6338.1069098  -7733.12405234 -7251.08038616]
2011,-7102.3428597772845,1.4110000133514404,[-7287.82985013 -6283.43155302 -6210.23333281 -8420.29728377 -7309.92227915]
