Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-6.5482255329983516,1.0989999771118164,[-6.37505341 -5.04       -7.31866677 -7.27037043 -6.73703705]
2005,-19.212896520571071,1.3020000457763672,[-22.2816092  -20.06321839 -15.77586207 -20.00068953 -17.94310341]
2006,-17.782889182124457,1.315999984741211,[-19.8989899  -16.09642857 -17.05428571 -20.40572801 -15.45901372]
2007,-17.912490620490622,1.2720000743865967,[-20.08181818 -16.18642857 -17.325      -20.55968254 -15.40952381]
2008,-18.005247730047728,1.3599998950958252,[-19.9982906  -17.00285714 -17.06       -20.55194805 -15.41314286]
2009,-18.056285714285714,1.3610000610351562,[-20.20285714 -17.26       -17.45714286 -19.28285714 -16.07857143]
2010,-17.994202020202017,1.569000005722046,[-19.56767677 -17.52777778 -17.24571429 -19.7615873  -15.86825397]
2011,-17.811553881926177,1.4160001277923584,[-19.01       -17.7462963  -16.77346939 -19.54010576 -15.98789797]
2012,-18.674031746031748,1.36899995803833,[-19.79722222 -18.31666667 -17.7484127  -20.30642857 -17.20142857]
2013,-18.41359788359788,1.3369998931884766,[-19.35       -18.03888889 -17.56481481 -19.90761905 -17.20666667]
2014,-19.211858674802574,1.2360000610351562,[-19.96296296 -18.60185185 -18.64057143 -20.88919641 -17.96471072]
