Year,Mean Absolute Error,Time Spent (s),Error for each fold
2001,-732.89317641747095,1.0399999618530273,[-1037.79939445  -455.56075477  -902.87406777  -604.55392382  -663.67774128]
2002,-478.32683323554772,1.116999864578247,[-612.09801743 -337.67225186 -722.73282673 -251.31103502 -467.82003514]
2003,-1489.9637217084689,1.064000129699707,[-1567.27437491  -887.18832067 -1528.03096436 -2738.37936752  -728.94558108]
2004,-867.32749313286581,1.0920000076293945,[ -785.08652057  -579.58967786 -1414.12803731  -909.14109637  -648.69213355]
2005,-816.54430452565748,1.3919999599456787,[ -933.40334367  -729.81133908 -1064.18144427  -752.08394858  -603.24144703]
2006,-663.69448709074595,1.3610000610351562,[ -774.52785373  -433.07375979 -1001.14202505  -658.90294474  -450.82585214]
2007,-931.62834493952028,1.3209998607635498,[ -866.13202134  -882.08009791 -1113.38960422 -1046.64958015  -749.89042108]
2008,-814.07316495543705,1.4210000038146973,[-1012.05230754  -619.70851829 -1036.08965913  -902.39014321  -500.12519661]
2009,-778.46237148980958,1.4079999923706055,[ -606.7618437   -677.99370083  -857.98601172 -1137.73871929  -611.8315819 ]
2010,-708.5783975187785,1.630000114440918,[-610.08391727 -464.74715879 -930.07718336 -918.16877414 -619.81495403]
2011,-768.52177407185297,1.4670000076293945,[-460.49788342 -781.47057342 -937.86344999 -928.06811594 -734.70884759]
