Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-6.2834666231487732,1.2679998874664307,[-6.53845625 -5.18165721 -6.72824232 -6.52654704 -6.4424303 ]
2005,-9.420404054809417,1.5420000553131104,[ -9.86814533  -8.11892918  -9.48969153 -10.53571692  -9.08953731]
2006,-8.493402212977804,1.74399995803833,[-9.14909491 -6.74789487 -8.39027311 -9.9533674  -8.22638077]
2007,-8.2352631215855308,1.5220000743865967,[-9.2762777  -6.28782254 -8.07241552 -9.97084741 -7.56895242]
2008,-8.0084199482805847,1.6410000324249268,[-8.55549546 -6.74371621 -7.81713757 -9.47463255 -7.45111795]
2009,-7.9807151746870577,1.6959998607635498,[-8.16686005 -7.24595949 -7.44858601 -9.47879496 -7.56337536]
2010,-7.7081418624165918,1.9279999732971191,[-8.02530435 -6.79055686 -7.56947413 -8.88209145 -7.27328253]
2011,-7.8202149670700205,1.7860000133514404,[-7.74089958 -7.23866083 -7.32890008 -8.74165041 -8.05096393]
2012,-7.6854558871189385,1.5320000648498535,[-7.17694332 -7.44530735 -7.1522503  -8.3050164  -8.34776206]
2013,-7.5921175808551187,1.4270000457763672,[-7.66284831 -7.19933513 -7.07858898 -8.05930551 -7.96050998]
2014,-7.9015139465860953,1.2779998779296875,[-7.6487329  -6.76015525 -7.34605883 -8.77272326 -8.97989949]
