Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-52.043986984489109,872.6119999885559,[-33.44828899 -84.40033949 -63.92302375 -30.26300215 -48.18528055]
1998,-49.330407924528707,629.7549998760223,[-46.43357127 -54.50455201 -83.65569414 -45.56746806 -16.49075414]
1999,-56.968894075995046,764.5440001487732,[-62.08644359 -71.64489861 -76.24169182 -61.19652596 -13.6749104 ]
2000,-65.724646415890746,617.1389999389648,[ -55.40531243  -35.45510037 -143.05488896  -49.35774428  -45.35018605]
2001,-82.609475529034242,941.1610000133514,[ -41.22553411  -64.44018021 -152.81523791  -55.21713953  -99.34928588]
2002,-62.029195381710487,1330.707999944687,[-31.0111396  -97.34799988 -93.09147564 -50.02613856 -38.66922323]
2003,-49.707129556226235,1066.3470001220703,[-42.31607049 -67.0240453  -75.00087015 -26.32746786 -37.86719399]
2004,-52.812351267597151,930.0759999752045,[ -40.70496833  -28.80689477  -25.81338347 -138.90364302  -29.83286675]
2005,-137.41196173632602,1326.9179999828339,[ -88.05292347 -438.06805779  -73.87788776  -46.55457154  -40.50636811]
2006,-43.618233005711843,1319.34099984169,[-28.93009676 -39.31198993 -75.85480241 -28.69866562 -45.2956103 ]
2007,-48.627447548517196,1557.0650000572205,[-35.23967601 -87.51653055 -54.50963021 -40.1988083  -25.67259267]
2008,-52.133652392673767,1120.3020000457764,[-83.5369999  -39.32981866 -65.2058321  -51.29782906 -21.29778224]
2009,-89.695056367120202,1405.9070000648499,[ -85.82324262 -128.16348706 -100.41892896  -51.6094209   -82.46020231]
2010,-63.110643068526279,1699.2749998569489,[-26.69106873 -74.466843   -72.27813829 -74.17712012 -67.9400452 ]
2011,-74.240448718153345,1655.0499999523163,[ -49.40609206  -47.04704211  -89.06034442 -112.85472359  -72.8340414 ]
2012,-73.46086415744351,1454.5120000839233,[ -71.66223854  -59.92022881 -128.70217864  -57.19251097  -49.82716382]
2013,-83.996939149294661,1970.141000032425,[ -31.34468533  -59.71455046 -117.66356693 -146.35898667  -64.90290636]
2014,-105.35697214057191,1319.8410000801086,[-124.66533443  -68.71594047 -220.41411246  -46.9454907   -66.04398265]
