Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-109.05676018653526,889.1619999408722,[-104.88213058 -144.54545496 -154.09262995  -54.93608011  -86.82750533]
1998,-83.273993167008115,577.9370000362396,[ -98.67080071 -129.7904478   -77.50442267  -46.6889162   -63.71537846]
1999,-85.494727947827215,628.3580000400543,[ -39.22336561 -104.51820988 -158.05744376  -49.21696724  -76.45765325]
2000,-103.93102049895049,633.1819999217987,[ -79.92170875 -141.74901629 -178.21981272  -44.83713697  -74.92742776]
2001,-79.004524524862831,750.6340000629425,[-146.39364964  -61.68336744  -75.55270862  -54.86642306  -56.52647386]
2002,-89.348400307158926,1236.273999929428,[-107.85663852  -58.92764141  -87.2788579  -120.46284342  -72.21602028]
2003,-93.798538672789405,727.9400000572205,[ -49.93699388 -143.4258317  -106.57159772  -93.67735007  -75.38092   ]
2004,-75.241261880921996,1087.5950000286102,[ -85.22750941 -107.09006063  -99.00209468  -51.33656432  -33.55008036]
2005,-110.74566300000166,877.0269999504089,[ -91.22606891 -213.71896384 -102.98766193  -88.24923141  -57.5463889 ]
2006,-65.98671032145478,1370.2350001335144,[-81.57592465 -60.76949986 -76.73583296 -73.69641315 -37.15588099]
2007,-128.81823617224538,2367.3769998550415,[-181.26585112 -165.20904647 -159.28993324  -69.88181764  -68.44453238]
2008,-134.0929519468944,2751.3120000362396,[ -72.82491253 -275.45618047 -136.49241696 -103.06900667  -82.6222431 ]
2009,-120.71469247374031,2285.1159999370575,[ -68.54596142 -136.06278737 -152.02656455 -151.61457816  -95.32357087]
2010,-147.59530596040287,1530.029000043869,[-131.9113539  -251.12479825 -151.32897071 -108.99353236  -94.61787458]
2011,-101.43253651228795,1444.324000120163,[-145.73417727 -137.23606607  -95.82750727  -41.91582038  -86.44911157]
2012,-135.06267567059558,1774.3559999465942,[-132.44150198  -44.44898169 -213.68368405 -164.07118863 -120.668022  ]
2013,-117.25895500767976,1415.388000011444,[ -83.04787726 -175.01817124 -133.11634451 -104.08925508  -91.02312695]
2014,-92.190289690600395,1868.1879999637604,[-198.60683403  -72.84839191  -86.9206439   -48.87719372  -53.69838489]
