Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-19.80571313172657,239.11100006103516,[-14.70108066 -20.10158087 -25.58345239 -13.29861128 -25.34384046]
1998,-14.279413663127769,247.3989999294281,[-18.85966849 -17.89500343 -16.0917371  -10.21557542  -8.33508387]
1999,-10.289968903360316,651.4779999256134,[-16.1826718  -12.01872854  -4.13247283 -11.03543362  -8.08053773]
2000,-11.649529186692885,376.75,[-22.57782345 -11.09036502 -12.37339819  -7.30028132  -4.90577796]
2001,-11.3359588562009,245.71600008010864,[ -7.64377767 -13.75019656 -22.1979767   -4.21828126  -8.86956208]
2002,-8.8830614073558269,256.0220000743866,[ -9.63718659  -6.74915578 -14.05865178  -6.89196354  -7.07834934]
2003,-11.619080229133196,454.62599992752075,[ -5.21698334 -23.63996702 -12.33386011  -8.57854993  -8.32604074]
2004,-6.8223736446333163,593.8500001430511,[ -5.38320435  -5.21529442 -16.67947481  -3.39295888  -3.44093577]
2005,-14.748011044014811,529.0889999866486,[ -8.28572062 -14.4527163  -28.04913623 -16.65557461  -6.29690746]
2006,-11.355840280190856,554.2909998893738,[-18.51390934  -7.12102064  -5.20392665 -14.22750287 -11.71284191]
2007,-22.648610746452725,315.7650001049042,[-18.49676209 -34.04638154 -29.73942786 -11.21571837 -19.74476387]
2008,-19.446967676803229,546.9059998989105,[-42.99114614  -3.52801018 -23.20651151 -11.60929246 -15.8998781 ]
2009,-14.44496741310309,281.75,[ -7.89448574 -14.1749028  -17.63170668 -12.64719236 -19.87654948]
2010,-20.169525963906029,456.19799995422363,[-12.83586524 -24.37509415  -9.4977314  -41.94352772 -12.19541131]
2011,-14.401198301778653,595.7929999828339,[-10.32103485 -10.2627817   -6.75516753 -28.65280975 -16.01419768]
2012,-24.233849582121245,491.3250000476837,[ -9.29226024 -19.60753261 -27.6986911  -43.8681838  -20.70258016]
2013,-18.159140040797155,746.5699999332428,[-19.18171664 -30.31476265  -3.91369549 -23.89002037 -13.49550506]
2014,-17.422433024823324,553.3440001010895,[-13.2375344  -12.73515621  -5.83114716 -35.79816555 -19.5101618 ]
