Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-0.83280609200361622,1.0859999656677246,[-0.87260209 -1.09602978 -0.63202679 -0.7778066  -0.7855652 ]
2005,-1.9991677096899843,1.3940000534057617,[-2.38402019 -2.25004281 -1.58388044 -1.93663969 -1.84125542]
2006,-1.8202159834679286,1.3340001106262207,[-1.88849085 -1.95012013 -1.65980751 -1.97978764 -1.62287378]
2007,-1.8505311424581099,1.431999921798706,[-1.87925745 -2.0089348  -1.80998951 -2.0154406  -1.53903335]
2008,-1.8035903094918602,1.4509999752044678,[-1.90725616 -2.06421147 -1.62941251 -1.87061517 -1.54645625]
2009,-1.8737487366919712,1.4479999542236328,[-2.03103897 -2.06483444 -1.73624707 -1.95073218 -1.58589102]
2010,-1.8275611811225159,1.6600000858306885,[-1.89538951 -2.07806429 -1.63282055 -1.86591677 -1.66561479]
2011,-1.8682255053717181,1.4679999351501465,[-1.96785696 -2.14297541 -1.59297677 -1.92550428 -1.71181411]
2012,-1.8956164822019619,1.4249999523162842,[-2.0464429  -1.9351465  -1.71670419 -1.83641246 -1.94337636]
2013,-1.9098286881542303,1.4810001850128174,[-1.96127329 -2.0047385  -1.84254859 -1.75746564 -1.98311742]
2014,-2.0500981178587616,1.2899999618530273,[-2.16615855 -2.05981796 -1.99337424 -1.88851719 -2.14262266]
