Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-6.0643461259235112,1.315999984741211,[-6.21243243 -4.8974018  -6.85164453 -6.44580611 -5.91444575]
2005,-8.9107147352988445,1.4549999237060547,[-9.76147473 -7.43081549 -8.78480227 -9.8463016  -8.73017958]
2006,-8.0482701615942922,1.3400001525878906,[-8.82323997 -6.17731972 -8.36914059 -9.07743359 -7.79421694]
2007,-7.6967565848429205,1.3799998760223389,[-8.59504587 -5.74318741 -8.34729452 -9.09365804 -6.7045971 ]
2008,-7.4845533943319165,1.4049999713897705,[-8.19850494 -6.28963289 -7.85934476 -8.44789203 -6.62739235]
2009,-7.5294359229149084,1.5529999732971191,[-7.76182868 -6.93856784 -7.46121433 -8.65021928 -6.83534949]
2010,-7.123037819712283,1.8310000896453857,[-7.2421176  -6.51010528 -7.51140122 -7.80176285 -6.54980215]
2011,-7.3546841901482392,1.7680001258850098,[-6.77585108 -6.89691276 -8.17295114 -7.79338488 -7.13432109]
2012,-7.293819712370663,1.4689998626708984,[-6.53353851 -6.66612517 -7.79157011 -7.76050499 -7.71735979]
2013,-7.1918778259221483,1.375999927520752,[-7.10031032 -6.67093934 -7.37031955 -7.57395243 -7.24386748]
2014,-7.6043522255873937,1.3440001010894775,[-7.00993124 -6.59755942 -7.90325402 -8.33755821 -8.17345824]
