Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-1.3850874570391738,1.1159999370574951,[-1.12791473 -1.31643686 -1.70135661 -1.31194872 -1.46778037]
2005,-1.2772320363313721,1.4049999713897705,[-1.1257686  -1.22128418 -1.31077871 -1.4361509  -1.29217779]
2006,-0.67877707083087579,1.3450000286102295,[-0.63154371 -0.64017006 -0.72728645 -0.68677054 -0.70811459]
2007,-0.43132605268088148,1.3370001316070557,[-0.41469352 -0.47108485 -0.50340269 -0.42033129 -0.34711791]
2008,-0.46543985459870185,1.313999891281128,[-0.26188864 -0.47904234 -0.58937447 -0.55641821 -0.44047561]
2009,-0.3989238733860086,1.4590001106262207,[-0.34169108 -0.46012589 -0.40100601 -0.42069616 -0.37110023]
2010,-0.55281658950682111,1.8239998817443848,[-0.37385967 -0.43637576 -0.65249483 -0.5952595  -0.70609319]
2011,-0.55585440996067792,1.5740001201629639,[-0.41379252 -0.44457396 -0.56907664 -0.6255806  -0.72624833]
2012,-0.46590940175018752,1.4040000438690186,[-0.31704556 -0.41991656 -0.53909174 -0.53098962 -0.52250352]
2013,-0.45295762457700484,1.366999864578247,[-0.44213836 -0.35309717 -0.51938756 -0.44327763 -0.5068874 ]
2014,-0.51234082823112514,1.2720000743865967,[-0.3410315  -0.39503914 -0.56968956 -0.70651623 -0.54942771]
