Year,Mean Absolute Error,Time Spent (s),Error for each fold
2001,-3289.5396473904848,1.1489999294281006,[-4146.20738238 -2215.94413    -3664.33462478 -2635.32642828 -3785.88567151]
2002,-3718.3216399131443,1.564000129699707,[-4692.85434005 -2839.22114849 -3809.20382262 -3279.26897414 -3971.05991426]
2003,-3768.7812366982057,1.1180000305175781,[-4552.4465929  -3660.01353671 -4079.82579628 -2989.05934246 -3562.56091513]
2004,-4118.384246550806,1.0909998416900635,[-4492.81705235 -4129.6368242  -4707.07196172 -3341.60283643 -3920.79255806]
2005,-3749.7178553303484,1.4060001373291016,[-3828.01812718 -3761.74820165 -4171.94672266 -2975.83337672 -4011.04284844]
2006,-4901.3314993079284,1.6129999160766602,[-5673.22459587 -4300.355124   -4926.54793797 -4402.9886427  -5203.54119601]
2007,-4934.0724773106758,1.6040000915527344,[-5090.94249892 -4264.02480534 -5158.92248148 -4818.67331959 -5337.79928122]
2008,-4724.1631094465729,1.4029998779296875,[-4513.5599909  -3546.40264839 -4930.60967581 -5038.51940304 -5591.7238291 ]
2009,-4511.1344514723141,1.4049999713897705,[-4054.32919943 -3336.70844023 -4647.12146098 -5148.46184535 -5369.05131137]
2010,-5097.8886532108691,1.692000150680542,[-3768.99906295 -4455.6540733  -5340.57131853 -5277.25106509 -6646.96774619]
2011,-5037.7949464037611,1.4559998512268066,[-3349.2272262  -3800.39808266 -5121.64304914 -6939.88804374 -5977.81833029]
