Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-52.184111853714114,606.289999961853,[-65.4624195  -70.51048694 -66.53933341 -30.85997799 -27.54834143]
1998,-61.332978924570362,488.98200011253357,[-85.96443803 -90.88417749 -85.53539646 -17.01071022 -27.27017242]
1999,-39.760422658969375,1004.3650000095367,[-50.02847085 -44.91314358 -45.31049096 -24.46170348 -34.08830441]
2000,-95.018850845683318,1180.9289999008179,[ -66.66258346 -101.14618233  -65.77945585  -49.56711742 -191.93891516]
2001,-60.913032425928961,1034.5010001659393,[ -41.76971671 -118.57275149  -41.42490187  -35.08647562  -67.71131643]
2002,-68.719664490486608,750.2229998111725,[ -65.04292455  -52.12315772 -123.42530951  -47.78309665  -55.22383402]
2003,-57.473217296336941,2560.5010001659393,[-51.23275475 -97.31144941 -21.08051052 -88.43364036 -29.30773144]
2004,-50.782155868635989,6672.694000005722,[-54.26292046 -50.77437847 -65.01412026 -62.44158323 -21.41777693]
2005,-62.860872365528806,1129.8629999160767,[-45.5970287  -61.21289998 -93.55678948 -77.96034009 -35.97730357]
2006,-85.502931941569983,598.7009999752045,[ -73.51602421 -146.19233066 -111.43489554  -61.96712423  -34.40428507]
2007,-101.51536851872133,1025.5970001220703,[-134.5565247  -115.15987156 -136.54986151  -67.471624    -53.83896082]
2008,-78.425143429058394,924.4359998703003,[ -60.36620513 -161.35381736  -76.7787435   -44.10286978  -49.52408137]
2009,-75.282018430039614,1242.4739999771118,[ -44.73370286  -45.36483694 -153.11943312  -54.00150539  -79.19061384]
2010,-65.109067847372643,1012.0240001678467,[-58.07523721 -78.33367985 -63.594916   -68.4499504  -57.09155577]
2011,-61.929803203314194,960.3949999809265,[ -56.87465419  -50.73393455 -108.39051958  -74.25521998  -19.39468772]
2012,-77.390498756675697,611.3309998512268,[ -73.72340231  -74.74134691 -118.20188799  -41.75379609  -78.53206049]
2013,-91.027122762370595,1081.0770001411438,[ -51.35191479 -135.90022544  -78.87737972 -135.68685804  -53.31923582]
2014,-59.307965371274449,903.6019999980927,[-102.59806869  -45.15033508  -69.65534095  -50.41570152  -28.72038062]
