Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-119.75676660282541,909.914999961853,[-145.48272201  -82.18835661  -52.86431739  -96.68990799 -221.55852902]
1998,-158.82603885211819,908.2109999656677,[ -82.61748675 -174.07577134 -239.78272086 -135.07941557 -162.57479974]
1999,-141.43971560405143,785.4160001277924,[ -96.95144866 -141.866327   -135.32521276 -190.14208815 -142.91350145]
2000,-117.99972913221056,1174.9639999866486,[-105.10746275 -177.90312377 -150.86778877  -58.58737282  -97.53289755]
2001,-201.14570826443554,938.0160000324249,[-127.79801723  -89.99225452 -559.63523327 -114.54867481 -113.75436148]
2002,-195.14498206491254,1921.9879999160767,[-166.97488946 -122.05581454 -296.84193543  -82.7482083  -307.10406259]
2003,-218.80805643468292,2058.7190001010895,[-159.73777906 -348.01821565 -263.73717524 -170.29661749 -152.25049473]
2004,-247.23520030508843,3330.701999902725,[-224.38348943 -247.2166824  -393.03251803 -151.05733363 -220.48597804]
2005,-174.88335324882323,3936.694000005722,[-159.08760489  -99.85292102 -280.23163823 -131.31105941 -203.9335427 ]
2006,-230.25906988061689,1983.3759999275208,[-161.40565438 -362.25183873 -297.34613612 -129.52400014 -200.76772003]
2007,-195.94125330124228,3081.419000148773,[ -74.78964812 -252.49140793 -251.31487507 -190.64676471 -210.46357067]
2008,-199.48851514066277,4371.857999801636,[-105.57290997 -249.75256443 -284.27287815 -152.507719   -205.33650416]
2009,-193.75089997913841,3248.3590002059937,[-136.84969021 -163.12266252 -421.11034033 -122.67865265 -124.9931542 ]
2010,-232.96568810732748,4945.629999876022,[-167.66093861 -245.12535488 -451.64421502 -132.39396159 -168.00397043]
2011,-197.90656110037716,3344.996999979019,[-176.8777885  -265.49136596 -158.09380908 -189.58506245 -199.48477952]
2012,-214.72398340016284,3062.9850001335144,[-244.16085996 -200.74297961 -218.51260479 -182.90645924 -227.29701341]
2013,-260.04732066415465,2624.5879998207092,[-207.07801187 -293.08282548 -338.30491951 -253.69805637 -208.07279009]
2014,-197.96103447095578,2567.1470000743866,[-167.28408324 -173.54533204 -412.45815852 -105.2270835  -131.29051506]
