Year,Mean Absolute Error,Time Spent (s),Error for each fold
1960,-25.555317889188732,0.35899996757507324,[-25.88407358 -27.19759548 -27.9163189  -13.92228084 -32.85632064]
1961,-36.791650515977722,0.2980000972747803,[-60.03264535 -31.70593568 -38.48807713 -25.62500182 -28.10659261]
1962,-22.824300997212603,0.31599998474121094,[-33.88600926 -24.08276894 -22.75788615 -13.73388442 -19.66095622]
1963,-29.429774512678712,0.27499985694885254,[-29.42248009 -30.34075251 -26.90625751 -16.89133604 -43.58804642]
1964,-147.00777806159903,0.3040001392364502,[-126.17079865  -99.22741522 -210.19655064 -195.05507087 -104.38905493]
1965,-27.596735266986222,0.3020000457763672,[-29.58558752 -22.10054279 -31.32013226 -25.78574105 -29.19167271]
1966,-42.632857113799389,0.2890000343322754,[-42.91079758 -24.36821253 -69.59402006 -30.09332    -46.1979354 ]
1967,-65.474261239691842,0.3259999752044678,[-43.81031217 -44.69207052 -88.99307179 -95.38612845 -54.48972327]
1968,-41.3178098735943,0.3320000171661377,[-41.39483433 -32.8314728  -51.06769468 -46.4012859  -34.89376165]
1969,-351.04057975394255,0.29799985885620117,[-334.38215952 -235.72357611 -646.90936851 -265.1478118  -273.03998283]
1970,-69.536921165093858,0.556999921798706,[ -54.2413111   -37.08745383  -77.07311717 -117.89323072  -61.389493  ]
1971,-61.707622620445569,0.5080001354217529,[-79.50336795 -44.78758551 -68.98308762 -55.59485112 -59.66922089]
1972,-110.7003478011987,0.5409998893737793,[-151.6486142   -74.04324678 -120.09216221 -117.45298512  -90.2647307 ]
1973,-384.17102606591413,0.5240001678466797,[-343.75685639 -183.17768196 -537.90792313 -620.14332822 -235.86934064]
1974,-502.04846238038817,0.5659999847412109,[-1068.16639293  -205.90937918  -532.06684461  -402.6416472   -301.45804798]
1975,-191.53561792999574,0.559999942779541,[-298.92723503 -147.11559642 -210.99989013 -212.88999019  -87.74537788]
1976,-114.60496958452991,0.5350000858306885,[-130.88690143 -133.37070517 -137.11627687  -99.65934268  -71.99162176]
1977,-411.8544512822964,0.7039999961853027,[-733.12749779 -197.26324103 -518.41942833 -464.34591779 -146.11617147]
1978,-270.35109097213819,0.687999963760376,[-418.62694664 -168.73259942 -358.78226968 -229.28636997 -176.32726916]
1979,-573.35906763404375,0.6919999122619629,[-1200.51553837  -422.27557672  -526.43477414  -340.75981551  -376.80963343]
1980,-464.10121910869373,0.8329999446868896,[-651.88758898 -339.4118872  -489.88690356 -451.6235976  -387.69611821]
1981,-299.02426378868614,0.6370000839233398,[-412.75013766 -151.09807082 -324.72755907 -303.84822952 -302.69732188]
1982,-296.97334463455826,0.624000072479248,[-424.89946024 -160.75591439 -293.68160861 -281.09757559 -324.43216434]
1983,-256.33508598280213,0.6779999732971191,[-298.25020113 -169.41116534 -309.0467678  -262.27569324 -242.6916024 ]
1984,-193.3552896155947,0.6919999122619629,[-224.52213787 -147.25951924 -144.91031052 -262.63662426 -187.44785619]
1985,-689.78473564998285,0.7610001564025879,[-1081.18302306  -385.79212924  -739.69729801  -788.78345511  -453.46777282]
1986,-435.41897485977972,0.6719999313354492,[-633.20349734 -309.24427912 -526.17559104 -403.28631538 -305.18519142]
1987,-332.28892443642195,0.7860000133514404,[-462.91611588 -280.57169468 -363.71206723 -353.31466041 -200.93008398]
1988,-352.11099801520766,0.8179998397827148,[-521.06723514 -219.46636363 -410.12096313 -293.05947226 -316.84095592]
1989,-582.09518678765949,0.7020001411437988,[-732.00260473 -429.29174933 -886.09971145 -487.44793344 -375.63393499]
