Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-104.83608800065076,2047.8639998435974,[ -92.81032802 -142.34912771 -152.06628583  -91.47507425  -45.4796242 ]
1998,-96.790639814525647,1237.4969999790192,[ -52.35929387  -79.82195414 -123.83689595 -147.93023871  -80.0048164 ]
1999,-132.99926354608655,1325.5110001564026,[-112.42796067 -199.24049664 -169.10156295  -27.03641775 -157.18987971]
2000,-151.63601111939573,1331.3179998397827,[ -51.94328802 -299.97213158 -152.77226331  -44.32722474 -209.16514795]
2001,-144.48448317097234,1815.643000125885,[ -97.42344911 -159.72180866 -163.65975606 -160.53699782 -141.0804042 ]
2002,-118.76380489682685,1670.8029999732971,[ -47.22317013 -125.10654602 -174.61862905 -157.72696878  -89.1437105 ]
2003,-137.8930185587632,2877.940999984741,[ -79.37504011 -108.03960203 -165.91229425 -238.163855    -97.9743014 ]
2004,-190.31198222736538,1720.9960000514984,[-144.61988098 -154.17471063 -399.42599298 -149.85601851 -103.48330803]
2005,-407.71596668657531,2307.513999938965,[ -184.6865153  -1070.87442095  -483.20979682  -166.0233602   -133.78574016]
2006,-242.15972350913779,2953.630000114441,[-232.23717988 -279.87734156 -384.17971415 -164.2499957  -150.25438625]
2007,-225.49994822976109,3915.4079999923706,[-180.24772451 -249.41468957 -412.27408817 -178.34405972 -107.21917918]
2008,-219.34054304520259,3442.065999984741,[-199.08387164 -198.2276249  -410.95651518 -171.71657602 -116.71812748]
2009,-252.21497862381631,2186.8659999370575,[-256.00736334 -300.59253456 -350.86723484 -172.12390144 -181.48385893]
2010,-311.15825803544658,2353.0650000572205,[-477.29363661 -554.43705378 -244.46801977 -131.85105345 -147.74152658]
2011,-279.34375583946428,2979.809000015259,[-357.95705269 -276.07436639 -253.25078908 -277.65811186 -231.77845917]
2012,-341.96467895354795,4014.763999938965,[-244.20623686 -326.70113074 -738.81462191 -167.41227227 -232.68913298]
2013,-344.40525735776163,3033.797999858856,[-269.02856741 -508.96938906 -317.65861862 -465.17717429 -161.1925374 ]
2014,-346.23111870778132,2428.9670000076294,[-329.53089648 -201.81932809 -562.34581005 -223.30776812 -414.1517908 ]
