Year,Mean Absolute Error,Time Spent (s),Error for each fold
1961,-2.9334781225057882,0.32399988174438477,[-2.8639653  -3.40566763 -2.75391239 -2.65936352 -2.98448178]
1962,-3.2079214641037481,0.33500003814697266,[-3.23039698 -3.93415203 -3.19755453 -2.66260406 -3.01489973]
1963,-2.9145418262037759,0.48600006103515625,[-2.74384189 -1.64500475 -3.47014517 -3.00224519 -3.71147213]
1964,-4.6164809793778883,0.3989999294281006,[ -2.66638868  -2.77132259  -3.34458244 -10.52148378  -3.77862741]
1965,-3.0677365367568905,0.31599998474121094,[-2.76165075 -2.67912405 -3.32794656 -3.07411894 -3.49584238]
1966,-3.553116180054424,0.35000014305114746,[-3.37951686 -2.29267833 -3.31666143 -5.64112794 -3.13559635]
1967,-3.6705888547361818,0.41099977493286133,[-3.21530388 -2.51230569 -3.9829915  -5.87573478 -2.76660842]
1968,-3.2221872711078854,0.29200005531311035,[-2.63580932 -2.63188625 -3.16396098 -3.99543713 -3.68384267]
1969,-3.2981521503562385,0.2999999523162842,[-4.00423948 -2.24233809 -2.85700961 -3.86840316 -3.51877041]
1970,-2.8997137010061964,0.5760002136230469,[-3.15205865 -2.51136219 -2.6099914  -3.26722955 -2.95792671]
1971,-4.0978965162746075,0.5289998054504395,[-4.17471586 -3.60184801 -3.85064077 -4.32030038 -4.54197757]
1972,-4.1265637935645731,0.5299999713897705,[-3.04141108 -3.09827978 -4.85523369 -5.0842607  -4.55363372]
1973,-3.8299983562560742,0.5060000419616699,[-3.46259526 -3.54659266 -4.80975984 -3.91025731 -3.42078671]
1974,-4.2670760883013941,0.5659999847412109,[-3.91024364 -4.09822707 -4.63271026 -4.27495788 -4.41924159]
1975,-4.1133440591897115,0.7260000705718994,[-4.22494752 -3.21577734 -5.371281   -3.68399297 -4.07072147]
1976,-3.386181140607583,0.7149999141693115,[-3.60947184 -3.30377038 -3.43339797 -2.45645557 -4.12780995]
1977,-3.9289747598092077,0.7660000324249268,[-4.01061519 -3.07297197 -3.74502396 -4.40071321 -4.41554946]
1978,-3.9224648615874123,0.9049999713897705,[-3.77016763 -3.49831295 -3.6727309  -4.10298382 -4.56812902]
1979,-4.6994913563387914,0.9250001907348633,[-4.70402567 -3.22247432 -6.86113486 -3.59614145 -5.11368048]
1980,-3.5528851692921193,1.2049999237060547,[-5.00587694 -3.01119179 -3.40574363 -3.44273101 -2.89888247]
1981,-3.7696235412340995,0.871999979019165,[-4.63036503 -3.54652844 -3.89782364 -2.92265849 -3.85074211]
1982,-3.9090524758920475,0.9030001163482666,[-4.01518727 -3.72764442 -3.60936598 -4.01512141 -4.17794329]
1983,-3.3477626453502523,0.685999870300293,[-3.04003459 -3.00213032 -3.24770227 -4.29131917 -3.15762688]
1984,-3.0466920670399711,0.6779999732971191,[-3.31227661 -2.52693831 -2.79681591 -3.21521271 -3.38221679]
1985,-3.2563260404624628,0.8730001449584961,[-3.56760376 -3.23851196 -3.64527766 -2.68504715 -3.14518968]
1986,-3.5426002652954418,0.7229998111724854,[-3.54732319 -3.60407859 -3.08094235 -3.89850501 -3.58215219]
1987,-3.7228150615487365,0.6980001926422119,[-3.12523037 -2.65585429 -4.19123715 -5.07627892 -3.56547457]
1988,-3.6158242447315763,0.7170000076293945,[-3.32528847 -2.28081938 -5.33521394 -3.21489194 -3.92290749]
1989,-4.147376955633912,0.7529997825622559,[-3.69348095 -2.96177378 -6.21423365 -3.36565729 -4.5017391 ]
1990,-5.5247370832865483,1.0930001735687256,[-4.84685742 -4.20282386 -6.56234138 -9.04310817 -2.96855459]
1991,-6.5131635270561308,0.8959999084472656,[-5.94364882 -6.7841589  -9.44559143 -4.62196732 -5.77045116]
1992,-4.5515013264163029,0.878000020980835,[-6.20389039 -3.79664677 -4.26982215 -3.72846717 -4.75868015]
1993,-4.0736466312784447,0.875999927520752,[-4.00482375 -3.37444893 -3.89053987 -3.67125005 -5.42717055]
1994,-3.3992566452285295,0.8159999847412109,[-4.44567553 -1.98979228 -2.88150918 -3.57055069 -4.10875554]
1995,-3.7308732202265196,1.004000186920166,[-4.72795157 -5.68788859 -2.86953496 -2.3546513  -3.01433968]
1996,-3.9646283710678096,0.8949999809265137,[-3.3270305  -5.10511824 -4.80944758 -2.59023604 -3.9913095 ]
1997,-3.3149755995820973,0.8980000019073486,[-2.52546303 -3.63736131 -4.62960009 -2.64097247 -3.14148109]
1998,-3.3436146467728372,0.9549999237060547,[-3.13151284 -2.80871845 -3.26718091 -2.51315734 -4.99750369]
1999,-2.8471112184823113,1.0820000171661377,[-2.85745683 -2.45481652 -2.49159321 -2.80940138 -3.62228814]
2000,-2.9453408705144213,1.253000020980835,[-2.70723039 -2.69972869 -3.1202854  -2.65554845 -3.54391143]
2001,-2.7740218374453396,1.0499999523162842,[-2.49916692 -2.28283382 -3.03242638 -2.21560102 -3.84008106]
2002,-3.3124350230061834,1.059999942779541,[-3.57444942 -2.89973736 -4.80292486 -2.12584268 -3.15922078]
2003,-3.1828493451133064,1.0210001468658447,[-2.91680712 -3.04714472 -3.44827423 -3.21161532 -3.29040533]
2004,-2.7219942920393434,1.1380000114440918,[-3.49245306 -2.74118795 -3.02985229 -2.00856954 -2.33790862]
2005,-2.8047934358494899,1.4599997997283936,[-3.66347245 -2.49824515 -2.5849926  -2.48679798 -2.790459  ]
2006,-2.836322455664424,1.6220002174377441,[-4.26958043 -2.29641079 -2.69276732 -2.3355019  -2.58735183]
2007,-3.0320596077299466,1.4449999332427979,[-3.02376163 -2.58218498 -2.71698593 -2.80253435 -4.03483115]
2008,-3.692633400542813,1.4519999027252197,[-3.80382145 -3.49728522 -3.97586996 -2.97449027 -4.21170011]
2009,-2.8485093235512409,1.3870000839233398,[-2.72458728 -3.36040027 -3.30854593 -2.38654929 -2.46246385]
2010,-3.2242458255254069,1.9890000820159912,[-2.75422957 -3.58785646 -3.75021874 -2.87976853 -3.14915582]
2011,-3.1790684115381178,1.55899977684021,[-1.99695667 -2.81592705 -5.01489018 -2.44622802 -3.62134015]
2012,-2.9530659673822113,1.5910000801086426,[-3.26464251 -2.29978395 -2.66057062 -2.45752042 -4.08281233]
2013,-3.115408314767218,1.7339999675750732,[-1.69194243 -2.25415686 -2.63484828 -3.94560156 -5.05049244]
