Year,Mean Absolute Error,Time Spent (s),Error for each fold
2005,-18.592095118835225,1.3259999752044678,[-21.00063504 -19.65930644 -15.82456821 -19.9865197  -16.4894462 ]
2006,-4.8233469095758421,1.3310000896453857,[-5.55722272 -3.26142392 -6.09815034 -4.71028293 -4.48965463]
2007,-2.2135542311310457,1.4000000953674316,[-2.10397798 -2.08910136 -2.13646191 -2.57878188 -2.15944803]
2008,-2.5836211075195221,1.3880000114440918,[-2.4649182  -2.92773527 -2.3836541  -2.53989388 -2.60190409]
2009,-2.1443237607013019,1.4039998054504395,[-2.32474371 -2.44602814 -1.98942021 -2.11454416 -1.84688258]
2010,-2.6380943958080012,1.690999984741211,[-2.20779454 -2.63112775 -2.33336994 -2.4985667  -3.51961304]
2011,-2.4536232876786519,1.4230000972747803,[-2.10940688 -2.38061144 -2.68630474 -2.19827936 -2.89351401]
2012,-2.4176976110162394,1.3849999904632568,[-2.2181821  -1.96685532 -2.4448054  -2.3784579  -3.08018734]
2013,-2.2003815322545903,1.3499999046325684,[-2.06240664 -2.23135091 -2.14677338 -2.13916817 -2.42220857]
2014,-2.3501093643202351,1.3000001907348633,[-2.20823146 -2.18761011 -2.25312367 -2.54892184 -2.55265975]
