Year,Mean Absolute Error,Time Spent (s),Error for each fold
1960,-3.7858613885598742,0.28999996185302734,[-3.88182729 -4.79451216 -3.64079891 -2.53077758 -4.081391  ]
1961,-3.1389266534501958,0.32400012016296387,[-2.70894127 -3.63855993 -3.36654086 -2.99411097 -2.98648025]
1962,-3.2204292951065492,0.3380000591278076,[-3.28337179 -4.03136665 -3.15396252 -2.63489286 -2.99855265]
1963,-3.0640277708237753,0.31399989128112793,[-2.96506788 -2.03970423 -3.47147553 -3.20126022 -3.642631  ]
1964,-4.761536431781197,0.37199997901916504,[ -2.94187175  -3.20923108  -3.42793911 -10.58076981  -3.64787041]
1965,-3.2807717389143392,0.3429999351501465,[-2.76362691 -2.96150575 -3.60493448 -3.27260574 -3.80118581]
1966,-3.52795270284044,0.2980000972747803,[-3.10975636 -2.37122055 -3.39715431 -5.69189218 -3.06974011]
1967,-3.5371792289442441,0.31999993324279785,[-2.92885612 -2.49540109 -3.74555589 -5.79190886 -2.72417419]
1968,-3.2742070226872935,0.317000150680542,[-2.86646513 -2.72381779 -3.23708616 -4.00977443 -3.5338916 ]
1969,-3.4265419758929787,0.3359999656677246,[-4.10391245 -2.55951694 -2.83582172 -4.1115036  -3.52195518]
1970,-3.1380858590012113,0.5799999237060547,[-3.52483767 -2.75910927 -2.84971356 -3.40756697 -3.14920182]
1971,-4.0473690118109511,0.5810000896453857,[-4.2089429  -3.51567409 -3.98049986 -4.2194209  -4.31230731]
1972,-4.253354024512193,0.5909998416900635,[-3.15274583 -2.86131747 -4.92897955 -5.7407018  -4.58302548]
1973,-3.9325133573288502,0.5480000972747803,[-3.36966563 -4.30903832 -4.79875863 -3.85096369 -3.33414053]
1974,-4.322698459216932,0.5820000171661377,[-3.99205219 -4.10203557 -4.854433   -4.22304547 -4.44192607]
1975,-4.2654462024269533,0.6069998741149902,[-4.40472839 -3.39705939 -5.4945689  -3.70510639 -4.32576794]
1976,-3.5690981146166161,0.5390000343322754,[-3.08207567 -3.28182992 -3.78113041 -2.94022789 -4.76022667]
1977,-4.1140740642365738,0.6019999980926514,[-4.03431135 -3.87772679 -3.87755867 -4.2358251  -4.54494842]
1978,-4.2225333694378069,0.5520000457763672,[-3.75738386 -3.36937282 -4.24114298 -4.59683815 -5.14792903]
1979,-4.9681056531160639,0.559999942779541,[-5.21152015 -3.50966438 -6.95061681 -4.03790179 -5.13082513]
1980,-3.5141242010573541,0.8600001335144043,[-4.83164523 -3.1654857  -3.43389755 -3.38484152 -2.754751  ]
1981,-15.466438116425428,0.7300000190734863,[ -4.84822444 -21.47720295 -23.32941057 -23.06258343  -4.6147692 ]
1982,-7.5873352577082569,0.6889998912811279,[ -4.57085408  -4.44210613  -3.53595847  -3.99479392 -21.39296369]
1983,-3.4705852915432223,0.7230000495910645,[-3.26803712 -3.14750579 -3.40655061 -4.39336251 -3.13747042]
1984,-11.1266813974195,0.752000093460083,[-22.76112781 -22.58566398  -3.3397944   -3.34246922  -3.60435158]
1985,-3.7166152891231961,0.8589999675750732,[-3.4093489  -4.35729574 -4.44704847 -3.05984604 -3.30953729]
1986,-12.60839502640683,0.7239999771118164,[-23.30756737  -4.10519324 -27.14612178  -3.89482412  -4.58826861]
1987,-18.134647168735974,0.7660000324249268,[-24.78263232 -27.56680383  -6.77268755  -5.26248225 -26.2886299 ]
1988,-8.1623950350671777,0.8259999752044678,[ -3.38928673  -2.41294193 -27.86208788  -3.27025805  -3.87740058]
1989,-8.2532908398026716,0.7860000133514404,[ -3.78128106 -22.05516118  -7.43364056  -3.58135535  -4.41501605]
1990,-4.4652198637951077,1.0339999198913574,[-4.4823829  -4.43120301 -6.4966325  -3.7694942  -3.1463867 ]
1991,-5.3866351857982009,0.8410000801086426,[-5.85635228 -4.9400475  -5.26892382 -4.24473387 -6.62311846]
1992,-6.5150775499153983,0.8889999389648438,[ -5.09487242  -3.6375919   -4.42536848  -3.19083494 -16.22672002]
1993,-8.9390236383399646,0.9049999713897705,[ -3.8919971   -3.05707724 -16.92420871  -4.4265466  -16.39528854]
1994,-5.1062988173728296,0.8949999809265137,[ -3.934135    -1.93478513 -12.31889831  -3.59245528  -3.75122037]
1995,-5.3842523448663737,1.0550000667572021,[ -4.69049709  -4.03460253 -12.51597161  -2.80070352  -2.87948698]
1996,-5.5080243129757376,1.0069999694824219,[ -3.33865177  -5.22634959 -12.56310049  -2.65433414  -3.75768558]
1997,-5.865052379918736,1.0069999694824219,[ -2.92405451  -3.77296259 -11.72258526  -7.78994071  -3.11571883]
1998,-3.4954563095853843,1.2179999351501465,[-3.63087886 -3.08771353 -3.64215925 -3.01824131 -4.0982886 ]
1999,-4.7593109223735128,1.1349999904632568,[-3.05987309 -2.71823901 -7.34250067 -6.83726985 -3.83867199]
2000,-2.9261197898812958,1.4510002136230469,[-2.88265363 -2.78330093 -2.9377334  -2.72324835 -3.30366264]
2001,-2.9841396682150796,1.3239998817443848,[-2.82068826 -2.43086621 -3.08133212 -2.70749257 -3.88031918]
2002,-3.2386881647600747,1.1820001602172852,[-3.12428022 -2.99238155 -4.77526892 -2.13082466 -3.17068548]
2003,-3.0674016064830596,1.308000087738037,[-2.65646338 -3.04969541 -3.40211811 -2.95459084 -3.27414029]
2004,-2.6360374927596979,1.2779998779296875,[-3.53479535 -2.7502649  -2.77367366 -1.75297503 -2.36847852]
2005,-2.8086548795693225,1.6070001125335693,[-3.63796211 -2.69234132 -2.56348104 -2.43859479 -2.71089514]
2006,-3.0123118420462744,1.7730000019073486,[-4.37663745 -2.72810686 -2.6550618  -2.54446912 -2.75728398]
2007,-2.8690544520496255,1.5389997959136963,[-3.11554577 -2.47172582 -2.64453572 -2.85232539 -3.26113957]
2008,-3.6347195183294962,1.5180001258850098,[-3.821346   -3.59847446 -3.81092039 -2.98686621 -3.95599054]
2009,-2.7849288072087708,1.5720000267028809,[-3.06105539 -2.71022842 -3.26419729 -2.28741938 -2.60174356]
2010,-3.0257903824484118,1.6970000267028809,[-2.40813727 -2.97801448 -3.72810115 -2.88176733 -3.13293168]
2011,-3.1185482528025696,1.501999855041504,[-2.00730642 -2.62268419 -5.01771666 -2.43882993 -3.50620407]
2012,-2.4518101498498504,1.4120001792907715,[-2.8310653  -2.42030826 -2.50723119 -2.18511182 -2.31533418]
2013,-2.0001403182175963,1.3899998664855957,[-1.84615315 -2.05082236 -2.51081664 -1.89640846 -1.69650098]
