Year,Mean Absolute Error,Time Spent (s),Error for each fold
1960,-114.47842568860008,0.39299988746643066,[-137.65686102 -114.98593143 -108.77982978  -99.8422748  -111.1272314 ]
1961,-185.16102691270302,0.3300001621246338,[-224.14345578 -151.09313717 -188.46300661 -192.68988184 -169.41565317]
1962,-199.0532911820292,0.36099982261657715,[-247.22471484 -146.16286511 -187.68068894 -218.26448917 -195.93369785]
1963,-237.05772669080062,0.3320000171661377,[-269.29991906 -167.44532522 -253.53462521 -251.79563243 -243.21313154]
1964,-269.28088238205135,0.33300018310546875,[-284.24406365 -159.02175226 -367.21497806 -281.84068944 -254.08292849]
1965,-214.28158874249303,0.36099982261657715,[-196.02187195 -146.67599641 -281.51062436 -259.00407194 -188.19537906]
1966,-331.57561819073197,0.3600001335144043,[-380.18619206 -220.69762047 -443.11576253 -289.88584853 -323.99266736]
1967,-330.01422167358703,0.37399983406066895,[-346.59576687 -214.08218104 -395.48627141 -330.43607214 -363.47081692]
1968,-344.04526440437712,0.3810000419616699,[-364.66504023 -227.95490844 -409.19498106 -342.99928032 -375.41211198]
1969,-580.37611578668088,0.37000012397766113,[-445.0101372  -392.83402868 -971.30371065 -608.10444543 -484.62825697]
1970,-516.54580636946162,0.6109998226165771,[-484.81648596 -348.78262285 -933.33480088 -460.2436577  -355.55146446]
1971,-698.00129643068806,0.5710000991821289,[ -541.82637455  -454.24115026 -1214.9646271   -758.85331918  -520.12101107]
1972,-820.78192655985583,0.6059999465942383,[ -627.32434081  -562.90539249 -1527.16737935  -799.1263426   -587.38617755]
1973,-1089.513015734113,0.6080000400543213,[ -895.95673235  -717.83030401 -1909.8481106  -1221.57493495  -702.35499676]
1974,-1402.4174259535828,0.5880000591278076,[-1351.8174788  -1010.28616669 -2350.00274518 -1306.51424473  -993.46649437]
1975,-1516.3453297748788,0.6080000400543213,[-1600.90287991 -1055.80991352 -2160.67108374 -1939.29959289  -825.0431788 ]
1976,-1603.2238872815492,0.6069998741149902,[-1432.58074417 -1189.93115865 -2480.55425309 -1815.16775991 -1097.88552059]
1977,-1813.3022296046943,0.5959999561309814,[-1642.16673367 -1421.26987724 -2786.72467487 -1807.14895202 -1409.20091022]
1978,-2198.6898838020866,0.5930001735687256,[-2436.88686658 -1344.1320741  -3314.81365269 -2258.16817613 -1639.44864951]
1979,-2475.7786936840721,0.5669999122619629,[-2971.75473764 -1692.60503538 -3684.83414821 -1909.40173508 -2120.29781211]
1980,-2004.159738157739,0.8589999675750732,[-2274.07197557 -1213.95721743 -3067.04077455 -1846.33916765 -1619.38955559]
1981,-2171.723768153945,0.693000078201294,[-2175.08796928 -1273.75719801 -3221.76208804 -2697.53299704 -1490.4785884 ]
1982,-1870.232988339932,0.7039999961853027,[-1935.33156954 -1258.35820153 -2711.48297966 -2180.48319804 -1265.50899293]
1983,-1688.1519593148648,0.744999885559082,[-1705.37025618 -1119.4131519  -2462.85129392 -2120.73733229 -1032.38776228]
1984,-1652.2255153557296,0.7050001621246338,[-1679.87083468 -1129.65933489 -2144.43986881 -2267.25386494 -1039.90367346]
1985,-2050.4543553002204,0.8799998760223389,[-1929.63327974 -1572.98564817 -3244.20399573 -2163.0224792  -1342.42637366]
1986,-2637.08609295928,0.7200000286102295,[-2531.55331832 -1955.42180757 -4162.03748756 -2797.05645609 -1739.36139525]
1987,-2761.3819358988681,0.7560000419616699,[-2488.72914159 -1922.9171414  -4490.0873225  -3028.06820351 -1877.10787049]
1988,-2663.6314457456365,0.7860000133514404,[-2561.31867798 -1992.83351887 -4360.16439843 -2546.17870002 -1857.66193342]
1989,-3320.8808308584435,0.7569999694824219,[-3422.59241597 -2467.05260928 -5113.15428843 -3347.41729079 -2254.18754983]
1990,-3064.5072489684203,1.0420000553131104,[-3522.96543869 -2485.37710846 -4936.97294978 -2675.70036943 -1701.52037849]
1991,-3311.2826251975216,0.878000020980835,[-3987.2378218  -2439.0451611  -4864.77570817 -3176.3360353  -2089.01839961]
1992,-2691.1548198348287,0.8769998550415039,[-3031.28164836 -2231.87986227 -4050.80472689 -2471.32287305 -1670.4849886 ]
1993,-3276.8040309671319,0.8840000629425049,[-4016.20450214 -2967.36624447 -4478.40425332 -3011.93736032 -1910.10779458]
1994,-4199.666979329877,0.9100000858306885,[-5263.55873622 -3335.68182477 -6125.48275849 -3695.30563338 -2578.3059438 ]
1995,-3500.9292912670439,1.0230000019073486,[-4723.88429483 -2930.08840139 -4686.83993661 -2837.14217038 -2326.69165313]
1996,-3148.5183190462621,0.8989999294281006,[-3885.7201928  -2535.30951655 -4655.73052408 -2427.72137614 -2238.10998566]
1997,-3101.3804636003297,0.9939999580383301,[-3993.79258528 -2325.8703232  -4597.67799163 -2270.03870642 -2319.52271147]
1998,-3592.2021955338619,1.0360000133514404,[-4601.16216534 -3247.03962163 -5453.42648282 -2068.08488007 -2591.29782781]
1999,-3582.9709561041177,1.002000093460083,[-5001.04883683 -2874.28841093 -5357.43665726 -2148.73334454 -2533.34753096]
2000,-3378.4371725661076,1.2569999694824219,[-4259.64029083 -2654.16033617 -4512.19346912 -2446.64442424 -3019.54734247]
2001,-3501.3817668309289,1.0739998817443848,[-3932.25934142 -2612.98220948 -5046.77539844 -3034.10029218 -2880.79159263]
2002,-4434.2527874492753,1.1410000324249268,[-4876.75040842 -4140.22167453 -5951.09867528 -3708.41235777 -3494.78082126]
2003,-4823.170428402258,1.1530001163482666,[-4663.24510238 -4376.64263445 -6521.40961887 -5112.85139465 -3441.70339165]
2004,-4907.4334076069081,1.185999870300293,[-5033.57929469 -4298.51389016 -6562.5189281  -4621.38826487 -4021.16666022]
2005,-5715.8436295629535,1.4720001220703125,[-6269.6733483  -5470.64520103 -7552.19756263 -4335.64976159 -4951.05227426]
2006,-6767.6073339842933,1.4859998226165771,[-7627.53619278 -5788.10509201 -9635.56202634 -4797.2277354  -5989.60562339]
2007,-6994.9744479489964,1.442000150680542,[-6479.99251119 -7583.9033244  -9407.53042498 -6932.19861056 -4571.24736861]
2008,-4920.3753738557525,1.4849998950958252,[-4744.94376189 -4500.84168969 -7492.70404616 -4665.27660538 -3198.11076617]
2009,-5776.4459384899619,1.4509999752044678,[-5500.32470292 -4875.00658026 -8472.73121591 -6139.3295522  -3894.83764116]
