Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-299.04174194327771,1543.7139999866486,[-178.65669832 -304.49622031 -339.28375474 -390.01866524 -282.7533711 ]
1998,-257.45457951863864,2126.6269998550415,[ -81.46817829 -402.1126388  -360.78778636 -174.42084734 -268.48344681]
1999,-308.05743165845649,1426.9830000400543,[-145.90727726 -504.13206374 -496.27512042 -148.26548862 -245.70720826]
2000,-329.96030018629472,2119.680000066757,[-111.86738057 -404.91374677 -738.08618181 -193.88380053 -201.05039125]
2001,-386.56290812203679,2250.526000022888,[-283.84445341 -558.7753022  -473.16734946 -240.82560211 -376.20183344]
2002,-385.40945309013722,2380.7720000743866,[-234.59655855 -264.56505372 -648.69193569 -518.21922862 -260.97448887]
2003,-420.18016150603091,2708.9859998226166,[-204.58778543 -254.98087575 -657.89570793 -684.59440063 -298.8420378 ]
2004,-461.81591764204705,3287.2300000190735,[-197.50301459 -691.20833822 -722.56193054 -402.92550454 -294.88080032]
2005,-403.87084232419573,3349.8759999275208,[-331.11427524 -435.73307352 -553.98815082 -231.36232768 -467.15638437]
2006,-347.70387619173067,5288.108000040054,[-345.25460613 -317.54805623 -649.25808793 -165.88132621 -260.57730446]
2007,-386.53222377382633,4921.296000003815,[-229.11958518 -318.09292347 -844.27123675 -283.04400283 -258.13337063]
2008,-379.99169591093886,3818.361000061035,[-407.61275199 -488.35646021 -579.44483179 -140.65952378 -283.88491178]
2009,-446.8747296983571,4072.8069999217987,[-396.65333827 -410.27076428 -811.85079446 -359.34773601 -256.25101548]
2010,-494.73948149988394,5490.506000041962,[ -435.93864563  -379.45292934 -1030.88515665  -377.73822986  -249.68244602]
2011,-613.58811978985773,2946.4939999580383,[ -524.14921287  -835.54524015 -1019.85490055  -350.00079393  -338.39045144]
2012,-496.59275284499108,4112.8949999809265,[-401.88280897 -384.02975727 -639.34446052 -881.68029267 -176.0264448 ]
2013,-416.52979734084272,3387.518000125885,[-269.89050947 -560.19265518 -533.22198892 -401.0475418  -318.29629133]
2014,-466.78335641593077,4431.2190001010895,[-197.18031996 -407.34019433 -850.16483769 -479.29307391 -399.93835619]
