Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-35.436004129230874,831.2760000228882,[-23.30680571 -57.71081773 -27.89138538 -28.7775506  -39.49346123]
1998,-53.777144460426712,1056.766000032425,[-48.99144071 -91.20985158 -36.88845458 -48.48985819 -43.30611724]
1999,-55.035081393445807,384.24000000953674,[ -48.83421341 -105.88320296  -35.20686551  -31.09621544  -54.15490966]
2000,-43.829118314727836,476.36299991607666,[-47.86653151 -65.98531968 -16.78110486 -55.82425117 -32.68838435]
2001,-46.569679808433904,461.2090001106262,[-94.31211127 -45.46176224 -53.08631591 -14.81572352 -25.17248611]
2002,-48.472417012011817,546.6849999427795,[-54.97120853 -29.02083364 -46.26421968 -79.64409548 -32.46172773]
2003,-43.377313558842246,777.5520000457764,[-40.17996972 -38.95617602 -58.38392708 -59.41660028 -19.94989471]
2004,-46.949347709782181,1306.1040000915527,[-32.34640644 -53.34769398 -69.23381157 -29.2717492  -50.54707736]
2005,-55.921451712797783,1145.8399999141693,[-55.61978272 -55.9450903  -94.77297845 -40.94060303 -32.32880407]
2006,-45.092922412399211,1526.4670000076294,[-50.11811432 -56.42021179 -52.72997534 -36.14787354 -30.04843707]
2007,-44.309387814367071,803.5980000495911,[-30.96512529 -47.6693802  -63.8650018  -37.74356888 -41.3038629 ]
2008,-53.1146491852625,1158.4169998168945,[-49.10958707 -55.59407714 -67.85463348 -59.40191565 -33.61303259]
2009,-40.455773204927837,866.0150001049042,[-52.79578399 -50.15832456 -23.05501969 -50.61818843 -25.65154935]
2010,-46.908894801384555,974.4979999065399,[-41.9592053  -32.32285696 -50.76163953 -52.25622127 -57.24455094]
2011,-45.097954495315598,1533.212000131607,[-62.92156252 -68.12800362 -42.10475951 -22.44930338 -29.88614345]
2012,-63.30314567390576,1116.0920000076294,[-66.69102956 -80.5516239  -63.83192983 -64.44770335 -40.99344172]
2013,-69.290378401518737,1060.5409998893738,[-36.36371189 -57.51381468 -83.07958802 -85.41051648 -84.08426093]
2014,-63.804510294272504,837.8600001335144,[ -46.0757333   -50.14231178 -102.78095838  -65.16190662  -54.86164138]
