Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-0.8354001918489361,1.0759999752044678,[-0.87685564 -1.09472083 -0.63118806 -0.77628317 -0.79795326]
2005,-1.9980210658239792,1.6119999885559082,[-2.38339602 -2.25011013 -1.58185475 -1.93545725 -1.83928719]
2006,-1.7193732506088495,1.3690001964569092,[-1.78426829 -1.88681132 -1.57361024 -1.86943455 -1.48274186]
2007,-1.7539502016218911,1.3379998207092285,[-1.78308806 -1.92490519 -1.7313573  -1.93375178 -1.39664867]
2008,-1.6960685027883624,1.4260001182556152,[-1.75127533 -1.93641254 -1.59511728 -1.77866104 -1.41887631]
2009,-1.751585879171601,1.4200000762939453,[-1.90684987 -1.97046275 -1.65560098 -1.85190896 -1.37310683]
2010,-1.7186809385705537,1.6369998455047607,[-1.76899772 -1.96886185 -1.54022409 -1.75980769 -1.55551334]
2011,-1.7598885664423314,1.383000135421753,[-1.86829235 -2.03682945 -1.53478787 -1.84244821 -1.51708495]
2012,-1.7646622604813036,1.373999834060669,[-1.9734265  -1.77620739 -1.58276757 -1.77070493 -1.72020492]
2013,-1.7863988954149548,1.3330001831054688,[-1.83872721 -1.8892979  -1.67144974 -1.73011123 -1.80240841]
2014,-1.8484481490902624,1.3229999542236328,[-1.97825925 -1.87551826 -1.77362228 -1.79906541 -1.81577556]
