Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-6.1006968686209442,1.5329999923706055,[-5.5968079  -5.39723627 -6.54876378 -6.45553237 -6.50514403]
2005,-9.571838471497145,1.4759998321533203,[-10.10472826  -7.76229336  -8.28891252 -11.80684251  -9.8964157 ]
2006,-4.292135545863732,1.5460000038146973,[-4.20951586 -2.96042687 -5.1794218  -4.81088792 -4.30042529]
2007,-2.2135542311310443,1.4030001163482666,[-2.10397798 -2.08910136 -2.13646191 -2.57878188 -2.15944803]
2008,-2.5836211075195203,1.5279998779296875,[-2.4649182  -2.92773527 -2.3836541  -2.53989388 -2.60190409]
2009,-2.1443237607013015,1.7080001831054688,[-2.32474371 -2.44602814 -1.98942021 -2.11454416 -1.84688258]
2010,-2.5930967600591854,2.0369999408721924,[-2.01223534 -2.50020133 -2.19980334 -2.73326025 -3.51998354]
2011,-2.45524451227242,1.6440000534057617,[-2.10949337 -2.36803525 -2.68630474 -2.21418519 -2.89820401]
2012,-2.417697611016238,1.5279998779296875,[-2.2181821  -1.96685532 -2.4448054  -2.3784579  -3.08018734]
2013,-2.2012813507985669,1.9909999370574951,[-2.06240664 -2.23585001 -2.14677338 -2.13916817 -2.42220857]
2014,-2.350109364320236,1.5570001602172852,[-2.20823146 -2.18761011 -2.25312367 -2.54892184 -2.55265975]
