Year,Mean Absolute Error,Time Spent (s),Error for each fold
1997,-39.561571882401722,246.8529999256134,[-39.56138523 -60.46202743 -58.13734955 -22.40856518 -17.23853202]
1998,-38.841328476122925,303.4190001487732,[-43.80074311 -49.95597168 -36.59765333 -31.15793667 -32.6943376 ]
1999,-43.547074398464829,395.1089999675751,[-47.84985609 -48.36063328 -38.19352536 -42.30411935 -41.02723791]
2000,-33.009673494052308,292.9379999637604,[-28.45742536 -34.83385201 -48.21089965 -34.96454013 -18.58165031]
2001,-47.083549183540974,352.039999961853,[-37.47162445 -55.87650747 -95.10780942 -19.42643932 -27.53536526]
2002,-43.685973774742685,786.5859999656677,[-60.06656686  -8.8707275  -85.07545951 -39.64772858 -24.76938642]
2003,-41.219759421471039,406.9650001525879,[-46.64969273 -43.5008367  -47.30839773 -50.95168098 -17.68818898]
2004,-47.331377653617636,564.1519999504089,[ -36.75210781 -108.72521896  -55.76298494  -20.02258985  -15.39398671]
2005,-66.262305039193876,766.1419999599457,[ -81.3649885  -100.65958391  -78.30355446  -61.61170087   -9.37169746]
2006,-30.792194342618608,1033.6920001506805,[-49.12114971 -24.95288533 -30.02436976 -33.61938696 -16.24317996]
2007,-44.396318189148168,921.2769999504089,[-21.92657989 -82.11293934 -27.23248327 -49.3506233  -41.35896515]
2008,-32.203661394205852,1063.6549999713898,[-32.26468857 -49.80687175 -19.00781418 -33.82411831 -26.11481415]
2009,-49.867755256466872,447.93099999427795,[-29.67438643 -83.83134433 -50.22871833 -53.55814387 -32.04618331]
2010,-57.802770117022952,917.4019999504089,[-57.69946681 -61.31437265 -41.95337917 -99.08201295 -28.96461901]
2011,-49.32151026835048,766.7910001277924,[-84.20314612 -38.54532674 -37.06931028 -42.84222818 -43.94754003]
2012,-41.94708312082664,807.8159999847412,[-31.82806281 -58.23956189 -41.20304118 -45.17463897 -33.29011076]
2013,-43.745710287261289,1531.425999879837,[-23.85302645 -47.94666756 -92.24185382 -14.28959108 -40.39741253]
2014,-50.200122450068093,801.5069999694824,[-27.49479221 -98.64286269 -65.5813396  -41.57483009 -17.70678765]
