Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-6.1750183254766231,1.0919997692108154,[-6.1151882  -4.61560642 -6.76443861 -6.93674828 -6.44311011]
2005,-19.200142415218703,1.3600001335144043,[-22.281624   -20.06601851 -15.77848772 -19.96615706 -17.90842478]
2006,-17.275369829706985,1.3589999675750732,[-19.28257133 -15.62256296 -16.80004898 -19.85518133 -14.81648455]
2007,-17.426270204298582,1.303999900817871,[-19.44506547 -15.83793358 -17.12790245 -20.02325562 -14.69719389]
2008,-17.634252051364133,1.4110000133514404,[-19.40576674 -16.78168811 -16.93431108 -20.04823503 -15.0012593 ]
2009,-17.423606926160652,1.4040000438690186,[-19.56656004 -17.00535352 -17.14466304 -18.45029628 -14.95116175]
2010,-17.44393922909736,1.6010000705718994,[-19.09554443 -17.05648121 -16.89122701 -19.16254313 -15.01390036]
2011,-17.176024857494035,1.4000000953674316,[-18.52827226 -17.04938484 -16.44430633 -18.9081554  -14.95000545]
2012,-18.107786301420852,1.366999864578247,[-19.50194489 -17.7248063  -17.27382782 -19.6774186  -16.3609339 ]
2013,-17.774199767573375,1.378999948501587,[-18.95656895 -17.33281247 -17.10727831 -19.15684969 -16.31748942]
2014,-18.333276870640645,1.2310001850128174,[-19.48698066 -18.05580329 -17.96927285 -19.91799785 -16.23632969]
