X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
2718N: External Intervention - Fund for Peace,0668: Household final consumption expenditure; etc.  (constant 2005 US$) - WDI,0.36183,0.26411176,0.096119985,0.36183,6.0,-0.31259918
2718N: External Intervention - Fund for Peace,2731: Merchandise trade-Imports-Chemicals (US dollar at current prices) - WTO,0.36178,0.13426065,0.057970002,0.36178,6.129283,-0.47698987
2713N: Legitimacy of the State - Fund for Peace,1103: Health expenditure; public  (% of GDP) - WDI,0.36162,-0.118139654,0.03322999,0.36162,6.169925,-0.69264686
0808N: GDP per capita  (current US$) - WDI,2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO,0.36162,0.27941787,0.048150003,0.35879,6.2094536,0.28670913
2707N: Failed States Index Total - Fund for Peace,1383: ICT goods exports  (% of total goods exports) - WDI,0.3616,0.2910995,0.08256,0.35892,6.044394,-0.26551938
0808N: GDP per capita  (current US$) - WDI,2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO,0.36154,0.29022998,0.039390013,0.36154,6.169925,0.26703933
2707N: Failed States Index Total - Fund for Peace,2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO,0.36147,0.35138756,0.037740022,0.36147,6.087463,-0.10041146
2707N: Failed States Index Total - Fund for Peace,1301: Population growth  (annual %) - WDI,0.36143,0.29529658,0.07677999,0.36143,6.2479277,0.25716415
2718N: External Intervention - Fund for Peace,0674: Household final consumption expenditure  (constant 2005 US$) - WDI,0.36143,0.26401356,0.11093001,0.35788,6.044394,-0.31211606
2718N: External Intervention - Fund for Peace,0778: Adjusted net national income  (current US$) - WDI,0.36142,0.24191147,0.06635001,0.36142,6.169925,-0.34570006
0835N: GNI per capita; PPP  (current international $) - WDI,0233: Interest payments on external debt; public and publicly guaranteed (PPG)  (INT; current US$) - WDI,0.3614,0.3402649,0.022669986,0.3614,5.9541965,0.14537919
0808N: GDP per capita  (current US$) - WDI,2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO,0.36135,0.2433705,0.02238001,0.35865,6.321928,0.34348142
0808N: GDP per capita  (current US$) - WDI,2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO,0.36108,0.24758606,0.038220003,0.36108,6.169925,0.3368886
2716N: Security Apparatus - Fund for Peace,0574: Time required to enforce a contract  (days) - WDI,0.36095,0.28747344,0.22186999,0.36095,6.169925,0.27106556
0808N: GDP per capita  (current US$) - WDI,2798: Balance of Payments-Exports-Other services (US dollar at current prices) - WTO,0.36094,0.196228,0.025780007,0.36094,6.2094536,0.40584728
0808N: GDP per capita  (current US$) - WDI,0767: Adjusted savings: consumption of fixed capital  (% of GNI) - WDI,0.3608,0.18638611,0.048130006,0.3608,6.4594316,0.41762888
2718N: External Intervention - Fund for Peace,0636: Mobile cellular subscriptions  (per 100 people) - WDI,0.36077,0.03558278,0.03961,0.36077,6.2479277,-0.5702519
0835N: GNI per capita; PPP  (current international $) - WDI,0852: Official exchange rate  (LCU per US$; period average) - WDI,0.36068,0.3602387,0.079129994,0.35746,6.169925,-0.021007586
2713N: Legitimacy of the State - Fund for Peace,2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO,0.36044,0.14291354,0.043599993,0.36044,6.0,-0.46639732
2707N: Failed States Index Total - Fund for Peace,0699: Exports of goods and services  (constant 2005 US$) - WDI,0.36036,0.22103277,0.034429997,0.36036,6.044394,-0.37326562
2718N: External Intervention - Fund for Peace,0848: Net current transfers from abroad  (current LCU) - WDI,0.36036,0.35867378,0.05784002,0.36036,6.044394,0.04106341
0835N: GNI per capita; PPP  (current international $) - WDI,2727: Merchandise trade-Imports-Fuels and mining products (US dollar at current prices) - WTO,0.36009,0.3005312,0.050300017,0.36009,6.169925,0.24404667
0835N: GNI per capita; PPP  (current international $) - WDI,0570: Documents to import  (number) - WDI,0.35999,0.11534153,0.030150011,0.35999,6.321928,-0.49461952
2718N: External Intervention - Fund for Peace,1324: International tourism; expenditures for travel items  (current US$) - WDI,0.35998,0.1302667,0.04503998,0.35998,6.169925,-0.47928414
0835N: GNI per capita; PPP  (current international $) - WDI,2815: Balance of Payments-Imports-Insurance and pension services (US dollar at current prices) - WTO,0.35986,0.31427252,0.06570999,0.35727,6.169925,0.21351223
0835N: GNI per capita; PPP  (current international $) - WDI,0103: Net bilateral aid flows from DAC donors; Japan  (current US$) - WDI,0.35982,0.35576615,0.13876002,0.35707,6.2094536,-0.06366999
2707N: Failed States Index Total - Fund for Peace,0853: PPP conversion factor; GDP  (LCU per international $) - WDI,0.3597,0.33817878,0.06233999,0.35718,6.2479277,0.14670108
2716N: Security Apparatus - Fund for Peace,0796: Gross value added at factor cost  (constant 2005 US$) - WDI,0.35954,0.2922862,0.06804001,0.35808,6.044394,-0.25933337
0835N: GNI per capita; PPP  (current international $) - WDI,0896: Primary education; pupils - WDI,0.35954,0.34960535,0.16685998,0.35954,6.321928,-0.099672586
0835N: GNI per capita; PPP  (current international $) - WDI,0219: Average grant element on new external debt commitments  (%) - WDI,0.35948,0.24097319,0.06944001,0.35948,5.9541965,-0.34424818
2713N: Legitimacy of the State - Fund for Peace,1300: Age dependency ratio; young  (% of working-age population) - WDI,0.35943,0.030926228,0.0458,0.35943,6.2479277,0.5731525
0808N: GDP per capita  (current US$) - WDI,0236: PPG; IDA  (INT; current US$) - WDI,0.35912,0.35340315,0.085409984,0.35912,5.9541965,-0.07561002
0835N: GNI per capita; PPP  (current international $) - WDI,1301: Population growth  (annual %) - WDI,0.3591,0.35034567,0.06095001,0.3591,6.426265,0.09356471
2718N: External Intervention - Fund for Peace,2803: Balance of Payments-Imports-Travel (US dollar at current prices) - WTO,0.35905,0.12396231,0.05705002,0.35647,6.169925,-0.48485842
2718N: External Intervention - Fund for Peace,0851: DEC alternative conversion factor  (LCU per US$) - WDI,0.35901,0.34247276,0.097660005,0.35901,6.2479277,0.12859727
0835N: GNI per capita; PPP  (current international $) - WDI,0575: Time required to register property  (days) - WDI,0.35897,0.30686623,0.12573,0.3541,6.357552,-0.22826244
0808N: GDP per capita  (current US$) - WDI,0694: Gross national expenditure  (constant 2005 US$) - WDI,0.35888,0.3294865,0.071560025,0.35609,6.2479277,0.17144541
0835N: GNI per capita; PPP  (current international $) - WDI,0743: Industry; value added  (current US$) - WDI,0.35886,0.34173876,0.05539,0.35681,6.3923173,0.13084807
0808N: GDP per capita  (current US$) - WDI,0766: Adjusted savings: consumption of fixed capital  (current US$) - WDI,0.35885,0.30975047,0.04227999,0.35885,6.321928,0.22158416
2713N: Legitimacy of the State - Fund for Peace,1295: Population ages 0-14  (% of total) - WDI,0.35882,-0.021205753,0.037719995,0.35882,6.2479277,0.6164623
2704N: Corruption perceptions index - Transparency,1952: Number of neonatal deaths (thousands) - WHO,0.35881,0.3423425,0.042490005,0.35776,6.2479277,-0.12832585
2716N: Security Apparatus - Fund for Peace,0006: Arable land  (hectares) - WDI,0.35865,0.35854214,0.2159,0.35865,6.2479277,-0.010385629
0835N: GNI per capita; PPP  (current international $) - WDI,0033: Imports of goods and services  (BoP; current US$) - WDI,0.35855,0.33131355,0.042550012,0.35855,6.357552,0.16503477
0835N: GNI per capita; PPP  (current international $) - WDI,0767: Adjusted savings: consumption of fixed capital  (% of GNI) - WDI,0.35853,0.20262976,0.027980015,0.35853,6.426265,0.39484206
0808N: GDP per capita  (current US$) - WDI,2822: Balance of Payments-Imports-Other business services (US dollar at current prices) - WTO,0.35849,0.13703752,0.028129995,0.35849,6.169925,0.47058737
0808N: GDP per capita  (current US$) - WDI,0837: Gross savings  (current US$) - WDI,0.35834,0.31445682,0.042490005,0.35834,6.129283,0.2094831
2704N: Corruption perceptions index - Transparency,0735: Agriculture; value added  (constant LCU) - WDI,0.35833,0.35204634,0.12585,0.35489,6.169925,-0.07926961
2704N: Corruption perceptions index - Transparency,0852: Official exchange rate  (LCU per US$; period average) - WDI,0.35746,0.35678053,0.12292999,0.35414,6.129283,-0.026066275
0835N: GNI per capita; PPP  (current international $) - WDI,2709: Refugees and IDPs - Fund for Peace,0.35741,0.07236487,0.04866001,0.35524,6.2094536,-0.5338962
2716N: Security Apparatus - Fund for Peace,0059: ICT service exports  (BoP; current US$) - WDI,0.35739,0.21302879,0.026720002,0.35739,5.807355,-0.37994894
0835N: GNI per capita; PPP  (current international $) - WDI,2809: Balance of Payments-Exports-Telecommunications services (US dollar at current prices) - WTO,0.35728,0.1326215,0.021129996,0.35404,6.0,0.47398153
2713N: Legitimacy of the State - Fund for Peace,0010: Permanent cropland  (% of land area) - WDI,0.35724,0.3405143,0.23006,0.35724,6.2479277,0.12932783
2707N: Failed States Index Total - Fund for Peace,2789: Balance of Payments-Exports-Other commercial services (US dollar at current prices) - WTO,0.3572,0.1957743,0.03501001,0.35494,6.169925,-0.40177816
2713N: Legitimacy of the State - Fund for Peace,0570: Documents to import  (number) - WDI,0.35718,-0.03280428,0.06533998,0.35718,4.4594316,0.6244872
2707N: Failed States Index Total - Fund for Peace,0477: Money and quasi money  as % of GDP (M2) - WDI,0.35705,0.14992544,0.06915,0.35705,6.087463,-0.4551094
0835N: GNI per capita; PPP  (current international $) - WDI,0334: Debt service on external debt; public and publicly guaranteed (PPG)  (TDS; current US$) - WDI,0.35696,0.33993354,0.022129998,0.35696,5.9541965,0.13048546
2707N: Failed States Index Total - Fund for Peace,2750: Merchandise trade-Exports-Automotive products (US dollar at current prices) - WTO,0.35688,0.23402804,0.06421998,0.35688,6.087463,-0.35050246
0835N: GNI per capita; PPP  (current international $) - WDI,0120: Principal repayments on external debt; long-term  (AMT; current US$) - WDI,0.35654,0.33309206,0.051929995,0.35654,5.9541965,0.1531272
2707N: Failed States Index Total - Fund for Peace,1324: International tourism; expenditures for travel items  (current US$) - WDI,0.35651,0.20397912,0.05138001,0.35651,6.169925,-0.39055204
0808N: GDP per capita  (current US$) - WDI,2805: Balance of Payments-Imports-Services (US dollar at current prices) - WTO,0.35645,0.15893753,0.025830016,0.35369,6.2854023,0.44442374
2716N: Security Apparatus - Fund for Peace,1093: Incidence of tuberculosis  (per 100;000 people) - WDI,0.3564,0.2682534,0.06975001,0.3564,6.2479277,0.296895
0835N: GNI per capita; PPP  (current international $) - WDI,0232: Interest payments on external debt; private nonguaranteed (PNG)  (INT; current US$) - WDI,0.3563,0.33182645,0.02881001,0.3563,5.9541965,0.15644021
0808N: GDP per capita  (current US$) - WDI,0896: Primary education; pupils - WDI,0.35629,0.3464808,0.15267001,0.3513,6.357552,-0.09904147
0835N: GNI per capita; PPP  (current international $) - WDI,0686: Final consumption expenditure; etc.  (% of GDP) - WDI,0.35625,0.085795134,0.03374,0.35625,6.2094536,-0.52005273
2718N: External Intervention - Fund for Peace,0766: Adjusted savings: consumption of fixed capital  (current US$) - WDI,0.35533,0.23354521,0.057069987,0.3528,6.2479277,-0.34897676
2713N: Legitimacy of the State - Fund for Peace,2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO,0.35527,0.34149694,0.06346001,0.35527,6.087463,-0.11735861
2718N: External Intervention - Fund for Peace,1398: Merchandise exports by the reporting economy  (current US$) - WDI,0.35524,0.15149811,0.04486999,0.35524,6.2094536,-0.45137775
0835N: GNI per capita; PPP  (current international $) - WDI,0639: Fixed broadband subscriptions - WDI,0.35522,0.3447154,0.054930016,0.35522,6.357552,0.10249197
2707N: Failed States Index Total - Fund for Peace,1900: Fixed-broadband subscriptions - ITU,0.35521,0.32813698,0.096379995,0.35521,6.169925,-0.16453883
2707N: Failed States Index Total - Fund for Peace,0946: Secondary education; general pupils  (% female) - WDI,0.35503,0.11928493,0.03812,0.35245,6.087463,-0.48553586
2718N: External Intervention - Fund for Peace,0720: Imports of goods and services  (current US$) - WDI,0.35484,0.14351057,0.04852,0.35247,6.2094536,-0.45970583
0808N: GDP per capita  (current US$) - WDI,0003: Fertilizer consumption  (kilograms per hectare of arable land) - WDI,0.35459,0.2920276,0.097540006,0.35459,6.2094536,0.25012475
0808N: GDP per capita  (current US$) - WDI,0200: PPG; bonds  (DOD; current US$) - WDI,0.35455,0.3234952,0.051649988,0.35455,5.9541965,0.17622373
2716N: Security Apparatus - Fund for Peace,1288: Fertility rate; total  (births per woman) - WDI,0.35445,0.046500534,0.04255998,0.35445,6.2479277,0.55493194
2718N: External Intervention - Fund for Peace,0585: Tax payments  (number) - WDI,0.35425,0.1602916,0.04378,0.35425,6.129283,0.4404071
2707N: Failed States Index Total - Fund for Peace,2818: Balance of Payments-Imports-Telecommunications; computer; and information services (US dollar at current prices) - WTO,0.35419,0.1576205,0.035890013,0.35419,6.044394,-0.44336158
0835N: GNI per capita; PPP  (current international $) - WDI,2753: Merchandise trade-Imports-Integrated circuits and electronic components (US dollar at current prices) - WTO,0.35412,0.33642256,0.036180004,0.35145,6.169925,0.13303165
2716N: Security Apparatus - Fund for Peace,2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO,0.35408,0.13922192,0.07575999,0.35408,6.087463,-0.46352786
2713N: Legitimacy of the State - Fund for Peace,0006: Arable land  (hectares) - WDI,0.35407,0.3499578,0.2372,0.35407,6.2479277,-0.064126454
0835N: GNI per capita; PPP  (current international $) - WDI,2740: Merchandise trade-Exports-Fuels (US dollar at current prices) - WTO,0.35404,0.21151651,0.0563,0.35147,6.169925,0.37752283
0808N: GDP per capita  (current US$) - WDI,0691: Gross national expenditure deflator  (base year varies by country) - WDI,0.35401,0.32996356,0.05944,0.35401,6.129283,-0.15506905
2704N: Corruption perceptions index - Transparency,0641: Secure Internet servers - WDI,0.35396,0.29415384,0.032210022,0.35396,6.2094536,0.244553
0835N: GNI per capita; PPP  (current international $) - WDI,0759: Services; etc.; value added  (% of GDP) - WDI,0.35396,0.24152713,0.035190016,0.35396,6.357552,0.33531013
0835N: GNI per capita; PPP  (current international $) - WDI,0035: Goods imports  (BoP; current US$) - WDI,0.35382,0.32783672,0.042380005,0.35382,6.357552,0.16119331
2718N: External Intervention - Fund for Peace,0853: PPP conversion factor; GDP  (LCU per international $) - WDI,0.35379,0.33616048,0.16907999,0.35096,6.2479277,0.13277619
0835N: GNI per capita; PPP  (current international $) - WDI,0726: External balance on goods and services  (current US$) - WDI,0.35371,0.3487408,0.08383,0.35371,6.2479277,0.070492625
2707N: Failed States Index Total - Fund for Peace,2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO,0.35369,0.16955318,0.036190003,0.35369,6.129283,-0.42911166
2707N: Failed States Index Total - Fund for Peace,2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO,0.35365,0.09996891,0.04964,0.35365,6.087463,-0.50366765
0808N: GDP per capita  (current US$) - WDI,1323: International tourism; receipts for travel items  (current US$) - WDI,0.35355,0.3257061,0.032769978,0.35355,6.3923173,0.16686486
0835N: GNI per capita; PPP  (current international $) - WDI,1361: Merchandise imports  (current US$) - WDI,0.35354,0.3314416,0.058569998,0.3517,6.426265,0.14865524
0835N: GNI per capita; PPP  (current international $) - WDI,1376: Transport services  (% of commercial service imports) - WDI,0.35332,0.116972506,0.020019993,0.35332,6.321928,-0.48615584
0808N: GDP per capita  (current US$) - WDI,2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO,0.35324,0.3131452,0.024049997,0.35324,6.087463,0.20023693
0808N: GDP per capita  (current US$) - WDI,0043: Secondary income; other sectors; payments  (BoP; current US$) - WDI,0.35313,0.30519456,0.021180004,0.35097,6.357552,0.21894167
0808N: GDP per capita  (current US$) - WDI,0852: Official exchange rate  (LCU per US$; period average) - WDI,0.353,0.35270098,0.08391,0.353,6.169925,-0.017291827
0808N: GDP per capita  (current US$) - WDI,0937: Children out of school  (% of primary school age) - WDI,0.35283,0.236738,0.033889994,0.3498,6.169925,-0.34072274
2718N: External Intervention - Fund for Peace,0822: GNI; Atlas method  (current US$) - WDI,0.35275,0.23428923,0.07431999,0.35275,6.2094536,-0.3441813
2707N: Failed States Index Total - Fund for Peace,1103: Health expenditure; public  (% of GDP) - WDI,0.35271,-0.07479292,0.051970005,0.35271,6.169925,-0.6538371
2718N: External Intervention - Fund for Peace,0574: Time required to enforce a contract  (days) - WDI,0.35266,0.2981203,0.24000001,0.35266,6.169925,0.2335374
0808N: GDP per capita  (current US$) - WDI,0343: PPG; bonds  (TDS; current US$) - WDI,0.35264,0.3258558,0.04170999,0.35264,5.9541965,0.16365884
2716N: Security Apparatus - Fund for Peace,2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO,0.35237,0.21777971,0.06944001,0.35237,6.044394,-0.3668655
2716N: Security Apparatus - Fund for Peace,0016: Forest area  (sq. km) - WDI,0.35227,0.35225776,0.26808,0.35227,6.2479277,-0.003500118
2716N: Security Apparatus - Fund for Peace,0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI,0.35218,0.18802038,0.049060002,0.35218,5.807355,-0.40516618
2707N: Failed States Index Total - Fund for Peace,0639: Fixed broadband subscriptions - WDI,0.35204,0.3245865,0.09009999,0.35006,6.2094536,-0.16569093
0808N: GDP per capita  (current US$) - WDI,0722: Imports of goods and services  (constant 2005 US$) - WDI,0.35203,0.32745668,0.03852001,0.34961,6.2479277,0.15675884
2707N: Failed States Index Total - Fund for Peace,1074: People practicing open defecation; urban  (% of urban population) - WDI,0.35201,0.2478718,0.044730008,0.35201,6.2094536,0.32270452
0835N: GNI per capita; PPP  (current international $) - WDI,0491: Domestic credit provided by financial sector  (% of GDP) - WDI,0.35198,0.14724615,0.03485,0.34945,6.357552,0.45247525
2718N: External Intervention - Fund for Peace,2822: Balance of Payments-Imports-Other business services (US dollar at current prices) - WTO,0.35197,0.075104445,0.049459994,0.34887,6.129283,-0.52618015
0835N: GNI per capita; PPP  (current international $) - WDI,2802: Balance of Payments-Imports-Transport (US dollar at current prices) - WTO,0.35184,0.21082918,0.03189002,0.35184,6.169925,0.37551406
2713N: Legitimacy of the State - Fund for Peace,0588: Time required to build a warehouse  (days) - WDI,0.35183,0.33896214,0.25634,0.34674,6.169925,0.11343663
0835N: GNI per capita; PPP  (current international $) - WDI,1310: Rural population - WDI,0.35183,0.34263295,0.14444,0.35183,6.426265,-0.09590124
0808N: GDP per capita  (current US$) - WDI,0936: Children out of school; male  (% of male primary school age) - WDI,0.35172,0.23058774,0.032649994,0.34856,6.087463,-0.3480406
2718N: External Intervention - Fund for Peace,0834: GNI per capita  (constant LCU) - WDI,0.35154,0.3452121,0.24099,0.34817,6.087463,0.07954814
2718N: External Intervention - Fund for Peace,0639: Fixed broadband subscriptions - WDI,0.35131,0.2733943,0.044400007,0.34877,6.2094536,-0.27913392
2707N: Failed States Index Total - Fund for Peace,0847: Net current transfers from abroad  (current US$) - WDI,0.35117,0.27316839,0.03215,0.35117,6.087463,0.2792877
2718N: External Intervention - Fund for Peace,1371: Merchandise imports by the reporting economy  (current US$) - WDI,0.35116,0.15628594,0.0501,0.35116,6.2094536,-0.4414454
0808N: GDP per capita  (current US$) - WDI,0066: Service exports  (BoP; current US$) - WDI,0.35116,0.31581083,0.02477999,0.35116,6.3923173,0.18801373
0835N: GNI per capita; PPP  (current international $) - WDI,0802: GDP  (constant 2005 US$) - WDI,0.35099,0.32391918,0.034899995,0.35099,6.426265,0.1645321
2704N: Corruption perceptions index - Transparency,0691: Gross national expenditure deflator  (base year varies by country) - WDI,0.35097,0.3128009,0.072840005,0.34808,6.129283,-0.19536911
2718N: External Intervention - Fund for Peace,0637: Fixed telephone subscriptions - WDI,0.35086,0.28921935,0.14564,0.35086,6.2479277,-0.24827535
0808N: GDP per capita  (current US$) - WDI,0039: Transport services  (% of service imports; BoP) - WDI,0.35069,0.14478968,0.026559994,0.35069,6.357552,-0.4537624
2718N: External Intervention - Fund for Peace,2800: Balance of Payments-Imports-Commercial services (US dollar at current prices) - WTO,0.35055,0.08284271,0.037809998,0.35055,6.2094536,-0.5174044
0835N: GNI per capita; PPP  (current international $) - WDI,0049: Net trade in goods and services  (BoP; current US$) - WDI,0.35031,0.34466997,0.090059996,0.35031,6.2094536,0.07510008
2713N: Legitimacy of the State - Fund for Peace,0574: Time required to enforce a contract  (days) - WDI,0.3503,0.30449408,0.22176002,0.3503,6.169925,0.21402323
0808N: GDP per capita  (current US$) - WDI,0477: Money and quasi money  as % of GDP (M2) - WDI,0.3503,0.18067119,0.07378,0.3503,6.2854023,0.4118602
0808N: GDP per capita  (current US$) - WDI,0760: Adjusted savings: education expenditure  (current US$) - WDI,0.35021,0.2953713,0.04005,0.34783,6.2854023,0.23417671
2718N: External Intervention - Fund for Peace,0460: Domestic credit to private sector by banks  (% of GDP) - WDI,0.35015,0.33552945,0.031889975,0.35015,6.169925,-0.1209154
2713N: Legitimacy of the State - Fund for Peace,1290: Survival to age 65; male  (% of cohort) - WDI,0.35012,-0.036202937,0.033469975,0.35012,6.2479277,-0.62154883
2718N: External Intervention - Fund for Peace,1897: Fixed-telephone subscriptions - ITU,0.35006,0.28870434,0.14322999,0.34663,6.2479277,-0.24770075
0835N: GNI per capita; PPP  (current international $) - WDI,0205: External debt stocks; long-term private sector  (DOD; current US$) - WDI,0.35005,0.32628125,0.03864999,0.35005,5.9541965,0.15417114
2704N: Corruption perceptions index - Transparency,1103: Health expenditure; public  (% of GDP) - WDI,0.35002,-0.06669265,0.05658999,0.34749,6.2479277,0.64553285
2716N: Security Apparatus - Fund for Peace,0017: Forest area  (% of land area) - WDI,0.35,0.34098953,0.24483,0.35,6.2479277,-0.09492351
2718N: External Intervention - Fund for Peace,1290: Survival to age 65; male  (% of cohort) - WDI,0.34989,0.0022165477,0.055319995,0.34989,6.0,-0.5896384
2716N: Security Apparatus - Fund for Peace,2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO,0.3498,0.24662189,0.05850999,0.3498,6.087463,-0.32121348
2707N: Failed States Index Total - Fund for Peace,2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO,0.34977,0.3076271,0.05618,0.34977,6.044394,-0.20528734
2707N: Failed States Index Total - Fund for Peace,0761: Adjusted savings: education expenditure  (% of GNI) - WDI,0.34976,0.27680486,0.11634,0.34976,6.2094536,-0.27010208
2713N: Legitimacy of the State - Fund for Peace,0699: Exports of goods and services  (constant 2005 US$) - WDI,0.34961,0.21289082,0.087660015,0.34961,6.044394,-0.36975557
2718N: External Intervention - Fund for Peace,0737: Manufacturing; value added  (current US$) - WDI,0.34951,0.25355694,0.044480026,0.34951,6.129283,-0.30976295
2704N: Corruption perceptions index - Transparency,0570: Documents to import  (number) - WDI,0.34943,-0.025370032,0.028209984,0.34943,6.2094536,-0.61220914
2707N: Failed States Index Total - Fund for Peace,1213: Ratio of female to male labor force participation rate (%)  (modeled ILO estimate) - WDI,0.3494,0.3325098,0.13023001,0.34643,6.2479277,-0.12996241
2718N: External Intervention - Fund for Peace,0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI,0.34939,0.23226613,0.04705,0.34672,6.044394,-0.34223366
0808N: GDP per capita  (current US$) - WDI,0575: Time required to register property  (days) - WDI,0.34929,0.3085582,0.12750001,0.34929,6.357552,-0.20182124
0808N: GDP per capita  (current US$) - WDI,0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI,0.34923,0.30246347,0.04512,0.34607,6.2479277,0.21625565
0808N: GDP per capita  (current US$) - WDI,0057: Grants; excluding technical cooperation  (BoP; current US$) - WDI,0.34922,0.34664503,0.04332,0.34922,6.044394,-0.05074418
2713N: Legitimacy of the State - Fund for Peace,0062: Primary income receipts  (BoP; current US$) - WDI,0.34901,0.17591348,0.037880003,0.34901,5.9068904,-0.41604868
2718N: External Intervention - Fund for Peace,2804: Balance of Payments-Imports-Other commercial services (US dollar at current prices) - WTO,0.34894,0.08927557,0.05839002,0.34615,6.169925,-0.5095728
2707N: Failed States Index Total - Fund for Peace,0848: Net current transfers from abroad  (current LCU) - WDI,0.3488,0.34532946,0.041620016,0.3488,6.087463,0.058911197
2713N: Legitimacy of the State - Fund for Peace,0492: Domestic credit to private sector  (% of GDP) - WDI,0.3488,-0.09736353,0.035320014,0.3488,6.169925,-0.66795474
2718N: External Intervention - Fund for Peace,0017: Forest area  (% of land area) - WDI,0.34869,0.3456875,0.28653002,0.34869,6.2479277,-0.05479509
0835N: GNI per capita; PPP  (current international $) - WDI,0133: PPG; private creditors  (AMT; current US$) - WDI,0.34867,0.32993644,0.01891999,0.34867,5.9541965,0.13687062
0808N: GDP per capita  (current US$) - WDI,1324: International tourism; expenditures for travel items  (current US$) - WDI,0.34866,0.31858355,0.043259993,0.34866,6.3923173,0.17342563
2713N: Legitimacy of the State - Fund for Peace,0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI,0.34831,0.27174938,0.023990005,0.34831,6.0,-0.27669588
0835N: GNI per capita; PPP  (current international $) - WDI,1270: Depth of the food deficit  (kilocalories per person per day) - WDI,0.34828,0.19192524,0.024739996,0.34828,6.0,-0.3954172
0835N: GNI per capita; PPP  (current international $) - WDI,0283: PPG; private creditors  (NFL; current US$) - WDI,0.34827,0.32904044,0.16603,0.34827,5.9541965,0.1386707
0808N: GDP per capita  (current US$) - WDI,0376: Fossil fuel energy consumption  (% of total) - WDI,0.34796,0.28273124,0.050329983,0.34537,6.2479277,0.2553992
2716N: Security Apparatus - Fund for Peace,0456: Commercial bank branches  (per 100;000 adults) - WDI,0.34795,0.15662451,0.036929995,0.34795,6.2094536,-0.4374077
2707N: Failed States Index Total - Fund for Peace,0739: Manufacturing; value added  (constant 2005 US$) - WDI,0.34793,0.25463206,0.045100003,0.3451,6.087463,-0.30544716
2713N: Legitimacy of the State - Fund for Peace,1383: ICT goods exports  (% of total goods exports) - WDI,0.3479,0.3018425,0.06512001,0.3447,6.044394,-0.21461008
0835N: GNI per capita; PPP  (current international $) - WDI,0162: Disbursements on external debt; private nonguaranteed (PNG)  (DIS; current US$) - WDI,0.34789,0.32274505,0.034339994,0.34789,5.9541965,0.15857157
2718N: External Intervention - Fund for Peace,0800: GDP  (current US$) - WDI,0.34786,0.22715113,0.079540014,0.34557,6.2479277,-0.34743184
2718N: External Intervention - Fund for Peace,2709: Refugees and IDPs - Fund for Peace,0.34783,-0.15614432,0.022310019,0.34733,6.2479277,0.70991147
0808N: GDP per capita  (current US$) - WDI,1301: Population growth  (annual %) - WDI,0.34782,0.3460364,0.041279987,0.34556,6.491853,-0.042232666
0835N: GNI per capita; PPP  (current international $) - WDI,0720: Imports of goods and services  (current US$) - WDI,0.34773,0.32473636,0.05612001,0.34773,6.3923173,0.15163657
2718N: External Intervention - Fund for Peace,1900: Fixed-broadband subscriptions - ITU,0.34755,0.2698015,0.04455,0.34755,6.169925,-0.2788342
2713N: Legitimacy of the State - Fund for Peace,0851: DEC alternative conversion factor  (LCU per US$) - WDI,0.34743,0.32025713,0.14631999,0.34743,6.2479277,0.16484189
0808N: GDP per capita  (current US$) - WDI,1334: Share of tariff lines with specific rates; manufactured products  (%) - WDI,0.34743,0.34214324,0.12427001,0.34743,6.044394,0.07271003
2707N: Failed States Index Total - Fund for Peace,0897: Primary education; pupils  (% female) - WDI,0.34739,0.21840233,0.10749,0.34443,6.129283,-0.35914853
2713N: Legitimacy of the State - Fund for Peace,2709: Refugees and IDPs - Fund for Peace,0.34739,-0.13311052,0.016659975,0.34395,6.2479277,0.69318146
2707N: Failed States Index Total - Fund for Peace,0041: Foreign direct investment; net outflows  (BoP; current US$) - WDI,0.34736,0.21489847,0.07308,0.34736,6.087463,-0.36395264
2704N: Corruption perceptions index - Transparency,1096: Out-of-pocket health expenditure  (% of total expenditure on health) - WDI,0.34732,0.07553241,0.043089986,0.34493,6.2479277,-0.5213325
