@relation MINE-Indicator-2011-2716_clustered

@attribute Instance_number numeric
@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
147,'2716N: Security Apparatus - Fund for Peace - 3','2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO - 1739',0.37211,0.290308,0.05724,0.35898,4.321928,-0.286011,cluster3
148,'2716N: Security Apparatus - Fund for Peace - 3','1290: Survival to age 65; male  (\% of cohort) - WDI - 1195',0.37191,0.030256,0.02968,0.35423,4.459432,-0.584512,cluster1
149,'2716N: Security Apparatus - Fund for Peace - 3','1383: ICT goods exports  (\% of total goods exports) - WDI - 1288',0.371,0.292686,0.042,0.371,4.169925,-0.279847,cluster3
150,'2716N: Security Apparatus - Fund for Peace - 3','2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO - 1737',0.37087,0.212259,0.0681,0.36034,4.321928,-0.39826,cluster4
151,'2716N: Security Apparatus - Fund for Peace - 3','1388: Merchandise exports  (current US$) - WDI - 1293',0.36998,0.264148,0.12011,0.35367,4.459432,-0.325319,cluster3
152,'2716N: Security Apparatus - Fund for Peace - 3','2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO - 1775',0.36998,0.264151,0.12011,0.35367,4.459432,-0.325314,cluster3
153,'2716N: Security Apparatus - Fund for Peace - 3','1075: People practicing open defecation  (\% of population) - WDI - 991',0.36974,0.211918,0.05525,0.36974,4.321928,0.397268,cluster6
154,'2716N: Security Apparatus - Fund for Peace - 3','2792: Balance of Payments-Exports-Financial services (US dollar at current prices) - WTO - 1787',0.36943,0.254869,0.04794,0.36032,4.169925,-0.338468,cluster4
155,'2716N: Security Apparatus - Fund for Peace - 3','1362: Merchandise imports from high-income economies  (\% of total merchandise imports) - WDI - 1267',0.36935,0.079439,0.11355,0.36935,4.321928,-0.538434,cluster1
156,'2716N: Security Apparatus - Fund for Peace - 3','0625: Burden of customs procedure; WEF  (1=extremely inefficient to 7=extremely efficient) - WDI - 566',0.369,-0.009725,0.05408,0.369,4.169925,-0.615406,cluster1
157,'2716N: Security Apparatus - Fund for Peace - 3','0791: GDP deflator  (base year varies by country) - WDI - 723',0.36894,0.33324,0.08153,0.36894,3.807355,0.188945,cluster6
158,'2716N: Security Apparatus - Fund for Peace - 3','0594: Scientific and technical journal articles - WDI - 535',0.36769,0.315869,0.10104,0.35379,4.459432,-0.227643,cluster3
159,'2716N: Security Apparatus - Fund for Peace - 3','0367: Electricity production from renewable sources; excluding hydroelectric  (\% of total) - WDI - 356',0.3675,0.192836,0.10764,0.3675,4.169925,-0.417929,cluster4
160,'2716N: Security Apparatus - Fund for Peace - 3','1398: Merchandise exports by the reporting economy  (current US$) - WDI - 1303',0.36747,0.260805,0.12277,0.36747,4.321928,-0.326596,cluster3
161,'2716N: Security Apparatus - Fund for Peace - 3','2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO - 1740',0.36729,0.344498,0.03476,0.34899,4.321928,-0.150969,cluster3
162,'2716N: Security Apparatus - Fund for Peace - 3','2752: Merchandise trade-Imports-Electronic data processing and office equipment (US dollar at current prices) - WTO - 1747',0.36636,0.280217,0.09338,0.35486,4.321928,-0.293502,cluster3
163,'2716N: Security Apparatus - Fund for Peace - 3','2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO - 1792',0.36537,0.205006,0.03114,0.36537,4.321928,-0.400454,cluster4
164,'2716N: Security Apparatus - Fund for Peace - 3','1371: Merchandise imports by the reporting economy  (current US$) - WDI - 1276',0.36503,0.256933,0.09149,0.36503,4.321928,-0.328781,cluster3
165,'2716N: Security Apparatus - Fund for Peace - 3','0691: Gross national expenditure deflator  (base year varies by country) - WDI - 623',0.3646,0.320508,0.07789,0.3646,3.584963,0.209981,cluster6
166,'2716N: Security Apparatus - Fund for Peace - 3','0029: Cereal yield  (kg per hectare) - WDI - 26',0.36362,0.266343,0.05808,0.36362,4.321928,-0.311892,cluster3
167,'2716N: Security Apparatus - Fund for Peace - 3','0778: Adjusted net national income  (current US$) - WDI - 710',0.36339,0.305287,0.14781,0.36339,4.321928,-0.241045,cluster3
168,'2716N: Security Apparatus - Fund for Peace - 3','0790: Inflation; GDP deflator  (annual \%) - WDI - 722',0.36218,0.240299,0.09689,0.36218,4.321928,0.349114,cluster6
169,'2716N: Security Apparatus - Fund for Peace - 3','0697: Exports of goods and services  (current US$) - WDI - 629',0.36192,0.238934,0.09487,0.36192,4.321928,-0.350693,cluster3
170,'2716N: Security Apparatus - Fund for Peace - 3','2789: Balance of Payments-Exports-Other commercial services (US dollar at current prices) - WTO - 1784',0.36124,0.234224,0.08709,0.34936,4.321928,-0.356394,cluster4
171,'2716N: Security Apparatus - Fund for Peace - 3','2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO - 1742',0.36021,0.34535,0.0683,0.34955,4.321928,-0.121903,cluster3
172,'2716N: Security Apparatus - Fund for Peace - 3','0671: Household final consumption expenditure; etc.  (\% of GDP) - WDI - 603',0.35994,0.258767,0.08201,0.34285,4.321928,0.318077,cluster6
173,'2716N: Security Apparatus - Fund for Peace - 3','0492: Domestic credit to private sector  (\% of GDP) - WDI - 441',0.35933,-0.015704,0.03775,0.35933,4.321928,-0.6124,cluster1
174,'2716N: Security Apparatus - Fund for Peace - 3','2822: Balance of Payments-Imports-Other business services (US dollar at current prices) - WTO - 1817',0.35932,0.185355,0.0813,0.34216,4.321928,-0.417091,cluster4
175,'2716N: Security Apparatus - Fund for Peace - 3','1952: Number of neonatal deaths (thousands) - WHO - 1678',0.35836,0.315675,0.01615,0.35039,4.459432,0.206602,cluster6
176,'2716N: Security Apparatus - Fund for Peace - 3','0944: Secondary education; pupils  (\% female) - WDI - 874',0.35826,0.226033,0.14257,0.35826,4.169925,-0.363631,cluster3
177,'2716N: Security Apparatus - Fund for Peace - 3','2837: Total health expenditure as a percent of GDP by institutional sector/ Institutional Sector = Private (Units Percentage) - ILO - 1832',0.35779,0.072216,0.04508,0.35779,4.321928,-0.534391,cluster4
178,'2716N: Security Apparatus - Fund for Peace - 3','2839: Percentage of health care expenditure not financed by private households; out of pocket payments/ Total = Value (Units Percentage) - ILO - 1834',0.35779,0.072216,0.04508,0.35779,4.321928,-0.534391,cluster4
179,'2716N: Security Apparatus - Fund for Peace - 3','0626: Quality of port infrastructure; WEF  (1=extremely underdeveloped to 7=well developed and efficient by international standards) - WDI - 567',0.35771,0.020114,0.07791,0.35771,3.807355,-0.58103,cluster1
180,'2716N: Security Apparatus - Fund for Peace - 3','2798: Balance of Payments-Exports-Other services (US dollar at current prices) - WTO - 1793',0.35753,0.232745,0.06101,0.34533,4.321928,-0.353249,cluster4
181,'2716N: Security Apparatus - Fund for Peace - 3','1402: Commercial service exports  (current US$) - WDI - 1307',0.3575,0.200593,0.03287,0.3575,4.321928,-0.396115,cluster4
182,'2716N: Security Apparatus - Fund for Peace - 3','0879: School enrollment; primary (gross); gender parity index  (GPI) - WDI - 809',0.35715,0.172306,0.038,0.35715,4.169925,-0.429935,cluster4
183,'2716N: Security Apparatus - Fund for Peace - 3','0720: Imports of goods and services  (current US$) - WDI - 652',0.35582,0.238706,0.09092,0.35582,4.321928,-0.342219,cluster3
184,'2716N: Security Apparatus - Fund for Peace - 3','0756: Services; etc.; value added  (constant 2005 US$) - WDI - 688',0.35466,0.291319,0.11671,0.35466,4.169925,-0.251677,cluster3
185,'2716N: Security Apparatus - Fund for Peace - 3','1319: International tourism; receipts  (current US$) - WDI - 1224',0.35432,0.254646,0.09384,0.35432,4.321928,-0.315711,cluster3
186,'2716N: Security Apparatus - Fund for Peace - 3','1903: Cellular subscribers (per 100 population) - WHO - 1660',0.3539,0.102887,0.07232,0.3539,4.321928,-0.501012,cluster4
187,'2716N: Security Apparatus - Fund for Peace - 3','1315: Urban population  (\% of total) - WDI - 1220',0.35342,0.064253,0.06191,0.34317,4.459432,-0.537743,cluster4
188,'2716N: Security Apparatus - Fund for Peace - 3','1310: Rural population - WDI - 1215',0.35332,0.339729,0.0712,0.33706,4.459432,0.116581,cluster3
189,'2716N: Security Apparatus - Fund for Peace - 3','0289: Net official flows from UN agencies; UNDP  (current US$) - WDI - 281',0.35305,0.174777,0.05024,0.3366,4.169925,0.422224,cluster6
190,'2716N: Security Apparatus - Fund for Peace - 3','0760: Adjusted savings: education expenditure  (current US$) - WDI - 692',0.35287,0.2824,0.10477,0.35287,4.321928,-0.265462,cluster3
191,'2716N: Security Apparatus - Fund for Peace - 3','0035: Goods imports  (BoP; current US$) - WDI - 32',0.35266,0.252054,0.09386,0.35266,4.321928,-0.317185,cluster3
192,'2716N: Security Apparatus - Fund for Peace - 3','2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO - 1811',0.35022,0.208835,0.04636,0.32932,4.169925,-0.376012,cluster4
193,'2716N: Security Apparatus - Fund for Peace - 3','0571: Time to import  (days) - WDI - 517',0.34996,0.035027,0.04314,0.34996,4.321928,0.561189,cluster6
194,'2716N: Security Apparatus - Fund for Peace - 3','0675: Household final consumption expenditure  (annual \% growth) - WDI - 607',0.34669,0.337397,0.11726,0.34669,4.169925,0.096399,cluster3
195,'2716N: Security Apparatus - Fund for Peace - 3','0062: Primary income receipts  (BoP; current US$) - WDI - 59',0.34648,0.197774,0.03729,0.34648,4.321928,-0.385625,cluster4
196,'2716N: Security Apparatus - Fund for Peace - 3','1403: High-technology exports  (current US$) - WDI - 1308',0.34634,0.292199,0.05387,0.34634,4.169925,-0.232682,cluster3
197,'2716N: Security Apparatus - Fund for Peace - 3','2731: Merchandise trade-Imports-Chemicals (US dollar at current prices) - WTO - 1726',0.34441,0.234791,0.08529,0.32546,4.321928,-0.331087,cluster4
198,'2716N: Security Apparatus - Fund for Peace - 3','1354: Food imports  (\% of merchandise imports) - WDI - 1259',0.34428,0.162146,0.1103,0.34428,4.169925,0.426771,cluster6
199,'2716N: Security Apparatus - Fund for Peace - 3','0660: General government final consumption expenditure  (current US$) - WDI - 592',0.34396,0.266569,0.10193,0.33043,4.321928,-0.278192,cluster3
200,'2716N: Security Apparatus - Fund for Peace - 3','2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO - 1743',0.34318,0.287929,0.06339,0.34318,4.169925,-0.235055,cluster3
201,'2716N: Security Apparatus - Fund for Peace - 3','1312: Rural population  (\% of total population) - WDI - 1217',0.34313,0.053973,0.05161,0.33288,4.459432,0.537734,cluster6
202,'2716N: Security Apparatus - Fund for Peace - 3','0754: Services; etc.; value added  (current US$) - WDI - 686',0.34223,0.280713,0.11605,0.33039,4.321928,-0.248026,cluster3
203,'2716N: Security Apparatus - Fund for Peace - 3','1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI - 1184',0.34198,0.096053,0.05203,0.34198,4.321928,0.49591,cluster6
204,'2716N: Security Apparatus - Fund for Peace - 3','0065: Goods exports  (BoP; current US$) - WDI - 62',0.34086,0.243049,0.09092,0.34086,4.321928,-0.312747,cluster3
205,'2716N: Security Apparatus - Fund for Peace - 3','0545: Private credit bureau coverage  (\% of adults) - WDI - 492',0.34046,0.098569,0.12304,0.34046,4.321928,-0.491824,cluster4
206,'2716N: Security Apparatus - Fund for Peace - 3','1361: Merchandise imports  (current US$) - WDI - 1266',0.33873,0.232213,0.05679,0.32538,4.459432,-0.32637,cluster4
207,'2716N: Security Apparatus - Fund for Peace - 3','2781: Merchandise trade-Imports-Total merchandise (US dollar at current prices) - WTO - 1776',0.33873,0.232148,0.05679,0.32538,4.459432,-0.326469,cluster4
208,'2716N: Security Apparatus - Fund for Peace - 3','0481: Consumer price index  (2010 = 100) - WDI - 430',0.33796,0.158367,0.08155,0.33796,4.321928,0.423785,cluster6
209,'2716N: Security Apparatus - Fund for Peace - 3','0774: Adjusted savings: natural resources depletion  (\% of GNI) - WDI - 706',0.33782,0.23162,0.04927,0.33782,4.321928,0.325884,cluster6
210,'2716N: Security Apparatus - Fund for Peace - 3','1092: Tuberculosis case detection rate  (\%; all forms) - WDI - 1007',0.33706,0.154772,0.09952,0.32738,4.459432,-0.426952,cluster4
211,'2716N: Security Apparatus - Fund for Peace - 3','2750: Merchandise trade-Exports-Automotive products (US dollar at current prices) - WTO - 1745',0.33627,0.228101,0.04961,0.32471,4.321928,-0.32889,cluster4
212,'2716N: Security Apparatus - Fund for Peace - 3','0757: Services; etc.; value added  (annual \% growth) - WDI - 689',0.33607,0.245841,0.05117,0.32073,4.321928,0.300382,cluster6
213,'2716N: Security Apparatus - Fund for Peace - 3','2724: Merchandise trade-Exports-Textiles (US dollar at current prices) - WTO - 1719',0.33586,0.331998,0.1234,0.32027,4.321928,-0.062148,cluster3
214,'2716N: Security Apparatus - Fund for Peace - 3','0904: Gross intake ratio in first grade of primary education; total  (\% of relevant age group) - WDI - 834',0.33568,0.292359,0.09563,0.32092,4.169925,0.208137,cluster3
215,'2716N: Security Apparatus - Fund for Peace - 3','2721: Merchandise trade-Exports-Food (US dollar at current prices) - WTO - 1716',0.33568,0.22048,0.09021,0.32675,4.321928,-0.339411,cluster4
216,'2716N: Security Apparatus - Fund for Peace - 3','2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO - 1782',0.33504,0.112232,0.07336,0.32967,4.321928,-0.472026,cluster4
217,'2716N: Security Apparatus - Fund for Peace - 3','1317: International tourism; number of arrivals - WDI - 1222',0.3341,0.258117,0.12111,0.3341,4.321928,-0.27565,cluster3
218,'2716N: Security Apparatus - Fund for Peace - 3','1273: Adolescent fertility rate  (births per 1;000 women ages 15-19) - WDI - 1182',0.33398,0.079238,0.05333,0.32069,4.459432,0.504719,cluster6
219,'2716N: Security Apparatus - Fund for Peace - 3','1311: Rural population growth  (annual \%) - WDI - 1216',0.33369,0.142068,0.07637,0.31302,4.459432,0.437746,cluster6
220,'2716N: Security Apparatus - Fund for Peace - 3','2749: Merchandise trade-Exports-Transport equipment (US dollar at current prices) - WTO - 1744',0.33313,0.220967,0.03631,0.33313,4.169925,-0.334907,cluster4
221,'2716N: Security Apparatus - Fund for Peace - 3','1304: Population; total - WDI - 1209',0.333,0.327769,0.10512,0.30438,4.459432,0.072323,cluster3
222,'2716N: Security Apparatus - Fund for Peace - 3','0847: Net current transfers from abroad  (current US$) - WDI - 779',0.3316,0.252129,0.02562,0.3316,4.169925,0.281906,cluster6
223,'2716N: Security Apparatus - Fund for Peace - 3','2741: Merchandise trade-Exports-Iron and steel (US dollar at current prices) - WTO - 1736',0.33143,0.249842,0.06843,0.33143,4.169925,-0.285636,cluster4
224,'2716N: Security Apparatus - Fund for Peace - 3','0739: Manufacturing; value added  (constant 2005 US$) - WDI - 671',0.33032,0.24598,0.05483,0.33032,4.169925,-0.290414,cluster4
225,'2716N: Security Apparatus - Fund for Peace - 3','0902: Gross intake ratio in first grade of primary education; female  (\% of relevant age group) - WDI - 832',0.33012,0.309717,0.08983,0.31104,4.169925,0.142838,cluster3
226,'2716N: Security Apparatus - Fund for Peace - 3','0036: Service imports  (BoP; current US$) - WDI - 33',0.32728,0.171263,0.07181,0.31724,4.321928,-0.39499,cluster4
227,'2716N: Security Apparatus - Fund for Peace - 3','1375: Commercial service imports  (current US$) - WDI - 1280',0.32728,0.164688,0.06015,0.31724,4.321928,-0.403227,cluster4
228,'2716N: Security Apparatus - Fund for Peace - 3','2732: Merchandise trade-Imports-Pharmaceuticals (US dollar at current prices) - WTO - 1727',0.32677,0.182859,0.0772,0.31075,4.321928,-0.379356,cluster4
229,'2716N: Security Apparatus - Fund for Peace - 3','0800: GDP  (current US$) - WDI - 732',0.3266,0.26845,0.1153,0.31303,4.459432,-0.241144,cluster3
230,'2716N: Security Apparatus - Fund for Peace - 3','1000: Nonpregnant and nonnursing women can do the same jobs as men  (1=yes; 0=no) - WDI - 930',0.32649,0.15953,0.20483,0.32649,4.169925,-0.408607,cluster3
231,'2716N: Security Apparatus - Fund for Peace - 3','2753: Merchandise trade-Imports-Integrated circuits and electronic components (US dollar at current prices) - WTO - 1748',0.32503,0.313695,0.05808,0.31535,4.321928,-0.106466,cluster3
232,'2716N: Security Apparatus - Fund for Peace - 3','0946: Secondary education; general pupils  (\% female) - WDI - 876',0.32495,0.118259,0.0667,0.32495,4.169925,-0.454633,cluster4
233,'2716N: Security Apparatus - Fund for Peace - 3','0032: Primary income payments  (BoP; current US$) - WDI - 29',0.32476,0.170537,0.07456,0.32476,3.807355,-0.392712,cluster4
234,'2716N: Security Apparatus - Fund for Peace - 3','0766: Adjusted savings: consumption of fixed capital  (current US$) - WDI - 698',0.32443,0.244481,0.04846,0.31269,4.459432,-0.282753,cluster4
235,'2716N: Security Apparatus - Fund for Peace - 3','2730: Merchandise trade-Imports-Iron and steel (US dollar at current prices) - WTO - 1725',0.32424,0.230376,0.10575,0.31236,4.321928,-0.306372,cluster3
236,'2716N: Security Apparatus - Fund for Peace - 3','0055: Net secondary income  (BoP; current US$) - WDI - 52',0.32403,0.197399,0.03142,0.32403,4.321928,0.355853,cluster6
237,'2716N: Security Apparatus - Fund for Peace - 3','0823: GNI  (current US$) - WDI - 755',0.32346,0.26529,0.1182,0.32346,4.321928,-0.241185,cluster3
238,'2716N: Security Apparatus - Fund for Peace - 3','0692: Gross national expenditure  (current US$) - WDI - 624',0.32144,0.265574,0.08477,0.32144,4.321928,-0.236359,cluster3
239,'2716N: Security Apparatus - Fund for Peace - 3','0822: GNI; Atlas method  (current US$) - WDI - 754',0.32143,0.262306,0.11465,0.32143,4.321928,-0.243155,cluster3
240,'2716N: Security Apparatus - Fund for Peace - 3','0482: Inflation; consumer prices  (annual \%) - WDI - 431',0.32132,0.209463,0.0727,0.32132,4.321928,0.334451,cluster6
241,'2716N: Security Apparatus - Fund for Peace - 3','0637: Fixed telephone subscriptions - WDI - 578',0.32079,0.306324,0.12229,0.30661,4.459432,-0.120275,cluster3
242,'2716N: Security Apparatus - Fund for Peace - 3','0802: GDP  (constant 2005 US$) - WDI - 734',0.32078,0.256313,0.06917,0.32078,4.321928,-0.253903,cluster3
243,'2716N: Security Apparatus - Fund for Peace - 3','0696: Gross national expenditure  (\% of GDP) - WDI - 628',0.31961,0.24986,0.09145,0.30395,4.321928,0.264102,cluster3
244,'2716N: Security Apparatus - Fund for Peace - 3','0816: Total natural resources rents  (\% of GDP) - WDI - 748',0.31949,0.20133,0.04517,0.31949,4.321928,0.343744,cluster6
245,'2716N: Security Apparatus - Fund for Peace - 3','0851: DEC alternative conversion factor  (LCU per US$) - WDI - 783',0.31915,0.304292,0.0393,0.30298,4.459432,0.121892,cluster3
246,'2716N: Security Apparatus - Fund for Peace - 3','0848: Net current transfers from abroad  (current LCU) - WDI - 780',0.31699,0.308196,0.03104,0.31699,4.169925,0.093777,cluster3
247,'2716N: Security Apparatus - Fund for Peace - 3','0063: Exports of goods and services  (BoP; current US$) - WDI - 60',0.31686,0.196567,0.06259,0.30339,4.321928,-0.346833,cluster4
248,'2716N: Security Apparatus - Fund for Peace - 3','0068: Exports of goods; services and primary income  (BoP; current US$) - WDI - 65',0.31686,0.181899,0.06259,0.30339,4.321928,-0.36737,cluster4
249,'2716N: Security Apparatus - Fund for Peace - 3','0779: Adjusted net national income  (constant 2005 US$) - WDI - 711',0.31643,0.252668,0.06045,0.31001,4.169925,-0.252512,cluster3
250,'2716N: Security Apparatus - Fund for Peace - 3','0784: Adjusted net savings; including particulate emission damage  (current US$) - WDI - 716',0.31642,0.309683,0.08811,0.29916,4.169925,-0.08208,cluster3
251,'2716N: Security Apparatus - Fund for Peace - 3','1324: International tourism; expenditures for travel items  (current US$) - WDI - 1229',0.3163,0.19665,0.07678,0.3163,4.321928,-0.345905,cluster4
252,'2716N: Security Apparatus - Fund for Peace - 3','1404: High-technology exports  (\% of manufactured exports) - WDI - 1309',0.316,0.248756,0.08507,0.316,4.169925,-0.259315,cluster3
253,'2716N: Security Apparatus - Fund for Peace - 3','0663: General government final consumption expenditure  (annual \% growth) - WDI - 595',0.31565,0.263368,0.04471,0.31565,4.169925,0.228653,cluster6
254,'2716N: Security Apparatus - Fund for Peace - 3','2804: Balance of Payments-Imports-Other commercial services (US dollar at current prices) - WTO - 1799',0.31511,0.155872,0.04949,0.29632,4.321928,-0.399046,cluster4
255,'2716N: Security Apparatus - Fund for Peace - 3','2800: Balance of Payments-Imports-Commercial services (US dollar at current prices) - WTO - 1795',0.31477,0.148217,0.04852,0.31477,4.321928,-0.408109,cluster4
256,'2716N: Security Apparatus - Fund for Peace - 3','0074: Portfolio equity; net inflows  (BoP; current US$) - WDI - 71',0.31342,0.256493,0.13534,0.29183,4.169925,-0.238595,cluster3
257,'2716N: Security Apparatus - Fund for Peace - 3','0880: School enrollment; primary and secondary (gross); gender parity index  (GPI) - WDI - 810',0.31331,0.142293,0.12299,0.29187,4.169925,-0.413542,cluster4
258,'2716N: Security Apparatus - Fund for Peace - 3','2815: Balance of Payments-Imports-Insurance and pension services (US dollar at current prices) - WTO - 1810',0.31317,0.26943,0.10347,0.29479,4.321928,-0.20914,cluster3
259,'2716N: Security Apparatus - Fund for Peace - 3','1313: Urban population growth  (annual \%) - WDI - 1218',0.31306,0.165526,0.04988,0.30211,4.459432,0.384102,cluster6
260,'2716N: Security Apparatus - Fund for Peace - 3','0737: Manufacturing; value added  (current US$) - WDI - 669',0.31297,0.280149,0.08614,0.30171,4.321928,-0.181165,cluster3
261,'2716N: Security Apparatus - Fund for Peace - 3','2725: Merchandise trade-Imports-Agricultural products (US dollar at current prices) - WTO - 1720',0.3128,0.221809,0.09981,0.29704,4.321928,-0.301647,cluster3
262,'2716N: Security Apparatus - Fund for Peace - 3','1897: Fixed-telephone subscriptions - ITU - 1655',0.31261,0.298438,0.11425,0.29762,4.459432,-0.119046,cluster3
263,'2716N: Security Apparatus - Fund for Peace - 3','0716: Gross capital formation  (constant 2005 US$) - WDI - 648',0.31253,0.264502,0.08899,0.31253,4.169925,-0.219152,cluster3
264,'2716N: Security Apparatus - Fund for Peace - 3','1296: Population ages 15-64  (\% of total) - WDI - 1201',0.31225,0.080485,0.04312,0.29233,4.459432,-0.48142,cluster4
265,'2716N: Security Apparatus - Fund for Peace - 3','1298: Age dependency ratio  (\% of working-age population) - WDI - 1203',0.31225,0.074807,0.04361,0.29233,4.459432,0.487281,cluster6
266,'2716N: Security Apparatus - Fund for Peace - 3','1359: Ores and metals imports  (\% of merchandise imports) - WDI - 1264',0.31224,0.266668,0.07377,0.31224,4.169925,-0.213475,cluster3
267,'2716N: Security Apparatus - Fund for Peace - 3','0033: Imports of goods and services  (BoP; current US$) - WDI - 30',0.31197,0.196753,0.02416,0.30114,4.321928,-0.339436,cluster4
268,'2716N: Security Apparatus - Fund for Peace - 3','0900: School enrollment; primary; female  (\% gross) - WDI - 830',0.31162,0.29361,0.06853,0.31162,4.169925,-0.1342,cluster3
269,'2716N: Security Apparatus - Fund for Peace - 3','2740: Merchandise trade-Exports-Fuels (US dollar at current prices) - WTO - 1735',0.31117,0.309604,0.12122,0.30041,4.321928,-0.039568,cluster3
270,'2716N: Security Apparatus - Fund for Peace - 3','1396: Merchandise exports to low- and middle-income economies in Sub-Saharan Africa  (\% of total merchandise exports) - WDI - 1301',0.31046,0.255314,0.15588,0.29452,4.321928,0.234833,cluster3
271,'2716N: Security Apparatus - Fund for Peace - 3','2806: Balance of Payments-Imports-Other services (US dollar at current prices) - WTO - 1801',0.30854,0.16265,0.04598,0.29373,4.321928,-0.381956,cluster4
272,'2716N: Security Apparatus - Fund for Peace - 3','0385: CO2 emissions  (kt) - WDI - 371',0.30844,0.302341,0.13453,0.29564,4.459432,-0.078095,cluster3
273,'2716N: Security Apparatus - Fund for Peace - 3','0762: Adjusted savings: carbon dioxide damage  (current US$) - WDI - 694',0.30844,0.302343,0.13453,0.29564,4.459432,-0.078084,cluster3
274,'2716N: Security Apparatus - Fund for Peace - 3','0729: External balance on goods and services  (\% of GDP) - WDI - 661',0.30824,0.2433,0.08348,0.30824,4.321928,-0.254833,cluster3
275,'2716N: Security Apparatus - Fund for Peace - 3','0662: General government final consumption expenditure  (constant 2005 US$) - WDI - 594',0.30808,0.223955,0.06679,0.29542,4.169925,-0.290044,cluster4
276,'2716N: Security Apparatus - Fund for Peace - 3','2805: Balance of Payments-Imports-Services (US dollar at current prices) - WTO - 1800',0.3078,0.146882,0.05323,0.3078,4.321928,-0.401146,cluster4
277,'2716N: Security Apparatus - Fund for Peace - 3','1074: People practicing open defecation; urban  (\% of urban population) - WDI - 990',0.30741,0.239957,0.06094,0.30741,4.321928,0.259716,cluster6
278,'2716N: Security Apparatus - Fund for Peace - 3','0315: Net official development assistance and official aid received  (constant 2013 US$) - WDI - 307',0.30732,0.186039,0.05826,0.28467,4.169925,0.348255,cluster6
279,'2716N: Security Apparatus - Fund for Peace - 3','0722: Imports of goods and services  (constant 2005 US$) - WDI - 654',0.30687,0.192721,0.03874,0.30687,4,-0.337859,cluster4
280,'2716N: Security Apparatus - Fund for Peace - 3','2727: Merchandise trade-Imports-Fuels and mining products (US dollar at current prices) - WTO - 1722',0.30677,0.223956,0.05438,0.29555,4.321928,-0.287775,cluster4
281,'2716N: Security Apparatus - Fund for Peace - 3','0897: Primary education; pupils  (\% female) - WDI - 827',0.30669,0.169862,0.02579,0.28942,4.321928,-0.369903,cluster4
282,'2716N: Security Apparatus - Fund for Peace - 3','0687: Final consumption expenditure  (current US$) - WDI - 619',0.30652,0.246927,0.07757,0.28821,4.321928,-0.244116,cluster3
283,'2716N: Security Apparatus - Fund for Peace - 3','2728: Merchandise trade-Imports-Fuels (US dollar at current prices) - WTO - 1723',0.30585,0.208586,0.07426,0.29562,4.321928,-0.311871,cluster4
284,'2716N: Security Apparatus - Fund for Peace - 3','0321: Net official development assistance received  (constant 2013 US$) - WDI - 313',0.30563,0.18729,0.05778,0.2828,4.169925,0.344006,cluster6
285,'2716N: Security Apparatus - Fund for Peace - 3','1213: Ratio of female to male labor force participation rate (\%)  (modeled ILO estimate) - WDI - 1126',0.30527,0.222865,0.1015,0.28371,4.459432,-0.287063,cluster3
286,'2716N: Security Apparatus - Fund for Peace - 3','1325: International tourism; expenditures  (current US$) - WDI - 1230',0.30506,0.18173,0.0553,0.30506,4.321928,-0.351184,cluster4
287,'2716N: Security Apparatus - Fund for Peace - 3','0735: Agriculture; value added  (constant LCU) - WDI - 667',0.30452,0.300401,0.07533,0.27801,4.321928,0.064181,cluster3
288,'2716N: Security Apparatus - Fund for Peace - 3','0818: Gross domestic savings  (current LCU) - WDI - 750',0.30419,0.296146,0.1305,0.28427,4.321928,0.08969,cluster3
289,'2716N: Security Apparatus - Fund for Peace - 3','0114: Net bilateral aid flows from DAC donors; Total  (current US$) - WDI - 111',0.30393,0.185914,0.08466,0.27352,4.169925,0.343535,cluster6
290,'2716N: Security Apparatus - Fund for Peace - 3','0699: Exports of goods and services  (constant 2005 US$) - WDI - 631',0.30387,0.187332,0.08259,0.30387,4.169925,-0.341376,cluster4
291,'2716N: Security Apparatus - Fund for Peace - 3','0038: Imports of goods; services and primary income  (BoP; current US$) - WDI - 35',0.30386,0.176538,0.07919,0.286,4.321928,-0.356823,cluster4
292,'2716N: Security Apparatus - Fund for Peace - 3','0923: Repeaters; primary; total  (\% of total enrollment) - WDI - 853',0.30375,0.0854,0.04796,0.29373,4.169925,0.46728,cluster6
293,'2716N: Security Apparatus - Fund for Peace - 3','0812: GDP per capita  (constant LCU) - WDI - 744',0.30316,0.3026,0.13656,0.30316,4.321928,0.02366,cluster3
