@relation MINE-Indicator-2006TO2013-0811

@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric

@data
'0811N: GDP per capita growth  (annual %) - WDI','0945: Secondary education; general pupils - WDI',0.18159,0.16350158,0.03812,0.17827,6.129283,0.13449325
'0811N: GDP per capita growth  (annual %) - WDI','0797: Gross value added at factor cost  (constant LCU) - WDI',0.18152,0.18083635,0.06204,0.18152,6.129283,0.02614669
'0811N: GDP per capita growth  (annual %) - WDI','0796: Gross value added at factor cost  (constant 2005 US$) - WDI',0.18129,0.17541859,0.032690004,0.17876,6.2479277,-0.07662515
'0811N: GDP per capita growth  (annual %) - WDI','0378: Combustible renewables and waste  (% of total energy) - WDI',0.18084,0.17265116,0.022080004,0.17833,6.2094536,0.09049223
'0811N: GDP per capita growth  (annual %) - WDI','0685: Final consumption expenditure; etc.  (constant LCU) - WDI',0.18084,0.1778532,0.05279,0.18084,6.129283,0.054651648
'0811N: GDP per capita growth  (annual %) - WDI','0479: Money and quasi money growth  (annual %) - WDI',0.18069,0.13480648,0.014690012,0.18069,6.129283,0.21420439
'0811N: GDP per capita growth  (annual %) - WDI','0640: Fixed broadband subscriptions  (per 100 people) - WDI',0.18057,0.15880106,0.03829001,0.18057,6.3923173,-0.14754301
'0811N: GDP per capita growth  (annual %) - WDI','0668: Household final consumption expenditure; etc.  (constant 2005 US$) - WDI',0.18045,0.17572005,0.047369994,0.17763,6.2094536,-0.06877469
'0811N: GDP per capita growth  (annual %) - WDI','1348: Tariff rate; applied; simple mean; primary products  (%) - WDI',0.18,0.16979043,0.041100003,0.18,6.044394,0.10104242
'0811N: GDP per capita growth  (annual %) - WDI','0423: CO2 emissions from transport  (% of total fuel combustion) - WDI',0.1793,0.17922874,0.07334,0.17665,6.2094536,-0.008441045
'0811N: GDP per capita growth  (annual %) - WDI','0006: Arable land  (hectares) - WDI',0.17922,0.17474933,0.046500012,0.1763,6.321928,0.06686308
'0811N: GDP per capita growth  (annual %) - WDI','0844: Net taxes on products  (current US$) - WDI',0.17893,0.1725793,0.04869,0.17568,6.169925,-0.07969126
'0811N: GDP per capita growth  (annual %) - WDI','0326: PPG; bilateral concessional  (TDS; current US$) - WDI',0.17892,0.16786939,0.0448,0.17892,5.9541965,0.10512189
'0811N: GDP per capita growth  (annual %) - WDI','1898: Fixed-telephone subscriptions per 100 inhabitants - ITU',0.17863,0.16058002,0.047069997,0.17863,6.2854023,-0.13435017
'0811N: GDP per capita growth  (annual %) - WDI','0724: Imports of goods and services  (constant LCU) - WDI',0.17837,0.1756898,0.05669,0.17837,6.129283,0.051770683
'0811N: GDP per capita growth  (annual %) - WDI','0334: Debt service on external debt; public and publicly guaranteed (PPG)  (TDS; current US$) - WDI',0.17825,0.17174499,0.04446,0.17825,5.9541965,0.08065367
'0811N: GDP per capita growth  (annual %) - WDI','0198: IBRD loans and IDA credits  (DOD; current US$) - WDI',0.17805,0.1680314,0.044579998,0.17456,6.0,0.10009296
'0811N: GDP per capita growth  (annual %) - WDI','0813: GDP per capita; PPP  (current international $) - WDI',0.17801,0.14829132,0.041580006,0.17595,6.4594316,-0.17239107
'0811N: GDP per capita growth  (annual %) - WDI','0351: Undisbursed external debt; official creditors  (UND; current US$) - WDI',0.17776,0.17143609,0.024650007,0.17776,5.9541965,0.07952303
'0811N: GDP per capita growth  (annual %) - WDI','1344: Tariff rate; most favored nation; weighted mean; all products  (%) - WDI',0.17745,0.175046,0.024970002,0.17745,6.044394,0.04903061
'0811N: GDP per capita growth  (annual %) - WDI','1051: Lifetime risk of maternal death  (%) - WDI',0.17732,0.17694035,0.03914,0.175,6.426265,0.01948473
'0811N: GDP per capita growth  (annual %) - WDI','0972: Secondary education; teachers; female - WDI',0.17727,0.1730623,0.042749994,0.17727,5.9541965,0.06486675
'0811N: GDP per capita growth  (annual %) - WDI','0851: DEC alternative conversion factor  (LCU per US$) - WDI',0.17715,0.17282514,0.028980002,0.17715,6.321928,0.06576363
'0811N: GDP per capita growth  (annual %) - WDI','1347: Share of tariff lines with international peaks; primary products  (%) - WDI',0.1771,0.17367534,0.03672999,0.1771,6.044394,0.058520544
'0811N: GDP per capita growth  (annual %) - WDI','0694: Gross national expenditure  (constant 2005 US$) - WDI',0.17704,0.17502777,0.04260999,0.17401,6.2479277,-0.044857882
'0811N: GDP per capita growth  (annual %) - WDI','0739: Manufacturing; value added  (constant 2005 US$) - WDI',0.17694,0.17182899,0.038849995,0.17694,6.2854023,-0.07149135
'0811N: GDP per capita growth  (annual %) - WDI','0300: Net transfers on external debt; long-term  (NTR; current US$) - WDI',0.17681,0.17465623,0.012150001,0.17681,5.9541965,0.04640876
'0811N: GDP per capita growth  (annual %) - WDI','0954: School enrollment; secondary; male  (% gross) - WDI',0.17677,0.1464512,0.016800001,0.17677,6.2094536,-0.17412293
'0811N: GDP per capita growth  (annual %) - WDI','1021: Number of infant deaths - WDI',0.17673,0.17280771,0.027320012,0.17673,6.357552,0.0626282
'0811N: GDP per capita growth  (annual %) - WDI','0350: Undisbursed external debt; total  (UND; current US$) - WDI',0.17668,0.1705949,0.024309993,0.17668,5.9541965,0.07800707
'0811N: GDP per capita growth  (annual %) - WDI','0693: Gross national expenditure  (current LCU) - WDI',0.17641,0.17577139,0.03670001,0.17374,6.2854023,0.02527089
'0811N: GDP per capita growth  (annual %) - WDI','1331: Share of tariff lines with international peaks; manufactured products  (%) - WDI',0.17641,0.17355548,0.02392,0.17641,6.044394,0.0534278
'0811N: GDP per capita growth  (annual %) - WDI','0598: Trademark applications; direct resident - WDI',0.17622,0.17266414,0.03565,0.17259,6.0,0.059631005
'0811N: GDP per capita growth  (annual %) - WDI','0654: Armed forces personnel; total - WDI',0.17605,0.17258887,0.04636,0.17605,6.321928,0.058831442
'0811N: GDP per capita growth  (annual %) - WDI','0934: Children out of school; female  (% of female primary school age) - WDI',0.17602,0.1740884,0.037850007,0.17302,6.087463,-0.04394995
'0811N: GDP per capita growth  (annual %) - WDI','0973: Secondary education; teachers  (% female) - WDI',0.17596,0.16624923,0.022459999,0.17596,5.9541965,-0.09854328
'0811N: GDP per capita growth  (annual %) - WDI','1304: Population; total - WDI',0.17579,0.17152928,0.04451999,0.17579,6.4594316,0.06527417
'0811N: GDP per capita growth  (annual %) - WDI','0713: Changes in inventories  (constant LCU) - WDI',0.17561,0.17529726,0.052699998,0.17561,6.044394,-0.017684454
'0811N: GDP per capita growth  (annual %) - WDI','1232: Labor force; total - WDI',0.1754,0.17112468,0.058670007,0.1754,6.3923173,0.065386
'0811N: GDP per capita growth  (annual %) - WDI','0204: PPG; other private creditors  (DOD; current US$) - WDI',0.17539,0.16203955,0.02159001,0.17539,5.9541965,0.11554415
'0811N: GDP per capita growth  (annual %) - WDI','1289: Survival to age 65; female  (% of cohort) - WDI',0.17522,0.17202051,0.049500003,0.17522,6.426265,-0.056564037
'0811N: GDP per capita growth  (annual %) - WDI','1231: Labor force; female  (% of total labor force) - WDI',0.17509,0.1734758,0.07048,0.17509,6.3923173,0.040177062
'0811N: GDP per capita growth  (annual %) - WDI','0928: Primary education; teachers  (% female) - WDI',0.17504,0.17325872,0.02452001,0.17504,6.169925,-0.04220524
'0811N: GDP per capita growth  (annual %) - WDI','0675: Household final consumption expenditure  (annual % growth) - WDI',0.17491,0.13616648,0.0099500045,0.17219,6.2854023,0.19683373
'0811N: GDP per capita growth  (annual %) - WDI','0827: GNI  (constant LCU) - WDI',0.17466,0.1730667,0.044699997,0.17173,6.129283,0.039916016
'0811N: GDP per capita growth  (annual %) - WDI','0132: PPG; other private creditors  (AMT; current US$) - WDI',0.17459,0.15626998,0.02183,0.17459,5.9541965,0.1353515
'0811N: GDP per capita growth  (annual %) - WDI','0299: Net transfers on external debt; total  (NTR; current US$) - WDI',0.17458,0.16756356,0.019689992,0.17458,5.9541965,0.0837642
'0811N: GDP per capita growth  (annual %) - WDI','0740: Manufacturing; value added  (annual % growth) - WDI',0.17435,0.14630859,0.0130600035,0.17226,6.357552,0.16745569
'0811N: GDP per capita growth  (annual %) - WDI','0802: GDP  (constant 2005 US$) - WDI',0.1737,0.1724617,0.052199997,0.1737,6.4594316,-0.035189476
'0811N: GDP per capita growth  (annual %) - WDI','0195: PPG; multilateral  (DOD; current US$) - WDI',0.17345,0.16561389,0.027960002,0.17345,5.9541965,0.0885218
'0811N: GDP per capita growth  (annual %) - WDI','0684: Final consumption expenditure; etc.  (annual % growth) - WDI',0.17334,0.1343303,0.01196,0.171,6.2854023,0.1975087
'0811N: GDP per capita growth  (annual %) - WDI','0856: PPP conversion factor; private consumption  (LCU per international $) - WDI',0.17331,0.17031696,0.03715001,0.1708,6.2479277,0.054708563
'0811N: GDP per capita growth  (annual %) - WDI','0930: Adjusted net enrollment rate; primary; female  (% of primary school age children) - WDI',0.17321,0.17127682,0.03599,0.17033,6.087463,0.04396785
'0811N: GDP per capita growth  (annual %) - WDI','0798: Forest rents  (% of GDP) - WDI',0.1732,0.17007883,0.03238,0.17106,6.426265,0.055867363
'0811N: GDP per capita growth  (annual %) - WDI','0669: Household final consumption expenditure; etc.  (annual % growth) - WDI',0.17312,0.15205553,0.01177001,0.17061,6.2479277,0.14513606
'0811N: GDP per capita growth  (annual %) - WDI','0818: Gross domestic savings  (current LCU) - WDI',0.17297,0.17255001,0.042129993,0.17048,6.2479277,0.020493774
'0811N: GDP per capita growth  (annual %) - WDI','1350: Share of tariff lines with specific rates; primary products  (%) - WDI',0.17297,0.14046791,0.04709,0.17297,6.044394,-0.18028334
'0811N: GDP per capita growth  (annual %) - WDI','1432: Air and GHG emissions - CO2 (MLN_TONNE) - OECD',0.17278,0.17277975,0.039690003,0.16879,6.0,-5.0071516E-4
'0811N: GDP per capita growth  (annual %) - WDI','0238: PPG; multilateral concessional  (INT; current US$) - WDI',0.17273,0.1671225,0.039639995,0.17273,5.9541965,0.07488321
'0811N: GDP per capita growth  (annual %) - WDI','0184: Use of IMF credit  (DOD; current US$) - WDI',0.17271,0.16736752,0.03452,0.17271,5.9541965,0.073092334
'0811N: GDP per capita growth  (annual %) - WDI','0795: Gross value added at factor cost  (current LCU) - WDI',0.17267,0.17265409,0.030190006,0.16971,6.169925,0.0039897095
'0811N: GDP per capita growth  (annual %) - WDI','0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI',0.17261,0.15275079,0.023190007,0.17261,6.357552,-0.1409227
'0811N: GDP per capita growth  (annual %) - WDI','1286: Life expectancy at birth; total  (years) - WDI',0.17241,0.16633043,0.04486,0.17241,6.426265,-0.07797156
'0811N: GDP per capita growth  (annual %) - WDI','0937: Children out of school  (% of primary school age) - WDI',0.17215,0.17139558,0.029850006,0.17215,6.129283,-0.027466666
'0811N: GDP per capita growth  (annual %) - WDI','0747: Industry; value added  (constant LCU) - WDI',0.17208,0.16943437,0.051529996,0.16889,6.2479277,0.051435698
'0811N: GDP per capita growth  (annual %) - WDI','0207: External debt stocks; long-term public sector  (DOD; current US$) - WDI',0.17185,0.16487452,0.021499991,0.17185,5.9541965,0.083519265
'0811N: GDP per capita growth  (annual %) - WDI','0700: Exports of goods and services  (annual % growth) - WDI',0.17181,0.17149572,0.020690002,0.16956,6.2854023,0.017728101
'0811N: GDP per capita growth  (annual %) - WDI','0756: Services; etc.; value added  (constant 2005 US$) - WDI',0.1718,0.16804399,0.047130004,0.1718,6.321928,-0.061286386
'0811N: GDP per capita growth  (annual %) - WDI','0257: Net financial flows; bilateral  (NFL; current US$) - WDI',0.17169,0.17138478,0.03282,0.17169,5.9541965,-0.01747069
'0811N: GDP per capita growth  (annual %) - WDI','0777: Adjusted savings: net national savings  (% of GNI) - WDI',0.17165,0.13092172,0.02441001,0.17165,6.2854023,0.20181252
'0811N: GDP per capita growth  (annual %) - WDI','0281: PNG; commercial banks and other creditors  (NFL; current US$) - WDI',0.17155,0.16930757,0.02406001,0.17155,5.9541965,0.047354322
'0811N: GDP per capita growth  (annual %) - WDI','0853: PPP conversion factor; GDP  (LCU per international $) - WDI',0.17153,0.16875207,0.037210003,0.16921,6.321928,0.05270598
'0811N: GDP per capita growth  (annual %) - WDI','2707: Failed States Index Total - Fund for Peace',0.1715,0.14676839,0.018139996,0.1715,6.2094536,0.15726283
'0811N: GDP per capita growth  (annual %) - WDI','0935: Children out of school; primary; male - WDI',0.17113,0.16574249,0.023050003,0.16799,6.087463,0.07339971
'0811N: GDP per capita growth  (annual %) - WDI','0830: GNI per capita; Atlas method  (current US$) - WDI',0.1711,0.14164688,0.0318,0.16943,6.4594316,-0.17161915
'0811N: GDP per capita growth  (annual %) - WDI','0439: Aquaculture production  (metric tons) - WDI',0.17103,0.16154161,0.04715,0.17103,6.3923173,0.09740835
'0811N: GDP per capita growth  (annual %) - WDI','0689: Final consumption expenditure  (constant 2005 US$) - WDI',0.17098,0.16724746,0.046140008,0.17098,6.2094536,-0.061094545
'0811N: GDP per capita growth  (annual %) - WDI','0124: PPG; IDA  (AMT; current US$) - WDI',0.17097,0.15874386,0.028870005,0.17097,5.9541965,0.11057183
'0811N: GDP per capita growth  (annual %) - WDI','0979: School enrollment; tertiary; female  (% gross) - WDI',0.17089,0.14634006,0.011979997,0.16749,6.129283,-0.1566842
'0811N: GDP per capita growth  (annual %) - WDI','0116: PPG; bilateral  (AMT; current US$) - WDI',0.17084,0.15962467,0.038429998,0.17084,5.9541965,0.10590242
'0811N: GDP per capita growth  (annual %) - WDI','0187: External debt stocks; public and publicly guaranteed (PPG)  (DOD; current US$) - WDI',0.1708,0.16381809,0.021819994,0.1708,5.9541965,0.083557814
'0811N: GDP per capita growth  (annual %) - WDI','0933: Children out of school; primary; female - WDI',0.17079,0.1660709,0.02161,0.16726,6.087463,0.06869576
'0811N: GDP per capita growth  (annual %) - WDI','1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI',0.17072,0.16968785,0.04285,0.16892,6.426265,0.03212698
'0811N: GDP per capita growth  (annual %) - WDI','0838: Gross savings  (current LCU) - WDI',0.17054,0.16648237,0.032890007,0.17054,6.129283,0.063699566
'0811N: GDP per capita growth  (annual %) - WDI','0227: Interest payments on external debt; total  (INT; current US$) - WDI',0.1703,0.16391894,0.031999998,0.1703,5.9541965,0.07988152
'0811N: GDP per capita growth  (annual %) - WDI','0492: Domestic credit to private sector  (% of GDP) - WDI',0.17005,0.15552177,0.048429996,0.16782,6.3923173,-0.1205331
'0811N: GDP per capita growth  (annual %) - WDI','0285: Net financial flows; RDB nonconcessional  (NFL; current US$) - WDI',0.17003,0.15964074,0.010409996,0.17003,5.9541965,0.10192769
'0811N: GDP per capita growth  (annual %) - WDI','0852: Official exchange rate  (LCU per US$; period average) - WDI',0.16992,0.16980663,0.030959994,0.16992,6.169925,0.010647558
'0811N: GDP per capita growth  (annual %) - WDI','0239: PPG; official creditors  (INT; current US$) - WDI',0.16968,0.16106156,0.02587,0.16968,5.9541965,0.09283555
'0811N: GDP per capita growth  (annual %) - WDI','1321: International tourism; receipts for passenger transport items  (current US$) - WDI',0.1696,0.16670538,0.0396,0.16699,6.2094536,-0.053801633
