@relation MINE-Indicator-2011-2718

@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric

@data
'2718N: External Intervention - Fund for Peace - 4','0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI - 34',0.5898,0.37247187,0.12121999,0.56092,4.169925,-0.46618468
'2718N: External Intervention - Fund for Peace - 4','0810: GDP per capita  (constant 2005 US$) - WDI - 742',0.58823,0.09648377,0.057850003,0.58823,4.321928,-0.7012462
'2718N: External Intervention - Fund for Peace - 4','0952: School enrollment; secondary  (% gross) - WDI - 882',0.57935,0.0843499,0.07823998,0.55849,4.169925,-0.70356244
'2718N: External Intervention - Fund for Peace - 4','0059: ICT service exports  (BoP; current US$) - WDI - 56',0.57923,0.30795312,0.09672001,0.57923,4.169925,-0.5208425
'2718N: External Intervention - Fund for Peace - 4','1402: Commercial service exports  (current US$) - WDI - 1307',0.57875,0.30802926,0.1268,0.57875,4.321928,-0.5203083
'2718N: External Intervention - Fund for Peace - 4','1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI - 1014',0.57648,-0.012610555,0.09499997,0.55756,4.4594316,-0.76752234
'2718N: External Intervention - Fund for Peace - 4','0066: Service exports  (BoP; current US$) - WDI - 63',0.57535,0.30892348,0.13235998,0.57535,4.321928,-0.5161652
'2718N: External Intervention - Fund for Peace - 4','0643: Internet users  (per 100 people) - WDI - 584',0.57032,-0.040946662,0.035819978,0.55518,4.4594316,-0.78183544
'2718N: External Intervention - Fund for Peace - 4','1899: Percentage of Individuals using the Internet (%) - ITU - 1657',0.566,-0.042219043,0.038860023,0.55239,4.4594316,-0.779884
'2718N: External Intervention - Fund for Peace - 4','0885: School enrollment; preprimary  (% gross) - WDI - 815',0.56075,0.19656509,0.17022002,0.54384,4.169925,-0.60347736
'2718N: External Intervention - Fund for Peace - 4','2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO - 1812',0.5605,0.34708565,0.10276997,0.53274,4.169925,-0.46196795
'2718N: External Intervention - Fund for Peace - 4','0032: Primary income payments  (BoP; current US$) - WDI - 29',0.55903,0.27921423,0.1056,0.55903,4.321928,-0.52897614
'2718N: External Intervention - Fund for Peace - 4','0379: Electric power consumption  (kWh per capita) - WDI - 365',0.5573,0.3527201,0.04286,0.52963,4.169925,-0.45230505
'2718N: External Intervention - Fund for Peace - 4','0353: Agriculture value added per worker  (constant 2005 US$) - WDI - 345',0.55672,0.18774435,0.109,0.54081,4.321928,-0.6074337
'2718N: External Intervention - Fund for Peace - 4','0887: School enrollment; preprimary; male  (% gross) - WDI - 817',0.55486,0.19042188,0.18946001,0.52056,4.169925,-0.6036871
'2718N: External Intervention - Fund for Peace - 4','2789: Balance of Payments-Exports-Other commercial services (US dollar at current prices) - WTO - 1784',0.55479,0.33677036,0.12560001,0.52685,4.321928,-0.46692574
'2718N: External Intervention - Fund for Peace - 4','2713: Legitimacy of the State - Fund for Peace - 1708',0.55393,-0.12377387,0.07337999,0.54295,4.4594316,0.8232277
'2718N: External Intervention - Fund for Peace - 4','2712: Poverty and Economic Decline - Fund for Peace - 1707',0.55377,-0.092998385,0.067089975,0.54849,4.4594316,0.8042191
'2718N: External Intervention - Fund for Peace - 4','2714: Public Services - Fund for Peace - 1709',0.5523,-0.082252264,0.10464999,0.54333,4.4594316,0.7965879
'2718N: External Intervention - Fund for Peace - 4','0813: GDP per capita; PPP  (current international $) - WDI - 745',0.55226,0.11829862,0.059409976,0.55226,4.321928,-0.65875745
'2718N: External Intervention - Fund for Peace - 4','0814: GDP per capita; PPP  (constant 2011 international $) - WDI - 746',0.55226,0.11829862,0.059409976,0.55226,4.321928,-0.65875745
'2718N: External Intervention - Fund for Peace - 4','0640: Fixed broadband subscriptions  (per 100 people) - WDI - 581',0.55192,0.017029881,0.11743,0.55192,4.321928,-0.7313618
'2718N: External Intervention - Fund for Peace - 4','0953: School enrollment; secondary; female  (% gross) - WDI - 883',0.55069,0.066639274,0.10378,0.52773,4.169925,-0.69573754
'2718N: External Intervention - Fund for Peace - 4','1901: Fixed-broadband subscriptions per 100 inhabitants - ITU - 1659',0.54984,0.01598847,0.11757997,0.54984,4.321928,-0.73065144
'2718N: External Intervention - Fund for Peace - 4','0835: GNI per capita; PPP  (current international $) - WDI - 767',0.54788,0.09281179,0.03312999,0.54788,4.321928,-0.6745874
'2718N: External Intervention - Fund for Peace - 4','0836: GNI per capita; PPP  (constant 2011 international $) - WDI - 768',0.54788,0.09281033,0.03312999,0.54788,4.321928,-0.6745885
'2718N: External Intervention - Fund for Peace - 4','1895: Mobile-cellular telephone subscriptions - ITU - 1653',0.54643,0.18220067,0.09178999,0.52914,4.4594316,-0.60351413
'2718N: External Intervention - Fund for Peace - 4','1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU - 1654',0.54643,0.18220067,0.09178999,0.52914,4.4594316,-0.60351413
'2718N: External Intervention - Fund for Peace - 4','0743: Industry; value added  (current US$) - WDI - 675',0.54118,0.4321122,0.15894002,0.51023,4.321928,-0.3302542
'2718N: External Intervention - Fund for Peace - 4','0636: Mobile cellular subscriptions  (per 100 people) - WDI - 577',0.53973,0.18082336,0.08087,0.52736,4.4594316,-0.5990882
'2718N: External Intervention - Fund for Peace - 4','1300: Age dependency ratio; young  (% of working-age population) - WDI - 1205',0.53703,0.106776536,0.054999977,0.51881,4.4594316,0.6559371
'2718N: External Intervention - Fund for Peace - 4','0380: Energy use  (kg of oil equivalent per capita) - WDI - 366',0.53602,0.33572388,0.07069999,0.53602,4.169925,-0.44754454
'2718N: External Intervention - Fund for Peace - 4','0886: School enrollment; preprimary; female  (% gross) - WDI - 816',0.53244,0.17514306,0.17404002,0.50743,4.169925,-0.5977432
'2718N: External Intervention - Fund for Peace - 4','2716: Security Apparatus - Fund for Peace - 1711',0.53217,-0.09964132,0.045899987,0.52071,4.4594316,0.7948656
'2718N: External Intervention - Fund for Peace - 4','2733: Merchandise trade-Imports-Machinery and transport equipment (US dollar at current prices) - WTO - 1728',0.53159,0.33591068,0.07751,0.51032,4.321928,-0.44235653
'2718N: External Intervention - Fund for Peace - 4','2717: Factionalized Elites - Fund for Peace - 1712',0.53149,-0.086010695,0.05948004,0.5192,4.4594316,0.78581214
'2718N: External Intervention - Fund for Peace - 4','1035: Improved water source  (% of population with access) - WDI - 957',0.52649,0.19951469,0.12854996,0.51455,4.4594316,-0.5718175
'2718N: External Intervention - Fund for Peace - 4','0641: Secure Internet servers - WDI - 582',0.52555,0.4356795,0.02083999,0.52555,4.321928,-0.2997841
'2718N: External Intervention - Fund for Peace - 4','0978: School enrollment; tertiary  (% gross) - WDI - 908',0.52514,0.07392058,0.11118999,0.49751,4.169925,-0.6717287
'2718N: External Intervention - Fund for Peace - 4','1321: International tourism; receipts for passenger transport items  (current US$) - WDI - 1226',0.5247,0.32097107,0.15306997,0.5247,4.169925,-0.4513634
'2718N: External Intervention - Fund for Peace - 4','2734: Merchandise trade-Imports-Office and telecom equipment (US dollar at current prices) - WTO - 1729',0.52368,0.38826773,0.07249996,0.50205,4.321928,-0.36798403
'2718N: External Intervention - Fund for Peace - 4','1288: Fertility rate; total  (births per woman) - WDI - 1193',0.52354,0.14684463,0.053990006,0.50383,4.4594316,0.61375517
'2718N: External Intervention - Fund for Peace - 4','2735: Merchandise trade-Imports-Telecommunications equipment (US dollar at current prices) - WTO - 1730',0.52333,0.3606038,0.08808997,0.49571,4.321928,-0.4033933
'2718N: External Intervention - Fund for Peace - 4','2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO - 1790',0.52305,0.2552787,0.022570014,0.52305,4.169925,-0.51746625
'2718N: External Intervention - Fund for Peace - 4','1298: Age dependency ratio  (% of working-age population) - WDI - 1203',0.52206,0.22127259,0.14435998,0.49764,4.4594316,0.5484409
'2718N: External Intervention - Fund for Peace - 4','0539: Distance to frontier score  (0=lowest performance to 100=frontier) - WDI - 488',0.52163,-0.017727852,0.06035,0.52163,4.321928,-0.73440987
'2718N: External Intervention - Fund for Peace - 4','0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI - 404',0.52121,0.10655525,0.06527001,0.52121,4.321928,-0.64393693
'2718N: External Intervention - Fund for Peace - 4','2708: Demographic Pressures - Fund for Peace - 1703',0.52011,-0.10414374,0.057329983,0.51255,4.4594316,0.7900973
'2718N: External Intervention - Fund for Peace - 4','2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO - 1782',0.51962,0.23085076,0.09038001,0.49869,4.321928,-0.5373725
'2718N: External Intervention - Fund for Peace - 4','0038: Imports of goods; services and primary income  (BoP; current US$) - WDI - 35',0.51882,0.26249668,0.06239,0.49718,4.321928,-0.5062838
'2718N: External Intervention - Fund for Peace - 4','1924: Psychiatrists working in mental health sector (per 100;000) - WHO - 1666',0.51804,0.15790671,0.15494001,0.51804,4.321928,-0.60011107
'2718N: External Intervention - Fund for Peace - 4','1296: Population ages 15-64  (% of total) - WDI - 1201',0.51697,0.2313033,0.15166998,0.4917,4.4594316,-0.53447795
'2718N: External Intervention - Fund for Peace - 4','1095: External resources for health  (% of total expenditure on health) - WDI - 1010',0.51655,0.2343724,0.115339994,0.51655,4.169925,0.5312039
'2718N: External Intervention - Fund for Peace - 4','2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO - 1734',0.51616,0.33463886,0.037119985,0.50659,4.321928,-0.426053
'2718N: External Intervention - Fund for Peace - 4','1413: Account at a financial institution; male  (% age 15+) - WDI - 1318',0.51602,-0.0134109855,0.06661004,0.51602,4.169925,-0.72762007
'2718N: External Intervention - Fund for Peace - 4','0736: Agriculture; value added  (% of GDP) - WDI - 668',0.51542,0.09910634,0.087360024,0.49944,4.321928,0.64522374
'2718N: External Intervention - Fund for Peace - 4','0062: Primary income receipts  (BoP; current US$) - WDI - 59',0.51467,0.29933596,0.051090002,0.51467,4.321928,-0.46404102
'2718N: External Intervention - Fund for Peace - 4','0033: Imports of goods and services  (BoP; current US$) - WDI - 30',0.51417,0.27698886,0.07822999,0.48753,4.321928,-0.48701245
'2718N: External Intervention - Fund for Peace - 4','2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO - 1789',0.51362,0.33372793,0.114280015,0.4928,4.321928,-0.42413688
'2718N: External Intervention - Fund for Peace - 4','1317: International tourism; number of arrivals - WDI - 1222',0.51304,0.2866916,0.14433,0.51304,4.321928,-0.47576088
'2718N: External Intervention - Fund for Peace - 4','2729: Merchandise trade-Imports-Manufactures (US dollar at current prices) - WTO - 1724',0.51268,0.29221457,0.06505999,0.48485,4.321928,-0.46953744
'2718N: External Intervention - Fund for Peace - 4','2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO - 1738',0.50962,0.26499647,0.05078,0.49491,4.321928,-0.4945943
'2718N: External Intervention - Fund for Peace - 4','1051: Lifetime risk of maternal death  (%) - WDI - 973',0.50904,0.24624664,0.09847,0.4921,4.4594316,0.51263374
'2718N: External Intervention - Fund for Peace - 4','1967: Total fertility rate (per woman) - WHO - 1684',0.50752,0.15019584,0.07337001,0.48717,4.4594316,0.597766
'2718N: External Intervention - Fund for Peace - 4','1414: Account at a financial institution; female  (% age 15+) - WDI - 1319',0.50602,-0.04790473,0.085810006,0.50602,4.169925,-0.7442612
'2718N: External Intervention - Fund for Peace - 4','0063: Exports of goods and services  (BoP; current US$) - WDI - 60',0.50455,0.24776855,0.042979985,0.48705,4.321928,-0.50673604
'2718N: External Intervention - Fund for Peace - 4','2709: Refugees and IDPs - Fund for Peace - 1704',0.50161,-0.02655679,0.12261999,0.49296,4.4594316,0.72675085
'2718N: External Intervention - Fund for Peace - 4','1412: Account at a financial institution  (% age 15+) - WDI - 1317',0.4994,-0.053256363,0.06105998,0.4994,4.169925,-0.7434086
'2718N: External Intervention - Fund for Peace - 4','1167: GDP per person employed  (constant 2011 PPP $) - WDI - 1080',0.49869,0.11192897,0.031720012,0.49869,4.321928,-0.62190115
'2718N: External Intervention - Fund for Peace - 4','1903: Cellular subscribers (per 100 population) - WHO - 1660',0.49857,0.13681346,0.05690998,0.49857,4.321928,-0.601462
'2718N: External Intervention - Fund for Peace - 4','2792: Balance of Payments-Exports-Financial services (US dollar at current prices) - WTO - 1787',0.49851,0.33104718,0.044070005,0.48583,4.169925,-0.40922225
'2718N: External Intervention - Fund for Peace - 4','2749: Merchandise trade-Exports-Transport equipment (US dollar at current prices) - WTO - 1744',0.49768,0.34373927,0.10958001,0.48212,4.321928,-0.39235282
'2718N: External Intervention - Fund for Peace - 4','1403: High-technology exports  (current US$) - WDI - 1308',0.49725,0.39327627,0.032240003,0.49725,4.169925,-0.32244956
'2718N: External Intervention - Fund for Peace - 4','0745: Industry; value added  (constant 2005 US$) - WDI - 677',0.49573,0.37416953,0.14208001,0.47785,4.321928,-0.34865525
'2718N: External Intervention - Fund for Peace - 4','1416: Account at a financial institution; income; richest 60%  (% ages 15+) - WDI - 1321',0.49544,-0.050521612,0.057099998,0.49544,4.169925,-0.73889214
'2718N: External Intervention - Fund for Peace - 4','1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI - 972',0.49431,0.15714833,0.08792001,0.48409,4.4594316,-0.58065623
'2718N: External Intervention - Fund for Peace - 4','2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO - 1737',0.49395,0.24043506,0.04686001,0.48381,4.321928,-0.50350267
'2718N: External Intervention - Fund for Peace - 4','2791: Balance of Payments-Exports-Insurance and pension services (US dollar at current prices) - WTO - 1786',0.49348,0.3090713,0.058180004,0.49348,4.169925,-0.4294283
'2718N: External Intervention - Fund for Peace - 4','2711: Uneven Development - Fund for Peace - 1706',0.49324,0.006483048,0.08261001,0.49324,4.0,0.6976797
'2718N: External Intervention - Fund for Peace - 4','1295: Population ages 0-14  (% of total) - WDI - 1200',0.49239,0.029254228,0.05471,0.47347,4.4594316,0.6805408
'2718N: External Intervention - Fund for Peace - 4','2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO - 1811',0.49183,0.27568787,0.060449988,0.46372,4.169925,-0.46491086
'2718N: External Intervention - Fund for Peace - 4','2719: Human Flight - Fund for Peace - 1714',0.49176,-0.06173083,0.06614998,0.47557,4.4594316,0.7439696
'2718N: External Intervention - Fund for Peace - 4','2704: Corruption perceptions index - Transparency - 1699',0.48713,-0.07528758,0.057939976,0.48713,4.321928,-0.74994504
'2718N: External Intervention - Fund for Peace - 4','2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO - 1718',0.48622,0.32313725,0.03454998,0.47052,4.321928,-0.40383506
'2718N: External Intervention - Fund for Peace - 4','1286: Life expectancy at birth; total  (years) - WDI - 1191',0.4853,0.05764243,0.046469986,0.46854,4.4594316,-0.65395534
'2718N: External Intervention - Fund for Peace - 4','0068: Exports of goods; services and primary income  (BoP; current US$) - WDI - 65',0.48473,0.21914452,0.02316001,0.46945,4.321928,-0.51534986
'2718N: External Intervention - Fund for Peace - 4','0642: Secure Internet servers  (per 1 million people) - WDI - 583',0.48384,0.18371484,0.034920007,0.48384,4.321928,-0.5478368
'2718N: External Intervention - Fund for Peace - 4','0697: Exports of goods and services  (current US$) - WDI - 629',0.48358,0.23598474,0.04174,0.48358,4.321928,-0.49758944
'2718N: External Intervention - Fund for Peace - 4','1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI - 987',0.48273,0.19304481,0.122669995,0.46434,4.4594316,0.5382241
'2718N: External Intervention - Fund for Peace - 4','1289: Survival to age 65; female  (% of cohort) - WDI - 1194',0.48174,0.14091456,0.033009976,0.46498,4.4594316,-0.5838026
'2718N: External Intervention - Fund for Peace - 4','0035: Goods imports  (BoP; current US$) - WDI - 32',0.4808,0.2707287,0.07525,0.4808,4.321928,-0.45833534
'2718N: External Intervention - Fund for Peace - 4','2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO - 1792',0.47904,0.21056956,0.092209995,0.47904,4.321928,-0.5181413
'2718N: External Intervention - Fund for Peace - 4','1033: Improved water source; rural  (% of rural population with access) - WDI - 955',0.47879,0.1613949,0.089729995,0.45953,4.4594316,-0.5633783
'2718N: External Intervention - Fund for Peace - 4','0065: Goods exports  (BoP; current US$) - WDI - 62',0.47811,0.2557794,0.038289994,0.47811,4.321928,-0.47151947
'2718N: External Intervention - Fund for Peace - 4','2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO - 1739',0.47769,0.33588028,0.080359995,0.46773,4.321928,-0.3765763
'2718N: External Intervention - Fund for Peace - 4','2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO - 1783',0.47612,0.22622116,0.04372999,0.47612,4.321928,-0.49989882
'2718N: External Intervention - Fund for Peace - 4','2752: Merchandise trade-Imports-Electronic data processing and office equipment (US dollar at current prices) - WTO - 1747',0.47597,0.31248367,0.014640003,0.45577,4.321928,-0.40433443
'2718N: External Intervention - Fund for Peace - 4','0041: Foreign direct investment; net outflows  (BoP; current US$) - WDI - 38',0.47418,0.3100187,0.15742001,0.44059,4.321928,-0.40516827
'2718N: External Intervention - Fund for Peace - 4','1898: Fixed-telephone subscriptions per 100 inhabitants - ITU - 1656',0.47406,0.035456926,0.03533998,0.45194,4.4594316,-0.66227114
'2718N: External Intervention - Fund for Peace - 4','1299: Age dependency ratio; old  (% of working-age population) - WDI - 1204',0.47303,0.061848223,0.062440008,0.45694,4.4594316,-0.6412346
'2718N: External Intervention - Fund for Peace - 4','2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO - 1740',0.47269,0.4164017,0.036599994,0.45645,4.321928,-0.23725148
'2718N: External Intervention - Fund for Peace - 4','1319: International tourism; receipts  (current US$) - WDI - 1224',0.47173,0.24845648,0.07073,0.47173,4.321928,-0.47251827
'2718N: External Intervention - Fund for Peace - 4','1297: Population ages 65 and above  (% of total) - WDI - 1202',0.47172,0.043812543,0.035949975,0.45258,4.4594316,-0.6541464
'2718N: External Intervention - Fund for Peace - 4','2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO - 1780',0.47171,0.20760536,0.06718999,0.47171,4.321928,-0.5139111
'2718N: External Intervention - Fund for Peace - 4','0817: Gross domestic savings  (current US$) - WDI - 749',0.47154,0.36187887,0.059930027,0.44985,4.321928,-0.33115125
'2718N: External Intervention - Fund for Peace - 4','1278: Birth rate; crude  (per 1;000 people) - WDI - 1185',0.47145,0.037799776,0.044009984,0.45738,4.4594316,0.65852123
'2718N: External Intervention - Fund for Peace - 4','2724: Merchandise trade-Exports-Textiles (US dollar at current prices) - WTO - 1719',0.47144,0.43475008,0.13092001,0.45505,4.321928,-0.19154608
'2718N: External Intervention - Fund for Peace - 4','0638: Fixed telephone subscriptions  (per 100 people) - WDI - 579',0.47109,0.029121548,0.055969983,0.45002,4.4594316,-0.6648071
'2718N: External Intervention - Fund for Peace - 4','2715: Human Rights - Fund for Peace - 1710',0.46981,-0.08395201,0.033060014,0.46275,4.4594316,0.7441519
'2718N: External Intervention - Fund for Peace - 4','1388: Merchandise exports  (current US$) - WDI - 1293',0.46948,0.24515894,0.06348002,0.45878,4.4594316,-0.47362545
'2718N: External Intervention - Fund for Peace - 4','2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO - 1775',0.46948,0.24521333,0.06348002,0.45878,4.4594316,-0.47356802
'2718N: External Intervention - Fund for Peace - 4','1285: Life expectancy at birth; female  (years) - WDI - 1190',0.46838,0.050094932,0.024979979,0.44713,4.4594316,-0.6467496
'2718N: External Intervention - Fund for Peace - 4','1058: Improved sanitation facilities  (% of population with access) - WDI - 975',0.46798,0.103777796,0.094229996,0.44809,4.4594316,-0.60349166
'2718N: External Intervention - Fund for Peace - 4','2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO - 1742',0.46768,0.42273328,0.06689,0.46517,4.321928,-0.21200643
'2718N: External Intervention - Fund for Peace - 4','0052: Foreign direct investment; net  (BoP; current US$) - WDI - 49',0.46743,0.4628607,0.19900998,0.46743,4.321928,-0.0675965
'2718N: External Intervention - Fund for Peace - 4','2731: Merchandise trade-Imports-Chemicals (US dollar at current prices) - WTO - 1726',0.46733,0.22380523,0.06231001,0.45057,4.321928,-0.4934823
'2718N: External Intervention - Fund for Peace - 4','2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO - 1741',0.46719,0.42321527,0.03547001,0.46516,4.321928,-0.20970151
'2718N: External Intervention - Fund for Peace - 4','1283: Mortality rate; infant  (per 1;000 live births) - WDI - 1189',0.46669,0.088739276,0.03130001,0.44758,4.4594316,0.61477697
'2718N: External Intervention - Fund for Peace - 4','2737: Merchandise trade-Imports-Automotive products (US dollar at current prices) - WTO - 1732',0.46636,0.24256334,0.06786001,0.45407,4.321928,-0.47307152
'2718N: External Intervention - Fund for Peace - 4','1371: Merchandise imports by the reporting economy  (current US$) - WDI - 1276',0.4658,0.25650615,0.07879999,0.4658,4.321928,-0.45748645
'2718N: External Intervention - Fund for Peace - 4','2750: Merchandise trade-Exports-Automotive products (US dollar at current prices) - WTO - 1745',0.46559,0.3230071,0.050300002,0.45794,4.321928,-0.3776015
'2718N: External Intervention - Fund for Peace - 4','1323: International tourism; receipts for travel items  (current US$) - WDI - 1228',0.46558,0.23014548,0.059029996,0.46558,4.321928,-0.48521593
'2718N: External Intervention - Fund for Peace - 4','0722: Imports of goods and services  (constant 2005 US$) - WDI - 654',0.46514,0.2432999,0.042630017,0.46514,4.169925,-0.47099906
'2718N: External Intervention - Fund for Peace - 4','0056: Net capital account  (BoP; current US$) - WDI - 53',0.46488,0.44582385,0.28829998,0.46488,4.169925,-0.13804403
'2718N: External Intervention - Fund for Peace - 4','0699: Exports of goods and services  (constant 2005 US$) - WDI - 631',0.46362,0.24350989,0.033109993,0.46362,4.169925,-0.46915895
'2718N: External Intervention - Fund for Peace - 4','2798: Balance of Payments-Exports-Other services (US dollar at current prices) - WTO - 1793',0.46287,0.24900422,0.03977999,0.44766,4.321928,-0.46245626
'2718N: External Intervention - Fund for Peace - 4','0043: Secondary income; other sectors; payments  (BoP; current US$) - WDI - 40',0.46282,0.31368083,0.045700014,0.44378,4.321928,-0.38618538
'2718N: External Intervention - Fund for Peace - 4','0778: Adjusted net national income  (current US$) - WDI - 710',0.46227,0.32944053,0.101720005,0.46227,4.321928,-0.3644578
'2718N: External Intervention - Fund for Peace - 4','0898: Pupil-teacher ratio; primary - WDI - 828',0.46224,0.104771316,0.047890007,0.43984,4.169925,0.59788686
'2718N: External Intervention - Fund for Peace - 4','0490: Claims on other sectors of the domestic economy  (% of GDP) - WDI - 439',0.46171,0.077908665,0.08463001,0.44065,4.169925,-0.619517
'2718N: External Intervention - Fund for Peace - 4','0036: Service imports  (BoP; current US$) - WDI - 33',0.46168,0.1620799,0.046359986,0.45247,4.321928,-0.5473574
'2718N: External Intervention - Fund for Peace - 4','1375: Commercial service imports  (current US$) - WDI - 1280',0.46168,0.15392262,0.04097998,0.45247,4.321928,-0.55475885
'2718N: External Intervention - Fund for Peace - 4','2753: Merchandise trade-Imports-Integrated circuits and electronic components (US dollar at current prices) - WTO - 1748',0.46156,0.4177297,0.031379998,0.43901,4.321928,-0.2093569
'2718N: External Intervention - Fund for Peace - 4','0577: Cost of business start-up procedures  (% of GNI per capita) - WDI - 521',0.46116,0.22580491,0.10363999,0.46116,4.321928,0.4851341
'2718N: External Intervention - Fund for Peace - 4','0639: Fixed broadband subscriptions - WDI - 580',0.46116,0.38025245,0.047500014,0.46116,4.321928,-0.28444254
'2718N: External Intervention - Fund for Peace - 4','1415: Account at a financial institution; income; poorest 40%  (% ages 15+) - WDI - 1320',0.4608,-0.08013314,0.037209988,0.4608,4.169925,-0.73548156
'2718N: External Intervention - Fund for Peace - 4','0720: Imports of goods and services  (current US$) - WDI - 652',0.45942,0.23261511,0.048269987,0.45942,4.321928,-0.47624037
'2718N: External Intervention - Fund for Peace - 4','0844: Net taxes on products  (current US$) - WDI - 776',0.45942,0.2747569,0.041799992,0.45942,4.169925,-0.42972445
'2718N: External Intervention - Fund for Peace - 4','0361: Electric power transmission and distribution losses  (% of output) - WDI - 350',0.4573,0.28180823,0.056329995,0.4369,4.169925,0.4189174
'2718N: External Intervention - Fund for Peace - 4','1361: Merchandise imports  (current US$) - WDI - 1266',0.45605,0.24312267,0.055070013,0.4404,4.4594316,-0.4614405
'2718N: External Intervention - Fund for Peace - 4','2781: Merchandise trade-Imports-Total merchandise (US dollar at current prices) - WTO - 1776',0.45605,0.2429966,0.055070013,0.4404,4.4594316,-0.4615771
'2718N: External Intervention - Fund for Peace - 4','1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD - 1327',0.45603,0.22617881,0.06946999,0.43711,4.169925,-0.479428
'2718N: External Intervention - Fund for Peace - 4','1287: Life expectancy at birth; male  (years) - WDI - 1192',0.45447,0.029603958,0.058589995,0.4358,4.4594316,-0.6518175
'2718N: External Intervention - Fund for Peace - 4','2738: Merchandise trade-Imports-Textiles (US dollar at current prices) - WTO - 1733',0.45256,0.27663708,0.10454002,0.43039,4.321928,-0.4194317
'2718N: External Intervention - Fund for Peace - 4','2818: Balance of Payments-Imports-Telecommunications; computer; and information services (US dollar at current prices) - WTO - 1813',0.45172,0.18201372,0.07209,0.42718,4.321928,-0.5193325
