@relation MINE-Indicator-2006TO2013-0811_clustered

@attribute Instance_number numeric
@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8}

@data
154,'0811N: GDP per capita growth  (annual \%) - WDI','0116: PPG; bilateral  (AMT; current US$) - WDI',0.17084,0.159625,0.03843,0.17084,5.954197,0.105902,cluster6
155,'0811N: GDP per capita growth  (annual \%) - WDI','0187: External debt stocks; public and publicly guaranteed (PPG)  (DOD; current US$) - WDI',0.1708,0.163818,0.02182,0.1708,5.954197,0.083558,cluster6
156,'0811N: GDP per capita growth  (annual \%) - WDI','0933: Children out of school; primary; female - WDI',0.17079,0.166071,0.02161,0.16726,6.087463,0.068696,cluster8
157,'0811N: GDP per capita growth  (annual \%) - WDI','1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI',0.17072,0.169688,0.04285,0.16892,6.426265,0.032127,cluster2
158,'0811N: GDP per capita growth  (annual \%) - WDI','0838: Gross savings  (current LCU) - WDI',0.17054,0.166482,0.03289,0.17054,6.129283,0.0637,cluster8
159,'0811N: GDP per capita growth  (annual \%) - WDI','0227: Interest payments on external debt; total  (INT; current US$) - WDI',0.1703,0.163919,0.032,0.1703,5.954197,0.079882,cluster6
160,'0811N: GDP per capita growth  (annual \%) - WDI','0492: Domestic credit to private sector  (\% of GDP) - WDI',0.17005,0.155522,0.04843,0.16782,6.392317,-0.120533,cluster2
161,'0811N: GDP per capita growth  (annual \%) - WDI','0285: Net financial flows; RDB nonconcessional  (NFL; current US$) - WDI',0.17003,0.159641,0.01041,0.17003,5.954197,0.101928,cluster6
162,'0811N: GDP per capita growth  (annual \%) - WDI','0852: Official exchange rate  (LCU per US$; period average) - WDI',0.16992,0.169807,0.03096,0.16992,6.169925,0.010648,cluster8
163,'0811N: GDP per capita growth  (annual \%) - WDI','0239: PPG; official creditors  (INT; current US$) - WDI',0.16968,0.161062,0.02587,0.16968,5.954197,0.092836,cluster6
164,'0811N: GDP per capita growth  (annual \%) - WDI','1321: International tourism; receipts for passenger transport items  (current US$) - WDI',0.1696,0.166705,0.0396,0.16699,6.209454,-0.053802,cluster8
165,'0811N: GDP per capita growth  (annual \%) - WDI','0708: Gross fixed capital formation  (annual \% growth) - WDI',0.16936,0.151051,0.01698,0.16936,6.247928,0.13531,cluster8
166,'0811N: GDP per capita growth  (annual \%) - WDI','0695: Gross national expenditure  (constant LCU) - WDI',0.16934,0.16763,0.04042,0.16934,6.129283,0.041348,cluster8
167,'0811N: GDP per capita growth  (annual \%) - WDI','0627: Air transport; registered carrier departures worldwide - WDI',0.16927,0.167193,0.02507,0.16635,6.247928,-0.045569,cluster8
168,'0811N: GDP per capita growth  (annual \%) - WDI','0929: Adjusted net enrollment rate; primary  (\% of primary school age children) - WDI',0.16926,0.168507,0.02778,0.16926,6.129283,0.027445,cluster8
169,'0811N: GDP per capita growth  (annual \%) - WDI','0773: Adjusted savings: particulate emission damage  (\% of GNI) - WDI',0.16924,0.159809,0.01418,0.16924,6.357552,0.097111,cluster8
170,'0811N: GDP per capita growth  (annual \%) - WDI','0821: Gross domestic income  (constant LCU) - WDI',0.16897,0.167347,0.04051,0.16897,6.129283,0.040285,cluster8
171,'0811N: GDP per capita growth  (annual \%) - WDI','0261: Net flows on external debt; long-term  (NFL; current US$) - WDI',0.16895,0.165846,0.01586,0.16895,5.954197,0.055711,cluster6
172,'0811N: GDP per capita growth  (annual \%) - WDI','0347: PPG; other private creditors  (TDS; current US$) - WDI',0.1688,0.151001,0.01937,0.1688,5.954197,0.133413,cluster6
173,'0811N: GDP per capita growth  (annual \%) - WDI','0571: Time to import  (days) - WDI',0.16865,0.143309,0.03835,0.16632,6.426265,0.159188,cluster2
174,'0811N: GDP per capita growth  (annual \%) - WDI','0272: PPG; multilateral concessional  (NFL; current US$) - WDI',0.1686,0.164501,0.01444,0.1686,5.954197,0.064026,cluster6
175,'0811N: GDP per capita growth  (annual \%) - WDI','0835: GNI per capita; PPP  (current international $) - WDI',0.16855,0.138089,0.03364,0.16673,6.459432,-0.174532,cluster2
176,'0811N: GDP per capita growth  (annual \%) - WDI','2731: Merchandise trade-Imports-Chemicals (US dollar at current prices) - WTO',0.16829,0.167577,0.0341,0.16506,6.209454,-0.026709,cluster8
177,'0811N: GDP per capita growth  (annual \%) - WDI','0178: PPG; bilateral  (DOD; current US$) - WDI',0.16824,0.157344,0.04112,0.16824,5.954197,0.104383,cluster6
178,'0811N: GDP per capita growth  (annual \%) - WDI','1372: Merchandise imports from low- and middle-income economies within region  (\% of total merchandise imports) - WDI',0.16786,0.159803,0.03844,0.16786,6.044394,0.089761,cluster8
179,'0811N: GDP per capita growth  (annual \%) - WDI','0271: Net financial flows; multilateral  (NFL; current US$) - WDI',0.16784,0.162144,0.02198,0.16784,5.954197,0.075474,cluster6
180,'0811N: GDP per capita growth  (annual \%) - WDI','1901: Fixed-broadband subscriptions per 100 inhabitants - ITU',0.16774,0.14753,0.02005,0.16527,6.247928,-0.142161,cluster8
181,'0811N: GDP per capita growth  (annual \%) - WDI','0117: PPG; bilateral concessional  (AMT; current US$) - WDI',0.16752,0.156348,0.04048,0.16752,5.954197,0.105699,cluster6
182,'0811N: GDP per capita growth  (annual \%) - WDI','0722: Imports of goods and services  (constant 2005 US$) - WDI',0.16729,0.165621,0.03397,0.16446,6.247928,-0.040858,cluster8
183,'0811N: GDP per capita growth  (annual \%) - WDI','0230: IMF charges  (INT; current US$) - WDI',0.16724,0.162157,0.02333,0.16724,5.954197,0.071296,cluster6
184,'0811N: GDP per capita growth  (annual \%) - WDI','0144: Commitments; official creditors  (COM; current US$) - WDI',0.16719,0.159897,0.02234,0.16719,5.954197,0.085401,cluster6
185,'0811N: GDP per capita growth  (annual \%) - WDI','0485: Lending interest rate  (\%) - WDI',0.16699,0.163717,0.01804,0.16369,6.044394,0.057211,cluster8
186,'0811N: GDP per capita growth  (annual \%) - WDI','0194: PPG; IDA  (DOD; current US$) - WDI',0.16691,0.15675,0.031,0.16691,5.954197,0.100794,cluster6
187,'0811N: GDP per capita growth  (annual \%) - WDI','1342: Share of tariff lines with specific rates; all products  (\%) - WDI',0.1668,0.14927,0.04233,0.1668,6.044394,-0.1324,cluster8
188,'0811N: GDP per capita growth  (annual \%) - WDI','0699: Exports of goods and services  (constant 2005 US$) - WDI',0.16675,0.165433,0.03808,0.16421,6.247928,-0.036285,cluster8
189,'0811N: GDP per capita growth  (annual \%) - WDI','2720: Merchandise trade-Exports-Agricultural products (US dollar at current prices) - WTO',0.16672,0.165241,0.0324,0.16385,6.209454,-0.038457,cluster8
190,'0811N: GDP per capita growth  (annual \%) - WDI','0688: Final consumption expenditure  (current LCU) - WDI',0.16668,0.165257,0.02907,0.16668,6.209454,0.037726,cluster8
191,'0811N: GDP per capita growth  (annual \%) - WDI','1334: Share of tariff lines with specific rates; manufactured products  (\%) - WDI',0.16657,0.166483,0.05084,0.16657,6.044394,0.009323,cluster8
192,'0811N: GDP per capita growth  (annual \%) - WDI','0663: General government final consumption expenditure  (annual \% growth) - WDI',0.16644,0.154114,0.00724,0.16644,6.247928,0.111023,cluster8
193,'0811N: GDP per capita growth  (annual \%) - WDI','0311: PNG; commercial banks and other creditors  (NTR; current US$) - WDI',0.16638,0.164965,0.02702,0.16638,5.954197,0.037619,cluster6
194,'0811N: GDP per capita growth  (annual \%) - WDI','0067: Charges for the use of intellectual property; receipts  (BoP; current US$) - WDI',0.16636,0.153853,0.03425,0.16636,6.044394,-0.111834,cluster8
195,'0811N: GDP per capita growth  (annual \%) - WDI','0262: Net flows on external debt; private nonguaranteed (PNG)  (NFL; current US$) - WDI',0.16633,0.163244,0.02001,0.16633,5.954197,0.055548,cluster6
196,'0811N: GDP per capita growth  (annual \%) - WDI','0882: School enrollment; tertiary (gross); gender parity index  (GPI) - WDI',0.16623,0.148189,0.01185,0.1634,6.129283,-0.134318,cluster8
197,'0811N: GDP per capita growth  (annual \%) - WDI','0233: Interest payments on external debt; public and publicly guaranteed (PPG)  (INT; current US$) - WDI',0.16621,0.16178,0.02203,0.16621,5.954197,0.066561,cluster6
198,'0811N: GDP per capita growth  (annual \%) - WDI','1290: Survival to age 65; male  (\% of cohort) - WDI',0.16613,0.157893,0.0224,0.16613,6.426265,-0.090758,cluster2
199,'0811N: GDP per capita growth  (annual \%) - WDI','0074: Portfolio equity; net inflows  (BoP; current US$) - WDI',0.16612,0.16607,0.03198,0.16612,6.169925,-0.007037,cluster8
200,'0811N: GDP per capita growth  (annual \%) - WDI','0441: Total fisheries production  (metric tons) - WDI',0.16588,0.160246,0.04387,0.16356,6.459432,0.075059,cluster2
201,'0811N: GDP per capita growth  (annual \%) - WDI','0307: PPG; official creditors  (NTR; current US$) - WDI',0.16554,0.165316,0.01151,0.16554,5.954197,0.014983,cluster6
202,'0811N: GDP per capita growth  (annual \%) - WDI','1305: Population; female  (\% of total) - WDI',0.1655,0.161151,0.05262,0.1655,6.426265,0.065945,cluster2
203,'0811N: GDP per capita growth  (annual \%) - WDI','2717: Factionalized Elites - Fund for Peace',0.16539,0.146082,0.06562,0.16539,6.209454,0.138954,cluster8
204,'0811N: GDP per capita growth  (annual \%) - WDI','0220: Average grant element on new external debt commitments; official  (\%) - WDI',0.16538,0.15503,0.01337,0.16538,5.954197,0.101736,cluster6
205,'0811N: GDP per capita growth  (annual \%) - WDI','0010: Permanent cropland  (\% of land area) - WDI',0.16535,0.164749,0.06366,0.16535,6.426265,-0.024523,cluster2
206,'0811N: GDP per capita growth  (annual \%) - WDI','0338: PPG; IDA  (TDS; current US$) - WDI',0.16519,0.15322,0.01777,0.16519,5.954197,0.109407,cluster6
207,'0811N: GDP per capita growth  (annual \%) - WDI','0662: General government final consumption expenditure  (constant 2005 US$) - WDI',0.16512,0.160883,0.0275,0.16512,6.209454,-0.065094,cluster8
208,'0811N: GDP per capita growth  (annual \%) - WDI','2818: Balance of Payments-Imports-Telecommunications; computer; and information services (US dollar at current prices) - WTO',0.16508,0.160191,0.02691,0.16175,6.169925,-0.06992,cluster8
209,'0811N: GDP per capita growth  (annual \%) - WDI','0850: Terms of trade adjustment  (constant LCU) - WDI',0.16506,0.164948,0.04014,0.16506,6.129283,-0.010601,cluster8
210,'0811N: GDP per capita growth  (annual \%) - WDI','1352: Tariff rate; most favored nation; weighted mean; primary products  (\%) - WDI',0.16494,0.162862,0.03067,0.16494,6.044394,0.045581,cluster8
211,'0811N: GDP per capita growth  (annual \%) - WDI','0234: Interest payments on external debt; short-term  (INT; current US$) - WDI',0.16474,0.154182,0.02247,0.16474,5.954197,0.102754,cluster6
212,'0811N: GDP per capita growth  (annual \%) - WDI','0169: PPG; official creditors  (DIS; current US$) - WDI',0.16447,0.15723,0.01789,0.16447,5.954197,0.085089,cluster6
213,'0811N: GDP per capita growth  (annual \%) - WDI','0305: PPG; multilateral  (NTR; current US$) - WDI',0.16445,0.160573,0.02277,0.16445,5.954197,0.062266,cluster6
214,'0811N: GDP per capita growth  (annual \%) - WDI','0948: Pupil-teacher ratio; secondary - WDI',0.16427,0.157279,0.01216,0.16427,6,0.083615,cluster6
215,'0811N: GDP per capita growth  (annual \%) - WDI','1059: Improved sanitation facilities; rural  (\% of rural population with access) - WDI',0.16422,0.149011,0.02112,0.16218,6.426265,-0.123323,cluster2
216,'0811N: GDP per capita growth  (annual \%) - WDI','2730: Merchandise trade-Imports-Iron and steel (US dollar at current prices) - WTO',0.16394,0.161495,0.04925,0.16102,6.209454,-0.049451,cluster8
217,'0811N: GDP per capita growth  (annual \%) - WDI','0906: School enrollment; primary; female  (\% net) - WDI',0.16391,0.162024,0.02673,0.16114,6.087463,0.043424,cluster8
218,'0811N: GDP per capita growth  (annual \%) - WDI','2736: Merchandise trade-Imports-Transport equipment (US dollar at current prices) - WTO',0.16389,0.160845,0.04392,0.16074,6.209454,-0.055185,cluster8
219,'0811N: GDP per capita growth  (annual \%) - WDI','0181: Total change in external debt stocks  (current US$) - WDI',0.16384,0.155201,0.01848,0.16384,5.954197,0.092946,cluster6
220,'0811N: GDP per capita growth  (annual \%) - WDI','1285: Life expectancy at birth; female  (years) - WDI',0.16379,0.159135,0.03539,0.16379,6.426265,-0.068226,cluster2
221,'0811N: GDP per capita growth  (annual \%) - WDI','0297: PPG; bilateral  (NTR; current US$) - WDI',0.16369,0.159511,0.03495,0.16369,5.954197,-0.064643,cluster8
222,'0811N: GDP per capita growth  (annual \%) - WDI','0667: Household final consumption expenditure; etc.  (current LCU) - WDI',0.16369,0.162356,0.02983,0.16369,6.209454,0.036519,cluster8
223,'0811N: GDP per capita growth  (annual \%) - WDI','0698: Exports of goods and services  (current LCU) - WDI',0.16349,0.162236,0.03539,0.16089,6.285402,0.035416,cluster8
224,'0811N: GDP per capita growth  (annual \%) - WDI','0433: Population in the largest city  (\% of urban population) - WDI',0.16348,0.162344,0.04458,0.16071,6.247928,0.033709,cluster8
225,'0811N: GDP per capita growth  (annual \%) - WDI','1335: Tariff rate; applied; weighted mean; manufactured products  (\%) - WDI',0.16344,0.162052,0.02525,0.16344,6.044394,0.037253,cluster8
226,'0811N: GDP per capita growth  (annual \%) - WDI','0741: Manufacturing; value added  (constant LCU) - WDI',0.16337,0.160592,0.04129,0.16337,6.209454,0.052709,cluster8
227,'0811N: GDP per capita growth  (annual \%) - WDI','0167: PPG; multilateral  (DIS; current US$) - WDI',0.16329,0.156149,0.01982,0.16329,5.954197,0.084505,cluster6
228,'0811N: GDP per capita growth  (annual \%) - WDI','0302: Net transfers on external debt; public and publicly guaranteed (PPG)  (NTR; current US$) - WDI',0.16328,0.162894,0.02337,0.16328,5.954197,0.019643,cluster6
229,'0811N: GDP per capita growth  (annual \%) - WDI','0009: Land under cereal production  (hectares) - WDI',0.16315,0.161114,0.04205,0.1604,6.392317,0.045122,cluster8
230,'0811N: GDP per capita growth  (annual \%) - WDI','0122: Principal repayments on external debt; public and publicly guaranteed (PPG)  (AMT; current US$) - WDI',0.16306,0.155668,0.02083,0.16306,5.954197,0.085979,cluster6
231,'0811N: GDP per capita growth  (annual \%) - WDI','0682: Final consumption expenditure; etc.  (current LCU) - WDI',0.16301,0.161748,0.02276,0.16028,6.247928,0.03552,cluster8
232,'0811N: GDP per capita growth  (annual \%) - WDI','0301: Net transfers on external debt; private nonguaranteed (PNG)  (NTR; current US$) - WDI',0.16299,0.160521,0.01177,0.16299,5.954197,0.049685,cluster6
233,'0811N: GDP per capita growth  (annual \%) - WDI','0158: PPG; bilateral concessional  (DIS; current US$) - WDI',0.16287,0.155271,0.01057,0.16287,5.954197,0.087174,cluster6
234,'0811N: GDP per capita growth  (annual \%) - WDI','0738: Manufacturing; value added  (current LCU) - WDI',0.16278,0.161164,0.02809,0.16278,6.209454,0.040203,cluster8
235,'0811N: GDP per capita growth  (annual \%) - WDI','0745: Industry; value added  (constant 2005 US$) - WDI',0.16278,0.161944,0.03573,0.16041,6.357552,-0.028914,cluster8
236,'0811N: GDP per capita growth  (annual \%) - WDI','0776: Adjusted savings: net national savings  (current US$) - WDI',0.16278,0.150969,0.04141,0.16278,6.129283,0.108676,cluster8
237,'0811N: GDP per capita growth  (annual \%) - WDI','0824: GNI  (current LCU) - WDI',0.16277,0.162318,0.02844,0.1601,6.321928,0.021265,cluster8
238,'0811N: GDP per capita growth  (annual \%) - WDI','2792: Balance of Payments-Exports-Financial services (US dollar at current prices) - WTO',0.1625,0.152271,0.02582,0.15897,6,-0.101141,cluster8
239,'0811N: GDP per capita growth  (annual \%) - WDI','0327: Debt service on external debt; total  (TDS; current US$) - WDI',0.16234,0.155791,0.02284,0.16234,5.954197,0.080924,cluster6
240,'0811N: GDP per capita growth  (annual \%) - WDI','0599: Trademark applications; total - WDI',0.16231,0.160705,0.03453,0.1594,6.129283,0.040068,cluster8
241,'0811N: GDP per capita growth  (annual \%) - WDI','0673: Household final consumption expenditure  (current LCU) - WDI',0.1623,0.160918,0.02706,0.1623,6.209454,0.037173,cluster8
242,'0811N: GDP per capita growth  (annual \%) - WDI','0761: Adjusted savings: education expenditure  (\% of GNI) - WDI',0.16224,0.157078,0.0169,0.16023,6.426265,-0.071848,cluster2
243,'0811N: GDP per capita growth  (annual \%) - WDI','0279: Commercial banks and other lending (PPG + PNG)  (NFL; current US$) - WDI',0.16211,0.160521,0.01554,0.1587,6,0.039859,cluster6
244,'0811N: GDP per capita growth  (annual \%) - WDI','0008: Arable land  (\% of land area) - WDI',0.16207,0.160485,0.05255,0.15931,6.459432,0.039818,cluster2
245,'0811N: GDP per capita growth  (annual \%) - WDI','1287: Life expectancy at birth; male  (years) - WDI',0.16171,0.154074,0.03314,0.16171,6.426265,-0.087382,cluster2
246,'0811N: GDP per capita growth  (annual \%) - WDI','0263: Net flows on external debt; public and publicly guaranteed (PPG)  (NFL; current US$) - WDI',0.1617,0.159564,0.01138,0.1617,5.954197,0.046222,cluster6
247,'0811N: GDP per capita growth  (annual \%) - WDI','0258: PPG; bilateral concessional  (NFL; current US$) - WDI',0.16158,0.161126,0.02438,0.16158,5.954197,0.021313,cluster6
248,'0811N: GDP per capita growth  (annual \%) - WDI','1312: Rural population  (\% of total population) - WDI',0.16158,0.151836,0.03837,0.16158,6.459432,0.098709,cluster2
249,'0811N: GDP per capita growth  (annual \%) - WDI','2732: Merchandise trade-Imports-Pharmaceuticals (US dollar at current prices) - WTO',0.16154,0.156624,0.03399,0.16154,6.169925,-0.070113,cluster8
250,'0811N: GDP per capita growth  (annual \%) - WDI','0421: CO2 emissions from manufacturing industries and construction  (\% of total fuel combustion) - WDI',0.16149,0.159121,0.0345,0.15908,6.209454,0.048673,cluster8
251,'0811N: GDP per capita growth  (annual \%) - WDI','0289: Net official flows from UN agencies; UNDP  (current US$) - WDI',0.16148,0.160975,0.04766,0.15857,6.169925,0.02248,cluster8
252,'0811N: GDP per capita growth  (annual \%) - WDI','0717: Gross capital formation  (annual \% growth) - WDI',0.16139,0.154038,0.02608,0.15907,6.285402,0.085742,cluster8
253,'0811N: GDP per capita growth  (annual \%) - WDI','0325: PPG; bilateral  (TDS; current US$) - WDI',0.16129,0.150188,0.03177,0.16129,5.954197,0.105365,cluster6
254,'0811N: GDP per capita growth  (annual \%) - WDI','0260: Net flows on external debt; total  (NFL; current US$) - WDI',0.16128,0.154123,0.01484,0.16128,5.954197,0.084602,cluster6
255,'0811N: GDP per capita growth  (annual \%) - WDI','1315: Urban population  (\% of total) - WDI',0.1611,0.151357,0.03789,0.1611,6.459432,-0.098708,cluster2
256,'0811N: GDP per capita growth  (annual \%) - WDI','0276: PPG; official creditors  (NFL; current US$) - WDI',0.16106,0.158427,0.01488,0.16106,5.954197,0.051318,cluster6
257,'0811N: GDP per capita growth  (annual \%) - WDI','0298: PPG; bilateral concessional  (NTR; current US$) - WDI',0.16086,0.158452,0.03093,0.16086,5.954197,-0.049073,cluster8
258,'0811N: GDP per capita growth  (annual \%) - WDI','2729: Merchandise trade-Imports-Manufactures (US dollar at current prices) - WTO',0.16075,0.160195,0.03816,0.15806,6.209454,-0.023552,cluster8
259,'0811N: GDP per capita growth  (annual \%) - WDI','2819: Balance of Payments-Imports-Telecommunications services (US dollar at current prices) - WTO',0.1607,0.15145,0.02233,0.1607,5.954197,-0.096177,cluster8
260,'0811N: GDP per capita growth  (annual \%) - WDI','0709: Gross fixed capital formation  (constant LCU) - WDI',0.16066,0.157998,0.03082,0.15735,6.129283,0.051596,cluster8
261,'0811N: GDP per capita growth  (annual \%) - WDI','0716: Gross capital formation  (constant 2005 US$) - WDI',0.16036,0.15898,0.02441,0.15749,6.247928,-0.037151,cluster8
262,'0811N: GDP per capita growth  (annual \%) - WDI','0236: PPG; IDA  (INT; current US$) - WDI',0.16017,0.150044,0.02001,0.16017,5.954197,0.100627,cluster6
263,'0811N: GDP per capita growth  (annual \%) - WDI','0360: Electricity production from hydroelectric sources  (\% of total) - WDI',0.16007,0.148768,0.02998,0.16007,6.169925,0.106312,cluster8
264,'0811N: GDP per capita growth  (annual \%) - WDI','2733: Merchandise trade-Imports-Machinery and transport equipment (US dollar at current prices) - WTO',0.16,0.159854,0.03887,0.15731,6.209454,-0.012088,cluster8
265,'0811N: GDP per capita growth  (annual \%) - WDI','2800: Balance of Payments-Imports-Commercial services (US dollar at current prices) - WTO',0.16,0.157428,0.03957,0.15763,6.285402,-0.050715,cluster8
266,'0811N: GDP per capita growth  (annual \%) - WDI','0052: Foreign direct investment; net  (BoP; current US$) - WDI',0.15995,0.148337,0.03148,0.15709,6.247928,-0.107764,cluster8
267,'0811N: GDP per capita growth  (annual \%) - WDI','2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO',0.15986,0.155767,0.04052,0.15699,6.209454,-0.06398,cluster8
268,'0811N: GDP per capita growth  (annual \%) - WDI','2714: Public Services - Fund for Peace',0.15981,0.135584,0.04218,0.15981,6.209454,0.155646,cluster8
269,'0811N: GDP per capita growth  (annual \%) - WDI','0141: Commitments; public and publicly guaranteed  (COM; current US$) - WDI',0.15972,0.154263,0.00495,0.15972,5.954197,0.073875,cluster6
270,'0811N: GDP per capita growth  (annual \%) - WDI','0786: Adjusted net savings; excluding particulate emission damage  (current US$) - WDI',0.1597,0.151762,0.02944,0.1597,6.044394,0.089097,cluster8
271,'0811N: GDP per capita growth  (annual \%) - WDI','0580: Time to prepare and pay taxes  (hours) - WDI',0.15954,0.149045,0.02756,0.15762,6.392317,0.102444,cluster8
272,'0811N: GDP per capita growth  (annual \%) - WDI','0907: School enrollment; primary; male  (\% net) - WDI',0.15948,0.158706,0.02033,0.15663,6.087463,0.027817,cluster8
273,'0811N: GDP per capita growth  (annual \%) - WDI','0701: Exports of goods and services  (constant LCU) - WDI',0.15947,0.156887,0.03751,0.15947,6.129283,0.050819,cluster8
274,'0811N: GDP per capita growth  (annual \%) - WDI','1035: Improved water source  (\% of population with access) - WDI',0.15943,0.143409,0.02898,0.15943,6.426265,-0.126574,cluster2
275,'0811N: GDP per capita growth  (annual \%) - WDI','0304: PPG; IDA  (NTR; current US$) - WDI',0.1594,0.156342,0.02349,0.1594,5.954197,0.055304,cluster6
276,'0811N: GDP per capita growth  (annual \%) - WDI','0758: Services; etc.; value added  (constant LCU) - WDI',0.15932,0.15695,0.04412,0.15658,6.247928,0.048683,cluster8
277,'0811N: GDP per capita growth  (annual \%) - WDI','0149: Currency composition of PPG debt; Japanese yen  (\%) - WDI',0.15931,0.115727,0.01867,0.15931,5.954197,0.208765,cluster0
278,'0811N: GDP per capita growth  (annual \%) - WDI','0145: Commitments; private creditors  (COM; current US$) - WDI',0.15927,0.155813,0.03999,0.15927,5.954197,0.058795,cluster6
279,'0811N: GDP per capita growth  (annual \%) - WDI','0256: Average maturity on new external debt commitments; private  (years) - WDI',0.15927,0.14609,0.03077,0.15927,5.954197,0.114806,cluster6
280,'0811N: GDP per capita growth  (annual \%) - WDI','0794: Gross value added at factor cost  (current US$) - WDI',0.15927,0.153373,0.01409,0.15927,6.285402,-0.076791,cluster8
281,'0811N: GDP per capita growth  (annual \%) - WDI','0273: Net financial flows; others  (NFL; current US$) - WDI',0.15918,0.156366,0.03983,0.15918,5.954197,0.053044,cluster6
282,'0811N: GDP per capita growth  (annual \%) - WDI','0680: Household final consumption expenditure; PPP  (constant 2011 international $) - WDI',0.15918,0.159117,0.02646,0.15918,6.247928,-0.007965,cluster8
283,'0811N: GDP per capita growth  (annual \%) - WDI','0197: PPG; multilateral concessional  (DOD; current US$) - WDI',0.15916,0.151154,0.01948,0.15916,5.954197,0.089479,cluster6
284,'0811N: GDP per capita growth  (annual \%) - WDI','2706: Failed States Index Rank - Fund for Peace',0.159,0.129046,0.02449,0.159,6.209454,-0.173071,cluster8
285,'0811N: GDP per capita growth  (annual \%) - WDI','0491: Domestic credit provided by financial sector  (\% of GDP) - WDI',0.15888,0.137253,0.03375,0.15657,6.392317,-0.14706,cluster2
286,'0811N: GDP per capita growth  (annual \%) - WDI','0732: Agriculture; value added  (current LCU) - WDI',0.15887,0.156676,0.0228,0.15887,6.247928,0.046843,cluster8
287,'0811N: GDP per capita growth  (annual \%) - WDI','1392: Merchandise exports to low- and middle-income economies in Europe & Central Asia  (\% of total merchandise exports) - WDI',0.15883,0.150379,0.03077,0.15581,6.209454,0.091931,cluster8
288,'0811N: GDP per capita growth  (annual \%) - WDI','0119: Principal repayments on external debt; long-term + IMF  (AMT; current US$) - WDI',0.1588,0.152283,0.02536,0.1588,5.954197,0.080726,cluster6
289,'0811N: GDP per capita growth  (annual \%) - WDI','0464: Total reserves in months of imports - WDI',0.15874,0.126255,0.01782,0.15874,6.357552,0.180237,cluster8
290,'0811N: GDP per capita growth  (annual \%) - WDI','0231: Interest payments on external debt; long-term  (INT; current US$) - WDI',0.15871,0.154192,0.02029,0.15871,5.954197,0.067213,cluster6
291,'0811N: GDP per capita growth  (annual \%) - WDI','0812: GDP per capita  (constant LCU) - WDI',0.15868,0.156562,0.0357,0.15868,6.321928,0.046025,cluster8
292,'0811N: GDP per capita growth  (annual \%) - WDI','0766: Adjusted savings: consumption of fixed capital  (current US$) - WDI',0.15867,0.1576,0.04441,0.15867,6.321928,-0.032704,cluster8
293,'0811N: GDP per capita growth  (annual \%) - WDI','0755: Services; etc.; value added  (current LCU) - WDI',0.15862,0.158148,0.02964,0.15862,6.247928,0.02172,cluster8
294,'0811N: GDP per capita growth  (annual \%) - WDI','0432: Population in largest city - WDI',0.15858,0.157743,0.03494,0.15565,6.087463,0.028931,cluster8
295,'0811N: GDP per capita growth  (annual \%) - WDI','1033: Improved water source; rural  (\% of rural population with access) - WDI',0.15856,0.13637,0.02646,0.15683,6.426265,-0.148964,cluster2
296,'0811N: GDP per capita growth  (annual \%) - WDI','0473: Broad money to total reserves ratio - WDI',0.15853,0.152199,0.03531,0.15557,6.129283,-0.079566,cluster8
297,'0811N: GDP per capita growth  (annual \%) - WDI','0361: Electric power transmission and distribution losses  (\% of output) - WDI',0.1585,0.154696,0.01981,0.15589,6.209454,0.061674,cluster8
298,'0811N: GDP per capita growth  (annual \%) - WDI','0173: PNG; commercial banks and other creditors  (DIS; current US$) - WDI',0.15846,0.153744,0.02488,0.15846,5.954197,0.068676,cluster6
299,'0811N: GDP per capita growth  (annual \%) - WDI','0127: PPG; official creditors  (AMT; current US$) - WDI',0.15841,0.149372,0.01953,0.15841,5.954197,0.09507,cluster6
300,'0811N: GDP per capita growth  (annual \%) - WDI','2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO',0.15834,0.154454,0.03384,0.1548,6.129283,-0.062341,cluster8
301,'0811N: GDP per capita growth  (annual \%) - WDI','1351: Tariff rate; applied; weighted mean; primary products  (\%) - WDI',0.15831,0.157988,0.02544,0.15831,6.044394,0.017946,cluster8
302,'0811N: GDP per capita growth  (annual \%) - WDI','0460: Domestic credit to private sector by banks  (\% of GDP) - WDI',0.15825,0.158231,0.03825,0.15597,6.392317,0.004341,cluster8
303,'0811N: GDP per capita growth  (annual \%) - WDI','1349: Tariff rate; most favored nation; simple mean; primary products  (\%) - WDI',0.15823,0.15583,0.0245,0.15823,6.044394,0.048986,cluster8
304,'0811N: GDP per capita growth  (annual \%) - WDI','0029: Cereal yield  (kg per hectare) - WDI',0.1582,0.146976,0.0301,0.15597,6.392317,-0.105943,cluster8
305,'0811N: GDP per capita growth  (annual \%) - WDI','0166: PPG; IDA  (DIS; current US$) - WDI',0.15813,0.150801,0.01826,0.15813,5.954197,0.085609,cluster6
