@relation MINE-Indicator-2006TO2013-2718

@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric

@data
'2718N: External Intervention - Fund for Peace','0353: Agriculture value added per worker  (constant 2005 US$) - WDI',0.48473,0.11106986,0.06217,0.482,6.129283,-0.61127746
'2718N: External Intervention - Fund for Peace','2712: Poverty and Economic Decline - Fund for Peace',0.48174,-0.15064007,0.012800008,0.48144,6.2479277,0.7952233
'2718N: External Intervention - Fund for Peace','0028: Surface area  (sq. km) - WDI',0.47633,0.43382,0.37886,0.47633,6.2479277,-0.20617954
'2718N: External Intervention - Fund for Peace','1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI',0.47125,-0.08274686,0.058910012,0.47125,6.2479277,-0.74430966
'2718N: External Intervention - Fund for Peace','0736: Agriculture; value added  (% of GDP) - WDI',0.47002,0.06823826,0.08140001,0.4674,6.169925,0.63386256
'2718N: External Intervention - Fund for Peace','2713: Legitimacy of the State - Fund for Peace',0.46949,-0.18480152,0.028510004,0.46888,6.2479277,0.8088829
'2718N: External Intervention - Fund for Peace','2716: Security Apparatus - Fund for Peace',0.46227,-0.16899386,0.029679984,0.46166,6.2479277,0.79452115
'2718N: External Intervention - Fund for Peace','0779: Adjusted net national income  (constant 2005 US$) - WDI',0.46152,0.3478983,0.16586,0.45862,6.0,-0.33707815
'2718N: External Intervention - Fund for Peace','0952: School enrollment; secondary  (% gross) - WDI',0.4567,0.008524597,0.08840999,0.45339,6.0,-0.66945904
'2718N: External Intervention - Fund for Peace','2708: Demographic Pressures - Fund for Peace',0.45541,-0.15644443,0.045980006,0.45541,6.129283,0.78221124
'2718N: External Intervention - Fund for Peace','2714: Public Services - Fund for Peace',0.45489,-0.18037713,0.053360015,0.45489,6.169925,0.79703647
'2718N: External Intervention - Fund for Peace','0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI',0.45488,0.25036103,0.07516,0.45488,5.9541965,-0.45223776
'2718N: External Intervention - Fund for Peace','0020: Land area  (sq. km) - WDI',0.45068,0.4093282,0.35898,0.45068,6.2479277,-0.20335141
'2718N: External Intervention - Fund for Peace','2711: Uneven Development - Fund for Peace',0.44968,-0.014926076,0.076460004,0.44968,5.643856,0.6816202
'2718N: External Intervention - Fund for Peace','1898: Fixed-telephone subscriptions per 100 inhabitants - ITU',0.44473,-0.014006227,0.09991002,0.442,6.2479277,-0.6773007
'2718N: External Intervention - Fund for Peace','0638: Fixed telephone subscriptions  (per 100 people) - WDI',0.44431,-0.017431766,0.09925002,0.44431,6.2479277,-0.67951584
'2718N: External Intervention - Fund for Peace','0380: Energy use  (kg of oil equivalent per capita) - WDI',0.44383,0.2334895,0.060680002,0.44095,6.087463,-0.45862895
'2718N: External Intervention - Fund for Peace','0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI',0.43996,0.13023603,0.10668999,0.43724,6.2094536,0.5565285
'2718N: External Intervention - Fund for Peace','2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO',0.43989,0.24346448,0.056360006,0.43989,5.9541965,-0.4431992
'2718N: External Intervention - Fund for Peace','1058: Improved sanitation facilities  (% of population with access) - WDI',0.43945,0.07687956,0.118449986,0.43748,6.2479277,-0.6021382
'2718N: External Intervention - Fund for Peace','0699: Exports of goods and services  (constant 2005 US$) - WDI',0.43544,0.22166651,0.08693999,0.43544,6.044394,-0.46235645
'2718N: External Intervention - Fund for Peace','0032: Primary income payments  (BoP; current US$) - WDI',0.43488,0.20317382,0.08677,0.43488,5.9541965,-0.48135868
'2718N: External Intervention - Fund for Peace','0062: Primary income receipts  (BoP; current US$) - WDI',0.43339,0.24019577,0.058349997,0.43339,6.129283,-0.43953866
'2718N: External Intervention - Fund for Peace','2719: Human Flight - Fund for Peace',0.43327,-0.118982166,0.04095,0.43327,6.169925,0.7431367
'2718N: External Intervention - Fund for Peace','1288: Fertility rate; total  (births per woman) - WDI',0.42946,0.06006515,0.062139988,0.42946,6.2479277,0.6077786
'2718N: External Intervention - Fund for Peace','0954: School enrollment; secondary; male  (% gross) - WDI',0.42885,-0.016828835,0.07141,0.42885,5.9541965,-0.6675918
'2718N: External Intervention - Fund for Peace','0640: Fixed broadband subscriptions  (per 100 people) - WDI',0.42637,-0.057664722,0.07225001,0.4242,6.2094536,-0.69572604
'2718N: External Intervention - Fund for Peace','1295: Population ages 0-14  (% of total) - WDI',0.42622,-0.022657514,0.06516999,0.42622,6.2479277,0.6699832
'2718N: External Intervention - Fund for Peace','0953: School enrollment; secondary; female  (% gross) - WDI',0.42617,-0.021366566,0.062269986,0.42617,5.9541965,-0.66898173
'2718N: External Intervention - Fund for Peace','1402: Commercial service exports  (current US$) - WDI',0.42604,0.17412469,0.07075,0.42345,6.169925,-0.50191164
'2718N: External Intervention - Fund for Peace','0796: Gross value added at factor cost  (constant 2005 US$) - WDI',0.42338,0.30984256,0.08952999,0.42065,6.044394,-0.33695316
'2718N: External Intervention - Fund for Peace','0898: Pupil-teacher ratio; primary - WDI',0.42267,0.098448545,0.114199996,0.42267,5.9541965,0.5694045
'2718N: External Intervention - Fund for Peace','2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO',0.42218,0.3658312,0.056679994,0.42218,6.087463,-0.23737904
'2718N: External Intervention - Fund for Peace','0059: ICT service exports  (BoP; current US$) - WDI',0.42165,0.16927797,0.048429996,0.41858,6.044394,-0.5023664
'2718N: External Intervention - Fund for Peace','2715: Human Rights - Fund for Peace',0.42148,-0.10307336,0.051290005,0.42101,6.2479277,0.72426057
'2718N: External Intervention - Fund for Peace','1901: Fixed-broadband subscriptions per 100 inhabitants - ITU',0.42139,-0.06176898,0.069790006,0.42139,6.169925,-0.6950964
'2718N: External Intervention - Fund for Peace','0756: Services; etc.; value added  (constant 2005 US$) - WDI',0.42042,0.31105644,0.07260999,0.42042,6.087463,-0.33070162
'2718N: External Intervention - Fund for Peace','1278: Birth rate; crude  (per 1;000 people) - WDI',0.41968,0.0029439628,0.05691001,0.41968,6.2479277,0.64555097
'2718N: External Intervention - Fund for Peace','0683: Final consumption expenditure; etc.  (constant 2005 US$) - WDI',0.41914,0.31370038,0.15030003,0.41596,6.044394,-0.3247147
'2718N: External Intervention - Fund for Peace','1051: Lifetime risk of maternal death  (%) - WDI',0.41856,0.1489405,0.078969985,0.41856,6.2479277,0.51924896
'2718N: External Intervention - Fund for Peace','1095: External resources for health  (% of total expenditure on health) - WDI',0.41834,0.16933143,0.0747,0.41834,6.087463,0.49900758
'2718N: External Intervention - Fund for Peace','1300: Age dependency ratio; young  (% of working-age population) - WDI',0.41819,-0.00613752,0.067090005,0.41819,6.2479277,0.65140426
'2718N: External Intervention - Fund for Peace','1297: Population ages 65 and above  (% of total) - WDI',0.41462,0.012505263,0.11108002,0.41462,6.2479277,-0.6341252
'2718N: External Intervention - Fund for Peace','1312: Rural population  (% of total population) - WDI',0.41423,0.077524185,0.12135999,0.41423,6.2479277,0.58026356
'2718N: External Intervention - Fund for Peace','1315: Urban population  (% of total) - WDI',0.41423,0.07751706,0.11954999,0.41423,6.2479277,-0.5802697
'2718N: External Intervention - Fund for Peace','1899: Percentage of Individuals using the Internet (%) - ITU',0.41379,-0.12637329,0.03951001,0.41148,6.2479277,-0.734958
'2718N: External Intervention - Fund for Peace','2717: Factionalized Elites - Fund for Peace',0.41298,-0.19656971,0.023070008,0.40225,6.2479277,0.7807366
'2718N: External Intervention - Fund for Peace','0643: Internet users  (per 100 people) - WDI',0.41273,-0.12969527,0.03895998,0.41273,6.2479277,-0.73649526
'2718N: External Intervention - Fund for Peace','0745: Industry; value added  (constant 2005 US$) - WDI',0.4123,0.29486653,0.11649999,0.4123,6.129283,-0.34268564
'2718N: External Intervention - Fund for Peace','0066: Service exports  (BoP; current US$) - WDI',0.41206,0.16429086,0.06998998,0.40937,6.169925,-0.49776414
'2718N: External Intervention - Fund for Peace','0689: Final consumption expenditure  (constant 2005 US$) - WDI',0.41109,0.3065512,0.12879997,0.40745,6.044394,-0.3233246
'2718N: External Intervention - Fund for Peace','0825: GNI  (constant 2005 US$) - WDI',0.41069,0.2917267,0.09481001,0.41069,6.0,-0.3449106
'2718N: External Intervention - Fund for Peace','0641: Secure Internet servers - WDI',0.40983,0.3360209,0.02285999,0.40983,5.9541965,-0.27167833
'2718N: External Intervention - Fund for Peace','2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO',0.40979,0.25058073,0.058909982,0.40979,6.129283,-0.3990104
'2718N: External Intervention - Fund for Peace','2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO',0.40959,0.14270872,0.075130016,0.40645,6.169925,-0.51660556
'2718N: External Intervention - Fund for Peace','2791: Balance of Payments-Exports-Insurance and pension services (US dollar at current prices) - WTO',0.40896,0.25508773,0.090280026,0.40896,6.044394,-0.3922656
'2718N: External Intervention - Fund for Peace','2752: Merchandise trade-Imports-Electronic data processing and office equipment (US dollar at current prices) - WTO',0.40878,0.25256312,0.063710004,0.40878,6.129283,-0.3952428
'2718N: External Intervention - Fund for Peace','0885: School enrollment; preprimary  (% gross) - WDI',0.40865,0.087447226,0.10805002,0.40865,5.9541965,-0.56674755
'2718N: External Intervention - Fund for Peace','2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO',0.40859,0.16601962,0.052489996,0.40539,6.087463,-0.49251434
'2718N: External Intervention - Fund for Peace','2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO',0.40822,0.36028576,0.041150004,0.40822,6.087463,-0.21893889
'2718N: External Intervention - Fund for Peace','2704: Corruption perceptions index - Transparency',0.4079,-0.15203008,0.041399986,0.4079,6.2094536,-0.74828476
'2718N: External Intervention - Fund for Peace','1319: International tourism; receipts  (current US$) - WDI',0.40662,0.2016902,0.07025999,0.40383,6.2094536,-0.45269173
'2718N: External Intervention - Fund for Peace','1299: Age dependency ratio; old  (% of working-age population) - WDI',0.40534,0.020088226,0.10088,0.40534,6.2479277,-0.62068653
'2718N: External Intervention - Fund for Peace','0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI',0.40355,0.016090333,0.03547001,0.40085,6.169925,-0.6224626
'2718N: External Intervention - Fund for Peace','0016: Forest area  (sq. km) - WDI',0.40323,0.37166625,0.31613,0.40323,6.2479277,-0.17766188
'2718N: External Intervention - Fund for Peace','0722: Imports of goods and services  (constant 2005 US$) - WDI',0.40226,0.19478755,0.05234,0.40226,6.044394,-0.45549145
'2718N: External Intervention - Fund for Peace','0320: Net ODA received  (% of GNI) - WDI',0.40202,0.22099897,0.08752,0.40202,5.9541965,0.42546567
'2718N: External Intervention - Fund for Peace','2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO',0.40023,0.24348767,0.057229996,0.39718,6.169925,-0.39590696
'2718N: External Intervention - Fund for Peace','2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO',0.39944,0.17115408,0.053790003,0.39944,6.087463,-0.47779274
'2718N: External Intervention - Fund for Peace','0662: General government final consumption expenditure  (constant 2005 US$) - WDI',0.39921,0.260854,0.082949996,0.39606,6.044394,-0.37196237
'2718N: External Intervention - Fund for Peace','1035: Improved water source  (% of population with access) - WDI',0.39837,0.08354822,0.08653,0.39671,6.2479277,-0.5610898
'2718N: External Intervention - Fund for Peace','1060: Improved sanitation facilities; urban  (% of urban population with access) - WDI',0.39808,0.07653707,0.10203999,0.39611,6.2479277,-0.56704754
'2718N: External Intervention - Fund for Peace','2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO',0.39625,0.3511188,0.040580004,0.39625,6.087463,-0.21244107
'2718N: External Intervention - Fund for Peace','1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD',0.39592,0.17975141,0.06762999,0.39592,6.0,-0.46493936
'2718N: External Intervention - Fund for Peace','0829: GNI; PPP  (constant 2011 international $) - WDI',0.39576,0.29898122,0.14802,0.39235,6.087463,-0.31109288
'2718N: External Intervention - Fund for Peace','1403: High-technology exports  (current US$) - WDI',0.39566,0.2943039,0.08124,0.39566,5.7548876,-0.31836477
'2718N: External Intervention - Fund for Peace','0697: Exports of goods and services  (current US$) - WDI',0.39547,0.16321926,0.06279999,0.39276,6.2094536,-0.481924
'2718N: External Intervention - Fund for Peace','1323: International tourism; receipts for travel items  (current US$) - WDI',0.39455,0.18089215,0.053200006,0.39455,6.169925,-0.46223137
'2718N: External Intervention - Fund for Peace','2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO',0.39443,0.25839764,0.05508998,0.39177,6.129283,-0.36882567
'2718N: External Intervention - Fund for Peace','0642: Secure Internet servers  (per 1 million people) - WDI',0.39417,0.12221831,0.047309995,0.39417,6.2094536,-0.52148986
'2718N: External Intervention - Fund for Peace','0716: Gross capital formation  (constant 2005 US$) - WDI',0.39334,0.2814336,0.08286998,0.39032,6.044394,-0.33452412
'2718N: External Intervention - Fund for Peace','0694: Gross national expenditure  (constant 2005 US$) - WDI',0.39275,0.283032,0.104660004,0.39275,6.044394,-0.33123705
'2718N: External Intervention - Fund for Peace','1298: Age dependency ratio  (% of working-age population) - WDI',0.39046,0.07781425,0.049270004,0.39046,6.2479277,0.55914736
'2718N: External Intervention - Fund for Peace','0707: Gross fixed capital formation  (constant 2005 US$) - WDI',0.39044,0.277924,0.09145999,0.39044,6.0,-0.33543402
'2718N: External Intervention - Fund for Peace','2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO',0.39044,0.14490996,0.06239,0.39044,6.2094536,-0.49550986
'2718N: External Intervention - Fund for Peace','2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO',0.3904,0.16919534,0.061369985,0.38742,6.169925,-0.47032398
'2718N: External Intervention - Fund for Peace','2734: Merchandise trade-Imports-Office and telecom equipment (US dollar at current prices) - WTO',0.38971,0.26568213,0.050280005,0.38971,6.129283,-0.35217592
'2718N: External Intervention - Fund for Peace','2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO',0.38934,0.15432824,0.024980009,0.38934,6.129283,-0.48478013
'2718N: External Intervention - Fund for Peace','2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO',0.38906,0.14626402,0.050000012,0.38906,6.2094536,-0.4927433
'2718N: External Intervention - Fund for Peace','1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI',0.38782,0.049800456,0.04885,0.38782,6.2479277,-0.5813945
'2718N: External Intervention - Fund for Peace','0068: Exports of goods; services and primary income  (BoP; current US$) - WDI',0.38732,0.14636314,0.04713002,0.38451,6.169925,-0.49087358
'2718N: External Intervention - Fund for Peace','2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO',0.38713,0.17768335,0.051180005,0.38713,6.2479277,-0.4576534
'2718N: External Intervention - Fund for Peace','1296: Population ages 15-64  (% of total) - WDI',0.38687,0.08963126,0.048559994,0.38687,6.2479277,-0.54519606
'2718N: External Intervention - Fund for Peace','2735: Merchandise trade-Imports-Telecommunications equipment (US dollar at current prices) - WTO',0.38575,0.23903301,0.07922,0.38575,6.129283,-0.38303652
'2718N: External Intervention - Fund for Peace','1285: Life expectancy at birth; female  (years) - WDI',0.38548,-0.013582349,0.027839988,0.38548,6.2479277,-0.6317138
'2718N: External Intervention - Fund for Peace','0004: Agricultural land  (sq. km) - WDI',0.38518,0.34739152,0.3087,0.38518,6.2479277,-0.19439259
'2718N: External Intervention - Fund for Peace','0847: Net current transfers from abroad  (current US$) - WDI',0.38498,0.31792578,0.04888001,0.38498,6.044394,0.2589483
'2718N: External Intervention - Fund for Peace','0577: Cost of business start-up procedures  (% of GNI per capita) - WDI',0.38294,0.22567673,0.0819,0.38294,6.169925,0.39656433
'2718N: External Intervention - Fund for Peace','1388: Merchandise exports  (current US$) - WDI',0.38283,0.17340466,0.046880007,0.38283,6.2479277,-0.45763013
'2718N: External Intervention - Fund for Peace','1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI',0.3826,0.08966142,0.04112999,0.3826,6.2479277,0.541238
'2718N: External Intervention - Fund for Peace','2818: Balance of Payments-Imports-Telecommunications; computer; and information services (US dollar at current prices) - WTO',0.38254,0.12884945,0.044879973,0.3796,6.129283,-0.503677
'2718N: External Intervention - Fund for Peace','0844: Net taxes on products  (current US$) - WDI',0.38211,0.21784244,0.05320999,0.38211,6.044394,-0.40529934
'2718N: External Intervention - Fund for Peace','0063: Exports of goods and services  (BoP; current US$) - WDI',0.38188,0.14843361,0.04582998,0.37932,6.169925,-0.48316288
'2718N: External Intervention - Fund for Peace','1286: Life expectancy at birth; total  (years) - WDI',0.38066,-0.026847184,0.02501002,0.38066,6.2479277,-0.6383629
'2718N: External Intervention - Fund for Peace','1289: Survival to age 65; female  (% of cohort) - WDI',0.38,0.0461272,0.028899997,0.38,6.2479277,-0.57781726
'2718N: External Intervention - Fund for Peace','1325: International tourism; expenditures  (current US$) - WDI',0.37937,0.1536977,0.07557002,0.3766,6.2094536,-0.4750498
'2718N: External Intervention - Fund for Peace','0760: Adjusted savings: education expenditure  (current US$) - WDI',0.3789,0.2564919,0.08864999,0.3789,6.2094536,-0.34986866
'2718N: External Intervention - Fund for Peace','0856: PPP conversion factor; private consumption  (LCU per international $) - WDI',0.37871,0.36090693,0.16686,0.37871,6.169925,0.13342819
'2718N: External Intervention - Fund for Peace','1317: International tourism; number of arrivals - WDI',0.37864,0.16507018,0.078590006,0.37619,6.2094536,-0.46213615
'2718N: External Intervention - Fund for Peace','0802: GDP  (constant 2005 US$) - WDI',0.37854,0.2635107,0.08166,0.37617,6.2479277,-0.3391597
'2718N: External Intervention - Fund for Peace','1031: Mortality rate; neonatal  (per 1;000 live births) - WDI',0.37802,-0.024943799,0.028629988,0.37802,6.2479277,0.6347943
'2718N: External Intervention - Fund for Peace','1059: Improved sanitation facilities; rural  (% of rural population with access) - WDI',0.37754,0.031216353,0.10192999,0.37543,6.2479277,-0.5884927
'2718N: External Intervention - Fund for Peace','0361: Electric power transmission and distribution losses  (% of output) - WDI',0.37679,0.2027257,0.052099988,0.37325,6.044394,0.41721013
'2718N: External Intervention - Fund for Peace','2789: Balance of Payments-Exports-Other commercial services (US dollar at current prices) - WTO',0.37671,0.17362054,0.062289983,0.37399,6.169925,-0.45065448
'2718N: External Intervention - Fund for Peace','0817: Gross domestic savings  (current US$) - WDI',0.37579,0.26694626,0.06635001,0.37579,6.169925,-0.32991475
'2718N: External Intervention - Fund for Peace','0378: Combustible renewables and waste  (% of total energy) - WDI',0.3756,0.20679022,0.16547,0.37165,6.044394,0.41086468
'2718N: External Intervention - Fund for Peace','0038: Imports of goods; services and primary income  (BoP; current US$) - WDI',0.37496,0.14529337,0.03953001,0.37222,6.169925,-0.47923547
'2718N: External Intervention - Fund for Peace','0743: Industry; value added  (current US$) - WDI',0.37354,0.26309997,0.08476001,0.37354,6.169925,-0.33232522
'2718N: External Intervention - Fund for Peace','2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO',0.37325,0.16849878,0.06290001,0.36959,6.0,-0.45249444
'2718N: External Intervention - Fund for Peace','0033: Imports of goods and services  (BoP; current US$) - WDI',0.37308,0.15881507,0.04791999,0.37017,6.169925,-0.4628876
'2718N: External Intervention - Fund for Peace','1287: Life expectancy at birth; male  (years) - WDI',0.37233,-0.032693833,0.03666,0.37233,6.2479277,-0.6364148
'2718N: External Intervention - Fund for Peace','0456: Commercial bank branches  (per 100;000 adults) - WDI',0.37177,0.16130689,0.056689993,0.37177,6.2094536,-0.4587626
'2718N: External Intervention - Fund for Peace','0041: Foreign direct investment; net outflows  (BoP; current US$) - WDI',0.37172,0.22604115,0.08445001,0.36896,6.169925,-0.38167897
'2718N: External Intervention - Fund for Peace','0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI',0.37138,-0.066176206,0.047340006,0.37138,5.643856,-0.6614803
'2718N: External Intervention - Fund for Peace','0794: Gross value added at factor cost  (current US$) - WDI',0.37103,0.2507901,0.073790014,0.36792,6.087463,-0.34675628
'2718N: External Intervention - Fund for Peace','2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO',0.37094,0.19742715,0.05822,0.36848,6.129283,-0.41654873
'2718N: External Intervention - Fund for Peace','1895: Mobile-cellular telephone subscriptions - ITU',0.37025,0.041656494,0.045709997,0.37025,6.2479277,-0.57323074
'2718N: External Intervention - Fund for Peace','1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU',0.37025,0.041656494,0.045709997,0.37025,6.2479277,-0.57323074
'2718N: External Intervention - Fund for Peace','1028: Mortality rate; under-5  (per 1;000 live births) - WDI',0.3688,0.032051265,0.026379973,0.3688,6.2479277,0.58030057
'2718N: External Intervention - Fund for Peace','2729: Merchandise trade-Imports-Manufactures (US dollar at current prices) - WTO',0.3688,0.16706116,0.05585,0.36596,6.169925,-0.44915348
'2718N: External Intervention - Fund for Peace','0065: Goods exports  (BoP; current US$) - WDI',0.36869,0.16247877,0.041420013,0.36579,6.169925,-0.45410487
'2718N: External Intervention - Fund for Peace','0490: Claims on other sectors of the domestic economy  (% of GDP) - WDI',0.36828,0.032503307,0.054810017,0.36828,5.523562,-0.5794624
'2718N: External Intervention - Fund for Peace','1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI',0.36692,0.13498305,0.042470008,0.36692,6.2094536,0.48159832
'2718N: External Intervention - Fund for Peace','0754: Services; etc.; value added  (current US$) - WDI',0.36681,0.2532403,0.07556,0.36681,6.169925,-0.33700103
'2718N: External Intervention - Fund for Peace','0035: Goods imports  (BoP; current US$) - WDI',0.3658,0.17133754,0.056800008,0.36335,6.169925,-0.44097897
'2718N: External Intervention - Fund for Peace','2732: Merchandise trade-Imports-Pharmaceuticals (US dollar at current prices) - WTO',0.36572,0.13275705,0.067200005,0.36572,6.129283,-0.48266235
'2718N: External Intervention - Fund for Peace','2781: Merchandise trade-Imports-Total merchandise (US dollar at current prices) - WTO',0.36566,0.16714105,0.055070013,0.36566,6.2479277,-0.44555467
'2718N: External Intervention - Fund for Peace','1283: Mortality rate; infant  (per 1;000 live births) - WDI',0.36516,-0.009664059,0.023959994,0.36516,6.2479277,0.61222875
'2718N: External Intervention - Fund for Peace','2750: Merchandise trade-Exports-Automotive products (US dollar at current prices) - WTO',0.36511,0.23471521,0.03726998,0.36511,6.087463,-0.3611022
'2718N: External Intervention - Fund for Peace','0739: Manufacturing; value added  (constant 2005 US$) - WDI',0.36473,0.2526534,0.050969988,0.36153,6.087463,-0.33477846
'2718N: External Intervention - Fund for Peace','2749: Merchandise trade-Exports-Transport equipment (US dollar at current prices) - WTO',0.36414,0.22242266,0.041209996,0.36414,6.087463,-0.37645364
'2718N: External Intervention - Fund for Peace','0043: Secondary income; other sectors; payments  (BoP; current US$) - WDI',0.3641,0.23145105,0.031350017,0.36393,6.129283,-0.36421004
'2718N: External Intervention - Fund for Peace','0053: Portfolio Investment; net  (BoP; current US$) - WDI',0.36405,0.33552828,0.20015,0.36084,6.087463,0.16888374
'2718N: External Intervention - Fund for Peace','1361: Merchandise imports  (current US$) - WDI',0.36356,0.16509631,0.054690003,0.36356,6.2479277,-0.44549263
'2718N: External Intervention - Fund for Peace','1375: Commercial service imports  (current US$) - WDI',0.36342,0.08720693,0.040470004,0.36064,6.169925,-0.5255598
'2718N: External Intervention - Fund for Peace','1321: International tourism; receipts for passenger transport items  (current US$) - WDI',0.36311,0.17358537,0.045330018,0.36311,6.0,-0.43534428
'2718N: External Intervention - Fund for Peace','0680: Household final consumption expenditure; PPP  (constant 2011 international $) - WDI',0.3628,0.27906802,0.17133,0.35922,6.087463,-0.28936478
'2718N: External Intervention - Fund for Peace','2753: Merchandise trade-Imports-Integrated circuits and electronic components (US dollar at current prices) - WTO',0.36258,0.32818803,0.07462999,0.36258,6.044394,-0.18545073
'2718N: External Intervention - Fund for Peace','2798: Balance of Payments-Exports-Other services (US dollar at current prices) - WTO',0.36245,0.16312714,0.054700017,0.35981,6.169925,-0.4464559
'2718N: External Intervention - Fund for Peace','2733: Merchandise trade-Imports-Machinery and transport equipment (US dollar at current prices) - WTO',0.36217,0.1807238,0.045609996,0.35939,6.169925,-0.42596504
'2718N: External Intervention - Fund for Peace','0668: Household final consumption expenditure; etc.  (constant 2005 US$) - WDI',0.36183,0.26411176,0.096119985,0.36183,6.0,-0.31259918
'2718N: External Intervention - Fund for Peace','2731: Merchandise trade-Imports-Chemicals (US dollar at current prices) - WTO',0.36178,0.13426065,0.057970002,0.36178,6.129283,-0.47698987
'2718N: External Intervention - Fund for Peace','0674: Household final consumption expenditure  (constant 2005 US$) - WDI',0.36143,0.26401356,0.11093001,0.35788,6.044394,-0.31211606
