@relation MINE-Indicator-2011-2716

@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric

@data
'2716N: Security Apparatus - Fund for Peace - 3','1300: Age dependency ratio; young  (% of working-age population) - WDI - 1205',0.48276,0.10564533,0.09094,0.47286,4.4594316,0.61409664
'2716N: Security Apparatus - Fund for Peace - 3','1283: Mortality rate; infant  (per 1;000 live births) - WDI - 1189',0.47725,0.10401574,0.064559996,0.47725,3.807355,0.610929
'2716N: Security Apparatus - Fund for Peace - 3','1295: Population ages 0-14  (% of total) - WDI - 1200',0.47718,0.04811701,0.05948001,0.46133,4.4594316,0.655029
'2716N: Security Apparatus - Fund for Peace - 3','2718: External Intervention - Fund for Peace - 1713',0.47624,-0.11374119,0.046169996,0.46686,4.4594316,0.76810235
'2716N: Security Apparatus - Fund for Peace - 3','1035: Improved water source  (% of population with access) - WDI - 957',0.47357,0.1430226,0.044359982,0.46691,4.4594316,-0.5749325
'2716N: Security Apparatus - Fund for Peace - 3','1954: Gross national income per capita (PPP int. $) - WHO - 1679',0.47344,0.06438053,0.028400004,0.47344,4.169925,-0.63957757
'2716N: Security Apparatus - Fund for Peace - 3','0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI - 786',0.47333,-0.044210404,0.07218,0.47333,4.169925,-0.7194028
'2716N: Security Apparatus - Fund for Peace - 3','1034: Improved water source; urban  (% of urban population with access) - WDI - 956',0.4673,0.22223642,0.046189994,0.45967,4.4594316,-0.49503896
'2716N: Security Apparatus - Fund for Peace - 3','1051: Lifetime risk of maternal death  (%) - WDI - 973',0.46283,0.2469717,0.07128,0.46283,4.169925,0.46460554
'2716N: Security Apparatus - Fund for Peace - 3','1288: Fertility rate; total  (births per woman) - WDI - 1193',0.46033,0.13506046,0.08361,0.4459,4.4594316,0.57032406
'2716N: Security Apparatus - Fund for Peace - 3','1278: Birth rate; crude  (per 1;000 people) - WDI - 1185',0.45487,0.062678635,0.04830998,0.43653,4.4594316,0.6262518
'2716N: Security Apparatus - Fund for Peace - 3','0736: Agriculture; value added  (% of GDP) - WDI - 668',0.45279,0.119684786,0.046190023,0.44216,4.321928,0.57715267
'2716N: Security Apparatus - Fund for Peace - 3','1297: Population ages 65 and above  (% of total) - WDI - 1202',0.45171,-0.0016875565,0.09871,0.45142,4.4594316,-0.673348
'2716N: Security Apparatus - Fund for Peace - 3','1898: Fixed-telephone subscriptions per 100 inhabitants - ITU - 1656',0.44999,-0.03309506,0.048790008,0.43956,4.4594316,-0.6950432
'2716N: Security Apparatus - Fund for Peace - 3','1299: Age dependency ratio; old  (% of working-age population) - WDI - 1204',0.44869,0.00829944,0.09287998,0.44869,4.321928,-0.6636193
'2716N: Security Apparatus - Fund for Peace - 3','0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI - 355',0.4481,0.38699698,0.16071999,0.4481,4.169925,-0.24719025
'2716N: Security Apparatus - Fund for Peace - 3','1967: Total fertility rate (per woman) - WHO - 1684',0.44733,0.13907608,0.09519002,0.42857,4.4594316,0.5552062
'2716N: Security Apparatus - Fund for Peace - 3','1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI - 972',0.44679,0.046396434,0.07639,0.44679,4.169925,-0.6327666
'2716N: Security Apparatus - Fund for Peace - 3','0490: Claims on other sectors of the domestic economy  (% of GDP) - WDI - 439',0.44529,0.009492695,0.03419,0.42196,4.169925,-0.66014946
'2716N: Security Apparatus - Fund for Peace - 3','0836: GNI per capita; PPP  (constant 2011 international $) - WDI - 768',0.44514,0.01907292,0.052709997,0.44514,4.169925,-0.65273815
'2716N: Security Apparatus - Fund for Peace - 3','1021: Number of infant deaths - WDI - 947',0.44346,0.38555405,0.03825,0.42634,4.4594316,0.24063654
'2716N: Security Apparatus - Fund for Peace - 3','0835: GNI per capita; PPP  (current international $) - WDI - 767',0.44332,0.01724708,0.052709997,0.44332,4.169925,-0.6527426
'2716N: Security Apparatus - Fund for Peace - 3','0844: Net taxes on products  (current US$) - WDI - 776',0.44156,0.3701756,0.14907,0.44156,4.169925,-0.26717857
'2716N: Security Apparatus - Fund for Peace - 3','2719: Human Flight - Fund for Peace - 1714',0.44024,-0.050960183,0.043680012,0.42641,4.4594316,0.70085675
'2716N: Security Apparatus - Fund for Peace - 3','0539: Distance to frontier score  (0=lowest performance to 100=frontier) - WDI - 488',0.44001,-0.0928942,0.044200003,0.44001,4.321928,-0.7300029
'2716N: Security Apparatus - Fund for Peace - 3','1016: Prevalence of anemia among children  (% of children under 5) - WDI - 943',0.43638,0.048241317,0.04001999,0.42881,4.4594316,0.6230078
'2716N: Security Apparatus - Fund for Peace - 3','0813: GDP per capita; PPP  (current international $) - WDI - 745',0.43621,0.0456914,0.06920001,0.43621,4.321928,-0.6249149
'2716N: Security Apparatus - Fund for Peace - 3','0814: GDP per capita; PPP  (constant 2011 international $) - WDI - 746',0.43621,0.0456914,0.06920001,0.43621,4.321928,-0.6249149
'2716N: Security Apparatus - Fund for Peace - 3','1017: Prevalence of anemia among non-pregnant women  (% of women ages 15-49) - WDI - 944',0.4359,0.15321115,0.119590014,0.42247,4.4594316,0.53168494
'2716N: Security Apparatus - Fund for Peace - 3','1167: GDP per person employed  (constant 2011 PPP $) - WDI - 1080',0.43454,0.12897062,0.054610014,0.43454,4.321928,-0.5527833
'2716N: Security Apparatus - Fund for Peace - 3','0638: Fixed telephone subscriptions  (per 100 people) - WDI - 579',0.43387,-0.05023986,0.023220003,0.41972,4.4594316,-0.69578004
'2716N: Security Apparatus - Fund for Peace - 3','1015: Prevalence of anemia among women of reproductive age  (% of women ages 15-49) - WDI - 942',0.43359,0.14884159,0.10810998,0.42124,4.4594316,0.5336182
'2716N: Security Apparatus - Fund for Peace - 3','1049: Number of maternal deaths - WDI - 971',0.43145,0.3504035,0.037480026,0.42142,4.4594316,0.2846867
'2716N: Security Apparatus - Fund for Peace - 3','1289: Survival to age 65; female  (% of cohort) - WDI - 1194',0.43079,0.11495018,0.068019986,0.42894,4.4594316,-0.5619963
'2716N: Security Apparatus - Fund for Peace - 3','1023: Number of under-five deaths - WDI - 948',0.43072,0.3686647,0.03634,0.41715,4.4594316,0.24910899
'2716N: Security Apparatus - Fund for Peace - 3','1286: Life expectancy at birth; total  (years) - WDI - 1191',0.43063,0.027296752,0.045900017,0.42805,4.4594316,-0.6350852
'2716N: Security Apparatus - Fund for Peace - 3','2712: Poverty and Economic Decline - Fund for Peace - 1707',0.42936,-0.06927931,0.06799999,0.41822,4.4594316,0.706144
'2716N: Security Apparatus - Fund for Peace - 3','0641: Secure Internet servers - WDI - 582',0.42762,0.34899792,0.05364999,0.42762,4.321928,-0.28039628
'2716N: Security Apparatus - Fund for Peace - 3','0794: Gross value added at factor cost  (current US$) - WDI - 726',0.42709,0.36203593,0.22134998,0.42709,4.169925,-0.255057
'2716N: Security Apparatus - Fund for Peace - 3','1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI - 987',0.42621,0.18682398,0.09002,0.42621,4.169925,0.4892709
'2716N: Security Apparatus - Fund for Peace - 3','1033: Improved water source; rural  (% of rural population with access) - WDI - 955',0.42553,0.07747179,0.041889995,0.40403,4.4594316,-0.58996457
'2716N: Security Apparatus - Fund for Peace - 3','0388: CO2 emissions  (metric tons per capita) - WDI - 374',0.418,0.24979794,0.047769994,0.40584,4.4594316,-0.41012445
'2716N: Security Apparatus - Fund for Peace - 3','2818: Balance of Payments-Imports-Telecommunications; computer; and information services (US dollar at current prices) - WTO - 1813',0.41785,0.25744146,0.09366,0.40873,4.321928,-0.40051034
'2716N: Security Apparatus - Fund for Peace - 3','0059: ICT service exports  (BoP; current US$) - WDI - 56',0.41641,0.26990655,0.08761001,0.41641,4.169925,-0.3827577
'2716N: Security Apparatus - Fund for Peace - 3','2737: Merchandise trade-Imports-Automotive products (US dollar at current prices) - WTO - 1732',0.41549,0.31915927,0.12435001,0.40481,4.321928,-0.31037194
'2716N: Security Apparatus - Fund for Peace - 3','1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI - 1183',0.41384,0.20115864,0.04577002,0.41384,4.0,0.4611739
'2716N: Security Apparatus - Fund for Peace - 3','0767: Adjusted savings: consumption of fixed capital  (% of GNI) - WDI - 699',0.41232,0.036241055,0.061539978,0.41232,4.321928,-0.61325276
'2716N: Security Apparatus - Fund for Peace - 3','0898: Pupil-teacher ratio; primary - WDI - 828',0.41181,0.10902426,0.11230999,0.39489,4.169925,0.5502597
'2716N: Security Apparatus - Fund for Peace - 3','2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO - 1812',0.41153,0.24127944,0.06800999,0.41153,4.0,-0.4126143
'2716N: Security Apparatus - Fund for Peace - 3','0759: Services; etc.; value added  (% of GDP) - WDI - 691',0.4089,0.14884335,0.026679993,0.39568,4.321928,-0.5099575
'2716N: Security Apparatus - Fund for Peace - 3','0885: School enrollment; preprimary  (% gross) - WDI - 815',0.40673,0.036797076,0.04512,0.39463,4.169925,-0.6082211
'2716N: Security Apparatus - Fund for Peace - 3','2736: Merchandise trade-Imports-Transport equipment (US dollar at current prices) - WTO - 1731',0.40391,0.29793823,0.117060006,0.38769,4.321928,-0.32553306
'2716N: Security Apparatus - Fund for Peace - 3','2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO - 1790',0.40351,0.25873613,0.055350006,0.40351,4.169925,-0.38049164
'2716N: Security Apparatus - Fund for Peace - 3','1266: Refugee population by country or territory of origin - WDI - 1177',0.40078,0.3067091,0.05576998,0.38791,4.4594316,0.3067098
'2716N: Security Apparatus - Fund for Peace - 3','0056: Net capital account  (BoP; current US$) - WDI - 53',0.40053,0.38829452,0.20626001,0.40053,4.169925,-0.11061421
'2716N: Security Apparatus - Fund for Peace - 3','1058: Improved sanitation facilities  (% of population with access) - WDI - 975',0.40045,0.100268364,0.046879977,0.39037,4.4594316,-0.54788834
'2716N: Security Apparatus - Fund for Peace - 3','0570: Documents to import  (number) - WDI - 516',0.39997,0.0074117184,0.08440998,0.39997,4.321928,0.6265447
'2716N: Security Apparatus - Fund for Peace - 3','2735: Merchandise trade-Imports-Telecommunications equipment (US dollar at current prices) - WTO - 1730',0.39846,0.31695557,0.12419,0.37828,4.321928,-0.28548983
'2716N: Security Apparatus - Fund for Peace - 3','0887: School enrollment; preprimary; male  (% gross) - WDI - 817',0.39842,0.038770437,0.038210005,0.38519,4.169925,-0.5997079
'2716N: Security Apparatus - Fund for Peace - 3','2733: Merchandise trade-Imports-Machinery and transport equipment (US dollar at current prices) - WTO - 1728',0.39692,0.3124757,0.123459995,0.38154,4.321928,-0.29059297
'2716N: Security Apparatus - Fund for Peace - 3','0361: Electric power transmission and distribution losses  (% of output) - WDI - 350',0.3958,0.27714607,0.07616001,0.38442,4.169925,0.3444618
'2716N: Security Apparatus - Fund for Peace - 3','1073: People practicing open defecation; rural  (% of rural population) - WDI - 989',0.39298,0.22542627,0.06961,0.39298,4.321928,0.4093333
'2716N: Security Apparatus - Fund for Peace - 3','0552: Documents to export  (number) - WDI - 499',0.39219,0.0155622065,0.07095,0.39219,4.321928,0.6137001
'2716N: Security Apparatus - Fund for Peace - 3','1060: Improved sanitation facilities; urban  (% of urban population with access) - WDI - 977',0.39174,0.13367131,0.07282999,0.37999,4.4594316,-0.5080046
'2716N: Security Apparatus - Fund for Peace - 3','0057: Grants; excluding technical cooperation  (BoP; current US$) - WDI - 54',0.39067,0.23650713,0.10497001,0.37413,4.169925,0.3926358
'2716N: Security Apparatus - Fund for Peace - 3','1323: International tourism; receipts for travel items  (current US$) - WDI - 1228',0.39041,0.29115036,0.14103,0.39041,4.321928,-0.31505498
'2716N: Security Apparatus - Fund for Peace - 3','1895: Mobile-cellular telephone subscriptions - ITU - 1653',0.38998,0.13194406,0.06757,0.37925,4.4594316,-0.50797236
'2716N: Security Apparatus - Fund for Peace - 3','1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU - 1654',0.38998,0.13194406,0.06757,0.37925,4.4594316,-0.50797236
'2716N: Security Apparatus - Fund for Peace - 3','0886: School enrollment; preprimary; female  (% gross) - WDI - 816',0.3896,0.029870719,0.027170002,0.37667,4.169925,-0.59977436
'2716N: Security Apparatus - Fund for Peace - 3','2734: Merchandise trade-Imports-Office and telecom equipment (US dollar at current prices) - WTO - 1729',0.3892,0.32921135,0.09873,0.37255,4.321928,-0.24492577
'2716N: Security Apparatus - Fund for Peace - 3','2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO - 1789',0.38917,0.2974316,0.07065001,0.37755,4.321928,-0.30288348
'2716N: Security Apparatus - Fund for Peace - 3','1101: Health expenditure; public  (% of total health expenditure) - WDI - 1016',0.38848,0.11089566,0.0773,0.37167,4.4594316,-0.52686274
'2716N: Security Apparatus - Fund for Peace - 3','0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI - 705',0.38839,0.122205436,0.08349,0.38839,4.321928,0.5159308
'2716N: Security Apparatus - Fund for Peace - 3','2729: Merchandise trade-Imports-Manufactures (US dollar at current prices) - WTO - 1724',0.3881,0.2867872,0.11421999,0.3665,4.321928,-0.3182967
'2716N: Security Apparatus - Fund for Peace - 3','0460: Domestic credit to private sector by banks  (% of GDP) - WDI - 409',0.3872,-0.017658323,0.03632,0.3872,4.321928,-0.63628477
'2716N: Security Apparatus - Fund for Peace - 3','1052: Prevalence of anemia among pregnant women  (%) - WDI - 974',0.38717,0.17622802,0.07719001,0.37723,4.4594316,0.4592842
'2716N: Security Apparatus - Fund for Peace - 3','0903: Gross intake ratio in first grade of primary education; male  (% of relevant age group) - WDI - 833',0.3866,0.3175449,0.09546998,0.36428,4.169925,0.26278332
'2716N: Security Apparatus - Fund for Peace - 3','0577: Cost of business start-up procedures  (% of GNI per capita) - WDI - 521',0.38655,0.1783113,0.04106,0.38655,4.321928,0.4563318
'2716N: Security Apparatus - Fund for Peace - 3','1059: Improved sanitation facilities; rural  (% of rural population with access) - WDI - 976',0.38365,0.07478529,0.03937,0.37208,4.4594316,-0.555756
'2716N: Security Apparatus - Fund for Peace - 3','0796: Gross value added at factor cost  (constant 2005 US$) - WDI - 728',0.38258,0.31070665,0.11641002,0.3741,4.169925,-0.2680921
'2716N: Security Apparatus - Fund for Peace - 3','2819: Balance of Payments-Imports-Telecommunications services (US dollar at current prices) - WTO - 1814',0.38237,0.2268724,0.075540006,0.36936,4.169925,-0.39433184
'2716N: Security Apparatus - Fund for Peace - 3','1103: Health expenditure; public  (% of GDP) - WDI - 1018',0.38113,-0.034389645,0.05149001,0.37278,4.4594316,-0.64460814
'2716N: Security Apparatus - Fund for Peace - 3','0043: Secondary income; other sectors; payments  (BoP; current US$) - WDI - 40',0.38111,0.2919531,0.08372,0.37021,4.321928,-0.29859158
'2716N: Security Apparatus - Fund for Peace - 3','2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO - 1780',0.37874,0.21726331,0.040930003,0.37874,4.321928,-0.40184164
'2716N: Security Apparatus - Fund for Peace - 3','2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO - 1738',0.37818,0.21693638,0.02406001,0.35668,4.321928,-0.4015515
'2716N: Security Apparatus - Fund for Peace - 3','1096: Out-of-pocket health expenditure  (% of total expenditure on health) - WDI - 1011',0.37786,0.08024335,0.025920004,0.36534,4.4594316,0.54554254
'2716N: Security Apparatus - Fund for Peace - 3','2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO - 1783',0.37786,0.2666586,0.11993,0.37786,4.321928,-0.33346877
'2716N: Security Apparatus - Fund for Peace - 3','2720: Merchandise trade-Exports-Agricultural products (US dollar at current prices) - WTO - 1715',0.37741,0.2637209,0.102180004,0.36689,4.321928,-0.33717814
'2716N: Security Apparatus - Fund for Peace - 3','1287: Life expectancy at birth; male  (years) - WDI - 1192',0.3768,-0.029455781,0.058400005,0.37287,4.4594316,-0.637382
'2716N: Security Apparatus - Fund for Peace - 3','0636: Mobile cellular subscriptions  (per 100 people) - WDI - 577',0.37673,0.1220603,0.053220004,0.36598,4.4594316,-0.5046481
'2716N: Security Apparatus - Fund for Peace - 3','0456: Commercial bank branches  (per 100;000 adults) - WDI - 406',0.37651,0.17644832,0.04885,0.37651,4.321928,-0.44728255
'2716N: Security Apparatus - Fund for Peace - 3','0066: Service exports  (BoP; current US$) - WDI - 63',0.37642,0.22194906,0.054450005,0.37642,4.321928,-0.3930279
'2716N: Security Apparatus - Fund for Peace - 3','1924: Psychiatrists working in mental health sector (per 100;000) - WHO - 1666',0.37583,-0.008635491,0.033069998,0.37583,4.321928,-0.6200528
'2716N: Security Apparatus - Fund for Peace - 3','0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI - 34',0.37574,0.19275749,0.048070014,0.37574,4.0,-0.42776453
'2716N: Security Apparatus - Fund for Peace - 3','0039: Transport services  (% of service imports; BoP) - WDI - 36',0.37561,0.21459693,0.12686999,0.35713,4.321928,0.40126434
'2716N: Security Apparatus - Fund for Peace - 3','0491: Domestic credit provided by financial sector  (% of GDP) - WDI - 440',0.37538,8.4009767E-4,0.061309993,0.36676,4.321928,-0.61199665
'2716N: Security Apparatus - Fund for Peace - 3','2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO - 1734',0.37515,0.2620752,0.049699992,0.35916,4.321928,-0.33626598
'2716N: Security Apparatus - Fund for Peace - 3','1376: Transport services  (% of commercial service imports) - WDI - 1281',0.37453,0.19211611,0.06906,0.35439,4.321928,0.42709938
'2716N: Security Apparatus - Fund for Peace - 3','2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO - 1718',0.37395,0.28862408,0.08454001,0.3581,4.321928,-0.29210603
'2716N: Security Apparatus - Fund for Peace - 3','0553: Time to export  (days) - WDI - 500',0.37373,0.08248302,0.05598001,0.37373,4.321928,0.53967303
'2716N: Security Apparatus - Fund for Peace - 3','1093: Incidence of tuberculosis  (per 100;000 people) - WDI - 1008',0.37342,0.28822672,0.062759995,0.35753,4.4594316,0.29187885
'2716N: Security Apparatus - Fund for Peace - 3','2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO - 1741',0.37337,0.36290327,0.053359985,0.36119,4.321928,-0.10230702
'2716N: Security Apparatus - Fund for Peace - 3','2836: Total health expenditure as a percent of GDP by institutional sector/ Institutional Sector = Public (Units Percentage) - ILO - 1831',0.37316,-0.02938497,0.063439995,0.37316,4.321928,-0.6344643
'2716N: Security Apparatus - Fund for Peace - 3','2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO - 1739',0.37211,0.2903078,0.05724001,0.35898,4.321928,-0.2860109
'2716N: Security Apparatus - Fund for Peace - 3','1290: Survival to age 65; male  (% of cohort) - WDI - 1195',0.37191,0.030256301,0.029680014,0.35423,4.4594316,-0.5845115
'2716N: Security Apparatus - Fund for Peace - 3','1383: ICT goods exports  (% of total goods exports) - WDI - 1288',0.371,0.2926855,0.04200001,0.371,4.169925,-0.27984726
'2716N: Security Apparatus - Fund for Peace - 3','2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO - 1737',0.37087,0.21225895,0.068099976,0.36034,4.321928,-0.39826003
'2716N: Security Apparatus - Fund for Peace - 3','1388: Merchandise exports  (current US$) - WDI - 1293',0.36998,0.2641476,0.120110005,0.35367,4.4594316,-0.3253189
'2716N: Security Apparatus - Fund for Peace - 3','2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO - 1775',0.36998,0.26415062,0.120110005,0.35367,4.4594316,-0.3253143
'2716N: Security Apparatus - Fund for Peace - 3','1075: People practicing open defecation  (% of population) - WDI - 991',0.36974,0.21191794,0.05524999,0.36974,4.321928,0.39726827
'2716N: Security Apparatus - Fund for Peace - 3','2792: Balance of Payments-Exports-Financial services (US dollar at current prices) - WTO - 1787',0.36943,0.25486943,0.047940016,0.36032,4.169925,-0.338468
