@relation MINE-Indicator-2006TO2013-2716_clustered

@attribute Instance_number numeric
@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12}

@data
16,'2716N: Security Apparatus - Fund for Peace','1098: Health expenditure per capita  (current US$) - WDI',0.48481,0.027233,0.02163,0.48481,6.247928,-0.676445,cluster11
17,'2716N: Security Apparatus - Fund for Peace','0353: Agriculture value added per worker  (constant 2005 US$) - WDI',0.48446,0.151209,0.07485,0.48377,6.129283,-0.577279,cluster11
18,'2716N: Security Apparatus - Fund for Peace','0642: Secure Internet servers  (per 1 million people) - WDI',0.47989,0.152818,0.05567,0.47989,6.209454,-0.571902,cluster11
19,'2716N: Security Apparatus - Fund for Peace','0781: Adjusted net national income per capita  (current US$) - WDI',0.46934,-0.041024,0.03493,0.46934,6.087463,-0.714397,cluster11
20,'2716N: Security Apparatus - Fund for Peace','0028: Surface area  (sq. km) - WDI',0.46784,0.467707,0.33938,0.46784,6.247928,-0.011522,cluster5
21,'2716N: Security Apparatus - Fund for Peace','0952: School enrollment; secondary  (\% gross) - WDI',0.46718,0.055941,0.05992,0.46583,6,-0.641279,cluster11
22,'2716N: Security Apparatus - Fund for Peace','2718: External Intervention - Fund for Peace',0.46637,-0.157119,0.03029,0.46637,6.169925,0.789613,cluster1
23,'2716N: Security Apparatus - Fund for Peace','0953: School enrollment; secondary; female  (\% gross) - WDI',0.46385,0.052352,0.06462,0.46385,5.954197,-0.641481,cluster11
24,'2716N: Security Apparatus - Fund for Peace','0020: Land area  (sq. km) - WDI',0.46378,0.463732,0.34118,0.46378,6.247928,-0.006915,cluster5
25,'2716N: Security Apparatus - Fund for Peace','1025: Number of neonatal deaths - WDI',0.46231,0.428387,0.10919,0.46231,6.247928,0.184182,cluster2
26,'2716N: Security Apparatus - Fund for Peace','1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI',0.46116,-0.055557,0.06188,0.46116,6.129283,-0.71883,cluster11
27,'2716N: Security Apparatus - Fund for Peace','1028: Mortality rate; under-5  (per 1;000 live births) - WDI',0.45883,0.142999,0.04139,0.45883,6.247928,0.561989,cluster4
28,'2716N: Security Apparatus - Fund for Peace','1283: Mortality rate; infant  (per 1;000 live births) - WDI',0.45595,0.091838,0.03796,0.45595,6.247928,0.603417,cluster4
29,'2716N: Security Apparatus - Fund for Peace','1297: Population ages 65 and above  (\% of total) - WDI',0.4544,0.018567,0.07631,0.4544,6.209454,-0.660176,cluster11
30,'2716N: Security Apparatus - Fund for Peace','0836: GNI per capita; PPP  (constant 2011 international $) - WDI',0.44886,0.012396,0.03054,0.44879,6.087463,-0.660654,cluster11
31,'2716N: Security Apparatus - Fund for Peace','0830: GNI per capita; Atlas method  (current US$) - WDI',0.44668,-0.046892,0.02616,0.44668,6.209454,-0.702547,cluster11
32,'2716N: Security Apparatus - Fund for Peace','1031: Mortality rate; neonatal  (per 1;000 live births) - WDI',0.4387,0.024928,0.03389,0.4387,6.247928,0.643251,cluster4
33,'2716N: Security Apparatus - Fund for Peace','0640: Fixed broadband subscriptions  (per 100 people) - WDI',0.4374,-0.112587,0.04508,0.43587,6.209454,-0.741611,cluster11
34,'2716N: Security Apparatus - Fund for Peace','1299: Age dependency ratio; old  (\% of working-age population) - WDI',0.43586,0.012706,0.08363,0.43586,6.247928,-0.650503,cluster11
35,'2716N: Security Apparatus - Fund for Peace','1901: Fixed-broadband subscriptions per 100 inhabitants - ITU',0.43534,-0.115126,0.04507,0.43534,6.169925,-0.741934,cluster11
36,'2716N: Security Apparatus - Fund for Peace','0808: GDP per capita  (current US$) - WDI',0.42962,-0.037136,0.03502,0.42962,6.044394,-0.683195,cluster11
37,'2716N: Security Apparatus - Fund for Peace','1285: Life expectancy at birth; female  (years) - WDI',0.42587,0.062196,0.02884,0.42587,6.247928,-0.603054,cluster11
38,'2716N: Security Apparatus - Fund for Peace','0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI',0.42426,0.017661,0.02561,0.42358,6.169925,-0.637651,cluster11
39,'2716N: Security Apparatus - Fund for Peace','1051: Lifetime risk of maternal death  (\%) - WDI',0.42335,0.215688,0.02749,0.42335,6.247928,0.455699,cluster2
40,'2716N: Security Apparatus - Fund for Peace','1899: Percentage of Individuals using the Internet (\%) - ITU',0.42317,-0.132324,0.04069,0.42258,6.247928,-0.745315,cluster11
41,'2716N: Security Apparatus - Fund for Peace','1021: Number of infant deaths - WDI',0.42279,0.37624,0.07037,0.42279,6.247928,0.215755,cluster2
42,'2716N: Security Apparatus - Fund for Peace','0643: Internet users  (per 100 people) - WDI',0.42267,-0.134718,0.03933,0.42267,5.643856,-0.746584,cluster11
43,'2716N: Security Apparatus - Fund for Peace','1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI',0.42135,0.021762,0.02601,0.42135,6.247928,-0.63213,cluster11
44,'2716N: Security Apparatus - Fund for Peace','0954: School enrollment; secondary; male  (\% gross) - WDI',0.42083,0.021256,0.0403,0.42083,5.954197,-0.632118,cluster11
45,'2716N: Security Apparatus - Fund for Peace','1310: Rural population - WDI',0.42064,0.410098,0.21847,0.42064,6.247928,0.102675,cluster5
46,'2716N: Security Apparatus - Fund for Peace','0004: Agricultural land  (sq. km) - WDI',0.41898,0.418791,0.27704,0.41898,6.247928,-0.013752,cluster5
47,'2716N: Security Apparatus - Fund for Peace','1023: Number of under-five deaths - WDI',0.41884,0.368501,0.07456,0.41884,6.247928,0.224363,cluster2
48,'2716N: Security Apparatus - Fund for Peace','0638: Fixed telephone subscriptions  (per 100 people) - WDI',0.41598,-0.085777,0.03706,0.41598,6.247928,-0.708348,cluster11
49,'2716N: Security Apparatus - Fund for Peace','0814: GDP per capita; PPP  (constant 2011 international $) - WDI',0.4155,0.032818,0.04799,0.4155,6.169925,-0.618613,cluster11
50,'2716N: Security Apparatus - Fund for Peace','0835: GNI per capita; PPP  (current international $) - WDI',0.41495,0.023635,0.02867,0.41495,6.129283,-0.625552,cluster11
51,'2716N: Security Apparatus - Fund for Peace','1034: Improved water source; urban  (\% of urban population with access) - WDI',0.41316,0.16823,0.03724,0.41316,6.087463,-0.494904,cluster11
52,'2716N: Security Apparatus - Fund for Peace','1898: Fixed-telephone subscriptions per 100 inhabitants - ITU',0.41176,-0.088909,0.03474,0.41176,5.954197,-0.70758,cluster11
53,'2716N: Security Apparatus - Fund for Peace','1035: Improved water source  (\% of population with access) - WDI',0.41128,0.091858,0.02551,0.41128,6.087463,-0.565175,cluster11
54,'2716N: Security Apparatus - Fund for Peace','1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD',0.41118,0.191031,0.06646,0.41118,6,-0.4692,cluster11
55,'2716N: Security Apparatus - Fund for Peace','0736: Agriculture; value added  (\% of GDP) - WDI',0.41111,0.083685,0.0314,0.40822,6.169925,0.572211,cluster4
56,'2716N: Security Apparatus - Fund for Peace','1295: Population ages 0-14  (\% of total) - WDI',0.4109,-0.009688,0.02576,0.4109,6.247928,0.648528,cluster4
57,'2716N: Security Apparatus - Fund for Peace','1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI',0.40815,0.174238,0.03669,0.40815,6.247928,0.483645,cluster2
58,'2716N: Security Apparatus - Fund for Peace','0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI',0.40741,-0.098815,0.02977,0.40741,6.169925,-0.711495,cluster11
59,'2716N: Security Apparatus - Fund for Peace','0380: Energy use  (kg of oil equivalent per capita) - WDI',0.40463,0.160618,0.04947,0.40237,6.087463,-0.493976,cluster11
60,'2716N: Security Apparatus - Fund for Peace','0813: GDP per capita; PPP  (current international $) - WDI',0.40308,0.028422,0.03496,0.40308,6.169925,-0.612093,cluster11
61,'2716N: Security Apparatus - Fund for Peace','1049: Number of maternal deaths - WDI',0.40248,0.334136,0.07187,0.40248,6.247928,0.261427,cluster2
62,'2716N: Security Apparatus - Fund for Peace','1300: Age dependency ratio; young  (\% of working-age population) - WDI',0.39661,0.024679,0.03553,0.39661,6.169925,0.609861,cluster4
63,'2716N: Security Apparatus - Fund for Peace','1289: Survival to age 65; female  (\% of cohort) - WDI',0.39387,0.089358,0.02836,0.39387,5.807355,-0.551826,cluster11
64,'2716N: Security Apparatus - Fund for Peace','1058: Improved sanitation facilities  (\% of population with access) - WDI',0.39223,0.098466,0.06458,0.39223,6.209454,-0.542,cluster0
65,'2716N: Security Apparatus - Fund for Peace','1278: Birth rate; crude  (per 1;000 people) - WDI',0.39038,0.017578,0.04226,0.39038,6.044394,0.610575,cluster4
66,'2716N: Security Apparatus - Fund for Peace','1286: Life expectancy at birth; total  (years) - WDI',0.38838,0.014119,0.03772,0.38838,6.247928,-0.611768,cluster0
67,'2716N: Security Apparatus - Fund for Peace','2709: Refugees and IDPs - Fund for Peace',0.38684,-0.169352,0.0243,0.38635,6.247928,0.745783,cluster1
68,'2716N: Security Apparatus - Fund for Peace','0490: Claims on other sectors of the domestic economy  (\% of GDP) - WDI',0.3866,-0.011792,0.03708,0.3866,5.954197,-0.631183,cluster11
69,'2716N: Security Apparatus - Fund for Peace','2719: Human Flight - Fund for Peace',0.3796,-0.110355,0.03972,0.3796,6.209454,0.699968,cluster4
70,'2716N: Security Apparatus - Fund for Peace','1167: GDP per person employed  (constant 2011 PPP $) - WDI',0.37687,0.079529,0.03896,0.37687,6.209454,-0.54529,cluster0
71,'2716N: Security Apparatus - Fund for Peace','1266: Refugee population by country or territory of origin - WDI',0.37667,0.295604,0.09122,0.37667,6.247928,0.284721,cluster2
72,'2716N: Security Apparatus - Fund for Peace','2712: Poverty and Economic Decline - Fund for Peace',0.37523,-0.137479,0.02675,0.37523,5.459432,0.716037,cluster1
73,'2716N: Security Apparatus - Fund for Peace','1287: Life expectancy at birth; male  (years) - WDI',0.3748,-0.000339,0.05029,0.3748,6.247928,-0.612486,cluster0
74,'2716N: Security Apparatus - Fund for Peace','0641: Secure Internet servers - WDI',0.37413,0.315985,0.02806,0.37413,6.209454,-0.241133,cluster12
75,'2716N: Security Apparatus - Fund for Peace','1033: Improved water source; rural  (\% of rural population with access) - WDI',0.37219,0.041206,0.05068,0.36995,6.247928,-0.575312,cluster0
76,'2716N: Security Apparatus - Fund for Peace','1060: Improved sanitation facilities; urban  (\% of urban population with access) - WDI',0.36749,0.112183,0.07866,0.36699,6.247928,-0.50528,cluster0
77,'2716N: Security Apparatus - Fund for Peace','1059: Improved sanitation facilities; rural  (\% of rural population with access) - WDI',0.36541,0.065593,0.05809,0.36294,6.247928,-0.547556,cluster0
78,'2716N: Security Apparatus - Fund for Peace','0574: Time required to enforce a contract  (days) - WDI',0.36095,0.287473,0.22187,0.36095,6.169925,0.271066,cluster5
79,'2716N: Security Apparatus - Fund for Peace','0796: Gross value added at factor cost  (constant 2005 US$) - WDI',0.35954,0.292286,0.06804,0.35808,6.044394,-0.259333,cluster12
80,'2716N: Security Apparatus - Fund for Peace','0006: Arable land  (hectares) - WDI',0.35865,0.358542,0.2159,0.35865,6.247928,-0.010386,cluster5
81,'2716N: Security Apparatus - Fund for Peace','0059: ICT service exports  (BoP; current US$) - WDI',0.35739,0.213029,0.02672,0.35739,5.807355,-0.379949,cluster12
82,'2716N: Security Apparatus - Fund for Peace','1093: Incidence of tuberculosis  (per 100;000 people) - WDI',0.3564,0.268253,0.06975,0.3564,6.247928,0.296895,cluster2
83,'2716N: Security Apparatus - Fund for Peace','1288: Fertility rate; total  (births per woman) - WDI',0.35445,0.046501,0.04256,0.35445,6.247928,0.554932,cluster4
84,'2716N: Security Apparatus - Fund for Peace','2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO',0.35408,0.139222,0.07576,0.35408,6.087463,-0.463528,cluster12
85,'2716N: Security Apparatus - Fund for Peace','2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO',0.35237,0.21778,0.06944,0.35237,6.044394,-0.366866,cluster12
86,'2716N: Security Apparatus - Fund for Peace','0016: Forest area  (sq. km) - WDI',0.35227,0.352258,0.26808,0.35227,6.247928,-0.0035,cluster5
87,'2716N: Security Apparatus - Fund for Peace','0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI',0.35218,0.18802,0.04906,0.35218,5.807355,-0.405166,cluster12
88,'2716N: Security Apparatus - Fund for Peace','0017: Forest area  (\% of land area) - WDI',0.35,0.34099,0.24483,0.35,6.247928,-0.094924,cluster5
89,'2716N: Security Apparatus - Fund for Peace','2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO',0.3498,0.246622,0.05851,0.3498,6.087463,-0.321213,cluster12
90,'2716N: Security Apparatus - Fund for Peace','0456: Commercial bank branches  (per 100;000 adults) - WDI',0.34795,0.156625,0.03693,0.34795,6.209454,-0.437408,cluster12
91,'2716N: Security Apparatus - Fund for Peace','0460: Domestic credit to private sector by banks  (\% of GDP) - WDI',0.34682,0.335648,0.02487,0.34682,6.169925,-0.105699,cluster5
92,'2716N: Security Apparatus - Fund for Peace','0834: GNI per capita  (constant LCU) - WDI',0.3463,0.34399,0.23977,0.34187,6.087463,0.048058,cluster5
93,'2716N: Security Apparatus - Fund for Peace','0851: DEC alternative conversion factor  (LCU per US$) - WDI',0.34602,0.326225,0.1372,0.34602,6.247928,0.140693,cluster5
94,'2716N: Security Apparatus - Fund for Peace','0571: Time to import  (days) - WDI',0.34559,0.028101,0.03566,0.34559,6.129283,0.563462,cluster4
95,'2716N: Security Apparatus - Fund for Peace','0553: Time to export  (days) - WDI',0.34547,0.050904,0.04291,0.34547,6.129283,0.54274,cluster4
96,'2716N: Security Apparatus - Fund for Peace','0844: Net taxes on products  (current US$) - WDI',0.34426,0.271464,0.04599,0.34426,6.044394,-0.269807,cluster12
97,'2716N: Security Apparatus - Fund for Peace','1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI',0.34371,0.141195,0.04253,0.34371,6.044394,0.450017,cluster6
98,'2716N: Security Apparatus - Fund for Peace','0062: Primary income receipts  (BoP; current US$) - WDI',0.34048,0.204342,0.06291,0.34048,5.90689,-0.368969,cluster12
99,'2716N: Security Apparatus - Fund for Peace','1304: Population; total - WDI',0.34027,0.336623,0.15172,0.34027,6.247928,0.060389,cluster5
100,'2716N: Security Apparatus - Fund for Peace','0767: Adjusted savings: consumption of fixed capital  (\% of GNI) - WDI',0.34015,-0.010762,0.04507,0.33746,6.247928,-0.592378,cluster0
101,'2716N: Security Apparatus - Fund for Peace','0812: GDP per capita  (constant LCU) - WDI',0.33808,0.336837,0.23234,0.33484,6.247928,0.035262,cluster5
102,'2716N: Security Apparatus - Fund for Peace','0552: Documents to export  (number) - WDI',0.33471,-0.0296,0.02547,0.33471,6.209454,0.603581,cluster4
103,'2716N: Security Apparatus - Fund for Peace','1290: Survival to age 65; male  (\% of cohort) - WDI',0.33341,0.012231,0.06384,0.33341,6.247928,-0.566727,cluster0
104,'2716N: Security Apparatus - Fund for Peace','2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO',0.33338,0.189605,0.04058,0.33338,5.954197,-0.379177,cluster12
105,'2716N: Security Apparatus - Fund for Peace','0739: Manufacturing; value added  (constant 2005 US$) - WDI',0.33288,0.254926,0.05536,0.33108,6.087463,-0.279203,cluster12
106,'2716N: Security Apparatus - Fund for Peace','2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO',0.33229,0.249927,0.02595,0.32636,6.129283,-0.286989,cluster12
107,'2716N: Security Apparatus - Fund for Peace','2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO',0.32988,0.178131,0.03671,0.32988,6.129283,-0.38955,cluster12
108,'2716N: Security Apparatus - Fund for Peace','0580: Time to prepare and pay taxes  (hours) - WDI',0.32987,0.277689,0.15858,0.32987,6.169925,0.228432,cluster5
109,'2716N: Security Apparatus - Fund for Peace','2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO',0.32961,0.182461,0.0299,0.32961,5.70044,-0.383601,cluster12
110,'2716N: Security Apparatus - Fund for Peace','2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO',0.32957,0.303594,0.04554,0.32957,5.70044,-0.16117,cluster12
111,'2716N: Security Apparatus - Fund for Peace','2818: Balance of Payments-Imports-Telecommunications; computer; and information services (US dollar at current prices) - WTO',0.32845,0.177363,0.04193,0.32845,6.087463,-0.388699,cluster12
112,'2716N: Security Apparatus - Fund for Peace','0577: Cost of business start-up procedures  (\% of GNI per capita) - WDI',0.32624,0.192756,0.04057,0.32624,6.129283,0.365354,cluster6
113,'2716N: Security Apparatus - Fund for Peace','1075: People practicing open defecation  (\% of population) - WDI',0.32541,0.172527,0.02781,0.32541,5.643856,0.391002,cluster6
114,'2716N: Security Apparatus - Fund for Peace','1403: High-technology exports  (current US$) - WDI',0.32525,0.270136,0.04909,0.32525,6.044394,-0.234764,cluster12
115,'2716N: Security Apparatus - Fund for Peace','0654: Armed forces personnel; total - WDI',0.32523,0.311596,0.23093,0.31939,6.209454,0.116765,cluster5
116,'2716N: Security Apparatus - Fund for Peace','0010: Permanent cropland  (\% of land area) - WDI',0.32496,0.300061,0.18671,0.32496,6.247928,0.157794,cluster5
117,'2716N: Security Apparatus - Fund for Peace','0898: Pupil-teacher ratio; primary - WDI',0.32311,0.080349,0.06613,0.32311,5.954197,0.492708,cluster6
118,'2716N: Security Apparatus - Fund for Peace','1073: People practicing open defecation; rural  (\% of rural population) - WDI',0.32309,0.159571,0.03081,0.32309,6,0.404375,cluster6
119,'2716N: Security Apparatus - Fund for Peace','0896: Primary education; pupils - WDI',0.3224,0.307355,0.17429,0.3224,6.129283,0.12266,cluster5
120,'2716N: Security Apparatus - Fund for Peace','0361: Electric power transmission and distribution losses  (\% of output) - WDI',0.32223,0.180238,0.0299,0.32163,6.044394,0.376818,cluster6
121,'2716N: Security Apparatus - Fund for Peace','0674: Household final consumption expenditure  (constant 2005 US$) - WDI',0.32154,0.269026,0.10726,0.32135,6.044394,-0.22916,cluster12
122,'2716N: Security Apparatus - Fund for Peace','1312: Rural population  (\% of total population) - WDI',0.32103,0.01446,0.06029,0.32103,6.247928,0.553688,cluster4
123,'2716N: Security Apparatus - Fund for Peace','1315: Urban population  (\% of total) - WDI',0.32103,0.014457,0.06304,0.32103,6.247928,-0.55369,cluster0
124,'2716N: Security Apparatus - Fund for Peace','0735: Agriculture; value added  (constant LCU) - WDI',0.32091,0.316261,0.1533,0.31719,6.169925,0.068187,cluster5
125,'2716N: Security Apparatus - Fund for Peace','0378: Combustible renewables and waste  (\% of total energy) - WDI',0.31927,0.172741,0.14519,0.3154,6.044394,0.382791,cluster6
126,'2716N: Security Apparatus - Fund for Peace','2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO',0.31897,0.169995,0.03367,0.31897,6.129283,-0.385973,cluster12
127,'2716N: Security Apparatus - Fund for Peace','0689: Final consumption expenditure  (constant 2005 US$) - WDI',0.3187,0.261108,0.09482,0.3187,6,-0.239983,cluster12
128,'2716N: Security Apparatus - Fund for Peace','1402: Commercial service exports  (current US$) - WDI',0.31858,0.162863,0.03868,0.31582,6.169925,-0.39461,cluster12
129,'2716N: Security Apparatus - Fund for Peace','1952: Number of neonatal deaths (thousands) - WHO',0.31798,0.284197,0.02199,0.31796,6.247928,0.183801,cluster5
130,'2716N: Security Apparatus - Fund for Peace','0492: Domestic credit to private sector  (\% of GDP) - WDI',0.31797,-0.036194,0.03339,0.31797,6.169925,-0.595117,cluster0
131,'2716N: Security Apparatus - Fund for Peace','0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI',0.3179,0.27314,0.04485,0.3179,5.90689,-0.211566,cluster12
132,'2716N: Security Apparatus - Fund for Peace','2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO',0.31789,0.304073,0.03371,0.31789,5.954197,-0.117548,cluster12
133,'2716N: Security Apparatus - Fund for Peace','0885: School enrollment; preprimary  (\% gross) - WDI',0.31591,-0.010497,0.04608,0.31591,5.954197,-0.57132,cluster11
134,'2716N: Security Apparatus - Fund for Peace','2749: Merchandise trade-Exports-Transport equipment (US dollar at current prices) - WTO',0.31486,0.208748,0.02573,0.31486,5.857981,-0.325748,cluster12
135,'2716N: Security Apparatus - Fund for Peace','1232: Labor force; total - WDI',0.31465,0.313438,0.16938,0.31099,6.247928,0.034817,cluster5
136,'2716N: Security Apparatus - Fund for Peace','0756: Services; etc.; value added  (constant 2005 US$) - WDI',0.31424,0.253936,0.05336,0.31424,5.754888,-0.245569,cluster12
137,'2716N: Security Apparatus - Fund for Peace','0699: Exports of goods and services  (constant 2005 US$) - WDI',0.3142,0.196783,0.07718,0.3142,5.643856,-0.342662,cluster12
138,'2716N: Security Apparatus - Fund for Peace','0856: PPP conversion factor; private consumption  (LCU per international $) - WDI',0.3135,0.29486,0.12129,0.3135,6.169925,0.13653,cluster5
139,'2716N: Security Apparatus - Fund for Peace','0683: Final consumption expenditure; etc.  (constant 2005 US$) - WDI',0.31334,0.254239,0.0888,0.30688,6.044394,-0.243106,cluster12
140,'2716N: Security Apparatus - Fund for Peace','0066: Service exports  (BoP; current US$) - WDI',0.31181,0.158765,0.04839,0.31181,6.129283,-0.39121,cluster12
141,'2716N: Security Apparatus - Fund for Peace','0759: Services; etc.; value added  (\% of GDP) - WDI',0.31092,0.059073,0.04279,0.30814,6.169925,-0.501843,cluster0
142,'2716N: Security Apparatus - Fund for Peace','1895: Mobile-cellular telephone subscriptions - ITU',0.30919,0.027813,0.05463,0.30919,6.247928,-0.53045,cluster0
143,'2716N: Security Apparatus - Fund for Peace','1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU',0.30919,0.027813,0.05463,0.30919,6.247928,-0.53045,cluster0
144,'2716N: Security Apparatus - Fund for Peace','2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO',0.30882,0.290528,0.02589,0.30882,6.044394,-0.135249,cluster12
145,'2716N: Security Apparatus - Fund for Peace','1103: Health expenditure; public  (\% of GDP) - WDI',0.30854,-0.084787,0.03932,0.30854,6.247928,-0.627158,cluster0
146,'2716N: Security Apparatus - Fund for Peace','0853: PPP conversion factor; GDP  (LCU per international $) - WDI',0.30727,0.289637,0.13567,0.30432,6.247928,0.13279,cluster5
147,'2716N: Security Apparatus - Fund for Peace','0636: Mobile cellular subscriptions  (per 100 people) - WDI',0.30697,0.027927,0.05904,0.30697,6.247928,-0.528245,cluster0
148,'2716N: Security Apparatus - Fund for Peace','0852: Official exchange rate  (LCU per US$; period average) - WDI',0.30496,0.302533,0.13115,0.30496,6.129283,0.049264,cluster5
149,'2716N: Security Apparatus - Fund for Peace','0691: Gross national expenditure deflator  (base year varies by country) - WDI',0.30489,0.267429,0.05244,0.30213,6.129283,0.193548,cluster5
150,'2716N: Security Apparatus - Fund for Peace','0827: GNI  (constant LCU) - WDI',0.3043,0.300897,0.20054,0.2992,6.087463,0.058335,cluster5
151,'2716N: Security Apparatus - Fund for Peace','0773: Adjusted savings: particulate emission damage  (\% of GNI) - WDI',0.3039,0.050516,0.0367,0.30133,6.209454,0.503372,cluster4
152,'2716N: Security Apparatus - Fund for Peace','2750: Merchandise trade-Exports-Automotive products (US dollar at current prices) - WTO',0.30337,0.201307,0.02895,0.30337,5.584962,-0.319473,cluster12
153,'2716N: Security Apparatus - Fund for Peace','0005: Agricultural land  (\% of land area) - WDI',0.30305,0.291026,0.23421,0.30305,6.247928,0.109655,cluster5
154,'2716N: Security Apparatus - Fund for Peace','0032: Primary income payments  (BoP; current US$) - WDI',0.30255,0.162873,0.04648,0.30255,5.954197,-0.373734,cluster12
155,'2716N: Security Apparatus - Fund for Peace','2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO',0.30236,0.152611,0.03927,0.30236,6.087463,-0.386975,cluster10
156,'2716N: Security Apparatus - Fund for Peace','2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO',0.30218,0.216207,0.04002,0.30168,6.169925,-0.293212,cluster12
157,'2716N: Security Apparatus - Fund for Peace','2798: Balance of Payments-Exports-Other services (US dollar at current prices) - WTO',0.30149,0.18314,0.01629,0.3009,6.169925,-0.34402,cluster10
158,'2716N: Security Apparatus - Fund for Peace','2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO',0.30106,0.252644,0.02442,0.30106,6.044394,-0.220035,cluster12
159,'2716N: Security Apparatus - Fund for Peace','0825: GNI  (constant 2005 US$) - WDI',0.30095,0.233625,0.05667,0.30095,5.857981,-0.259472,cluster12
