@relation MINE-Indicator-2006TO2013-2707

@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric

@data
'2707N: Failed States Index Total - Fund for Peace','1299: Age dependency ratio; old  (% of working-age population) - WDI',0.53402,0.0144146085,0.108859986,0.53402,6.044394,-0.7208366
'2707N: Failed States Index Total - Fund for Peace','1300: Age dependency ratio; young  (% of working-age population) - WDI',0.533,0.025089264,0.07372999,0.533,6.2479277,0.71267855
'2707N: Failed States Index Total - Fund for Peace','1286: Life expectancy at birth; total  (years) - WDI',0.53155,-0.013287604,0.050069988,0.53155,6.2479277,-0.73813117
'2707N: Failed States Index Total - Fund for Peace','0736: Agriculture; value added  (% of GDP) - WDI',0.5306,0.076789886,0.039359987,0.52844,6.169925,0.6736543
'2707N: Failed States Index Total - Fund for Peace','0380: Energy use  (kg of oil equivalent per capita) - WDI',0.52777,0.23492411,0.033169985,0.52479,6.087463,-0.54115236
'2707N: Failed States Index Total - Fund for Peace','2710: Group Grievance - Fund for Peace',0.52653,-0.17144018,0.03520003,0.52492,6.2479277,0.8354461
'2707N: Failed States Index Total - Fund for Peace','1049: Number of maternal deaths - WDI',0.51805,0.45320624,0.059049994,0.51805,6.2479277,0.2546444
'2707N: Failed States Index Total - Fund for Peace','1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD',0.516,0.24593493,0.046440005,0.516,6.0,-0.5196778
'2707N: Failed States Index Total - Fund for Peace','1297: Population ages 65 and above  (% of total) - WDI',0.51475,-0.023921609,0.08480999,0.51475,6.2094536,-0.7339425
'2707N: Failed States Index Total - Fund for Peace','1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI',0.51394,0.030618578,0.02828002,0.51394,6.2479277,-0.6952132
'2707N: Failed States Index Total - Fund for Peace','1051: Lifetime risk of maternal death  (%) - WDI',0.51374,0.20035666,0.030120015,0.51374,6.2479277,0.5598065
'2707N: Failed States Index Total - Fund for Peace','1025: Number of neonatal deaths - WDI',0.51161,0.48500893,0.042950004,0.51161,6.2479277,0.16309829
'2707N: Failed States Index Total - Fund for Peace','1021: Number of infant deaths - WDI',0.50334,0.46405247,0.031090021,0.50334,6.2479277,0.19821084
'2707N: Failed States Index Total - Fund for Peace','1060: Improved sanitation facilities; urban  (% of urban population with access) - WDI',0.50162,0.11148763,0.08230001,0.49992,6.2479277,-0.6246058
'2707N: Failed States Index Total - Fund for Peace','1023: Number of under-five deaths - WDI',0.50056,0.45671916,0.02858001,0.50056,6.2479277,0.20938198
'2707N: Failed States Index Total - Fund for Peace','1058: Improved sanitation facilities  (% of population with access) - WDI',0.49976,0.057854086,0.056549996,0.49793,6.2479277,-0.66476005
'2707N: Failed States Index Total - Fund for Peace','0456: Commercial bank branches  (per 100;000 adults) - WDI',0.49806,0.19661269,0.079080015,0.49806,6.2094536,-0.54904217
'2707N: Failed States Index Total - Fund for Peace','2719: Human Flight - Fund for Peace',0.49779,-0.14787146,0.05522999,0.49779,5.523562,0.80353063
'2707N: Failed States Index Total - Fund for Peace','1278: Birth rate; crude  (per 1;000 people) - WDI',0.4933,-0.015016288,0.06356001,0.4933,6.2479277,0.71296304
'2707N: Failed States Index Total - Fund for Peace','0020: Land area  (sq. km) - WDI',0.49258,0.4903034,0.29411,0.49258,6.2479277,-0.0477137
'2707N: Failed States Index Total - Fund for Peace','1287: Life expectancy at birth; male  (years) - WDI',0.48431,-0.060994774,0.04989001,0.48431,6.2479277,-0.73844755
'2707N: Failed States Index Total - Fund for Peace','0571: Time to import  (days) - WDI',0.48383,0.089297295,0.05209002,0.48383,6.2094536,0.6281184
'2707N: Failed States Index Total - Fund for Peace','1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI',0.48332,0.12608495,0.03392002,0.48332,6.044394,0.5976914
'2707N: Failed States Index Total - Fund for Peace','1034: Improved water source; urban  (% of urban population with access) - WDI',0.48322,0.18705282,0.045020014,0.48104,6.2479277,-0.54421246
'2707N: Failed States Index Total - Fund for Peace','0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI',0.48196,0.13509777,0.069680005,0.48011,6.2094536,0.5889501
'2707N: Failed States Index Total - Fund for Peace','0460: Domestic credit to private sector by banks  (% of GDP) - WDI',0.48002,0.4642463,0.07964,0.48002,6.169925,-0.12559329
'2707N: Failed States Index Total - Fund for Peace','1059: Improved sanitation facilities; rural  (% of rural population with access) - WDI',0.47879,0.03729421,0.075129986,0.47692,6.2479277,-0.6644515
'2707N: Failed States Index Total - Fund for Peace','0898: Pupil-teacher ratio; primary - WDI',0.47781,0.081340075,0.02790001,0.47781,5.9541965,0.6296586
'2707N: Failed States Index Total - Fund for Peace','1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI',0.47726,0.13637462,0.05478999,0.47726,6.2094536,0.5838539
'2707N: Failed States Index Total - Fund for Peace','1288: Fertility rate; total  (births per woman) - WDI',0.47708,0.052889526,0.057640016,0.47708,6.2479277,0.65129906
'2707N: Failed States Index Total - Fund for Peace','0552: Documents to export  (number) - WDI',0.47128,0.023811549,0.093190014,0.47128,6.2094536,0.6689308
'2707N: Failed States Index Total - Fund for Peace','0641: Secure Internet servers - WDI',0.46974,0.4064213,0.053990006,0.46974,6.2094536,-0.25163206
'2707N: Failed States Index Total - Fund for Peace','0028: Surface area  (sq. km) - WDI',0.46714,0.46443546,0.26918998,0.46714,6.2479277,-0.052005123
'2707N: Failed States Index Total - Fund for Peace','1895: Mobile-cellular telephone subscriptions - ITU',0.46407,0.07781765,0.067119986,0.46407,6.2479277,-0.621492
'2707N: Failed States Index Total - Fund for Peace','1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU',0.46407,0.07781765,0.067119986,0.46407,6.2479277,-0.621492
'2707N: Failed States Index Total - Fund for Peace','0636: Mobile cellular subscriptions  (per 100 people) - WDI',0.46151,0.07813954,0.07225001,0.46151,6.2479277,-0.6191692
'2707N: Failed States Index Total - Fund for Peace','1033: Improved water source; rural  (% of rural population with access) - WDI',0.45789,0.027684808,0.048649997,0.45617,6.2479277,-0.6559003
'2707N: Failed States Index Total - Fund for Peace','1952: Number of neonatal deaths (thousands) - WHO',0.45659,0.4298689,0.096789986,0.45475,6.2479277,0.16346589
'2707N: Failed States Index Total - Fund for Peace','0490: Claims on other sectors of the domestic economy  (% of GDP) - WDI',0.45524,-0.049217343,0.071309984,0.45524,5.9541965,-0.7102516
'2707N: Failed States Index Total - Fund for Peace','0577: Cost of business start-up procedures  (% of GNI per capita) - WDI',0.45497,0.27761805,0.036220014,0.45497,6.169925,0.42113176
'2707N: Failed States Index Total - Fund for Peace','0553: Time to export  (days) - WDI',0.45485,0.09143117,0.057630002,0.45485,6.2094536,0.6028423
'2707N: Failed States Index Total - Fund for Peace','0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI',0.4539,-0.16903117,0.034020007,0.4539,6.2094536,-0.7892599
'2707N: Failed States Index Total - Fund for Peace','1290: Survival to age 65; male  (% of cohort) - WDI',0.4508,-0.031024665,0.08410001,0.4508,6.2479277,-0.6941359
'2707N: Failed States Index Total - Fund for Peace','0004: Agricultural land  (sq. km) - WDI',0.44639,0.44499624,0.25112998,0.44639,6.2479277,-0.037333306
'2707N: Failed States Index Total - Fund for Peace','1093: Incidence of tuberculosis  (per 100;000 people) - WDI',0.44525,0.28309494,0.036980003,0.44525,6.2479277,0.4026848
'2707N: Failed States Index Total - Fund for Peace','1312: Rural population  (% of total population) - WDI',0.44518,0.03240916,0.08247,0.44518,6.2479277,0.64247245
'2707N: Failed States Index Total - Fund for Peace','1315: Urban population  (% of total) - WDI',0.44518,0.03240174,0.08234,0.44518,6.2479277,-0.6424782
'2707N: Failed States Index Total - Fund for Peace','0492: Domestic credit to private sector  (% of GDP) - WDI',0.44386,-0.007159412,0.070960015,0.44386,6.169925,-0.6715798
'2707N: Failed States Index Total - Fund for Peace','0289: Net official flows from UN agencies; UNDP  (current US$) - WDI',0.44373,0.16049394,0.06948,0.44373,5.9541965,0.53219926
'2707N: Failed States Index Total - Fund for Peace','0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI',0.44,0.37747416,0.09779,0.43731,6.044394,-0.25005168
'2707N: Failed States Index Total - Fund for Peace','0759: Services; etc.; value added  (% of GDP) - WDI',0.43373,0.11693242,0.091689974,0.43164,6.169925,-0.56284773
'2707N: Failed States Index Total - Fund for Peace','1298: Age dependency ratio  (% of working-age population) - WDI',0.42407,0.070127666,0.06831002,0.42407,6.2479277,0.5949305
'2707N: Failed States Index Total - Fund for Peace','1310: Rural population - WDI',0.424,0.41501933,0.12351,0.424,6.2479277,0.094766274
'2707N: Failed States Index Total - Fund for Peace','0059: ICT service exports  (BoP; current US$) - WDI',0.42217,0.23274168,0.064230025,0.41975,6.044394,-0.43523365
'2707N: Failed States Index Total - Fund for Peace','1296: Population ages 15-64  (% of total) - WDI',0.42191,0.08044627,0.068780005,0.42191,6.2479277,-0.584349
'2707N: Failed States Index Total - Fund for Peace','0885: School enrollment; preprimary  (% gross) - WDI',0.4203,0.012349963,0.055979997,0.4203,5.9541965,-0.63870966
'2707N: Failed States Index Total - Fund for Peace','0570: Documents to import  (number) - WDI',0.41561,-0.0104497075,0.06914997,0.41561,6.2094536,0.6527325
'2707N: Failed States Index Total - Fund for Peace','1075: People practicing open defecation  (% of population) - WDI',0.41473,0.1898476,0.05227998,0.41473,6.2094536,0.47421768
'2707N: Failed States Index Total - Fund for Peace','0378: Combustible renewables and waste  (% of total energy) - WDI',0.40892,0.17487991,0.13918,0.40488,6.044394,0.4837769
'2707N: Failed States Index Total - Fund for Peace','0844: Net taxes on products  (current US$) - WDI',0.40479,0.30149984,0.051479995,0.40479,6.044394,-0.32138786
'2707N: Failed States Index Total - Fund for Peace','0574: Time required to enforce a contract  (days) - WDI',0.40347,0.34377313,0.19936001,0.40347,6.169925,0.24432944
'2707N: Failed States Index Total - Fund for Peace','0016: Forest area  (sq. km) - WDI',0.40232,0.4001976,0.26853,0.40232,6.2479277,-0.046069603
'2707N: Failed States Index Total - Fund for Peace','0062: Primary income receipts  (BoP; current US$) - WDI',0.40153,0.24017768,0.053909987,0.40153,5.9068904,-0.40168685
'2707N: Failed States Index Total - Fund for Peace','0017: Forest area  (% of land area) - WDI',0.40026,0.39345706,0.26566,0.40026,6.2479277,-0.08247991
'2707N: Failed States Index Total - Fund for Peace','1403: High-technology exports  (current US$) - WDI',0.39855,0.3458951,0.06566998,0.39855,6.044394,-0.22946656
'2707N: Failed States Index Total - Fund for Peace','1073: People practicing open defecation; rural  (% of rural population) - WDI',0.39785,0.16105759,0.06299001,0.39572,6.2094536,0.4866132
'2707N: Failed States Index Total - Fund for Peace','2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO',0.39646,0.20618036,0.033089995,0.39646,6.087463,-0.43621054
'2707N: Failed States Index Total - Fund for Peace','0361: Electric power transmission and distribution losses  (% of output) - WDI',0.39586,0.20772788,0.07060999,0.39312,6.044394,0.433742
'2707N: Failed States Index Total - Fund for Peace','2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO',0.3955,0.20610866,0.05081001,0.3955,6.2094536,-0.43519115
'2707N: Failed States Index Total - Fund for Peace','2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO',0.39174,0.21249612,0.05478999,0.38937,6.087463,-0.42337203
'2707N: Failed States Index Total - Fund for Peace','1402: Commercial service exports  (current US$) - WDI',0.38986,0.19412011,0.041940004,0.38748,6.169925,-0.442425
'2707N: Failed States Index Total - Fund for Peace','0851: DEC alternative conversion factor  (LCU per US$) - WDI',0.38947,0.36618313,0.081669986,0.38947,6.2479277,0.15260036
'2707N: Failed States Index Total - Fund for Peace','0856: PPP conversion factor; private consumption  (LCU per international $) - WDI',0.38869,0.3661492,0.08069,0.38869,6.169925,0.15013592
'2707N: Failed States Index Total - Fund for Peace','1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI',0.38432,0.025489032,0.080220014,0.38432,6.169925,0.599025
'2707N: Failed States Index Total - Fund for Peace','0767: Adjusted savings: consumption of fixed capital  (% of GNI) - WDI',0.38291,0.011526734,0.04697001,0.38088,6.2479277,-0.60941225
'2707N: Failed States Index Total - Fund for Peace','1323: International tourism; receipts for travel items  (current US$) - WDI',0.38289,0.24925819,0.08459997,0.38289,6.169925,-0.36555684
'2707N: Failed States Index Total - Fund for Peace','2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO',0.38268,0.19254333,0.03678,0.38268,6.2094536,-0.43604663
'2707N: Failed States Index Total - Fund for Peace','0491: Domestic credit provided by financial sector  (% of GDP) - WDI',0.38219,-0.025732338,0.06588,0.38219,6.169925,-0.63868797
'2707N: Failed States Index Total - Fund for Peace','1092: Tuberculosis case detection rate  (%; all forms) - WDI',0.38213,0.098758906,0.100299984,0.38213,6.2479277,-0.5323261
'2707N: Failed States Index Total - Fund for Peace','1273: Adolescent fertility rate  (births per 1;000 women ages 15-19) - WDI',0.3818,0.030517936,0.056769982,0.3818,6.2479277,0.5926905
'2707N: Failed States Index Total - Fund for Peace','0796: Gross value added at factor cost  (constant 2005 US$) - WDI',0.38095,0.30003563,0.05591002,0.37655,6.044394,-0.28445452
'2707N: Failed States Index Total - Fund for Peace','0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI',0.38059,0.19673169,0.04157999,0.38059,5.9068904,-0.42878702
'2707N: Failed States Index Total - Fund for Peace','0066: Service exports  (BoP; current US$) - WDI',0.38021,0.18816885,0.036929995,0.37822,6.169925,-0.438225
'2707N: Failed States Index Total - Fund for Peace','2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO',0.3801,0.35935974,0.062079996,0.3801,6.087463,-0.14401478
'2707N: Failed States Index Total - Fund for Peace','2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO',0.37821,0.23670602,0.09432,0.37626,6.169925,-0.37617016
'2707N: Failed States Index Total - Fund for Peace','2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO',0.37596,0.28800437,0.037929982,0.37349,6.129283,-0.29657313
'2707N: Failed States Index Total - Fund for Peace','0029: Cereal yield  (kg per hectare) - WDI',0.37525,0.25817788,0.037890017,0.37326,6.2479277,-0.34215805
'2707N: Failed States Index Total - Fund for Peace','0006: Arable land  (hectares) - WDI',0.3733,0.37149546,0.20222,0.3733,6.2479277,-0.042479854
'2707N: Failed States Index Total - Fund for Peace','2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO',0.37317,0.3590901,0.067169994,0.37317,6.087463,-0.11865877
'2707N: Failed States Index Total - Fund for Peace','0367: Electricity production from renewable sources; excluding hydroelectric  (% of total) - WDI',0.37287,0.21739855,0.090249985,0.37016,6.044394,-0.39429867
'2707N: Failed States Index Total - Fund for Peace','2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO',0.37225,0.24771905,0.04455,0.37225,5.7548876,-0.35288942
'2707N: Failed States Index Total - Fund for Peace','1362: Merchandise imports from high-income economies  (% of total merchandise imports) - WDI',0.37083,-0.009177089,0.021200001,0.37083,6.2094536,-0.61644715
'2707N: Failed States Index Total - Fund for Peace','2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO',0.36913,0.17760241,0.049329996,0.36648,6.0,-0.43763864
'2707N: Failed States Index Total - Fund for Peace','1319: International tourism; receipts  (current US$) - WDI',0.36898,0.2374275,0.07179999,0.36686,6.2094536,-0.36270165
'2707N: Failed States Index Total - Fund for Peace','2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO',0.36768,0.20203137,0.046249986,0.36768,5.9541965,-0.40699956
'2707N: Failed States Index Total - Fund for Peace','0588: Time required to build a warehouse  (days) - WDI',0.36751,0.34800938,0.19773999,0.36189,6.169925,0.13964456
'2707N: Failed States Index Total - Fund for Peace','1266: Refugee population by country or territory of origin - WDI',0.3659,0.28940666,0.042000026,0.3659,6.2479277,0.2765743
'2707N: Failed States Index Total - Fund for Peace','1095: External resources for health  (% of total expenditure on health) - WDI',0.36581,0.19550325,0.02539,0.36581,6.087463,0.41268238
'2707N: Failed States Index Total - Fund for Peace','1304: Population; total - WDI',0.36495,0.36277235,0.119320005,0.36495,6.2479277,0.04666535
'2707N: Failed States Index Total - Fund for Peace','0032: Primary income payments  (BoP; current US$) - WDI',0.36451,0.18722656,0.049030006,0.36451,5.523562,-0.4210504
'2707N: Failed States Index Total - Fund for Peace','0735: Agriculture; value added  (constant LCU) - WDI',0.36239,0.3591196,0.10790002,0.35867,6.169925,0.05718748
'2707N: Failed States Index Total - Fund for Peace','1383: ICT goods exports  (% of total goods exports) - WDI',0.3616,0.2910995,0.08256,0.35892,6.044394,-0.26551938
'2707N: Failed States Index Total - Fund for Peace','2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO',0.36147,0.35138756,0.037740022,0.36147,6.087463,-0.10041146
'2707N: Failed States Index Total - Fund for Peace','1301: Population growth  (annual %) - WDI',0.36143,0.29529658,0.07677999,0.36143,6.2479277,0.25716415
'2707N: Failed States Index Total - Fund for Peace','0699: Exports of goods and services  (constant 2005 US$) - WDI',0.36036,0.22103277,0.034429997,0.36036,6.044394,-0.37326562
'2707N: Failed States Index Total - Fund for Peace','0853: PPP conversion factor; GDP  (LCU per international $) - WDI',0.3597,0.33817878,0.06233999,0.35718,6.2479277,0.14670108
'2707N: Failed States Index Total - Fund for Peace','2789: Balance of Payments-Exports-Other commercial services (US dollar at current prices) - WTO',0.3572,0.1957743,0.03501001,0.35494,6.169925,-0.40177816
'2707N: Failed States Index Total - Fund for Peace','0477: Money and quasi money  as % of GDP (M2) - WDI',0.35705,0.14992544,0.06915,0.35705,6.087463,-0.4551094
'2707N: Failed States Index Total - Fund for Peace','2750: Merchandise trade-Exports-Automotive products (US dollar at current prices) - WTO',0.35688,0.23402804,0.06421998,0.35688,6.087463,-0.35050246
'2707N: Failed States Index Total - Fund for Peace','1324: International tourism; expenditures for travel items  (current US$) - WDI',0.35651,0.20397912,0.05138001,0.35651,6.169925,-0.39055204
'2707N: Failed States Index Total - Fund for Peace','1900: Fixed-broadband subscriptions - ITU',0.35521,0.32813698,0.096379995,0.35521,6.169925,-0.16453883
'2707N: Failed States Index Total - Fund for Peace','0946: Secondary education; general pupils  (% female) - WDI',0.35503,0.11928493,0.03812,0.35245,6.087463,-0.48553586
'2707N: Failed States Index Total - Fund for Peace','2818: Balance of Payments-Imports-Telecommunications; computer; and information services (US dollar at current prices) - WTO',0.35419,0.1576205,0.035890013,0.35419,6.044394,-0.44336158
'2707N: Failed States Index Total - Fund for Peace','2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO',0.35369,0.16955318,0.036190003,0.35369,6.129283,-0.42911166
'2707N: Failed States Index Total - Fund for Peace','2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO',0.35365,0.09996891,0.04964,0.35365,6.087463,-0.50366765
'2707N: Failed States Index Total - Fund for Peace','1103: Health expenditure; public  (% of GDP) - WDI',0.35271,-0.07479292,0.051970005,0.35271,6.169925,-0.6538371
'2707N: Failed States Index Total - Fund for Peace','0639: Fixed broadband subscriptions - WDI',0.35204,0.3245865,0.09009999,0.35006,6.2094536,-0.16569093
'2707N: Failed States Index Total - Fund for Peace','1074: People practicing open defecation; urban  (% of urban population) - WDI',0.35201,0.2478718,0.044730008,0.35201,6.2094536,0.32270452
'2707N: Failed States Index Total - Fund for Peace','0847: Net current transfers from abroad  (current US$) - WDI',0.35117,0.27316839,0.03215,0.35117,6.087463,0.2792877
'2707N: Failed States Index Total - Fund for Peace','2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO',0.34977,0.3076271,0.05618,0.34977,6.044394,-0.20528734
