(filename, dataDensity, numberOfNextYearIndicator)
('./NewFormattedFilesWithoutMissingToNextYear/1959_2016-10-13-00-27-31.csv', 0.09165213600697472, 1)
('./NewFormattedFilesWithoutMissingToNextYear/1960_2016-10-13-00-30-14.csv', 0.2549810246679317, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1961_2016-10-13-00-33-02.csv', 0.2676966487842263, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1962_2016-10-13-00-35-47.csv', 0.27593494285521064, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1963_2016-10-13-00-38-38.csv', 0.2786569283830392, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1964_2016-10-13-00-41-27.csv', 0.2835091634543856, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1965_2016-10-13-00-44-18.csv', 0.2963108446097608, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1966_2016-10-13-00-47-06.csv', 0.29467871485943775, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1967_2016-10-13-00-49-53.csv', 0.3008794767589535, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1968_2016-10-13-00-52-40.csv', 0.3043429270491276, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1969_2016-10-13-00-55-27.csv', 0.3044037338074676, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1970_2016-10-13-00-58-20.csv', 0.31536868845042976, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1971_2016-10-13-01-01-08.csv', 0.3468879014764537, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1972_2016-10-13-01-03-53.csv', 0.3561608335090308, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1973_2016-10-13-01-06-39.csv', 0.3573378234668557, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1974_2016-10-13-01-09-30.csv', 0.3572353229305157, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1975_2016-10-13-01-12-23.csv', 0.3624358407831673, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1976_2016-10-13-01-15-13.csv', 0.37321980096087853, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1977_2016-10-13-01-18-02.csv', 0.3842780256838233, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1978_2016-10-13-01-20-51.csv', 0.3875209968804635, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1979_2016-10-13-01-23-39.csv', 0.38812401964127397, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1980_2016-10-13-01-26-35.csv', 0.4351494885916601, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1981_2016-10-13-01-29-24.csv', 0.3597005208333333, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1982_2016-10-13-01-32-44.csv', 0.3618044703649961, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1983_2016-10-13-01-35-41.csv', 0.3634450279236476, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1984_2016-10-13-01-38-34.csv', 0.3648968572615257, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1985_2016-10-13-01-41-23.csv', 0.443319529206626, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1986_2016-10-13-01-44-11.csv', 0.3659950746914917, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1987_2016-10-13-01-47-00.csv', 0.36680508746589635, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1988_2016-10-13-01-49-44.csv', 0.3639411343378608, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1989_2016-10-13-01-52-39.csv', 0.3695094738490448, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1990_2016-10-13-01-55-36.csv', 0.4520420621660822, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1991_2016-10-13-01-58-31.csv', 0.3997509903791737, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1992_2016-10-13-02-01-24.csv', 0.4107373113092194, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1993_2016-10-13-02-04-12.csv', 0.4142712839544127, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1994_2016-10-13-02-07-17.csv', 0.4195128596338274, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1995_2016-10-13-02-10-05.csv', 0.48573285739467653, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1996_2016-10-13-02-12-41.csv', 0.428111996868949, 2)
('./NewFormattedFilesWithoutMissingToNextYear/1997_2016-10-13-02-15-14.csv', 0.42222283557821627, 3)
('./NewFormattedFilesWithoutMissingToNextYear/1998_2016-10-13-02-17-56.csv', 0.4134819791707298, 3)
('./NewFormattedFilesWithoutMissingToNextYear/1999_2016-10-13-02-20-23.csv', 0.42140923353614207, 3)
('./NewFormattedFilesWithoutMissingToNextYear/2000_2016-10-13-02-22-52.csv', 0.4590078357878582, 3)
('./NewFormattedFilesWithoutMissingToNextYear/2001_2016-10-13-02-25-39.csv', 0.4100331166441801, 4)
('./NewFormattedFilesWithoutMissingToNextYear/2002_2016-10-13-02-28-40.csv', 0.41921377478384664, 4)
('./NewFormattedFilesWithoutMissingToNextYear/2003_2016-10-13-02-31-40.csv', 0.4115087454816439, 4)
('./NewFormattedFilesWithoutMissingToNextYear/2004_2016-10-13-02-34-33.csv', 0.4062927102372837, 8)
('./NewFormattedFilesWithoutMissingToNextYear/2005_2016-10-13-02-37-27.csv', 0.44299449662175255, 8)
('./NewFormattedFilesWithoutMissingToNextYear/2006_2016-10-13-02-40-22.csv', 0.3701538762250111, 8)
('./NewFormattedFilesWithoutMissingToNextYear/2007_2016-10-13-02-43-02.csv', 0.3798271598228116, 8)
('./NewFormattedFilesWithoutMissingToNextYear/2008_2016-10-13-02-45-37.csv', 0.3690013120576775, 8)
('./NewFormattedFilesWithoutMissingToNextYear/2009_2016-10-13-02-48-02.csv', 0.3667365021312424, 8)
('./NewFormattedFilesWithoutMissingToNextYear/2010_2016-10-13-02-50-30.csv', 0.3945020133934433, 8)
('./NewFormattedFilesWithoutMissingToNextYear/2011_2016-10-13-02-52-56.csv', 0.36033047688085745, 8)
('./NewFormattedFilesWithoutMissingToNextYear/2012_2016-10-13-02-55-24.csv', 0.3658844608752519, 7)
('./NewFormattedFilesWithoutMissingToNextYear/2013_2016-10-13-02-57-51.csv', 0.34960411799264934, 7)
('./NewFormattedFilesWithoutMissingToNextYear/2014_2016-10-13-03-00-14.csv', 0.3351854057192194, 5)
('./NewFormattedFilesWithoutMissingToNextYear/2015_2016-10-13-03-02-40.csv', 0.5164356458555098, 0)
